security_id,market,name,ticker,end_month,outcome,outcome_source,value_realising,first_month,months_listed,delisting_notice
SEDOL:B05N8X2,UK,Amati VCT,ATI,2018-04,merged,panel_terminal,True,2007-01,136,
SEDOL:B1XCHB9,UK,Aberdeen Private Equity,APEF,2018-06,redeemed,panel_terminal,True,2008-08,119,
SEDOL:B1YQ6R9,UK,Third Point Offshore Investors,TPOG,2018-06,reconstructed,panel_terminal,True,2010-11,92,
SEDOL:B7TT4M6,UK,Blue Capital Alternative Income,BCAI,2018-06,liquidated,panel_terminal,True,2012-12,67,
SEDOL:BD884W6,UK,RM Secured Direct Lending C shares,RMDC,2018-06,unresolved,panel_terminal,,2017-10,9,
SEDOL:BDVK708,UK,AEW UK Long Lease REIT,AEWL,2018-06,unresolved,panel_terminal,,2017-06,13,
SEDOL:B73D8H7,UK,Puma VCT 9,PUM9,2018-07,liquidated,panel_terminal,True,2013-09,59,
SEDOL:BFYV7J1,UK,Triple Point Social Housing REIT C shares,SOHC,2018-07,unresolved,panel_terminal,,2018-03,5,
SEDOL:3636101,UK,Vinaland,VNL,2018-08,liquidated,panel_terminal,True,2014-07,50,
SEDOL:596286,UK,Mithras,MTH,2018-08,liquidated,panel_terminal,True,2006-12,141,
SEDOL:B08S4K3,UK,Northern Investors Company,NRI,2018-08,liquidated,panel_terminal,True,2007-01,140,
SEDOL:B29KPN2,UK,Triple Point Income VCT,TPV1,2018-08,reconstructed,panel_terminal,True,2010-08,97,
SEDOL:B0LCW20,UK,Picton Property Income,PCTN,2018-09,liquidated,panel_terminal,True,2007-01,141,
SEDOL:B1GCL25,UK,Dunedin Smaller Companies,DNDL,2018-09,merged,panel_terminal,True,2007-01,141,
SEDOL:B4ZWPH0,UK,John Laing Infrastructure,JLIF,2018-09,liquidated,panel_terminal,True,2011-01,93,
SEDOL:B6X5T17,UK,UIL,UTL,2018-09,reorganised,panel_terminal,False,2012-01,81,
SEDOL:BDRNW62,UK,BioPharma Credit C shares,BPC1,2018-09,unresolved,panel_terminal,,2018-04,6,
SEDOL:981536,UK,Lazard World Trust Fund,WTR,2018-10,redeemed,panel_terminal,True,2006-01,154,
SEDOL:B0BN1P9,UK,BlackRock Emerging Europe,BEEP,2018-10,reconstructed,panel_terminal,True,2007-01,142,
SEDOL:BDD98Q6,UK,Hadrian's Wall Secured Investments C shares,HWSC,2018-11,unresolved,panel_terminal,,2017-05,19,
SEDOL:BDZZT36,UK,Civitas Social Housing C shares,CSHC,2018-11,unresolved,panel_terminal,,2017-11,13,
SEDOL:BYW1DN2,UK,GCP Asset Backed Income C Shares,GABC,2018-11,unresolved,panel_terminal,,2017-10,14,
SEDOL:BBBSB40,UK,BlackRock Frontiers C shares,BRFC,2018-12,unresolved,panel_terminal,,2013-07,66,
SEDOL:BH4TCL6,UK,Regional REIT,RGL,2018-12,reorganised,panel_terminal,False,2018-04,9,
SEDOL:BG0QZS2,UK,Tufton Oceanic Assets C shares,SHPC,2019-01,unresolved,panel_terminal,,2018-10,4,
SEDOL:306P103,UK,Qannas Investments,QIL,2019-02,unresolved,panel_terminal,,2015-03,48,
SEDOL:B1DVQL9,UK,MedicX,MXF,2019-02,merged,panel_terminal,True,2009-07,116,
SEDOL:787983,UK,Hansa Trust (A Ord),,2019-03,unresolved,panel_terminal,,2007-01,147,
SEDOL:BF00L12,UK,Fair Oaks Income 2014,FA14,2019-03,reconstructed,panel_terminal,True,2017-04,24,
SEDOL:B1YWTR8,UK,Ashmore Global Opportunities USD,AGOL,2019-05,unresolved,panel_terminal,,2008-03,135,
SEDOL:BD20L05,UK,RDL Realisation,RDL,2019-05,reorganised,panel_terminal,False,2016-08,34,
SEDOL:3133691,UK,Establishment Investment Trust,ET.,2019-06,reconstructed,panel_terminal,True,2007-01,150,
SEDOL:569512,UK,Martin Currie Asia Unconstrained,MCP,2019-08,liquidated,panel_terminal,True,2007-01,152,
SEDOL:BRK9BQ8,UK,Fastforward Innovations,FFWD,2019-08,unresolved,panel_terminal,,2018-08,13,
SEDOL:B89W2T5,UK,Pembroke VCT,PEMV,2019-09,unresolved,panel_terminal,,2018-10,12,
SEDOL:B96SW59,UK,JPMorgan Global Convertibles Income,JGCI,2019-09,liquidated,panel_terminal,True,2013-06,76,
SEDOL:BFG3QX2,UK,Puma VCT 10,PUMX,2019-09,liquidated,panel_terminal,True,2014-06,64,
SEDOL:B4TC8Z5,UK,Forest Company,FCO,2019-11,liquidated,panel_terminal,True,2011-09,99,
SEDOL:BMPHJ80,UK,Sanditon Investment,SIT,2019-11,liquidated,panel_terminal,True,2014-06,66,
SEDOL:BF8Q3P0,UK,Blackstone/GSO Loan Financing C shares,BGLC,2020-01,unresolved,panel_terminal,,2018-12,14,
SEDOL:290481,UK,JZ Capital Partners,JZCP,2020-03,unresolved,panel_terminal,,2006-10,162,
SEDOL:BZ0RY03,UK,JZ Capital Partners,JZCP,2020-03,unresolved,panel_terminal,,2015-09,55,
SEDOL:0827124,UK,Adamas Finance Asia,ADAM,2020-04,unresolved,panel_terminal,,2019-01,16,
SEDOL:B4N1RV7,UK,Better Capital 2012,BC12,2020-04,liquidated,panel_terminal,True,2012-01,100,
SEDOL:B588594,UK,Better Capital 2009,BCAP,2020-04,liquidated,panel_terminal,True,2010-03,122,
SEDOL:B3P7S35,UK,NB Global Floating Rate Income,NBLU,2020-06,unresolved,panel_terminal,,2011-04,111,
SEDOL:0262134,UK,Chelverton Growth Trust,CGW,2020-07,unresolved,panel_terminal,,2019-07,13,2023-11-29
SEDOL:B1W59J1,UK,Aberdeen Frontier Markets,AFMC,2020-07,liquidated,panel_terminal,True,2010-12,116,
SEDOL:0121600,UK,Henderson Alternative Strategies,HAST,2020-08,liquidated,panel_terminal,True,2013-05,88,
SEDOL:B02WQ94,UK,Artemis VCT,AAM,2020-08,liquidated,panel_terminal,True,2006-12,165,
SEDOL:BYMYC34,UK,HWSI Realisation,HWSL,2020-08,liquidated,panel_terminal,True,2016-06,51,
SEDOL:3137100,UK,UIL,UTL,2020-09,reorganised,panel_terminal,False,2014-07,75,
SEDOL:B1YWWJ1,UK,Ashmore Global Opportunities,AGOU,2020-09,liquidated,panel_terminal,True,2008-03,151,
SEDOL:BTLJYS4,UK,Gabelli Value Plus+,GVP,2020-09,unresolved,panel_terminal,,2015-04,66,
SEDOL:3034868,UK,Chrysalis VCT,CYS,2020-10,liquidated,panel_terminal,True,2009-06,137,
SEDOL:679842,UK,Perpetual Income & Growth,PLI,2020-10,merged,panel_terminal,True,2007-01,166,
SEDOL:B602HS4,UK,JPMorgan Brazil,JPB,2020-10,liquidated,panel_terminal,True,2010-04,127,
SEDOL:B6116N8,UK,Alcentra European Floating Rate Income,AEFS,2020-10,redeemed,panel_terminal,True,2012-02,105,
SEDOL:BFYT966,UK,Hipgnosis Songs C shares,SONC,2020-11,unresolved,panel_terminal,,2019-10,14,
SEDOL:BYP98L6,UK,Premier Miton Global Renewables,PEZ,2020-11,reorganised,panel_terminal,False,2016-01,59,
SEDOL:B4QDLR4,UK,CATCo Reinsurance Opportunities C shares,CATC,2020-12,redeemed,panel_terminal,True,2011-05,116,
SEDOL:BW4NPD6,UK,RDL Realisation,RDL,2021-01,liquidated,panel_terminal,True,2015-07,67,
SEDOL:703376,UK,Jupiter UK Growth,JUKG,2021-02,liquidated,panel_terminal,True,2007-01,170,
SEDOL:B6ZS0J9,UK,Downing TWO VCT F shares,DP2F,2021-02,unresolved,panel_terminal,,2012-03,108,
SEDOL:B6ZS1P2,UK,Downing THREE VCT F shares,DP3F,2021-02,liquidated,panel_terminal,True,2012-03,108,
SEDOL:B8Y7CS4,UK,Downing TWO VCT G shares,DP2G,2021-02,unresolved,panel_terminal,,2013-04,95,
SEDOL:BG1TSQ9,UK,RM Secured Direct Lending,RMII,2021-02,reorganised,panel_terminal,False,2018-04,35,
SEDOL:BH7Y7B3,UK,Downing THREE VCT H shares,DP3H,2021-02,liquidated,panel_terminal,True,2014-03,84,
SEDOL:BLP57Y9,UK,Alternative Credit Investments,ACI,2021-02,liquidated,panel_terminal,True,2014-06,81,
SEDOL:BSTK642,UK,Downing THREE VCT J shares,DP3J,2021-02,liquidated,panel_terminal,True,2015-02,73,
SEDOL:BZ6CSD3,UK,Downing TWO VCT K shares,DP2K,2021-02,unresolved,panel_terminal,,2016-02,61,
SEDOL:358572,UK,Invesco Income Growth,IVI,2021-03,merged,panel_terminal,True,2007-01,171,
SEDOL:B05NYM3,UK,Invesco Enhanced Income,IPE,2021-04,merged,panel_terminal,True,2006-11,174,
SEDOL:B2QQPS8,UK,BH Global,BHGU,2021-06,merged,panel_terminal,True,2008-05,158,
SEDOL:B2QQPT9,UK,BH Global,BHGG,2021-06,merged,panel_terminal,True,2008-05,158,
SEDOL:BMC7TN8,UK,Cordiant Digital Infrastructure C Share,CCRD,2021-06,unresolved,panel_terminal,,2021-06,1,
SEDOL:0482943,UK,Acorn Income,AIF,2021-08,reconstructed,panel_terminal,True,2013-09,96,
SEDOL:B13YVW4,UK,Highbridge Tactical Credit,HTCF,2021-08,redeemed,panel_terminal,True,2009-12,141,
SEDOL:BN56JF1,UK,KKV Secured Loan,SLFR,2021-08,unresolved,panel_terminal,,2014-07,86,
SEDOL:BYMJ7X4,UK,Acorn Income,AIF,2021-08,reconstructed,panel_terminal,True,2017-01,56,
SEDOL:BYMK5S8,UK,Secured Income,SSIF,2021-08,unresolved,panel_terminal,,2015-09,72,
SEDOL:BZ184P0,UK,KKV Secured Loan C,SLFX,2021-08,unresolved,panel_terminal,,2015-11,70,
SEDOL:B03KMY4,UK,Ventus VCT,VEN,2021-09,liquidated,panel_terminal,True,2007-01,177,
SEDOL:B0WCHT1,UK,Ventus 2 VCT,VEN2,2021-09,liquidated,panel_terminal,True,2007-01,177,
SEDOL:B3KVC41,UK,Ventus VCT C shares,VENC,2021-09,liquidated,panel_terminal,True,2009-03,151,
SEDOL:B3WQ8G8,UK,CATCo Reinsurance Opportunities,CAT,2021-09,unresolved,panel_terminal,,2011-04,126,
SEDOL:BFXW773,UK,Ventus VCT D shares,VEIL,2021-09,liquidated,panel_terminal,True,2014-04,90,
SEDOL:BFXW784,UK,Ventus 2 VCT D shares,VND,2021-09,liquidated,panel_terminal,True,2014-04,90,
SEDOL:BQVBS54,UK,Puma VCT 11,PU11,2021-09,liquidated,panel_terminal,True,2015-06,76,
SEDOL:BW4NWS0,UK,Drum Income Plus REIT,DRIP,2021-09,merged,panel_terminal,True,2015-07,75,
NAME:aberdeen new thai|ordinary share,UK,Aberdeen New Thai,ANW,2021-10,merged,panel_terminal,True,2007-01,178,
SEDOL:B43GVJ8,UK,Gresham House Renewable Energy VCT 2,GV2O,2021-10,unresolved,panel_terminal,,2011-01,130,
SEDOL:B4M2G81,UK,Gresham House Renewable Energy VCT 1,GV1O,2021-10,unresolved,panel_terminal,,2011-01,130,
SEDOL:BNG2HN2,UK,Polar Capital Global Financials C Share,PCFC,2021-10,unresolved,panel_terminal,,2021-06,5,
SEDOL:B8460Z4,UK,GCP Student Living,DIGS,2021-11,reconstructed,panel_terminal,True,2016-03,69,
SEDOL:308544,UK,Electra Private Equity,ELTA,2021-12,unresolved,panel_terminal,,2007-06,175,
SEDOL:B17XWW4,UK,JPMorgan European Income,JETI,2022-01,merged,panel_terminal,True,2007-01,181,
SEDOL:BCKFVJ4,UK,GRIT Investment Trust,GRIT,2022-01,unresolved,panel_terminal,,2014-03,95,
SEDOL:BXDZMK6,UK,UK Mortgages,UKML,2022-02,merged,panel_terminal,True,2015-07,80,
SEDOL:BF8NW87,UK,CIP Merchant Capital,CIP,2022-04,liquidated,panel_terminal,True,2018-05,48,
SEDOL:BMGWM18,UK,Round Hill Music Royalty C Share,RHMC,2022-04,unresolved,panel_terminal,,2021-08,9,
SEDOL:BDR0575,UK,Jupiter Emerging & Frontier Income,JEFI,2022-05,liquidated,panel_terminal,True,2017-05,61,
SEDOL:BYSJJR6,UK,Puma VCT 12,PU12,2022-05,liquidated,panel_terminal,True,2016-06,72,
SEDOL:782609,UK,Scottish Investment Trust,SCIN,2022-07,merged,panel_terminal,True,2006-09,191,
SEDOL:B640GZ4,UK,Foresight Solar & Technology VCT,FTSV,2022-08,unresolved,panel_terminal,,2021-05,16,
SEDOL:BD0FRW6,UK,NB Private Equity Partners,NBPE,2022-08,reorganised,panel_terminal,False,2016-09,72,
SEDOL:BYT2554,UK,ScotGems,SGEM,2022-08,liquidated,panel_terminal,True,2017-06,63,
SEDOL:1610132,UK,UIL,UTLF,2022-09,reorganised,panel_terminal,False,2016-06,76,
NAME:independent investment trust|ordinary share,UK,Independent Investment Trust,IIT,2022-10,merged,panel_terminal,True,2007-01,190,
SEDOL:BDG12N4,UK,EJF Investments,EJFI,2022-10,reorganised,panel_terminal,False,2017-11,60,
SEDOL:BGSH2G4,UK,Triple Point Income VCT C shares,TPVC,2022-10,reconstructed,panel_terminal,True,2014-02,105,
SEDOL:BLSNND1,UK,Fundsmith Emerging Equities,FEET,2022-10,liquidated,panel_terminal,True,2014-06,101,
SEDOL:BNCBFH3,UK,Triple Point Income VCT D shares,TPVD,2022-10,reconstructed,panel_terminal,True,2015-02,93,
SEDOL:3408009,UK,JPMorgan Elect Managed Cash,JPEC,2022-11,merged,panel_terminal,True,2007-01,191,
SEDOL:3408021,UK,JPMorgan Elect Managed Income,JPEI,2022-11,merged,panel_terminal,True,2007-01,191,
SEDOL:505840,UK,BlackRock Latin American,BRLA,2022-11,unresolved,panel_terminal,,2007-01,191,
SEDOL:852814,UK,JPMorgan Elect Managed Growth,JPE,2022-11,merged,panel_terminal,True,2007-01,191,
SEDOL:BLNNFZ2,UK,Harmony Energy Income C Shares,HEIC,2022-12,unresolved,panel_terminal,,2022-10,3,
SEDOL:532707,UK,Blue Planet Investment Trust,BLP,2023-01,liquidated,panel_terminal,True,2007-01,193,
SEDOL:B1NP514,UK,BH Macro,BHMG,2023-01,unresolved,panel_terminal,,2007-09,185,
SEDOL:BNNPF74,UK,JPMorgan Global Growth & Income C Shares,JGGC,2023-02,unresolved,panel_terminal,,2022-12,3,
SEDOL:BTC2K73,UK,Axiom European Financial Debt,AXI,2023-02,liquidated,panel_terminal,True,2017-01,74,
SEDOL:BYYJCZ9,UK,SME Credit Realisation Fund,FCIF,2023-02,redeemed,panel_terminal,True,2015-11,88,
SEDOL:BNCBFM8,UK,Triple Point VCT 2011 A shares,TPOA,2023-03,reconstructed,panel_terminal,True,2015-03,97,
SEDOL:BYSQV48,UK,Triple Point VCT 2011 B shares,TPOB,2023-03,reconstructed,panel_terminal,True,2016-04,84,
SEDOL:B44ZTP6,UK,abrdn Latin American Income,ALAI,2023-05,liquidated,panel_terminal,True,2010-08,154,
SEDOL:876999,UK,Momentum Multi-Asset Value,MAVT,2023-07,reconstructed,panel_terminal,True,2007-01,199,
SEDOL:B012T52,UK,CT Property Trust,CTPT,2023-07,unresolved,panel_terminal,,2008-09,179,
SEDOL:BD89H86,UK,Triple Point Income VCT E shares,TPVE,2023-07,reconstructed,panel_terminal,True,2017-04,76,
NAME:atlantis japan growth|ordinary share,UK,Atlantis Japan Growth Fund,AJG,2023-08,merged,panel_terminal,True,2007-01,200,
SEDOL:577656,UK,Dunedin Enterprise,DNE,2023-08,unresolved,panel_terminal,,2007-01,200,
SEDOL:392075,UK,abrdn Japan Investment Trust,AJIT,2023-09,merged,panel_terminal,True,2007-01,201,
SEDOL:BMXNVC8,UK,Round Hill Music Royalty Fund,RHM,2023-09,liquidated,panel_terminal,True,2020-11,35,
SEDOL:BNGMZB6,UK,Ediston Property,EPIC,2023-09,liquidated,panel_terminal,True,2015-01,105,
NAME:abrdn new dawn|ordinary share,UK,abrdn New Dawn Investment Trust,ABD,2023-10,merged,panel_terminal,True,2007-01,202,
SEDOL:806372,UK,abrdn Smaller Companies Income,ASCI,2023-10,merged,panel_terminal,True,2007-01,202,
SEDOL:BLN7H03,UK,M7 Regional E-Warehouse REIT,REW,2023-10,reconstructed,panel_terminal,True,2023-01,10,
SEDOL:3387528,UK,abrdn Property Income Trust,API,2023-12,unresolved,panel_terminal,,2007-01,204,
SEDOL:B1Y1NS4,UK,Henderson Diversified Income,HDIV,2023-12,merged,panel_terminal,True,2007-07,198,
SEDOL:BD8HBD3,UK,Civitas Social Housing,CIVSHP-OR,2023-12,reconstructed,panel_terminal,True,2017-01,84,
SEDOL:BYWYZ46,UK,Sure Ventures,SURE,2023-12,unresolved,panel_terminal,,2020-07,42,
SEDOL:BYZV3G2,UK,Pollen Street,POLN,2023-12,reconstructed,panel_terminal,True,2016-09,88,
SEDOL:235761,UK,JPMorgan MidCap,JMF,2024-01,merged,panel_terminal,True,2007-01,205,
SEDOL:167499,UK,abrdn China Investment Company,ACIC,2024-02,merged,panel_terminal,True,2007-01,206,
SEDOL:370866,UK,Troy Income & Growth Trust,TIGT,2024-02,merged,panel_terminal,True,2007-01,206,
SEDOL:B6QPQ46,UK,Thames Ventures VCT 2 D shares,DO1D,2024-02,reconstructed,panel_terminal,True,2012-03,144,
SEDOL:BFWJJT1,UK,JPMorgan Multi-Asset Growth & Income,MATE,2024-02,merged,panel_terminal,True,2018-03,72,2024-03-27
SEDOL:BYQ46T4,UK,LXI REIT,LXI,2024-02,reconstructed,panel_terminal,True,2017-02,85,
SEDOL:B1DPVL6,UK,Invesco Select Trust - UK Equity shares,IVPU,2024-03,merged,panel_terminal,True,2006-12,208,
SEDOL:B1DQ669,UK,Invesco Select Trust - Balanced Risk Allocation sh,IVPB,2024-03,unresolved,panel_terminal,,2007-01,207,
SEDOL:B1DQ670,UK,Invesco Select Trust - Managed Liquidity share,IVPM,2024-03,merged,panel_terminal,True,2007-01,207,
SEDOL:B19Z2J5,UK,UK Commercial Property REIT,UKCM,2024-04,merged,panel_terminal,True,2007-11,198,
SEDOL:BDHXP96,UK,Polar Capital Global Healthcare,PCGH,2024-05,reorganised,panel_terminal,False,2017-06,84,
SEDOL:BKF2JH0,UK,Foresight Solar & Tech VCT FWT,FWT,2024-05,unresolved,panel_terminal,,2021-06,36,
SEDOL:BLBJFZ2,UK,Thomas Lloyd Energy Impact Trust,AEIT,2024-05,unresolved,panel_terminal,,2021-12,30,
SEDOL:BMH3TR5,UK,Schiehallion C Shares,MNTC,2024-05,unresolved,panel_terminal,,2021-04,38,
SEDOL:419929,UK,Henderson EuroTrust,HNE,2024-06,merged,panel_terminal,True,2008-03,196,
SEDOL:B0LKLZ0,UK,Mobeus Income & Growth 2 VCT,MIG,2024-06,merged,panel_terminal,True,2007-01,210,
SEDOL:B1FMDH5,UK,Mobeus Income & Growth 4 VCT,MIG4,2024-06,merged,panel_terminal,True,2007-01,210,
SEDOL:B3KX4Q3,UK,NB Global Monthly Income Fund,NBMI,2024-06,liquidated,panel_terminal,True,2011-04,159,
SEDOL:BFYT9H7,UK,Hipgnosis Songs Fund,SONG,2024-06,reconstructed,panel_terminal,True,2018-07,72,
SEDOL:BMDPKM7,UK,Foresight Sustainable Forestry,FSF,2024-06,reconstructed,panel_terminal,True,2021-11,32,
SEDOL:BYPBD39,UK,Aberforth Split Level Income,ASIT,2024-06,reconstructed,panel_terminal,True,2017-07,84,
SEDOL:BYPBD51,UK,Aberforth Split Level Income,ASIZ,2024-06,reconstructed,panel_terminal,True,2017-07,84,
SEDOL:BF1Q4G5,UK,Marble Point Loan Financing,MPLF,2024-08,liquidated,panel_terminal,True,2018-02,79,
SEDOL:1610207,UK,UIL,UTL,2024-09,reorganised,panel_terminal,False,2017-11,83,
SEDOL:316581,UK,JPMorgan Japan Small Cap Growth & Income,JSGI,2024-09,merged,panel_terminal,True,2007-01,213,
SEDOL:974406,UK,Witan Investment Trust,WTAN,2024-09,merged,panel_terminal,True,2007-01,213,
SEDOL:B1Z4070,UK,Gulf Investment Fund,GIF,2024-09,liquidated,panel_terminal,True,2013-04,138,2024-10-30
SEDOL:BD96PR1,UK,NB Private Equity Partners,NBPE,2024-09,reorganised,panel_terminal,False,2018-05,77,
SEDOL:BN497V3,UK,Atrato Onsite Energy,ROOF,2024-09,reconstructed,panel_terminal,True,2021-11,35,
SEDOL:BYMTBG5,UK,RM Infrastructure Income,RMII,2024-09,unresolved,panel_terminal,,2016-12,94,
SEDOL:435594,UK,Artemis Alpha Trust,ATS,2024-10,unresolved,panel_terminal,,2007-01,214,
SEDOL:B05KL90,UK,Balanced Commercial Property,BCPT,2024-10,liquidated,panel_terminal,True,2005-06,233,
SEDOL:B1FQG45,UK,Boussard & Gavaudan Holding,BGHL,2024-10,liquidated,panel_terminal,True,2020-08,51,
SEDOL:B1NB0J5,UK,Thames Ventures VCT 2 DP67 shares,D467,2024-10,merged,panel_terminal,True,2007-05,210,
SEDOL:BDHF5B4,UK,Thames Ventures VCT 2 Ventures shares,TV2V,2024-10,unresolved,panel_terminal,,2017-02,93,
SEDOL:BDHF5D6,UK,Thames Ventures VCT 2 Healthcare shares,TV2H,2024-10,merged,panel_terminal,True,2017-02,93,
SEDOL:BL594H3,UK,SuperSeed Capital,WWW,2024-10,unresolved,panel_terminal,,2022-02,33,
SEDOL:BMYXV61,UK,Thames Ventures VCT 2 AIM shares,TV2A,2024-10,merged,panel_terminal,True,2022-04,31,
SEDOL:203962,UK,Albion VCT,AAVC,2024-11,merged,panel_terminal,True,2006-12,216,
SEDOL:483247,UK,Albion Development VCT,AADV,2024-11,merged,panel_terminal,True,2006-10,218,
SEDOL:717429,UK,Albion KAY VCT,KAY,2024-11,merged,panel_terminal,True,2006-08,220,
SEDOL:BG382L7,UK,Tritax Eurobox,BOXE,2024-11,liquidated,panel_terminal,True,2018-07,77,
SEDOL:BK6RLF6,UK,Aquila European Renewables,AERI,2024-11,unresolved,panel_terminal,,2019-07,65,
SEDOL:BNCB5T5,UK,Blackstone Loan Financing,BGLF,2024-12,redeemed,panel_terminal,True,2014-07,126,
SEDOL:294502,UK,Asia Dragon Trust,DGN,2025-01,merged,panel_terminal,True,2007-01,217,
SEDOL:BF0SCX5,UK,Downing Strategic Micro-Cap,DSM,2025-01,liquidated,panel_terminal,True,2017-05,93,2025-08-29
SEDOL:BMCBZL0,UK,Triple Point Energy Transition,TENT,2025-01,liquidated,panel_terminal,True,2020-10,52,
SEDOL:BP2NJT3,UK,Taylor Maritime Investments,TMI,2025-01,reconstructed,panel_terminal,True,2021-05,45,
SEDOL:0068417,UK,SVM UK Emerging Fund,SVM,2025-02,liquidated,panel_terminal,True,2019-09,66,2025-03-05
SEDOL:491206,UK,Keystone Positive Change,KPC,2025-02,redeemed,panel_terminal,True,2007-01,218,
SEDOL:853657,UK,Henderson Opportunities Trust,HOT,2025-02,unresolved,panel_terminal,,2007-01,218,
SEDOL:B120GL7,UK,Jupiter Green Investment Trust,JGC,2025-02,unresolved,panel_terminal,,2007-06,213,
SEDOL:BZ0XWD0,UK,Menhaden Resource Efficiency,MHN,2025-02,liquidated,panel_terminal,True,2015-10,113,2025-12-30
SEDOL:BZ7MQD8,UK,Chelverton UK Dividend Trust,SDV,2025-03,reorganised,panel_terminal,False,2018-01,87,
SEDOL:B3PHCS8,UK,Henderson International Income,HINT,2025-04,merged,panel_terminal,True,2011-04,169,2025-09-15
SEDOL:BWFGQ08,UK,Miton UK Microcap Trust,MINI,2025-04,reconstructed,panel_terminal,True,2015-04,121,
SEDOL:BYXVMJ0,UK,Care REIT,CRT,2025-04,reconstructed,panel_terminal,True,2017-05,96,
SEDOL:B6QWXM4,UK,BBGI Global Infrastructure S.A.,BBGI,2025-05,reconstructed,panel_terminal,True,2011-12,162,
SEDOL:BLNNFY1,UK,Harmony Energy Income Trust,HEIT,2025-05,unresolved,panel_terminal,,2021-11,43,
SEDOL:BYV8MN7,UK,Urban Logistics REIT,SHED,2025-05,reconstructed,panel_terminal,True,2018-07,83,
SEDOL:BF345X1,UK,Supermarket Income REIT,SUPR,2025-06,reconstructed,panel_terminal,True,2018-04,87,
SEDOL:526885,UK,Henderson European Trust,HET,2025-08,merged,panel_terminal,True,2007-01,224,
SEDOL:B1YQ721,UK,Third Point Investors,TPOU,2025-08,reconstructed,panel_terminal,True,2010-11,178,
SEDOL:BWWYMV8,UK,Apax Global Alpha,APAX,2025-08,reconstructed,panel_terminal,True,2015-06,123,
SEDOL:322566,UK,European Assets Trust,EAT,2025-09,merged,panel_terminal,True,2006-12,226,
SEDOL:B15PV03,UK,Middlefield Canadian Income Trust,MCT,2025-09,unresolved,panel_terminal,,2007-07,219,
SEDOL:B64GWK9,UK,NB Distressed Debt,NBDD,2025-09,liquidated,panel_terminal,True,2011-02,176,
SEDOL:B9CBV55,UK,NB Distressed Debt Extended Life shares,NBDX,2025-09,liquidated,panel_terminal,True,2013-04,150,
SEDOL:BD2NCM3,UK,Warehouse REIT,WHR,2025-09,reconstructed,panel_terminal,True,2017-09,97,
SEDOL:BH7JH18,UK,NB Distressed Debt New Global shares,NBDG,2025-09,liquidated,panel_terminal,True,2014-02,140,
SEDOL:332855,UK,Fidelity Japan Trust,FJV,2025-10,unresolved,panel_terminal,,2007-01,226,
SEDOL:537241,UK,Franklin Global Trust,FRGT,2025-10,merged,panel_terminal,True,2007-01,226,
SEDOL:B1436N6,UK,Macau Property Opportunities,MPO,2025-10,unresolved,panel_terminal,,2009-01,202,
SEDOL:BLF7PP2,UK,Downing Renewables & Infrastructure,DORE,2025-10,reconstructed,panel_terminal,True,2020-12,59,
SEDOL:BLPK443,UK,Ecofin US Renewables Infrastructure,RNEW,2025-10,unresolved,panel_terminal,,2021-01,58,
SEDOL:BP2RHT1,UK,Fuel Ventures VCT,FVV,2025-10,unresolved,panel_terminal,,2024-06,17,
SEDOL:3353790,UK,Premier Miton Global Renewables,PMGR,2025-11,reorganised,panel_terminal,False,2007-01,227,
SEDOL:B933LL6,UK,Weiss Korea Opportunity Fund,WKOF,2025-11,redeemed,panel_terminal,True,2021-01,59,
SEDOL:BL9ZF30,UK,Petershill Partners,PHLL,2025-11,reconstructed,panel_terminal,True,2021-10,50,
SEDOL:BNG43G3,UK,Premier Miton Global Renewables,PMGR,2025-11,reorganised,panel_terminal,False,2020-12,60,
SEDOL:B92LHN5,UK,Doric Nimrod Air Three,DNA3,2025-12,liquidated,panel_terminal,True,2019-12,73,
SEDOL:BF01NH5,UK,PRS REIT,PRSR,2025-12,liquidated,panel_terminal,True,2017-05,104,
SEDOL:B79WC10,UK,Starwood European Real Estate Finance,SWEF,2026-01,redeemed,panel_terminal,True,2012-12,158,
SEDOL:BGJWTR8,UK,Smithson Investment Trust,SSON,2026-01,unresolved,panel_terminal,,2018-10,88,
SEDOL:805250,UK,Shires Income,SHRS,2026-02,merged,panel_terminal,True,2007-01,230,
SEDOL:129756,UK,abrdn Diversified Income and Growth,ADIG,2026-03,liquidated,panel_terminal,True,2007-01,231,
SEDOL:891055,UK,BlackRock Throgmorton Trust,THRG,2026-03,merged,panel_terminal,True,2007-01,231,
SEDOL:BL6K7L0,UK,Hydrogen Capital Growth,HGEN,2026-03,reconstructed,panel_terminal,True,2021-08,56,2026-04-30
SEDOL:BP5X4Q2,UK,Life Science REIT,LABS,2026-03,reconstructed,panel_terminal,True,2021-11,53,2026-04-21
SEDOL:B3KJH95,UK,Bailiwick Investments,BAIL,2026-04,reconstructed,panel_terminal,True,2018-10,91,
SEDOL:BG12XV8,UK,Augmentum Fintech,AUGM,2026-04,liquidated,panel_terminal,True,2018-03,98,2026-05-14
SEDOL:B65TLW2,UK,Diverse Income Trust,DIVI,2026-05,reconstructed,panel_terminal,True,2011-04,182,
SEDOL:BWC53H4,UK,Amedeo Air Four Plus,AA4,2026-05,liquidated,panel_terminal,True,2016-01,125,2026-06-26
SEDOL:BB0RDB9,UK,Bluefield Solar Income Fund,BSIF,2026-07,delisted,own_delisting_notice,,2013-07,157,2026-08-03
