ticker,month,label,unit,truth,n_matching_labels,matched,nearest_label,nearest_value,nearest_unit,nearest_ratio,split,announcement_id
RF1,2026-06,,,3.67,0,False,nav per unit of regal investment fund was,3.69,dollars,1.005449591280654,learn,03102101
AUI,2026-06,,,13.75,0,False,is as below weekly pre tax nta per share,13.35,dollars,0.9709090909090908,holdout,03101994
AFI,2026-06,,,7.93,0,False,banking corporation transurban group wesfarmers national australia bank,8.0,dollars,1.008827238335435,learn,03101259
GCI,2026-06,on nta per unit as at,dollars,2.0051,1,True,,,,,learn,03101156
SET,2026-06,,,1.985,0,False,at estimated nta per share pre tax nta,2.0,dollars,1.0075566750629723,learn,03101498
SET,2026-06,,,1.985,0,False,at estimated nta per share pre tax nta,1.991,dollars,1.003022670025189,learn,03101315
WAX,2026-06,,,0.7828,0,False,the australian nta nta dividend paid cents,0.7748999999999999,cents,0.9899080224833928,learn,03101535
MXT,2026-06,is as follows value date nta per unit,dollars,2.0016,1,True,,,,,learn,03100732
GVF,2026-06,,,1.3103,0,False,per share at the end of was,1.2941,dollars,0.9876364191406548,learn,03100623
GLS,2026-06,ordinary share nta before tax nta after tax,dollars,1.722,1,True,,,,,learn,03100436
FSI,2026-06,unrealised gains unrealised gains cents cents,cents,1.538,4,True,,,,,holdout,03100221
FSI,2026-06,tax on unrealised gains unrealised gains cents,cents,1.538,4,True,,,,,holdout,03100221
FSI,2026-06,gains unrealised gains cents cents cents,cents,1.538,4,True,,,,,holdout,03100221
FSI,2026-06,estimated tax on unrealised gains unrealised gains,cents,1.538,4,True,,,,,holdout,03100221
DN1,2026-06,per unit of the dominion income trust was,dollars,100.07,1,True,,,,,learn,03100186
LSF,2026-05,,,4.3778,0,False,per ordinary share f f nta before tax,4.3143,dollars,0.9854949974873225,learn,03099930
MXT,2026-05,,,2.0148,0,False,is as follows value date nta per unit,2.0,dollars,0.9926543577526304,learn,03099752
AMH,2026-05,,,1.05,0,False,pre tax nta per share,1.04,dollars,0.9904761904761905,learn,03099591
PL8,2026-05,,,1.145,0,False,as at nta per share pre tax nta,1.139,dollars,0.994759825327511,learn,03099350
SEC,2026-05,,,2.271,0,False,at estimated nta per share pre tax nta,2.241,dollars,0.9867899603698812,holdout,03099344
GCI,2026-05,on nta per unit as at,dollars,2.0186,1,True,,,,,learn,03099107
PCI,2026-05,,,1.096,0,False,at close of business on nta per unit,1.101,dollars,1.0045620437956204,holdout,03098065
KKC,2026-05,,,2.3236,0,False,previous nta estimate,2.329,dollars,1.0023239800309864,learn,03098431
MXT,2026-05,is as follows value date nta per unit,dollars,2.0148,1,True,,,,,learn,03098148
LGF,2026-05,,,1.8254,0,False,nta before tax f f nta after tax,1.8073,dollars,0.9900843650706694,holdout,03097826
SEC,2026-05,,,2.271,0,False,at estimated nta per share pre tax nta,2.223,dollars,0.9788639365918097,holdout,03097776
MOT,2026-05,,,2.1615,0,False,is as follows value date nta per unit,2.1679,dollars,1.0029609067777006,learn,03097252
CIN,2026-05,,,45.19,0,False,,,,,learn,03097194
DJW,2026-05,,,3.14,0,False,pre tax nta per share,3.13,dollars,0.9968152866242037,learn,03097175
HM1,2026-05,,,3.52,0,False,nta per share pre tax nta,3.43,dollars,0.9744318181818182,learn,03096999
MXT,2026-05,,,2.0148,0,False,is as follows value date nta per unit,2.0102,dollars,0.997716894977169,learn,03096753
LGF,2026-05,,,1.8254,0,False,nta backings per ordinary share nta before tax,1.8361,dollars,1.0058617289361236,holdout,03095591
SEC,2026-05,,,2.271,0,False,at estimated nta per share pre tax nta,2.171,dollars,0.9559665345662703,holdout,03095553
PCI,2026-05,,,1.096,0,False,at close of business on nta per unit,1.1,dollars,1.0036496350364963,holdout,03094915
BKI,2026-05,,,2.04,0,False,per share as at below pre tax nta,2.0,dollars,0.9803921568627451,holdout,03094901
PIC,2026-05,,,1.201,0,False,nta before tax,1.175,dollars,0.9783513738551207,learn,03095035
TCF,2026-05,price unit nav commercial unit price unit nav,dollars,5.948,2,True,,,,,learn,03094948
TCF,2026-05,unit nav,dollars,5.948,2,True,,,,,learn,03094948
HM1,2026-05,,,3.52,0,False,nta per share pre tax nta,3.36,dollars,0.9545454545454545,learn,03094735
GC1,2026-05,,,0.72,0,False,nta as at are as follows nta,0.6917,dollars,0.9606944444444444,holdout,03094520
LSF,2026-05,,,4.3778,0,False,per ordinary share f f nta before tax,4.2533,dollars,0.9715610580656953,learn,03094205
ECL,2026-05,,,0.9572,0,False,cents as at nta before all taxes,0.9466,cents,0.9889260342666109,learn,03093991
PCI,2026-05,,,1.096,0,False,at close of business on nta per unit,1.099,dollars,1.0027372262773722,holdout,03093958
TEK,2026-05,,,0.221,0,False,previous month before tax after tax,0.22399999999999998,cents,1.0135746606334841,holdout,03093926
PIC,2026-05,before tax paid s p asx acc index excess returns,dollars,1.201,1,True,,,,,learn,03093905
MOT,2026-05,is as follows value date nta per unit,dollars,2.1615,1,True,,,,,learn,03093778
KIT,2026-05,is as follows value date nta per unit,dollars,2.0047,1,True,,,,,learn,03093566
SEC,2026-05,as at nta per share pre tax nta,dollars,2.271,1,True,,,,,holdout,03093229
GFL,2026-05,,,4.189,0,False,unrealised gains at cents cents at,4.165,cents,0.9942707089997612,learn,03093042
BEL,2026-05,,,0.0099,0,False,limited lel materials other listed securities various various,0.01,dollars,1.01010101010101,learn,03093061
MEC,2026-05,,,1.5624,0,False,noted below dollars per share estimated nta pre tax,1.4512,dollars,0.9288274449564773,learn,03093346
GLS,2026-05,,,1.69,0,False,ordinary share nta before tax nta after tax,1.6841,dollars,0.996508875739645,learn,03093359
LRT,2026-05,,,2.7184,0,False,unit of the trust as at was,2.7765,dollars,1.0213728663919952,learn,03092955
ALI,2026-05,,,2.61,0,False,unaudited and approximate pre tax nta per share,2.0,dollars,0.7662835249042146,learn,03092844
AMH,2026-05,,,1.05,0,False,pre tax nta per share,1.04,dollars,0.9904761904761905,learn,03092536
MIR,2026-05,,,2.76,0,False,pre tax nta per share,2.78,dollars,1.0072463768115942,learn,03092501
KKC,2026-05,,,2.3236,0,False,current nta estimate,2.3189,dollars,0.9979772766396972,learn,03092490
HM1,2026-05,,,3.52,0,False,nta per share pre tax nta,3.36,dollars,0.9545454545454545,learn,03092396
SEC,2026-05,,,2.271,0,False,at estimated nta per share pre tax nta,2.282,dollars,1.0048436811977104,holdout,03091795
SEC,2026-05,,,2.271,0,False,nta per share pre tax nta post tax nta,2.26,dollars,0.9951563188022897,holdout,03091652
SEC,2026-05,,,2.271,0,False,as at nta per share pre tax nta,2.263,dollars,0.9964773227653017,holdout,03091426
SET,2026-05,,,1.991,0,False,at estimated nta per share pre tax nta,2.0,dollars,1.0045203415369162,learn,03091267
PCI,2026-05,at close of business on nta per unit,dollars,1.096,1,True,,,,,holdout,03090544
SET,2026-05,,,1.991,0,False,as at nta per share pre tax nta,2.0,dollars,1.0045203415369162,learn,03090724
LGF,2026-05,,,1.8254,0,False,ordinary share nta before tax nta after tax,1.8152,dollars,0.994412183630985,holdout,03090836
TGF,2026-05,,,3.6933,0,False,estimated nta pre tax,3.53,dollars,0.9557847995018005,holdout,03090022
MFF,2026-05,,,4.811,0,False,weekly nta per share as at approximates,4.787,dollars,0.9950114321346913,learn,03090104
AMH,2026-05,,,1.05,0,False,pre tax nta per share,1.04,dollars,0.9904761904761905,learn,03089913
LRT,2026-05,,,2.7184,0,False,unit of the trust as at was,2.6918,dollars,0.9902148322542673,learn,03089889
BKI,2026-05,,,2.04,0,False,per share as at below pre tax nta,2.02,dollars,0.9901960784313726,holdout,03089863
RG1,2026-05,,,2.59,0,False,share for regal partners global investments limited was,2.55,dollars,0.9845559845559846,learn,03089840
LSF,2026-05,,,4.3778,0,False,taxes l long short fund limited phone acn,4.18,cents,0.9548174882361004,learn,03089771
PIC,2026-04,was nta per ordinary share nta before tax,dollars,1.174,2,True,,,,,learn,03089539
PIC,2026-04,nta before tax,dollars,1.174,2,True,,,,,learn,03089539
PIC,2026-04,was nta per ordinary share nta before tax,dollars,1.174,2,True,,,,,learn,03087891
PIC,2026-04,nta before tax,dollars,1.174,2,True,,,,,learn,03087891
GCI,2026-04,,,2.0064,0,False,governor macquarie tower farrer place sydney nsw p,2.0,dollars,0.996810207336523,learn,03087783
PCI,2026-04,,,1.096,0,False,at close of business on nta per unit,1.102,dollars,1.0054744525547445,holdout,03087720
SET,2026-04,at estimated nta per share pre tax nta,dollars,1.951,1,True,,,,,learn,03087914
PIA,2026-04,,,1.3174,0,False,pia pengana international equities limited pengana com pia acn,1.07,cents,0.8122058600273266,holdout,03088258
WQG,2026-04,,,1.942,0,False,nta before tax,1.958,dollars,1.008238928939238,learn,03086820
AUI,2026-04,,,13.27,0,False,is as below weekly pre tax nta per share,13.34,dollars,1.0052750565184627,holdout,03086726
SET,2026-04,,,1.951,0,False,at estimated nta per share pre tax nta,1.962,dollars,1.0056381342901075,learn,03086628
SET,2026-04,,,1.951,0,False,at estimated nta per share pre tax nta,1.965,dollars,1.0071758072783188,learn,03086313
GC1,2026-04,nta as at are as follows nta,dollars,0.6751,1,True,,,,,holdout,03086199
MOT,2026-04,,,2.1585,0,False,is as follows value date nta per unit,2.1666,dollars,1.0037526059763724,learn,03085924
AIQ,2026-04,,,1.4842,0,False,entity one managed investment funds limited management fee,1.5,dollars,1.0106454655706778,learn,03085648
PIC,2026-04,,,1.174,0,False,nta after tax,1.192,dollars,1.0153321976149916,learn,03085276
PIC,2026-04,,,1.174,0,False,nta after tax,1.186,dollars,1.010221465076661,learn,03084804
PCI,2026-04,,,1.096,0,False,at close of business on nta per unit,1.1,dollars,1.0036496350364963,holdout,03084740
GCI,2026-04,,,2.0064,0,False,governor macquarie tower farrer place sydney nsw p,2.0,dollars,0.996810207336523,learn,03084300
ARG,2026-04,,,10.44,0,False,and approximate pre tax nta per share,10.68,dollars,1.0229885057471264,learn,03084291
LSF,2026-04,,,4.1052,0,False,taxes l long short fund limited phone acn,4.18,cents,1.0182207931404073,learn,03084059
OPH,2026-04,,,2.9334,0,False,company limited ophir asset management pty ltd abn,3.0,dollars,1.022704029453876,learn,03084101
RF1,2026-04,,,3.67,0,False,nav per unit of regal investment fund was,3.7,dollars,1.008174386920981,learn,03084148
GC1,2026-04,,,0.6751,0,False,as at are as follows nta nta,0.6723,dollars,0.9958524663012887,holdout,03083932
MXT,2026-04,,,2.0009,0,False,is as follows value date nta per unit,2.0076,dollars,1.0033484931780698,learn,03083828
PIC,2026-04,,,1.174,0,False,nta after tax,1.181,dollars,1.005962521294719,learn,03083435
MEC,2026-04,,,1.4465,0,False,noted below dollars per share estimated nta pre tax,1.3334,dollars,0.9218112685793294,learn,03083384
PIC,2026-04,,,1.174,0,False,nta after tax,1.179,dollars,1.0042589437819422,learn,03082997
GCI,2026-04,,,2.0064,0,False,governor macquarie tower farrer place sydney nsw p,2.0,dollars,0.996810207336523,learn,03082917
MXT,2026-04,,,2.0009,0,False,is as follows value date nta per unit,2.0067,dollars,1.0028986955869859,learn,03082892
MXT,2026-04,,,2.0009,0,False,is as follows value date nta per unit,2.0063,dollars,1.002698785546504,learn,03082438
IBC,2026-04,,,0.578,0,False,comparative purposes nta per ordinary share month end,0.31,cents,0.5363321799307958,learn,03081977
CDO,2026-04,,,2.36,0,False,estimated pre tax nta of and post tax nta of,2.5,dollars,1.0593220338983051,learn,03081968
BHD,2026-04,,,0.2536,0,False,years and current year s tax losses at,0.25,cents,0.9858044164037855,holdout,03081996
SEC,2026-04,,,2.263,0,False,nta per share pre tax nta post tax nta,2.278,dollars,1.0066283694211224,holdout,03082108
NSC,2026-04,calculated using the closing share price of,dollars,0.31,4,True,,,,,holdout,03081729
NSC,2026-04,share price of holdings since inception dividend yield,dollars,0.31,4,True,,,,,holdout,03081729
NSC,2026-04,abn monthly nta and portfolio update as at,cents,0.31,4,True,,,,,holdout,03081729
NSC,2026-04,cents per share and is calculated using the,cents,0.31,4,True,,,,,holdout,03081729
GC1,2026-04,,,0.6751,0,False,nta as at are as follows nta,0.6723,dollars,0.9958524663012887,holdout,03081575
PIC,2026-04,ordinary share nta before tax nta after tax,dollars,1.174,2,True,,,,,learn,03081556
PIC,2026-04,nta after tax,dollars,1.174,2,True,,,,,learn,03081556
PCI,2026-04,at close of business on nta per unit,dollars,1.096,1,True,,,,,holdout,03081439
LSF,2026-04,,,4.1052,0,False,taxes l long short fund limited phone acn,4.18,cents,1.0182207931404073,learn,03081292
KIT,2026-04,,,2.0098,0,False,any queries please contact kapstream investment trust on,2.0,dollars,0.9951238929246692,learn,03081051
WGB,2026-04,,,2.2292,0,False,per share payable on the shares will,2.1978999999999997,cents,0.9859590884622285,holdout,03080857
LSF,2026-04,,,4.1052,0,False,taxes l long short fund limited phone acn,4.18,cents,1.0182207931404073,learn,03080682
ARG,2026-04,,,10.44,0,False,and approximate pre tax nta per share,10.33,dollars,0.9894636015325671,learn,03079825
TGF,2026-04,,,3.4772,0,False,estimated nta pre tax,3.46,dollars,0.9950534913148511,holdout,03079812
GVF,2026-04,,,1.2533,0,False,per share at the end of was,1.2155,dollars,0.9698396233942391,learn,03079794
RG8,2026-04,,,3.36,0,False,ordinary share for regal asian investments limited was,3.07,dollars,0.9136904761904762,learn,03079685
FPC,2026-04,,,1.8173,0,False,fund as at st amount pre tax nta,1.8635,dollars,1.0254223298299676,learn,03079560
DN1,2026-04,,,100.09,0,False,per unit of the dominion income trust was,100.33,dollars,1.002397841942252,learn,03079169
PL8,2026-04,,,1.132,0,False,as at nta per share pre tax nta,1.127,dollars,0.995583038869258,learn,03079452
LSF,2026-03,,,3.8617,0,False,per ordinary share f f nta before tax,3.7158,dollars,0.9622187119662325,learn,03078828
MXT,2026-03,,,2.0133,0,False,is as follows value date nta per unit,2.0,dollars,0.9933939303630854,learn,03078655
MXT,2026-03,is as follows value date nta per unit,dollars,2.0133,1,True,,,,,learn,03077938
MFF,2026-03,,,4.585,0,False,nta mff advises itsgroupweeklynta pershareasat friday approximates,4.422,dollars,0.9644492911668484,learn,03077441
RF1,2026-03,,,3.55,0,False,nav per unit of regal investment fund was,3.5,dollars,0.9859154929577465,learn,03077184
PGF,2026-03,,,2.6161,0,False,nta before tax accruals,2.54,dollars,0.9709108979014565,learn,03077171
LSF,2026-03,,,3.8617,0,False,per ordinary share f f nta before tax,3.8293,dollars,0.9916099127327342,learn,03076523
PIC,2026-03,was nta per ordinary share nta before tax,dollars,1.135,2,True,,,,,learn,03076376
PIC,2026-03,nta before tax,dollars,1.135,2,True,,,,,learn,03076376
PCI,2026-03,,,1.094,0,False,at close of business on nta per unit,1.102,dollars,1.0073126142595978,holdout,03076267
LRT,2026-03,,,2.5833,0,False,unit of the trust as at was,2.5057,dollars,0.9699609027213255,learn,03075224
AUI,2026-03,,,12.9,0,False,is as below weekly pre tax nta per share,12.72,dollars,0.986046511627907,holdout,03075117
LSF,2026-03,per ordinary share f f nta before tax,dollars,3.8617,1,True,,,,,learn,03074676
OPH,2026-03,is as follows value date nav per unit,dollars,2.8304,1,True,,,,,learn,03074744
MIR,2026-03,,,2.72,0,False,pre tax nta per share,2.71,dollars,0.9963235294117646,learn,03074786
AMH,2026-03,,,1.02,0,False,pre tax nta per share,1.01,dollars,0.9901960784313726,learn,03074792
PL8,2026-03,,,1.12,0,False,nta per share pre tax nta post tax nta,1.131,dollars,1.0098214285714284,learn,03074551
PCI,2026-03,,,1.094,0,False,at close of business on nta per unit,1.102,dollars,1.0073126142595978,holdout,03074365
MOT,2026-03,,,2.1581,0,False,is as follows value date nta per unit,2.1638,dollars,1.0026412121773782,learn,03073995
GCI,2026-03,,,2.0068,0,False,governor macquarie tower farrer place sydney nsw p,2.0,dollars,0.9966115208291807,learn,03073534
MOT,2026-03,,,2.1581,0,False,is as follows value date nta per unit,2.1637,dollars,1.0025948751216347,learn,03073101
LRT,2026-03,,,2.5833,0,False,unit of the trust as at was,2.875,dollars,1.1129175860333682,learn,03072972
WQG,2026-03,,,1.84,0,False,before tax nta after tax closing share price,1.77,dollars,0.9619565217391304,learn,03072924
AUI,2026-03,,,12.9,0,False,is as below weekly pre tax nta per share,12.95,dollars,1.003875968992248,holdout,03072821
SEC,2026-03,,,2.271,0,False,nta per share pre tax nta post tax nta,2.301,dollars,1.013210039630119,holdout,03072790
PIC,2026-03,was nta per ordinary share nta before tax,dollars,1.135,2,True,,,,,learn,03072643
PIC,2026-03,nta before tax,dollars,1.135,2,True,,,,,learn,03072643
AMH,2026-03,,,1.02,0,False,company secretary amcil limited abn share registrar level,1.01,cents,0.9901960784313726,learn,03072437
HM1,2026-03,,,3.17,0,False,nta per share pre tax nta,3.16,dollars,0.9968454258675079,learn,03072319
CD2,2026-03,,,0.65,0,False,unit fund inception last months since inception return,0.67,dollars,1.0307692307692309,learn,03071834
BHD,2026-03,years and current year s tax losses at,cents,0.2499,1,True,,,,,holdout,03071862
KAT,2026-03,,,1.477,0,False,after tax nta backing per share before tax,1.5,dollars,1.0155721056194988,learn,03071552
SB2,2026-03,,,0.798,0,False,nta xso xtx xec xsi listed unlisted cash,0.8,dollars,1.0025062656641603,learn,03071448
CAM,2026-03,,,0.8025,0,False,nta before tax,0.8,dollars,0.9968847352024923,holdout,03071277
KKC,2026-03,,,2.31,0,False,current nta estimate,2.3192,dollars,1.003982683982684,learn,03071173
SEC,2026-03,,,2.271,0,False,at estimated nta per share pre tax nta,2.417,dollars,1.0642888595332451,holdout,03071003
PIA,2026-03,,,1.2617,0,False,tax on unrealised gains losses nta value after tax,1.2816999999999998,cents,1.0158516287548545,holdout,03070612
NCC,2026-03,calculated using the closing share price of,dollars,0.43,3,True,,,,,holdout,03070596
NCC,2026-03,share price of holdings since inception dividend yield,dollars,0.43,3,True,,,,,holdout,03070596
NCC,2026-03,fy fy fy fy fy fy fy fy,dollars,0.43,3,True,,,,,holdout,03070596
OEQ,2026-03,,,0.4116,0,False,nta m m pre tax nta backing per share,0.4181,dollars,1.0157920310981536,holdout,03069976
KKC,2026-03,,,2.31,0,False,previous nta estimate,2.3264,dollars,1.007099567099567,learn,03069632
BKI,2026-03,this document bki nta and monthly report,dollars,2.0,4,True,,,,,holdout,03069050
BKI,2026-03,portfolio positions based on bki share price at,dollars,2.0,4,True,,,,,holdout,03069050
BKI,2026-03,dividend of cps was up on last year,dollars,2.0,4,True,,,,,holdout,03069050
BKI,2026-03,cps telstra group woodside energy group wesfarmers limited,dollars,2.0,4,True,,,,,holdout,03069050
GCI,2026-03,on nta per unit as at mach,dollars,2.0068,1,True,,,,,learn,03068823
MRE,2026-03,,,2.467,0,False,nta per unit set value date post tax,2.4478,dollars,0.9922172679367652,learn,03068421
GCI,2026-03,on nta per unit as at mach,dollars,2.0068,1,True,,,,,learn,03068346
MXT,2026-03,,,2.0133,0,False,is as follows value date nta per unit,2.0012,dollars,0.9939899667213032,learn,03067927
MOT,2026-03,is as follows value date nta per unit,dollars,2.1581,1,True,,,,,learn,03067358
RG1,2026-02,share for regal partners global investments limited was,dollars,2.64,2,True,,,,,learn,03067171
RG1,2026-02,applicable fees and charges the nta value of,dollars,2.64,2,True,,,,,learn,03067171
PIC,2026-02,,,1.277,0,False,nta before tax,1.272,dollars,0.9960845732184809,learn,03066748
PCI,2026-02,at close of business on nta per unit,dollars,1.099,1,True,,,,,holdout,03066537
MEC,2026-02,,,1.3561,0,False,noted below dollars per share estimated nta pre tax,1.3684,dollars,1.0090701275717129,learn,03066453
MOT,2026-02,,,2.1579,0,False,is as follows value date nta per unit,2.1651,dollars,1.0033365772278602,learn,03065756
LSF,2026-02,,,4.3304,0,False,per ordinary share f f nta before tax,4.2932,dollars,0.9914095695547754,learn,03064507
MFF,2026-02,,,4.728,0,False,weekly nta mff advisesitsgroup weeklynta pershareasatfriday approximates,4.856,dollars,1.027072758037225,learn,03063517
BKI,2026-02,,,2.05,0,False,payment of the fy interim dividend pre tax nta,2.02,dollars,0.9853658536585367,holdout,03063232
FPC,2026-02,,,2.1916,0,False,fund as at th amount pre tax nta,2.1009,dollars,0.9586147107136339,learn,03062629
LSF,2026-02,,,4.3304,0,False,per ordinary share f f nta before tax,4.2483,dollars,0.9810410123776095,learn,03062553
PIC,2026-02,,,1.277,0,False,nta before tax,1.256,dollars,0.9835552075176195,learn,03062373
PCI,2026-02,,,1.099,0,False,at close of business on nta per unit,1.104,dollars,1.0045495905368518,holdout,03062283
MOT,2026-02,is as follows value date nta per unit,dollars,2.1579,1,True,,,,,learn,03061753
KKC,2026-02,,,2.3317,0,False,current nta estimate,2.3541,dollars,1.009606724707295,learn,03062151
DUI,2026-02,,,6.47,0,False,is as below weekly pre tax nta per share,6.44,dollars,0.9953632148377126,holdout,03060956
WQG,2026-02,,,2.013,0,False,growth limited t abn w associateglobal com level,2.0,dollars,0.9935419771485345,learn,03060914
AUI,2026-02,,,13.75,0,False,is as below weekly pre tax nta per share,13.59,dollars,0.9883636363636363,holdout,03060961
PL8,2026-02,,,1.214,0,False,as at nta per share pre tax nta,1.157,dollars,0.9530477759472817,learn,03060271
PIC,2026-02,,,1.277,0,False,nta before tax,1.259,dollars,0.9859044635865309,learn,03060246
GC1,2026-02,fy fy fy fy fy fy fy fy,dollars,0.72,1,True,,,,,holdout,03060156
MXT,2026-02,is as follows value date nta per unit,dollars,2.0002,1,True,,,,,learn,03060100
TEK,2026-02,,,0.243,0,False,tax asx code tek structure listed investment,0.25,cents,1.02880658436214,holdout,03060085
TGF,2026-02,,,4.0498,0,False,fytd,4.07,dollars,1.0049879006370686,holdout,03059976
WMX,2026-02,,,1.6743,0,False,dividend frequency fully franked dividend payable on,1.65,dollars,0.9854864719584304,learn,03059920
FPC,2026-02,,,2.1916,0,False,pre tax nta,2.0882,dollars,0.952819857638255,learn,03059404
PIC,2026-02,was nta per ordinary share nta before tax,dollars,1.277,2,True,,,,,learn,03059218
PIC,2026-02,nta before tax,dollars,1.277,2,True,,,,,learn,03059218
REV,2026-02,please contact revolution private credit income trust on,dollars,2.0,1,True,,,,,learn,03059176
PCI,2026-02,,,1.099,0,False,at close of business on nta per unit,1.103,dollars,1.0036396724294814,holdout,03058676
ALI,2026-02,,,2.75,0,False,nta per share nta per share,2.62,dollars,0.9527272727272728,learn,03058947
AUI,2026-02,,,13.75,0,False,is as below weekly pre tax nta per share,13.2,dollars,0.96,holdout,03058435
TGF,2026-02,,,4.0498,0,False,com sydney nsw australia raffles place singapore abn,4.18,cents,1.0321497357894216,holdout,03058191
LSX,2026-02,,,1.183,0,False,nta per share as at before tax,1.153,cents,0.9746407438715131,holdout,03058158
LSF,2026-02,,,4.3304,0,False,were nta per ordinary share nta before tax,4.3044,dollars,0.9939959357103271,learn,03057984
AFI,2026-02,,,8.1,0,False,before tax after tax cum div,8.0,dollars,0.9876543209876544,learn,03057578
LF1,2026-02,fund was as follows nta per unit,dollars,1.98,2,True,,,,,learn,03057488
LF1,2026-02,nta per unit,dollars,1.98,2,True,,,,,learn,03057488
DUI,2026-02,,,6.47,0,False,the company s ordinary shares at was,6.38,dollars,0.9860896445131376,holdout,03057408
MOT,2026-02,is as follows value date nta per unit,dollars,2.1579,1,True,,,,,learn,03057223
KKC,2026-02,,,2.3317,0,False,current nta estimate,2.3591,dollars,1.0117510829008878,learn,03057152
LSF,2026-02,,,4.3304,0,False,were nta per ordinary share nta before tax,4.3808,dollars,1.0116386476999815,learn,03056977
MXT,2026-02,is as follows value date nta per unit,dollars,2.0002,1,True,,,,,learn,03056774
MXT,2026-02,is as follows value date nta per unit,dollars,2.0002,1,True,,,,,learn,03056341
MXT,2026-02,limited level exchange centre bridge street sydney nsw,dollars,2.0002,1,True,,,,,learn,03055831
PCI,2026-02,at close of business on nta per unit,dollars,1.099,1,True,,,,,holdout,03055742
LSF,2026-02,,,4.3304,0,False,per ordinary share f f nta before tax,4.4084,dollars,1.0180121928690191,learn,03055997
SEC,2026-01,,,2.582,0,False,at estimated nta per share pre tax nta,2.61,dollars,1.010844306738962,holdout,03055354
GC1,2026-01,,,0.71,0,False,as at are as follows nta nta,0.7163,dollars,1.0088732394366198,holdout,03055321
PCI,2026-01,at close of business on nta per unit,dollars,1.099,1,True,,,,,holdout,03054905
MXT,2026-01,is as follows value date nta per unit,dollars,2.0136,1,True,,,,,learn,03053052
TGF,2026-01,,,3.928,0,False,estimated nta pre tax,3.99,dollars,1.0157841140529533,holdout,03052966
DJW,2026-01,,,3.33,0,False,pre tax nta per share,3.38,dollars,1.015015015015015,learn,03052868
