ticker,month,label,unit,truth,n_matching_labels,matched,split,announcement_id,nearest_label,nearest_value,nearest_unit,nearest_ratio
PCI,2026-06,at close of business on nta per unit,dollars,1.099,1,True,holdout,03105443,,,,
LSF,2026-06,,,4.317,0,False,learn,03105277,per ordinary share f f nta before tax,4.4477,dollars,1.0302756543896225
PCI,2026-06,at close of business on nta per unit,dollars,1.099,1,True,holdout,03104606,,,,
WQG,2026-06,,,2.178,0,False,learn,03104479,nta before tax,2.02,dollars,0.9274563820018366
PIC,2026-06,,,1.207,0,False,learn,03104238,nta after tax,1.203,dollars,0.9966859983429992
CIN,2026-06,,,45.82,0,False,learn,03104156,,,,
PCI,2026-06,at close of business on nta per unit,dollars,1.099,1,True,holdout,03104149,,,,
RF1,2026-06,,,3.67,0,False,learn,03103959,nav per unit of regal investment fund was,3.66,dollars,0.9972752043596731
WAM,2026-06,,,1.222,0,False,learn,03103550,the australian nta nta dividend paid cents,1.2085,cents,0.9889525368248772
PCI,2026-06,at close of business on nta per unit,dollars,1.099,1,True,holdout,03103602,,,,
TVL,2026-06,,,0.108,0,False,learn,03103718,had an asset backing of m equating to,0.107,cents,0.9907407407407407
SB2,2026-06,,,0.815,0,False,learn,03103724,pre tax post tax dividends sb investment report,0.813,dollars,0.9975460122699387
FPC,2026-06,,,1.6887,0,False,learn,03103798,post tax nta,1.6832,dollars,0.9967430567892461
TOP,2026-06,,,0.959,0,False,holdout,03103497,before tax after tax million capitalisation,0.94,cents,0.9801876955161627
NCC,2026-06,,,0.47,0,False,holdout,03102977,fy fy fy fy fy fy fy fy,0.46,dollars,0.9787234042553192
GCI,2026-06,,,2.0051,0,False,learn,03102760,on nta per unit as at,2.0096,dollars,1.0022442770934117
CAM,2026-06,,,0.8225,0,False,holdout,03102743,nta after tax,0.825,dollars,1.0030395136778114
LSF,2026-06,,,4.317,0,False,learn,03102491,per ordinary share f f nta before tax,4.3049,dollars,0.9971971276349316
MFF,2026-06,a percentage of investment assets was approximately at,dollars,4.991,1,True,learn,03102320,,,,
GCI,2026-06,on nta per unit as at,dollars,2.0051,1,True,learn,03102278,,,,
MIR,2026-06,,,2.82,0,False,learn,03102196,pre tax nta per share,2.76,dollars,0.9787234042553191
PL8,2026-06,as at nta per share pre tax nta,dollars,1.144,1,True,learn,03102135,,,,
LSF,2026-06,,,4.317,0,False,learn,03102013,per ordinary share f f nta before tax,4.2789,dollars,0.9911744266851981
SEC,2026-06,,,2.238,0,False,holdout,03101574,at estimated nta per share pre tax nta,2.287,dollars,1.0218945487042002
BTI,2026-06,,,1.76,0,False,holdout,03101389,experience bailador provides exposure to a portfolio of,1.8,dollars,1.0227272727272727
DJW,2026-06,,,3.22,0,False,learn,03101067,com djerri cm mpms mufg com page of,3.21,dollars,0.9968944099378881
LSF,2026-06,per ordinary share f f nta before tax,dollars,4.317,1,True,learn,03100939,,,,
WQG,2026-05,below net tangible assets nta before tax,dollars,2.03,2,True,learn,03100028,,,,
WQG,2026-05,nta before tax,dollars,2.03,2,True,learn,03100028,,,,
PCI,2026-05,at close of business on nta per unit,dollars,1.096,1,True,holdout,03099707,,,,
MIR,2026-05,pre tax nta per share,dollars,2.76,2,True,learn,03099586,,,,
MIR,2026-05,share as at pre tax nta per share,dollars,2.76,2,True,learn,03099586,,,,
BKI,2026-05,per share as at below pre tax nta,dollars,2.04,1,True,holdout,03099497,,,,
PIC,2026-05,,,1.201,0,False,learn,03099228,nta before tax,1.185,dollars,0.9866777685262281
FPC,2026-05,,,1.8485,0,False,learn,03098898,fund as at th amount pre tax nta,1.8357,dollars,0.9930754665945362
GCI,2026-05,on nta per unit as at,dollars,2.0186,1,True,learn,03098604,,,,
PIC,2026-05,,,1.201,0,False,learn,03098168,nta before tax,1.176,dollars,0.9791840133222314
KIT,2026-05,is as follows value date nta per unit,dollars,2.0047,1,True,learn,03098066,,,,
GCI,2026-05,on nta per unit as at,dollars,2.0186,1,True,learn,03097639,,,,
MXT,2026-05,is as follows value date nta per unit,dollars,2.0148,1,True,learn,03097742,,,,
LSF,2026-05,,,4.3778,0,False,learn,03097831,taxes l long short fund limited phone acn,4.18,cents,0.9548174882361004
GLS,2026-05,,,1.69,0,False,learn,03097908,ordinary share nta before tax nta after tax,1.6017,dollars,0.9477514792899407
MXT,2026-05,,,2.0148,0,False,learn,03097251,is as follows value date nta per unit,2.0107,dollars,0.997965058566607
GCI,2026-05,on nta per unit as at,dollars,2.0186,1,True,learn,03097224,,,,
AMH,2026-05,,,1.05,0,False,learn,03097176,pre tax nta per share,1.03,dollars,0.9809523809523809
AUI,2026-05,,,13.46,0,False,holdout,03097465,is as below weekly pre tax nta per share,13.39,dollars,0.9947994056463596
RG8,2026-05,,,3.31,0,False,learn,03097086,ordinary share for regal asian investments limited was,3.27,dollars,0.9879154078549849
KKC,2026-05,time current nta estimate previous nta estimate,dollars,2.3236,2,True,learn,03097078,,,,
KKC,2026-05,previous nta estimate,dollars,2.3236,2,True,learn,03097078,,,,
FPC,2026-05,,,1.8485,0,False,learn,03096837,fund as at th amount pre tax nta,1.8233,dollars,0.9863673248579929
MEC,2026-05,,,1.5624,0,False,learn,03096352,noted below dollars per share estimated nta pre tax,1.5371,dollars,0.9838069636456732
MOT,2026-05,,,2.1615,0,False,learn,03095965,is as follows value date nta per unit,2.1669,dollars,1.002498265093685
MIR,2026-05,,,2.76,0,False,learn,03094748,pre tax nta per share,2.72,dollars,0.9855072463768118
PGF,2026-05,,,2.857,0,False,learn,03094736,nta before tax accruals,2.77,dollars,0.9695484774238712
KKC,2026-05,current nta estimate,dollars,2.3236,4,True,learn,03094757,,,,
KKC,2026-05,of day value us time current nta estimate,dollars,2.3236,4,True,learn,03094757,,,,
KKC,2026-05,time current nta estimate previous nta estimate,dollars,2.3236,4,True,learn,03094757,,,,
KKC,2026-05,previous nta estimate,dollars,2.3236,4,True,learn,03094757,,,,
DJW,2026-05,,,3.14,0,False,learn,03094795,pre tax nta per share,3.12,dollars,0.9936305732484076
GCI,2026-05,,,2.0186,0,False,learn,03094397,on nta per unit as at,2.0122,dollars,0.9968294857822252
FPC,2026-05,,,1.8485,0,False,learn,03094196,pre tax nta,1.8173,dollars,0.9831214498241817
SET,2026-05,,,1.991,0,False,learn,03094121,at estimated nta per share pre tax nta,2.0,dollars,1.0045203415369162
OPH,2026-05,,,3.1142,0,False,learn,03093992,p a y m m fund return benchmark,3.1,dollars,0.995440241474536
FGX,2026-05,,,1.3924,0,False,learn,03093862,brings the month investment portfolio performance to,1.4072,cents,1.010629129560471
KKC,2026-05,current nta estimate,dollars,2.3236,2,True,learn,03093808,,,,
KKC,2026-05,of value day us time current nta estimate,dollars,2.3236,2,True,learn,03093808,,,,
LSF,2026-05,,,4.3778,0,False,learn,03093711,per ordinary share f f nta before tax,4.2467,dollars,0.9700534515053223
PIC,2026-05,,,1.201,0,False,learn,03093186,nta before tax,1.181,dollars,0.9833472106577852
HM1,2026-05,,,3.52,0,False,learn,03093097,in global securities based on the pre tax nta,3.31,dollars,0.9403409090909091
OEQ,2026-05,nta m m pre tax nta backing per share,dollars,0.4101,2,True,holdout,03093062,,,,
OEQ,2026-05,nta m m post tax nta backing per share,dollars,0.4101,2,True,holdout,03093062,,,,
AFI,2026-05,,,7.76,0,False,learn,03092577,pre tax nta per share,7.74,dollars,0.9974226804123711
PL8,2026-05,,,1.145,0,False,learn,03092596,as at nta per share pre tax nta,1.132,dollars,0.9886462882096069
MOT,2026-05,is as follows value date nta per unit,dollars,2.1615,1,True,learn,03092667,,,,
GCI,2026-05,,,2.0186,0,False,learn,03092673,on nta per unit as at,2.0097,dollars,0.995591003665907
PE1,2026-05,,,1.628,0,False,learn,03092923,net asset value,1.6222,cents,0.9964373464373466
RG8,2026-05,,,3.31,0,False,learn,03092521,ordinary share for regal asian investments limited was,3.38,dollars,1.0211480362537764
PGF,2026-05,,,2.857,0,False,learn,03092498,nta before tax accruals,2.79,dollars,0.9765488274413721
LSF,2026-05,,,4.3778,0,False,learn,03092407,per ordinary share f f nta before tax,4.1878,dollars,0.9565992050801774
GC1,2026-05,,,0.72,0,False,holdout,03092271,nta as at are as follows nta,0.6961,dollars,0.9668055555555557
CD2,2026-05,ylno esu lanosrep rof cd quarterly nta movement,dollars,0.6,1,True,learn,03092180,,,,
MOT,2026-05,is as follows value date nta per unit,dollars,2.1615,1,True,learn,03092175,,,,
SEC,2026-05,,,2.271,0,False,holdout,03092137,at estimated nta per share pre tax nta,2.277,dollars,1.0026420079260239
MOT,2026-05,is as follows value date nta per unit,dollars,2.1615,1,True,learn,03091721,,,,
KKC,2026-05,time current nta estimate previous nta estimate,dollars,2.3236,2,True,learn,03091517,,,,
KKC,2026-05,previous nta estimate,dollars,2.3236,2,True,learn,03091517,,,,
SET,2026-05,,,1.991,0,False,learn,03091239,at estimated nta per share pre tax nta,2.0,dollars,1.0045203415369162
MRE,2026-05,,,2.4886,0,False,learn,03091232,nta per unit set value date post tax,2.4689,dollars,0.9920839025958371
KIT,2026-05,,,2.0047,0,False,learn,03090547,any queries please contact kapstream investment trust on,2.0,dollars,0.9976555095525514
GCI,2026-05,,,2.0186,0,False,learn,03090511,on nta per unit as at,2.0069,dollars,0.9942039036956305
WMX,2026-05,,,1.6841,0,False,learn,03091010,the shares will trade ex dividend on,1.6613,cents,0.9864616115432576
WLE,2026-05,,,1.3155,0,False,holdout,03090979,reserved zenith disclaimer the zenith investment partners abn,1.32,cents,1.0034207525655645
GLS,2026-05,,,1.69,0,False,learn,03090378,ordinary share nta before tax nta after tax,1.6404,dollars,0.9706508875739646
CIN,2026-05,,,45.19,0,False,learn,03090040,,,,
RG8,2026-05,,,3.31,0,False,learn,03089857,ordinary share for regal asian investments limited was,3.24,dollars,0.9788519637462236
OPH,2026-05,,,3.1142,0,False,learn,03089848,company limited ophir asset management pty ltd abn,3.0,dollars,0.9633292659430994
KKC,2026-05,current nta estimate,dollars,2.3236,2,True,learn,03089798,,,,
KKC,2026-05,of value day us time current nta estimate,dollars,2.3236,2,True,learn,03089798,,,,
MFF,2026-04,,,4.816,0,False,learn,03089531,x a p r il j u n,5.0,dollars,1.0382059800664452
FPC,2026-04,,,1.8173,0,False,learn,03089261,fund as at th amount pre tax nta,1.8476,dollars,1.0166730864469267
PIC,2026-04,was nta per ordinary share nta before tax,dollars,1.174,2,True,learn,03088982,,,,
PIC,2026-04,nta before tax,dollars,1.174,2,True,learn,03088982,,,,
MXT,2026-04,,,2.0009,0,False,learn,03088690,is as follows value date nta per unit,2.0139,dollars,1.006497076315658
LSF,2026-04,,,4.1052,0,False,learn,03088135,per ordinary share f f nta before tax,4.1417,dollars,1.00889116242814
KKC,2026-04,,,2.312,0,False,learn,03088320,current nta estimate,2.3323,dollars,1.008780276816609
ALI,2026-04,,,2.69,0,False,learn,03087108,are unaudited and approximate pre tax nta per share,2.65,dollars,0.9851301115241635
PIC,2026-04,,,1.174,0,False,learn,03087197,nta after tax,1.179,dollars,1.0042589437819422
GCI,2026-04,,,2.0064,0,False,learn,03087155,governor macquarie tower farrer place sydney nsw p,2.0,dollars,0.996810207336523
MOT,2026-04,,,2.1585,0,False,learn,03086566,is as follows value date nta per unit,2.1674,dollars,1.0041232337271253
OPH,2026-04,,,2.9334,0,False,learn,03086814,is as follows value date nav per unit,2.9732,dollars,1.0135678734574214
LSF,2026-04,,,4.1052,0,False,learn,03086402,taxes l long short fund limited phone acn,4.18,cents,1.0182207931404073
SET,2026-04,,,1.951,0,False,learn,03085798,at estimated nta per share pre tax nta,1.978,dollars,1.0138390568939004
KKC,2026-04,,,2.312,0,False,learn,03085525,previous nta estimate,2.3272,dollars,1.0065743944636678
KIT,2026-04,is as follows value date nta per unit,dollars,2.0098,1,True,learn,03085242,,,,
PCI,2026-04,,,1.096,0,False,holdout,03085190,at close of business on nta per unit,1.1,dollars,1.0036496350364963
SEC,2026-04,,,2.263,0,False,holdout,03084851,at estimated nta per share pre tax nta,2.325,dollars,1.0273972602739727
GCI,2026-04,,,2.0064,0,False,learn,03084743,governor macquarie tower farrer place sydney nsw p,2.0,dollars,0.996810207336523
SET,2026-04,,,1.951,0,False,learn,03084426,at estimated nta per share pre tax nta,2.0,dollars,1.0251153254741159
BKI,2026-04,,,2.01,0,False,holdout,03084093,per share as at below pre tax nta,2.03,dollars,1.0099502487562189
KKC,2026-04,,,2.312,0,False,learn,03084072,previous nta estimate,2.3216,dollars,1.0041522491349482
PGF,2026-04,,,2.7606,0,False,learn,03084206,nta before tax accruals,2.83,dollars,1.0251394624357024
AFI,2026-04,,,7.69,0,False,learn,03084219,pre tax nta per share,7.89,dollars,1.0260078023407022
PL8,2026-04,,,1.132,0,False,learn,03083897,nta per share pre tax nta post tax nta,1.163,dollars,1.027385159010601
MXT,2026-04,,,2.0009,0,False,learn,03083401,is as follows value date nta per unit,2.0072,dollars,1.0031485831375881
PCI,2026-04,,,1.096,0,False,holdout,03083351,at close of business on nta per unit,1.099,dollars,1.0027372262773722
SEC,2026-04,,,2.263,0,False,holdout,03083076,at estimated nta per share pre tax nta,2.303,dollars,1.0176756517896597
REV,2026-04,,,2.0126,0,False,learn,03082858,is as follows value date nta per unit,2.0066,dollars,0.9970187816754448
FPC,2026-04,,,1.8173,0,False,learn,03082805,street sydney invest fatprophets com au nsw ph,1.77,cents,0.9739723766026523
ACQ,2026-04,,,1.2258,0,False,learn,03082407,acq as at nta before all taxes,1.193,dollars,0.9732419644313918
TCF,2026-04,price unit nav commercial unit price unit nav,dollars,5.939,1,True,learn,03082322,,,,
TGF,2026-04,,,3.4772,0,False,holdout,03082315,fytd,3.46,dollars,0.9950534913148511
PIC,2026-04,ordinary share nta before tax nta after tax,dollars,1.174,2,True,learn,03082026,,,,
PIC,2026-04,nta after tax,dollars,1.174,2,True,learn,03082026,,,,
LRT,2026-04,,,2.6918,0,False,learn,03082180,unit of the trust as at was,2.737,dollars,1.0167917378705698
HM1,2026-04,,,3.31,0,False,learn,03081804,nta per share pre tax nta,3.23,dollars,0.9758308157099698
SEC,2026-04,,,2.263,0,False,holdout,03081181,nta per share pre tax nta post tax nta,2.256,dollars,0.9969067609368095
PIC,2026-04,,,1.174,0,False,learn,03081052,nta before tax,1.192,dollars,1.0153321976149916
MOT,2026-04,is as follows value date nta per unit,dollars,2.1585,1,True,learn,03081027,,,,
MRE,2026-04,,,2.4775,0,False,learn,03080526,previously published nta per unit set post tax,2.3723,dollars,0.9575378405650858
ARG,2026-04,,,10.44,0,False,learn,03080428,nta per share nta per share,10.24,dollars,0.9808429118773947
REV,2026-04,is as follows value date nta per unit,dollars,2.0126,1,True,learn,03080414,,,,
WLE,2026-04,,,1.3469,0,False,holdout,03080198,assets investment portfolio performance month end share price bn,1.355,dollars,1.006013809488455
ALI,2026-04,,,2.69,0,False,learn,03080082,and approximate pre tax nta per share,2.73,dollars,1.0148698884758365
FSI,2026-04,,,1.541,0,False,holdout,03079805,estimated tax on unrealised gains unrealised gains,1.4709999999999999,cents,0.9545749513303049
PGF,2026-04,,,2.7606,0,False,learn,03079692,nta before tax accruals,2.66,dollars,0.9635586466710135
RG1,2026-04,,,2.57,0,False,learn,03079678,share for regal partners global investments limited was,2.45,dollars,0.9533073929961091
LSF,2026-04,,,4.1052,0,False,learn,03079625,taxes l long short fund limited phone acn,4.18,cents,1.0182207931404073
MOT,2026-04,is as follows value date nta per unit,dollars,2.1585,1,True,learn,03079233,,,,
LRT,2026-03,unit of the trust as at was,dollars,2.5833,1,True,learn,03078944,,,,
PIC,2026-03,ordinary share nta before tax nta after tax,dollars,1.135,2,True,learn,03077966,,,,
PIC,2026-03,nta after tax,dollars,1.135,2,True,learn,03077966,,,,
MXT,2026-03,is as follows value date nta per unit,dollars,2.0133,1,True,learn,03077399,,,,
AMH,2026-03,pre tax nta per share,dollars,1.02,2,True,learn,03077187,,,,
AMH,2026-03,share as at pre tax nta per share,dollars,1.02,2,True,learn,03077187,,,,
KKC,2026-03,,,2.31,0,False,learn,03077113,previous nta estimate,2.3213,dollars,1.0048917748917747
GCI,2026-03,,,2.0068,0,False,learn,03075783,governor macquarie tower farrer place sydney nsw p,2.0,dollars,0.9966115208291807
PIA,2026-03,,,1.2617,0,False,holdout,03075568,and before tax on unrealised gains and losses,1.2405,cents,0.9831972735198541
PCI,2026-03,,,1.094,0,False,holdout,03075322,at close of business on nta per unit,1.102,dollars,1.0073126142595978
MEC,2026-03,,,1.3002,0,False,learn,03075271,noted below dollars per share estimated nta pre tax,1.321,dollars,1.0159975388401783
DUI,2026-03,,,6.14,0,False,holdout,03075114,is as below weekly pre tax nta per share,6.08,dollars,0.9902280130293161
PIC,2026-03,,,1.135,0,False,learn,03074973,nta after tax,1.127,dollars,0.9929515418502203
MFF,2026-03,,,4.585,0,False,learn,03074931,are after allowing for monthly tax of approximately,5.0,dollars,1.0905125408942202
RF1,2026-03,,,3.55,0,False,learn,03074770,nav per unit of regal investment fund was,3.49,dollars,0.9830985915492959
DJW,2026-03,,,3.17,0,False,learn,03074791,pre tax nta per share,3.15,dollars,0.9936908517350158
FPC,2026-03,,,1.7641,0,False,learn,03074504,street sydney invest fatprophets com au nsw ph,1.77,cents,1.0033444816053512
PCI,2026-03,,,1.094,0,False,holdout,03073935,at close of business on nta per unit,1.101,dollars,1.006398537477148
GCI,2026-03,,,2.0068,0,False,learn,03073963,governor macquarie tower farrer place sydney nsw p,2.0,dollars,0.9966115208291807
MOT,2026-03,,,2.1581,0,False,learn,03073580,is as follows value date nta per unit,2.1636,dollars,1.0025485380658914
PGF,2026-03,,,2.6161,0,False,learn,03072347,nta before tax accruals,2.67,dollars,1.020603187951531
SEC,2026-03,,,2.271,0,False,holdout,03072048,at estimated nta per share pre tax nta,2.348,dollars,1.0339057683839719
TVL,2026-03,,,0.112,0,False,learn,03071620,prior month nta m m nta per share,0.11,dollars,0.9821428571428571
MXT,2026-03,,,2.0133,0,False,learn,03071365,is as follows value date nta per unit,2.005,dollars,0.9958774151889931
WAA,2026-03,,,1.0077,0,False,holdout,03071236,asx waa mispricing opportunities in the australian,1.0206,cents,1.012801428996725
LSF,2026-03,,,3.8617,0,False,learn,03071111,nta before tax f f nta after tax,3.7295,dollars,0.9657663723230702
PE1,2026-03,,,1.7,0,False,learn,03070605,net asset value,1.6436000000000002,cents,0.9668235294117649
SEC,2026-03,,,2.271,0,False,holdout,03070484,at estimated nta per share pre tax nta,2.39,dollars,1.0523998238661383
REV,2026-03,,,2.0133,0,False,learn,03070272,is as follows value date nta per unit,2.0,dollars,0.9933939303630854
MXT,2026-03,,,2.0133,0,False,learn,03069853,is as follows value date nta per unit,2.0029,dollars,0.9948343515621119
PIC,2026-03,,,1.135,0,False,learn,03069870,tax is and the nta after tax is,1.18,dollars,1.0396475770925109
MFF,2026-03,,,4.585,0,False,learn,03069885,advises itsgroup weeklynta per share asat approximates,4.72,dollars,1.0294438386041438
AMH,2026-03,,,1.02,0,False,learn,03070169,company secretary amcil limited abn share registrar level,1.01,cents,0.9901960784313726
BEL,2026-03,,,0.00934,0,False,learn,03069975,limited lel materials other listed securities various various,0.01,dollars,1.0706638115631693
BKI,2026-03,,,2.0,0,False,holdout,03069686,per share as at below pre tax nta,2.01,dollars,1.005
RG1,2026-03,,,2.45,0,False,learn,03069667,share for regal partners global investments limited was,2.49,dollars,1.0163265306122449
BTI,2026-03,capital fund focused on nta share at pre tax,dollars,1.66,1,True,holdout,03069606,,,,
MOT,2026-03,is as follows value date nta per unit,dollars,2.1581,1,True,learn,03069418,,,,
GCI,2026-03,on nta per unit as at,dollars,2.0068,1,True,learn,03069322,,,,
AUI,2026-03,,,12.9,0,False,holdout,03069064,of cents per share payable on,13.39,dollars,1.037984496124031
MEC,2026-03,,,1.3002,0,False,learn,03068661,per share estimated nta pre tax estimated nta post tax,1.3342,dollars,1.026149823104138
SEC,2026-03,,,2.271,0,False,holdout,03068481,nta per share pre tax nta post tax nta,2.431,dollars,1.0704535446939676
PIC,2026-03,,,1.135,0,False,learn,03068379,tax is and the nta after tax is,1.19,dollars,1.0484581497797356
PCI,2026-03,,,1.094,0,False,holdout,03067306,at close of business on nta per unit,1.099,dollars,1.0045703839122486
AUI,2026-03,,,12.9,0,False,holdout,03067511,is as below weekly pre tax nta per share,13.74,dollars,1.0651162790697675
GCI,2026-03,,,2.0068,0,False,learn,03067344,arsn asx announcement,2.0,dollars,0.9966115208291807
MIR,2026-02,pre tax nta per share,dollars,3.06,2,True,learn,03067166,,,,
MIR,2026-02,share as at pre tax nta per share,dollars,3.06,2,True,learn,03067166,,,,
HM1,2026-02,nta per share pre tax nta,dollars,3.33,1,True,learn,03067089,,,,
LSF,2026-02,,,4.3304,0,False,learn,03067068,per ordinary share f f nta before tax,4.3011,dollars,0.9932338813966377
SEC,2026-02,,,2.524,0,False,holdout,03065091,at estimated nta per share pre tax nta,2.483,dollars,0.9837559429477021
REV,2026-02,please contact revolution private credit income trust on,dollars,2.0,1,True,learn,03064888,,,,
ALI,2026-02,,,2.75,0,False,learn,03063887,unaudited and approximate pre tax nta per share,2.76,dollars,1.0036363636363637
WQG,2026-02,,,2.013,0,False,learn,03063851,nta before tax,2.018,dollars,1.0024838549428712
SEC,2026-02,as at nta per share pre tax nta,dollars,2.524,1,True,holdout,03063659,,,,
PCI,2026-02,,,1.099,0,False,holdout,03063470,at close of business on nta per unit,1.104,dollars,1.0045495905368518
TGF,2026-02,,,4.0498,0,False,holdout,03063453,com sydney nsw australia raffles place singapore abn,4.18,cents,1.0321497357894216
HM1,2026-02,,,3.33,0,False,learn,03063168,pre tax nta post current tax nta,3.32,dollars,0.996996996996997
AFI,2026-02,,,8.1,0,False,learn,03063341,pre tax nta per share,8.02,dollars,0.9901234567901235
MOT,2026-02,,,2.1579,0,False,learn,03062798,is as follows value date nta per unit,2.1629,dollars,1.0023170675193476
MOT,2026-02,,,2.1579,0,False,learn,03062358,is as follows value date nta per unit,2.1625,dollars,1.0021317021177998
GCI,2026-02,,,2.0089,0,False,learn,03062275,on nta per unit as at,2.0161,dollars,1.0035840509731693
LSF,2026-02,,,4.3304,0,False,learn,03061985,per ordinary share f f nta before tax,4.2538,dollars,0.9823111029004249
MXT,2026-02,is as follows value date nta per unit,dollars,2.0002,1,True,learn,03061222,,,,
MOT,2026-02,is as follows value date nta per unit,dollars,2.1579,1,True,learn,03061215,,,,
MFF,2026-02,,,4.728,0,False,learn,03060775,weekly nta mff advisesitsgroup weeklynta pershareasatfriday approximates,4.834,dollars,1.022419627749577
AFI,2026-02,,,8.1,0,False,learn,03060632,pre tax nta per share,7.86,dollars,0.9703703703703704
DJW,2026-02,,,3.34,0,False,learn,03060574,pre tax nta per share,3.24,dollars,0.970059880239521
RF1,2026-02,,,3.74,0,False,learn,03060501,nav per unit of regal investment fund was,3.61,dollars,0.9652406417112298
LSF,2026-02,,,4.3304,0,False,learn,03060446,per ordinary share f f nta before tax,4.2704,dollars,0.9861444670238316
WGB,2026-02,,,2.1979,0,False,holdout,03060067,the world s most compelling undervalued growth companies,2.2533000000000003,cents,1.025205878338414
CD3,2026-02,,,1.53,0,False,learn,03060019,inception year nta return last months since inception,1.56,dollars,1.0196078431372548
GCI,2026-02,,,2.0089,0,False,learn,03060099,on nta per unit as at,2.0137,dollars,1.0023893673154463
PCI,2026-02,,,1.099,0,False,holdout,03059606,at close of business on nta per unit,1.103,dollars,1.0036396724294814
CAM,2026-02,nta before tax nta after tax,dollars,0.83,2,True,holdout,03059678,,,,
CAM,2026-02,nta after tax,dollars,0.83,2,True,holdout,03059678,,,,
GCI,2026-02,on nta per unit as at,dollars,2.0089,1,True,learn,03059180,,,,
MXT,2026-02,is as follows value date nta per unit,dollars,2.0002,1,True,learn,03059175,,,,
BTI,2026-02,,,1.81,0,False,holdout,03058978,experience bailador provides exposure to a portfolio of,1.8,dollars,0.994475138121547
WAX,2026-02,,,0.9001,0,False,learn,03058584,compelling undervalued growth opportunities in the australian,0.9747,cents,1.0828796800355516
BEL,2026-02,,,0.0165,0,False,learn,03058393,change pre tax nta backing per share,0.0166,cents,1.006060606060606
MOT,2026-02,is as follows value date nta per unit,dollars,2.1579,1,True,learn,03058263,,,,
CDO,2026-02,,,2.788,0,False,learn,03058192,cdo s franked and gross yields were approximately,3.0,dollars,1.0760401721664277
RG8,2026-02,,,3.51,0,False,learn,03058003,ordinary share for regal asian investments limited was,3.35,dollars,0.9544159544159545
SEC,2026-02,,,2.524,0,False,holdout,03057660,nta per share pre tax nta post tax nta,2.478,dollars,0.9817749603803487
MEC,2026-02,,,1.3561,0,False,learn,03057234,per share estimated nta pre tax estimated nta post tax,1.3315,dollars,0.9818597448565739
MXT,2026-02,is as follows value date nta per unit,dollars,2.0002,1,True,learn,03057220,,,,
PCI,2026-02,at close of business on nta per unit,dollars,1.099,1,True,holdout,03057166,,,,
MRE,2026-02,,,2.4553,0,False,learn,03056754,nta per unit set value date post tax,2.4182,dollars,0.9848898301633203
AMH,2026-02,com amcil cm mpms mufg com page of,dollars,1.11,1,True,learn,03056768,,,,
MIR,2026-02,,,3.06,0,False,learn,03056247,portfolio macquarie technology group als arb corporation resmed,3.1,dollars,1.0130718954248366
MXT,2026-01,is as follows value date nta per unit,dollars,2.0136,1,True,learn,03055053,,,,
LSF,2026-01,per ordinary share f f nta before tax,dollars,4.3933,1,True,learn,03053244,,,,
RF1,2026-01,,,3.75,0,False,learn,03052938,nav per unit of regal investment fund was,3.86,dollars,1.0293333333333332
