ticker,month,label,unit,truth,n_matching_labels,matched,split,announcement_id,nearest_label,nearest_value,nearest_unit,nearest_ratio
PGF,2026-06,,,2.8795,0,False,learn,03104013,nta before tax accruals,2.89,dollars,1.0036464664004168
RG8,2026-06,,,3.3,0,False,learn,03103999,ordinary share for regal asian investments limited was,3.34,dollars,1.0121212121212122
HM1,2026-06,,,3.67,0,False,learn,03103944,nta per share pre tax nta,3.53,dollars,0.9618528610354223
MOT,2026-06,,,2.1458,0,False,learn,03103661,is as follows value date nta per unit,2.1663,dollars,1.0095535464628578
IBC,2026-06,,,0.584,0,False,learn,03103623,comparative purposes nta per ordinary share month end,0.31,cents,0.5308219178082192
CD2,2026-06,,,0.62,0,False,learn,03103590,cdfunds k am com au or by calling,0.61,cents,0.9838709677419355
WMA,2026-06,,,1.1901,0,False,learn,03103527,wma unique opportunities beyond traditional assets cents,1.1603,cents,0.9749600873876146
CDO,2026-06,,,2.194,0,False,learn,03103209,date time am am location karstens level,2.15,cents,0.9799453053783045
REV,2026-06,please contact revolution private credit income trust on,dollars,2.0014,2,True,learn,03102717,,,,
REV,2026-06,is as follows value date nta per unit,dollars,2.0014,2,True,learn,03102717,,,,
NAC,2026-06,return fy fy fy fy,dollars,0.52,1,True,holdout,03102975,,,,
PIC,2026-06,,,1.207,0,False,learn,03102788,nta before tax,1.198,dollars,0.992543496271748
WQG,2026-06,,,2.178,0,False,learn,03102540,nta before tax,2.011,dollars,0.923324150596878
SET,2026-06,,,1.985,0,False,learn,03102407,at estimated nta per share pre tax nta,2.0,dollars,1.0075566750629723
TGF,2026-06,,,3.486,0,False,holdout,03102252,estimated nta pre tax,3.64,dollars,1.0441767068273091
NGE,2026-06,,,1.59,0,False,holdout,03101981,asx ticker nge nta per share before tax,1.599,dollars,1.0056603773584905
OEQ,2026-06,,,0.4083,0,False,holdout,03101943,nta m m pre tax nta backing per share,0.4101,dollars,1.0044085231447466
SET,2026-06,,,1.985,0,False,learn,03101314,at estimated nta per share pre tax nta,1.994,dollars,1.0045340050377833
PCI,2026-06,at close of business on nta per unit,dollars,1.099,1,True,holdout,03100674,,,,
AMH,2026-06,,,1.08,0,False,learn,03100547,as at before tax after tax,1.05,dollars,0.9722222222222222
GCI,2026-06,on nta per unit as at,dollars,2.0051,1,True,learn,03100187,,,,
CIN,2026-05,,,45.19,0,False,learn,03099711,,,,
CAM,2026-05,,,0.805,0,False,holdout,03099726,nta before tax,0.8,cents,0.9937888198757764
GCI,2026-05,on nta per unit as at,dollars,2.0186,1,True,learn,03099739,,,,
LSX,2026-05,the unaudited nta of lion as is,cents,1.116,3,True,holdout,03100082,,,,
LSX,2026-05,nta per share as at before tax,cents,1.116,3,True,holdout,03100082,,,,
LSX,2026-05,legacy investments australian investments total value before tax,cents,1.116,3,True,holdout,03100082,,,,
DJW,2026-05,,,3.14,0,False,learn,03099584,pre tax nta per share,3.13,dollars,0.9968152866242037
PIC,2026-05,,,1.201,0,False,learn,03097735,nta before tax,1.179,dollars,0.9816819317235637
MIR,2026-05,,,2.76,0,False,learn,03097174,pre tax nta per share,2.68,dollars,0.9710144927536233
LSF,2026-05,,,4.3778,0,False,learn,03097010,taxes l long short fund limited phone acn,4.18,cents,0.9548174882361004
PL8,2026-05,,,1.145,0,False,learn,03096972,a reliable indicator of future performance pre tax nta,1.132,dollars,0.9886462882096069
KKC,2026-05,of day value us time current nta estimate,dollars,2.3236,4,True,learn,03096187,,,,
KKC,2026-05,time current nta estimate previous nta estimate,dollars,2.3236,4,True,learn,03096187,,,,
KKC,2026-05,previous nta estimate,dollars,2.3236,4,True,learn,03096187,,,,
KKC,2026-05,current nta estimate,dollars,2.3236,4,True,learn,03096187,,,,
SEC,2026-05,,,2.271,0,False,holdout,03095973,at estimated nta per share pre tax nta,2.189,dollars,0.9638925583443417
GLS,2026-05,,,1.69,0,False,learn,03095590,ordinary share nta before tax nta after tax,1.6095,dollars,0.9523668639053254
PIC,2026-05,,,1.201,0,False,learn,03095436,perpetual equity investment company limited abn level,1.23,cents,1.0241465445462115
MOT,2026-05,is as follows value date nta per unit,dollars,2.1615,1,True,learn,03095422,,,,
GCI,2026-05,,,2.0186,0,False,learn,03095401,on nta per unit as at,2.0139,dollars,0.9976716536213216
CIN,2026-05,,,45.19,0,False,learn,03094923,,,,
GCI,2026-05,,,2.0186,0,False,learn,03094942,on nta per unit as at,2.0127,dollars,0.9970771822054889
MOT,2026-05,is as follows value date nta per unit,dollars,2.1615,1,True,learn,03094980,,,,
RG1,2026-05,,,2.59,0,False,learn,03094720,share for regal partners global investments limited was,2.56,dollars,0.9884169884169884
SET,2026-05,,,1.991,0,False,learn,03094535,at estimated nta per share pre tax nta,2.0,dollars,1.0045203415369162
SEC,2026-05,,,2.271,0,False,holdout,03094521,at estimated nta per share pre tax nta,2.205,dollars,0.9709379128137385
PCI,2026-05,,,1.096,0,False,holdout,03094381,at close of business on nta per unit,1.099,dollars,1.0027372262773722
PIC,2026-05,,,1.201,0,False,learn,03094058,nta before tax,1.179,dollars,0.9816819317235637
MOT,2026-05,is as follows value date nta per unit,dollars,2.1615,1,True,learn,03094026,,,,
WQG,2026-05,,,2.03,0,False,learn,03094005,amazon com rolls royce holdings sk square co saab,2.0,dollars,0.9852216748768474
PCI,2026-05,,,1.096,0,False,holdout,03093544,at close of business on nta per unit,1.099,dollars,1.0027372262773722
LGF,2026-05,,,1.8254,0,False,holdout,03093358,nta backings per ordinary share nta before tax,1.875,dollars,1.0271721266571712
CDO,2026-05,,,2.316,0,False,learn,03093110,opportunities fund returned a positive gross performance of,2.3,dollars,0.9930915371329879
AUI,2026-05,,,13.46,0,False,holdout,03092866,the company s ordinary shares at was,13.27,dollars,0.9858841010401188
WQG,2026-05,,,2.03,0,False,learn,03092916,growth limited t abn w associateglobal com level,2.0,dollars,0.9852216748768474
WHI,2026-05,,,1.22,0,False,learn,03092556,nta gross assets m shares on issue nta,1.23,dollars,1.0081967213114753
WAM,2026-05,,,1.2085,0,False,learn,03092542,cents per share partially franked at payable on,1.2531,cents,1.0369052544476625
NAC,2026-05,return fy fy fy,dollars,0.57,1,True,holdout,03092458,,,,
PCI,2026-05,at close of business on nta per unit,dollars,1.096,1,True,holdout,03092116,,,,
BKI,2026-05,,,2.04,0,False,holdout,03092013,share price significantly behind global peers pre tax nta,2.01,dollars,0.9852941176470587
FPC,2026-05,,,1.8485,0,False,learn,03091997,fund as at th amount pre tax nta,1.8582,dollars,1.0052474979713282
SEC,2026-05,at estimated nta per share pre tax nta,dollars,2.271,1,True,holdout,03091806,,,,
PIC,2026-05,,,1.201,0,False,learn,03091761,nta before tax,1.184,dollars,0.9858451290591173
GCI,2026-05,,,2.0186,0,False,learn,03091197,on nta per unit as at,2.0085,dollars,0.9949965322500743
FSI,2026-05,,,1.535,0,False,holdout,03091169,estimated tax on unrealised gains unrealised gains,1.541,cents,1.0039087947882737
REV,2026-05,please contact revolution private credit income trust on,dollars,2.0008,1,True,learn,03091103,,,,
GLS,2026-05,,,1.69,0,False,learn,03090842,ordinary share nta before tax nta after tax,1.6314,dollars,0.9653254437869823
PIC,2026-05,,,1.201,0,False,learn,03090634,nta before tax,1.178,dollars,0.9808492922564529
MOT,2026-05,is as follows value date nta per unit,dollars,2.1615,1,True,learn,03090158,,,,
MEC,2026-05,,,1.5624,0,False,learn,03090248,noted below dollars per share estimated nta pre tax,1.4386,dollars,0.920762928827445
CAM,2026-04,nta before tax,cents,0.8,3,True,holdout,03089415,,,,
CAM,2026-04,australian securities exchange cam unaudited end month pre tax nta,cents,0.8,3,True,holdout,03089415,,,,
CAM,2026-04,the close of business nta before tax,cents,0.8,3,True,holdout,03089415,,,,
OPH,2026-04,prior value date nav per unit month end,dollars,2.9334,1,True,learn,03089202,,,,
SEC,2026-04,,,2.263,0,False,holdout,03089088,at estimated nta per share pre tax nta,2.28,dollars,1.0075121520106054
KKC,2026-04,of nta a nta per unit a,dollars,2.312,3,True,learn,03087768,,,,
KKC,2026-04,per annum at the current nta of a,dollars,2.312,3,True,learn,03087768,,,,
KKC,2026-04,net tangible assets,dollars,2.312,3,True,learn,03087768,,,,
CIN,2026-04,,,44.35,0,False,learn,03087059,,,,
LSF,2026-04,,,4.1052,0,False,learn,03086733,per ordinary share f f nta before tax,4.1536,dollars,1.0117899249732047
MXT,2026-04,,,2.0009,0,False,learn,03086564,is as follows value date nta per unit,2.0118,dollars,1.0054475486031285
PGF,2026-04,,,2.7606,0,False,learn,03086449,nta before tax accruals,2.74,dollars,0.9925378540896906
RG8,2026-04,ordinary share for regal asian investments limited was,dollars,3.36,1,True,learn,03086442,,,,
FPC,2026-04,,,1.8173,0,False,learn,03086193,street sydney invest fatprophets com au nsw ph,1.77,cents,0.9739723766026523
MXT,2026-04,,,2.0009,0,False,learn,03086179,is as follows value date nta per unit,2.0112,dollars,1.0051476835424058
GCI,2026-04,,,2.0064,0,False,learn,03086145,governor macquarie tower farrer place sydney nsw p,2.0,dollars,0.996810207336523
SEC,2026-04,,,2.263,0,False,holdout,03085803,at estimated nta per share pre tax nta,2.319,dollars,1.0247459125055236
PIC,2026-04,,,1.174,0,False,learn,03085753,nta after tax,1.184,dollars,1.0085178875638843
MXT,2026-04,,,2.0009,0,False,learn,03085919,is as follows value date nta per unit,2.0097,dollars,1.0043980208905992
MOT,2026-04,,,2.1585,0,False,learn,03085925,is as follows value date nta per unit,2.1672,dollars,1.004030576789437
SEC,2026-04,,,2.263,0,False,holdout,03085324,at estimated nta per share pre tax nta,2.327,dollars,1.0282810428634557
REV,2026-04,is as follows value date nta per unit,dollars,2.0126,1,True,learn,03085209,,,,
CIN,2026-04,,,44.35,0,False,learn,03084259,,,,
FPC,2026-04,,,1.8173,0,False,learn,03083766,street sydney invest fatprophets com au nsw ph,1.77,cents,0.9739723766026523
MOT,2026-04,,,2.1585,0,False,learn,03083403,is as follows value date nta per unit,2.1643,dollars,1.002687051192958
LSF,2026-04,,,4.1052,0,False,learn,03083152,taxes l long short fund limited phone acn,4.18,cents,1.0182207931404073
MOT,2026-04,,,2.1585,0,False,learn,03082893,is as follows value date nta per unit,2.1644,dollars,1.002733379661802
PCI,2026-04,at close of business on nta per unit,dollars,1.096,1,True,holdout,03082872,,,,
WMA,2026-04,traditional assets the nta figure is before,cents,1.1903,1,True,learn,03082334,,,,
WQG,2026-04,,,1.942,0,False,learn,03082362,nta before tax,1.904,dollars,0.98043254376931
PCI,2026-04,at close of business on nta per unit,dollars,1.096,1,True,holdout,03082383,,,,
GCI,2026-04,,,2.0064,0,False,learn,03082411,on nta per unit as at,2.0125,dollars,1.0030402711323765
CD2,2026-04,,,0.6,0,False,learn,03082523,cdfunds k am com au or by calling,0.61,cents,1.0166666666666666
HM1,2026-04,,,3.31,0,False,learn,03082426,in global securities based on the pre tax nta,3.17,dollars,0.957703927492447
SEC,2026-04,,,2.263,0,False,holdout,03082580,at estimated nta per share pre tax nta,2.29,dollars,1.0119310649580204
LSF,2026-04,,,4.1052,0,False,learn,03082665,per ordinary share f f nta before tax,4.1285,dollars,1.0056757283445386
PL8,2026-04,as at nta per share pre tax nta,dollars,1.132,1,True,learn,03082575,,,,
TVL,2026-04,prior month nta m m nta per share,dollars,0.109,1,True,learn,03082007,,,,
TEK,2026-04,,,0.225,0,False,holdout,03081988,tax asx code tek structure listed investment,0.22399999999999998,cents,0.9955555555555554
GCI,2026-04,,,2.0064,0,False,learn,03081976,on nta per unit as at,2.0112,dollars,1.0023923444976077
MEC,2026-04,,,1.4465,0,False,learn,03081955,noted below dollars per share estimated nta pre tax,1.3002,dollars,0.8988593155893537
TGF,2026-04,,,3.4772,0,False,holdout,03081934,estimated nta pre tax,3.55,dollars,1.0209363855976072
REV,2026-04,,,2.0126,0,False,learn,03081917,is as follows value date nta per unit,2.0003,dollars,0.9938885024346618
WHI,2026-04,returns per share prior month strategy nta,dollars,1.2,1,True,learn,03081903,,,,
KKC,2026-04,value of day us time current nta estimate,dollars,2.312,2,True,learn,03081899,,,,
KKC,2026-04,current nta estimate,dollars,2.312,2,True,learn,03081899,,,,
KIT,2026-04,,,2.0098,0,False,learn,03081050,any queries please contact kapstream investment trust on,2.0,dollars,0.9951238929246692
8IH,2026-04,,,0.0409,0,False,learn,03081006,per share as of is s a,0.0368,dollars,0.8997555012224939
SEC,2026-04,,,2.263,0,False,holdout,03081120,as at nta per share pre tax nta,2.271,dollars,1.0035351303579318
SEC,2026-04,,,2.263,0,False,holdout,03081279,at estimated nta per share pre tax nta,2.29,dollars,1.0119310649580204
LSX,2026-04,,,1.021,0,False,holdout,03080823,including pre public and internally originated investment research,1.0,cents,0.9794319294809012
LRT,2026-04,,,2.6918,0,False,learn,03080139,unit of the trust as at was,2.5933,dollars,0.963407385392674
MOT,2026-04,is as follows value date nta per unit,dollars,2.1585,1,True,learn,03079866,,,,
OPH,2026-04,,,2.9334,0,False,learn,03079729,company limited ophir asset management pty ltd abn,3.0,dollars,1.022704029453876
RF1,2026-04,,,3.67,0,False,learn,03079659,nav per unit of regal investment fund was,3.55,dollars,0.9673024523160763
MXT,2026-04,limited level exchange centre bridge street sydney nsw,dollars,2.0009,2,True,learn,03079206,,,,
MXT,2026-04,is as follows value date nta per unit,dollars,2.0009,2,True,learn,03079206,,,,
PIC,2026-03,was nta per ordinary share nta before tax,dollars,1.135,2,True,learn,03078640,,,,
PIC,2026-03,nta before tax,dollars,1.135,2,True,learn,03078640,,,,
GCI,2026-03,on nta per unit as at,dollars,2.0068,1,True,learn,03078573,,,,
LSF,2026-03,,,3.8617,0,False,learn,03078294,per ordinary share f f nta before tax,3.7397,dollars,0.9684076960923945
PCI,2026-03,,,1.094,0,False,holdout,03077310,at close of business on nta per unit,1.103,dollars,1.0082266910420474
KKC,2026-03,,,2.31,0,False,learn,03077111,previous nta estimate,2.3213,dollars,1.0048917748917747
OPH,2026-03,,,2.8304,0,False,learn,03077158,is as follows value date nav per unit,2.8477,dollars,1.0061122102882984
PIC,2026-03,,,1.135,0,False,learn,03075851,nta after tax,1.13,dollars,0.9955947136563875
CAM,2026-03,,,0.8025,0,False,holdout,03075701,nta before tax,0.8,cents,0.9968847352024923
LSF,2026-03,,,3.8617,0,False,learn,03075087,per ordinary share f f nta before tax,3.7786,dollars,0.9784809798793278
AIQ,2026-03,,,1.5547,0,False,learn,03074933,cents per unit currency impact cents per unit,1.5265,dollars,0.9818614523702321
HM1,2026-03,,,3.17,0,False,learn,03074696,nta per share pre tax nta,3.16,dollars,0.9968454258675079
PIC,2026-03,,,1.135,0,False,learn,03074036,nta before tax,1.142,dollars,1.0061674008810573
PL8,2026-03,,,1.12,0,False,learn,03073858,share price v nta share price pre tax nta,1.1,dollars,0.9821428571428571
ALI,2026-03,,,2.71,0,False,learn,03072973,unaudited and approximate pre tax nta per share,3.0,dollars,1.1070110701107012
AFI,2026-03,,,7.54,0,False,learn,03072460,pre tax nta per share,7.65,dollars,1.0145888594164456
MIR,2026-03,,,2.72,0,False,learn,03072457,pre tax nta per share,2.8,dollars,1.0294117647058822
MOT,2026-03,is as follows value date nta per unit,dollars,2.1581,1,True,learn,03071367,,,,
SEC,2026-03,,,2.271,0,False,holdout,03071423,at estimated nta per share pre tax nta,2.402,dollars,1.057683839718186
PIC,2026-03,,,1.135,0,False,learn,03071428,tax is and the nta after tax is,1.164,dollars,1.0255506607929514
PL8,2026-03,,,1.12,0,False,learn,03071570,nta per share pre tax nta post tax nta,1.155,dollars,1.03125
WMX,2026-03,,,1.5944,0,False,learn,03071695,assets investment portfolio performance month end share price m,1.61,dollars,1.0097842448569996
GVF,2026-03,,,1.2169,0,False,learn,03071727,ytd year fy fy fy,1.2,dollars,0.9861122524447365
TOP,2026-03,,,0.844,0,False,holdout,03071241,asx code top structure listed investment cents,0.8740000000000001,cents,1.0355450236966826
WMI,2026-03,,,1.2378,0,False,learn,03071193,events zenith disclaimer the zenith investment partners abn,1.32,cents,1.0664081434803685
GLS,2026-03,,,1.5207,0,False,learn,03070618,nta backings per ordinary share nta before tax,1.5892,dollars,1.045045045045045
NSC,2026-03,,,0.33,0,False,holdout,03070562,return fy fy fy fy fy fy,0.32,dollars,0.9696969696969697
ARG,2026-03,,,10.24,0,False,learn,03070375,nta per share nta per share,10.54,dollars,1.029296875
SEC,2026-03,,,2.271,0,False,holdout,03070253,nta per share pre tax nta post tax nta,2.379,dollars,1.0475561426684281
DJW,2026-03,,,3.17,0,False,learn,03070174,pre tax nta per share,3.3,dollars,1.0410094637223974
WQG,2026-03,,,1.84,0,False,learn,03070115,before tax nta after tax closing share price,1.78,dollars,0.967391304347826
AUI,2026-03,,,12.9,0,False,holdout,03070084,is as below weekly pre tax nta per share,13.34,dollars,1.034108527131783
CIN,2026-03,,,45.48,0,False,learn,03069813,,,,
GCI,2026-03,on nta per unit as at,dollars,2.0068,1,True,learn,03069807,,,,
NGE,2026-03,,,1.535,0,False,holdout,03069638,ida executive chairman executive director danakali nsx dnk,1.6,dollars,1.0423452768729642
PGF,2026-03,,,2.6161,0,False,learn,03069665,nta before tax accruals,2.75,dollars,1.051183058751577
FPC,2026-03,,,1.7641,0,False,learn,03069286,street sydney invest fatprophets com au nsw ph,1.77,cents,1.0033444816053512
KKC,2026-03,,,2.31,0,False,learn,03068621,current nta estimate,2.3264,dollars,1.007099567099567
MXT,2026-03,,,2.0133,0,False,learn,03068305,is as follows value date nta per unit,2.0015,dollars,0.9941389758108578
PCI,2026-03,,,1.094,0,False,holdout,03068280,at close of business on nta per unit,1.099,dollars,1.0045703839122486
MOT,2026-03,trust as at value date nta per unit,dollars,2.1581,1,True,learn,03068095,,,,
PIC,2026-03,,,1.135,0,False,learn,03067894,tax is and the nta after tax is,1.207,dollars,1.0634361233480176
LRT,2026-03,,,2.5833,0,False,learn,03067634,lowell resources fund c lowell accounting services phone,3.0,dollars,1.1613053071652537
MFF,2026-03,,,4.585,0,False,learn,03067440,nta per share nta per share,4.728,dollars,1.0311886586695747
CIN,2026-03,,,45.48,0,False,learn,03067365,,,,
GCI,2026-03,on nta per unit as at,dollars,2.0068,1,True,learn,03067346,,,,
SEC,2026-02,at estimated nta per share pre tax nta,dollars,2.524,1,True,holdout,03066903,,,,
GC1,2026-02,,,0.72,0,False,holdout,03066878,nta as at are as follows nta,0.7132,dollars,0.9905555555555555
GCI,2026-02,,,2.0089,0,False,learn,03065748,governor macquarie tower farrer place sydney nsw p,2.0,dollars,0.9955697147692767
PCI,2026-02,,,1.099,0,False,holdout,03064836,at close of business on nta per unit,1.105,dollars,1.005459508644222
MOT,2026-02,,,2.1579,0,False,learn,03064910,is as follows value date nta per unit,2.1646,dollars,1.0031048704759256
GCI,2026-02,,,2.0089,0,False,learn,03064110,governor macquarie tower farrer place sydney nsw p,2.0,dollars,0.9955697147692767
LRT,2026-02,,,3.2286,0,False,learn,03063956,unit of the trust as at was,3.1174,dollars,0.9655578269218856
DUI,2026-02,,,6.47,0,False,holdout,03063870,is as below weekly pre tax nta per share,6.54,dollars,1.010819165378671
PIC,2026-02,,,1.277,0,False,learn,03063554,nta before tax,1.255,dollars,0.9827721221613156
PCI,2026-02,,,1.099,0,False,holdout,03062753,at close of business on nta per unit,1.105,dollars,1.005459508644222
PL8,2026-02,,,1.214,0,False,learn,03062351,share price v nta share price pre tax nta,1.2,dollars,0.9884678747940692
PIA,2026-02,,,1.3345,0,False,holdout,03061475,pia pengana international equities limited pengana com pia acn,1.07,cents,0.8017984263769202
PIC,2026-02,,,1.277,0,False,learn,03061255,nta before tax,1.241,dollars,0.971808927173062
LSF,2026-02,,,4.3304,0,False,learn,03060960,per ordinary share f f nta before tax,4.2208,dollars,0.9746905597635321
MOT,2026-02,is as follows value date nta per unit,dollars,2.1579,1,True,learn,03060693,,,,
TGF,2026-02,,,4.0498,0,False,holdout,03060666,com sydney nsw australia raffles place singapore abn,4.18,cents,1.0321497357894216
KKC,2026-02,,,2.3317,0,False,learn,03060467,previous nta estimate,2.3555,dollars,1.010207145001501
PGF,2026-02,,,2.9101,0,False,learn,03060555,nta before tax accruals,2.9,dollars,0.9965293288890417
MIR,2026-02,,,3.06,0,False,learn,03060630,mir share price asx closing price on,3.07,dollars,1.0032679738562091
ECL,2026-02,,,3.7736,0,False,learn,03060160,cents as at nta before all taxes,3.7957,cents,1.0058564765740936
PL8,2026-02,,,1.214,0,False,learn,03059760,as at nta per share pre tax nta,1.171,dollars,0.9645799011532126
SEC,2026-02,,,2.524,0,False,holdout,03059748,at estimated nta per share pre tax nta,2.569,dollars,1.0178288431061806
MXT,2026-02,is as follows value date nta per unit,dollars,2.0002,1,True,learn,03059659,,,,
NCC,2026-02,fy fy fy fy fy fy fy fy,dollars,0.49,1,True,holdout,03059485,,,,
HM1,2026-02,,,3.33,0,False,learn,03059225,managers the company forgoes any investment post tax nta,3.36,dollars,1.009009009009009
MOT,2026-02,is as follows value date nta per unit,dollars,2.1579,1,True,learn,03059177,,,,
GLS,2026-02,,,1.8106,0,False,learn,03059024,nta backings per ordinary share nta before tax,1.7036,dollars,0.9409035678780515
LSF,2026-02,,,4.3304,0,False,learn,03058959,per ordinary share f f nta before tax,4.1806,dollars,0.9654073526694994
MOT,2026-02,is as follows value date nta per unit,dollars,2.1579,1,True,learn,03058713,,,,
MXT,2026-02,is as follows value date nta per unit,dollars,2.0002,1,True,learn,03058261,,,,
RYD,2026-02,,,2.1887,0,False,holdout,03058171,gross assets m pre tax nta cents to,2.1982,dollars,1.0043404760816923
DN1,2026-02,per unit of the dominion income trust was,dollars,100.26,1,True,learn,03057669,,,,
GC1,2026-02,,,0.72,0,False,holdout,03057823,nta as at are as follows nta,0.7062,dollars,0.9808333333333334
BKI,2026-02,,,2.05,0,False,holdout,03057587,dividend of cps was up on last year,2.0,dollars,0.9756097560975611
AUI,2026-02,,,13.75,0,False,holdout,03057409,the company s ordinary shares at was,13.39,dollars,0.9738181818181818
GCI,2026-02,on nta per unit as at,dollars,2.0089,1,True,learn,03057229,,,,
CIN,2026-02,,,47.41,0,False,learn,03056287,nta before providing for estimated capital gains tax,44.89,dollars,0.946846656823455
GCI,2026-02,on nta per unit as at,dollars,2.0089,1,True,learn,03056245,,,,
TCF,2026-02,as follows value date nav per unit,dollars,5.937,1,True,learn,03056207,,,,
ALI,2026-02,,,2.75,0,False,learn,03056197,and approximate pre tax nta per share,2.62,dollars,0.9527272727272728
PIC,2026-02,,,1.277,0,False,learn,03055830,nta after tax,1.261,dollars,0.9874706342991386
ARG,2026-02,,,10.73,0,False,learn,03055760,and approximate pre tax nta per share,10.55,dollars,0.9832246039142591
BKI,2026-01,per share as at below pre tax nta,dollars,1.98,1,True,holdout,03055537,,,,
PIC,2026-01,,,1.301,0,False,learn,03055135,nta before tax,1.315,dollars,1.01076095311299
FPC,2026-01,,,2.0882,0,False,learn,03054488,fund as at th amount pre tax nta,2.2103,dollars,1.0584714107844078
PIA,2026-01,,,1.3706,0,False,holdout,03053885,pia pengana international equities limited pengana com pia acn,1.07,cents,0.7806799941631403
LRT,2026-01,,,3.1103,0,False,learn,03053348,lowell resources fund c lowell accounting services phone,3.0,dollars,0.9645371829084011
MOT,2026-01,,,2.168,0,False,learn,03046749,is as follows value date nta per unit,2.1553,dollars,0.9941420664206642
SEC,2026-01,,,2.582,0,False,holdout,03053137,nta per share pre tax nta post tax nta,2.554,dollars,0.9891556932610379
MOT,2026-01,,,2.168,0,False,learn,03053058,is as follows value date nta per unit,2.1628,dollars,0.99760147601476
MIR,2026-01,,,3.18,0,False,learn,03052862,pre tax nta per share,3.26,dollars,1.0251572327044023
RG8,2026-01,,,3.51,0,False,learn,03052791,ordinary share for regal asian investments limited was,3.5,dollars,0.9971509971509972
PGF,2026-01,share gross dividend yield nta before tax accruals,dollars,2.9134,2,True,learn,03052770,,,,
PGF,2026-01,nta before tax accruals,dollars,2.9134,2,True,learn,03052770,,,,
DUI,2026-01,is as below weekly pre tax nta per share,dollars,6.38,1,True,holdout,03052808,,,,
SEC,2026-01,,,2.582,0,False,holdout,03052584,spheria emerging companies limited level,2.64,cents,1.0224632068164214
MXT,2026-01,is as follows value date nta per unit,dollars,2.0136,1,True,learn,03052460,,,,
PCI,2026-01,,,1.099,0,False,holdout,03052415,at close of business on nta per unit,1.103,dollars,1.0036396724294814
PIC,2026-01,,,1.301,0,False,learn,03052097,nta before tax,1.314,dollars,1.0099923136049194
MOT,2026-01,,,2.168,0,False,learn,03052062,is as follows value date nta per unit,2.1623,dollars,0.997370848708487
PCI,2026-01,,,1.099,0,False,holdout,03052020,at close of business on nta per unit,1.103,dollars,1.0036396724294814
KKC,2026-01,,,2.3568,0,False,learn,03050890,current nta estimate,2.3865,dollars,1.01260183299389
BKI,2026-01,per share as at below pre tax nta,dollars,1.98,1,True,holdout,03050838,,,,
MOT,2026-01,,,2.168,0,False,learn,03050569,is as follows value date nta per unit,2.1612,dollars,0.9968634686346863
ECL,2026-01,,,3.7957,0,False,learn,03049813,before all taxes nta after providing all taxes,3.7668,cents,0.9923861211370761
SEC,2026-01,,,2.582,0,False,holdout,03049580,spheria emerging companies limited level,2.64,cents,1.0224632068164214
ACQ,2026-01,,,1.3402,0,False,learn,03049575,acq as at nta before all taxes,1.3313,dollars,0.993359200119385
MXT,2026-01,,,2.0136,0,False,learn,03049447,is as follows value date nta per unit,2.0058,dollars,0.9961263408820024
