code,year,date,headline,kind,asat_date,pdf_id,month,asat_month
8IH,2017,2017-08-15,Update - Dividend/Distribution - 8IH,dividend,,1884007,2017-08,NaT
8IH,2017,2017-07-28,Update - Dividend/Distribution - 8IH,dividend,,1878272,2017-07,NaT
8IH,2017,2017-06-30,Update - Dividend/Distribution - 8IH,dividend,,1869929,2017-06,NaT
8IH,2017,2017-05-31,Dividend/Distribution - 8IH,dividend,,1861937,2017-05,NaT
8IH,2023,2023-11-08,Completion of In-Specie Distribution of 8VI CDIs,dividend,,2737857,2023-11,NaT
8IH,2023,2023-10-31,App 3A.5 Return of capital in specie distribution,dividend,,2734342,2023-10,NaT
8IH,2023,2023-10-31,In-specie Distribution Notice of Books Closure Date,dividend,,2734341,2023-10,NaT
8IH,2023,2023-09-01,Intention to undertake In-Specie Distribution of 8VI CDIs,dividend,,2707215,2023-09,NaT
ACQ,2016,2016-10-10,Dividend Reinvestment Plan Price,dividend,,1787733,2016-10,NaT
ACQ,2016,2016-08-30,Dividend/Distribution - ACQ,dividend,,1773306,2016-08,NaT
ACQ,2016,2016-08-30,Dividend Reinvestment Plan,dividend,,1773305,2016-08,NaT
ACQ,2016,2016-08-30,ACQ - Dividend &amp; Future Dividend Intentions,dividend,,1773303,2016-08,NaT
ACQ,2017,2017-12-14,ACQ Dividend Intentions,dividend,,1933812,2017-12,NaT
ACQ,2017,2017-09-25,Dividend Reinvestment Plan,dividend,,1899473,2017-09,NaT
ACQ,2017,2017-08-28,ACQ Announces Dividend and AGM Date,dividend,,1889181,2017-08,NaT
ACQ,2017,2017-08-28,Dividend/Distribution - ACQ,dividend,,1889176,2017-08,NaT
ACQ,2017,2017-07-03,Reaffirming Dividend Intentions,dividend,,1870737,2017-07,NaT
ACQ,2017,2017-03-27,Dividend Reinvestment Plan Price,dividend,,1842117,2017-03,NaT
ACQ,2017,2017-02-23,ACQ - Dividend and Half Year Report,dividend,,1831912,2017-02,NaT
ACQ,2017,2017-02-23,Dividend/Distribution - ACQ,dividend,,1831911,2017-02,NaT
ACQ,2018,2018-11-05,Dividend Reinvestment Plan,dividend,,2044306,2018-11,NaT
ACQ,2018,2018-08-27,Dividend/Distribution - ACQ,dividend,,2014582,2018-08,NaT
ACQ,2018,2018-08-27,"ACQ announces record profit, increased dividend and AGM",dividend,,2014581,2018-08,NaT
ACQ,2018,2018-05-14,Dividend Reinvestment Plan,dividend,,1981120,2018-05,NaT
ACQ,2018,2018-02-16,Update - Dividend/Distribution - ACQ,dividend,,1951551,2018-02,NaT
ACQ,2018,2018-02-16,Record Interim Profit and Increased FF Interim Dividend,dividend,,1951321,2018-02,NaT
ACQ,2018,2018-02-15,Dividend/Distribution - ACQ,dividend,,1951212,2018-02,NaT
ACQ,2019,2019-11-25,Dividend Reinvestment Plan,dividend,,2176907,2019-11,NaT
ACQ,2019,2019-08-26,Dividend/Distribution - ACQ,dividend,,2138441,2019-08,NaT
ACQ,2019,2019-08-26,ACQ announces fully franked dividend and AGM,dividend,,2138438,2019-08,NaT
ACQ,2019,2019-05-13,Dividend Reinvestment Plan,dividend,,2104933,2019-05,NaT
ACQ,2019,2019-02-18,Dividend/Distribution - ACQ,dividend,,2076568,2019-02,NaT
ACQ,2019,2019-02-18,ACQ Announces Fully Franked Interim Dividend,dividend,,2076561,2019-02,NaT
ACQ,2020,2020-08-31,ACQ announces fully franked dividend and AGM,dividend,,2274249,2020-08,NaT
ACQ,2020,2020-08-31,Dividend/Distribution - ACQ,dividend,,2274244,2020-08,NaT
ACQ,2020,2020-05-19,Dividend Reinvestment Plan,dividend,,2236542,2020-05,NaT
ACQ,2020,2020-02-24,Dividend/Distribution - ACQ,dividend,,2206006,2020-02,NaT
ACQ,2021,2021-10-25,Appendix 3A.1 - clarifies previous dividend announcements,dividend,,2440446,2021-10,NaT
ACQ,2021,2021-10-20,Update - Dividend/Distribution - ACQ,dividend,,2438101,2021-10,NaT
ACQ,2021,2021-10-20,Dividend/Distribution - ACQ,dividend,,2438098,2021-10,NaT
ACQ,2021,2021-10-20,Entitlement Offer and Dividends Announcement,dividend,,2438088,2021-10,NaT
ACQ,2021,2021-08-27,ACQ announces fully franked dividend and AGM date,dividend,,2413991,2021-08,NaT
ACQ,2021,2021-08-27,Dividend/Distribution - ACQ,dividend,,2413990,2021-08,NaT
ACQ,2021,2021-03-04,ex-dividend and record date clarification,dividend,,2350039,2021-03,NaT
ACQ,2021,2021-03-01,Dividend/Distribution - ACQ,dividend,,2348183,2021-03,NaT
ACQ,2022,2022-08-30,ACQ Announces Fully Franked Dividend and AGM Date,dividend,,2561229,2022-08,NaT
ACQ,2022,2022-08-30,Dividend/Distribution - ACQ,dividend,,2561226,2022-08,NaT
ACQ,2022,2022-02-24,Clarification of Dividend Payment Date,dividend,,2491511,2022-02,NaT
ACQ,2022,2022-02-23,ACQ announces interim dividend,dividend,,2490641,2022-02,NaT
ACQ,2022,2022-02-23,Dividend/Distribution - ACQ,dividend,,2490640,2022-02,NaT
ACQ,2023,2023-11-20,Update - Dividend/Distribution - ACQ,dividend,,2742641,2023-11,NaT
ACQ,2023,2023-08-24,ACQ Announces Fully Franked Dividend and AGM Date,dividend,,2702192,2023-08,NaT
ACQ,2023,2023-08-24,Dividend/Distribution - ACQ,dividend,,2702190,2023-08,NaT
ACQ,2023,2023-02-24,ACQ Announces Interim Dividend,dividend,,2636163,2023-02,NaT
ACQ,2023,2023-02-24,Dividend/Distribution - ACQ,dividend,,2636161,2023-02,NaT
ACQ,2024,2024-08-29,ACQ announces dividend and AGM date,dividend,,2846780,2024-08,NaT
ACQ,2024,2024-08-29,Dividend/Distribution - ACQ,dividend,,2846767,2024-08,NaT
ACQ,2024,2024-02-27,Dividend/Distribution - ACQ,dividend,,2777937,2024-02,NaT
ACQ,2024,2024-02-27,ACQ Announces Interim Dividend,dividend,,2777934,2024-02,NaT
ACQ,2025,2025-08-29,ACQ announces dividend and AGM date,dividend,,2988798,2025-08,NaT
ACQ,2025,2025-08-29,Dividend/Distribution - ACQ,dividend,,2988792,2025-08,NaT
ACQ,2025,2025-02-28,Update - Dividend/Distribution - ACQ,dividend,,2920862,2025-02,NaT
ACQ,2025,2025-02-27,Dividend/Distribution - ACQ,dividend,,2920331,2025-02,NaT
ACQ,2026,2026-02-25,Update - Dividend/Distribution - ACQ,dividend,,3064876,2026-02,NaT
ACQ,2026,2026-02-25,Dividend/Distribution - ACQ,dividend,,3064850,2026-02,NaT
AEG,2022,2022-11-22,Capital Markets and Product Distribution Agreements,dividend,,2601151,2022-11,NaT
AEG,2022,2022-05-02,Distribution Schedule,dividend,,2517073,2022-05,NaT
AFI,2016,2016-08-16,Update - Dividend/Distribution - AFI,dividend,,1767382,2016-08,NaT
AFI,2016,2016-07-25,Dividend/Distribution - AFI,dividend,,1759922,2016-07,NaT
AFI,2016,2016-02-10,Update - Dividend/Distribution - AFI,dividend,,1710558,2016-02,NaT
AFI,2016,2016-01-20,Dividend/Distribution - AFI,dividend,,1704374,2016-01,NaT
AFI,2017,2017-08-15,Update - Dividend/Distribution - AFI,dividend,,1883721,2017-08,NaT
AFI,2017,2017-07-24,Dividend/Distribution - AFI,dividend,,1876230,2017-07,NaT
AFI,2017,2017-02-14,Update - Dividend/Distribution - AFI,dividend,,1828025,2017-02,NaT
AFI,2017,2017-01-23,Dividend/Distribution - AFI,dividend,,1821559,2017-01,NaT
AFI,2018,2018-08-15,Update - Dividend/Distribution - AFI,dividend,,2009489,2018-08,NaT
AFI,2018,2018-07-23,Dividend/Distribution - AFI,dividend,,2001421,2018-07,NaT
AFI,2018,2018-02-15,Update - Dividend/Distribution - AFI,dividend,,1950757,2018-02,NaT
AFI,2018,2018-01-22,Dividend/Distribution - AFI,dividend,,1942749,2018-01,NaT
AFI,2019,2019-08-12,Update - Dividend/Distribution - AFI,dividend,,2132835,2019-08,NaT
AFI,2019,2019-07-22,Dividend/Distribution - AFI,dividend,,2124994,2019-07,NaT
AFI,2019,2019-02-15,Update - Dividend/Distribution - AFI,dividend,,2075722,2019-02,NaT
AFI,2019,2019-01-21,Dividend/Distribution - AFI,dividend,,2067850,2019-01,NaT
AFI,2020,2020-08-18,Update - Dividend/Distribution - AFI,dividend,,2267787,2020-08,NaT
AFI,2020,2020-07-27,Dividend/Distribution - AFI,dividend,,2258740,2020-07,NaT
AFI,2020,2020-02-14,Update - Dividend/Distribution - AFI,dividend,,2202299,2020-02,NaT
AFI,2020,2020-01-20,Dividend/Distribution - AFI,dividend,,2193938,2020-01,NaT
AFI,2021,2021-08-18,Update - Dividend/Distribution - AFI,dividend,,2408173,2021-08,NaT
AFI,2021,2021-07-26,Dividend/Distribution - AFI,dividend,,2398912,2021-07,NaT
AFI,2021,2021-02-15,Update - Dividend/Distribution - AFI,dividend,,2340941,2021-02,NaT
AFI,2021,2021-01-20,Dividend/Distribution - AFI,dividend,,2331973,2021-01,NaT
AFI,2022,2022-08-17,Update - Dividend/Distribution - AFI,dividend,,2553995,2022-08,NaT
AFI,2022,2022-07-25,Dividend/Distribution - AFI,dividend,,2544888,2022-07,NaT
AFI,2022,2022-02-16,Update - Dividend/Distribution - AFI,dividend,,2487151,2022-02,NaT
AFI,2022,2022-01-24,Dividend/Distribution - AFI,dividend,,2478215,2022-01,NaT
AFI,2023,2023-08-18,Update - Dividend/Distribution - AFI,dividend,,2699154,2023-08,NaT
AFI,2023,2023-07-26,Dividend/Distribution - AFI,dividend,,2690284,2023-07,NaT
AFI,2023,2023-02-08,Update - Dividend/Distribution - AFI,dividend,,2629449,2023-02,NaT
AFI,2023,2023-01-23,Dividend/Distribution - AFI,dividend,,2623081,2023-01,NaT
AFI,2024,2024-08-20,Update - Dividend/Distribution - AFI,dividend,,2841556,2024-08,NaT
AFI,2024,2024-07-29,Dividend/Distribution - AFI,dividend,,2833099,2024-07,NaT
AFI,2024,2024-02-08,Update - Dividend/Distribution - AFI,dividend,,2771292,2024-02,NaT
AFI,2024,2024-01-24,Dividend/Distribution - AFI,dividend,,2765633,2024-01,NaT
AFI,2025,2025-11-25,Special Dividend with the 2026 Interim and Final Dividend,dividend,,3031316,2025-11,NaT
AFI,2025,2025-08-12,Update - Dividend/Distribution - AFI,dividend,,2979416,2025-08,NaT
AFI,2025,2025-07-28,Dividend/Distribution - AFI,dividend,,2973112,2025-07,NaT
AFI,2025,2025-02-10,Update - Dividend/Distribution - AFI,dividend,,2912610,2025-02,NaT
AFI,2025,2025-01-22,Dividend/Distribution - AFI,dividend,,2906354,2025-01,NaT
AFI,2026,2026-08-26,Update - Dividend/Distribution - AFI,dividend,,3130653,2026-08,NaT
AFI,2026,2026-08-10,Update - Dividend/Distribution - AFI,dividend,,3123672,2026-08,NaT
AFI,2026,2026-07-27,Dividend/Distribution - AFI,dividend,,3118327,2026-07,NaT
AFI,2026,2026-06-22,Update on Final Dividend,dividend,,3106229,2026-06,NaT
AFI,2026,2026-02-09,Update - Dividend/Distribution - AFI,dividend,,3058074,2026-02,NaT
AFI,2026,2026-01-21,Dividend/Distribution - AFI,dividend,,3051578,2026-01,NaT
AIQ,2016,2016-07-13,Cancel - Dividend/Distribution - AIQ,dividend,,1757145,2016-07,NaT
AIQ,2016,2016-07-11,Dividend/Distribution - AIQ,dividend,,1756492,2016-07,NaT
AIQ,2019,2019-11-14,Distribution Reinvestment Plan Rules,dividend,,2173009,2019-11,NaT
AIQ,2019,2019-07-25,Distribution Reinvestment Plan Rules,dividend,,2126417,2019-07,NaT
AIQ,2020,2020-07-31,Update - Dividend/Distribution - AIQ,dividend,,2261691,2020-07,NaT
AIQ,2020,2020-07-13,Proposed Distribution and Distribution Reinvestment,dividend,,2254370,2020-07,NaT
AIQ,2020,2020-07-13,Dividend/Distribution - AIQ,dividend,,2254361,2020-07,NaT
AIQ,2020,2020-02-05,Update - Dividend/Distribution - AIQ,dividend,,2199579,2020-02,NaT
AIQ,2020,2020-01-13,Proposed Distribution and Distribution Reinvestment,dividend,,2192425,2020-01,NaT
AIQ,2020,2020-01-13,Dividend/Distribution - AIQ,dividend,,2192423,2020-01,NaT
AIQ,2021,2021-07-29,Update - Dividend/Distribution - AIQ,dividend,,2400911,2021-07,NaT
AIQ,2021,2021-07-14,Proposed Distribution and Distribution Reinvestment,dividend,,2395377,2021-07,NaT
AIQ,2021,2021-07-14,Dividend/Distribution - AIQ,dividend,,2395365,2021-07,NaT
AIQ,2021,2021-02-01,Distribution and Distribution Reinvestment Update,dividend,,2336470,2021-02,NaT
AIQ,2021,2021-02-01,Update - Dividend/Distribution - AIQ,dividend,,2336467,2021-02,NaT
AIQ,2021,2021-01-14,Proposed Distribution and Distribution Reinvestment,dividend,,2330725,2021-01,NaT
AIQ,2021,2021-01-14,Dividend/Distribution - AIQ,dividend,,2330722,2021-01,NaT
AIQ,2022,2022-08-09,Update - Dividend/Distribution - AIQ,dividend,,2551251,2022-08,NaT
AIQ,2022,2022-08-05,Update - Dividend/Distribution - AIQ,dividend,,2550457,2022-08,NaT
AIQ,2022,2022-07-15,Proposed Distribution and Amended DRP Booklet July 2022,dividend,,2542591,2022-07,NaT
AIQ,2022,2022-07-15,Dividend/Distribution - AIQ,dividend,,2542586,2022-07,NaT
AIQ,2022,2022-06-20,AIQ Amended Distribution Reinvestment Plan,dividend,,2533166,2022-06,NaT
AIQ,2022,2022-01-14,Proposed Distribution,dividend,,2475581,2022-01,NaT
AIQ,2022,2022-01-14,Dividend/Distribution - AIQ,dividend,,2475577,2022-01,NaT
AIQ,2023,2023-07-21,Proposed Distribution,dividend,,2689020,2023-07,NaT
AIQ,2023,2023-07-21,Dividend/Distribution - AIQ,dividend,,2689017,2023-07,NaT
AIQ,2023,2023-01-20,Proposed Distribution,dividend,,2622840,2023-01,NaT
AIQ,2023,2023-01-20,Dividend/Distribution - AIQ,dividend,,2622835,2023-01,NaT
AIQ,2024,2024-07-19,Dividend/Distribution - AIQ,dividend,,2830445,2024-07,NaT
AIQ,2024,2024-01-19,Proposed Distribution,dividend,,2764518,2024-01,NaT
AIQ,2024,2024-01-19,Dividend/Distribution - AIQ,dividend,,2764517,2024-01,NaT
AIQ,2025,2025-10-15,Update Distribution Frequency Cycle,dividend,,3010263,2025-10,NaT
AIQ,2025,2025-07-22,Dividend/Distribution - AIQ,dividend,,2971447,2025-07,NaT
AIQ,2025,2025-01-21,Dividend/Distribution - AIQ,dividend,,2906144,2025-01,NaT
AIQ,2026,2026-07-22,Dividend/Distribution - AIQ,dividend,,3117223,2026-07,NaT
AIQ,2026,2026-04-22,Dividend/Distribution - AIQ,dividend,,3085067,2026-04,NaT
AIQ,2026,2026-01-22,Dividend/Distribution - AIQ,dividend,,3051990,2026-01,NaT
ALI,2016,2016-09-06,Update - Dividend/Distribution - ALI,dividend,,1776145,2016-09,NaT
ALI,2016,2016-09-06,DRP price for final dividend,dividend,,1776128,2016-09,NaT
ALI,2016,2016-08-22,Dividend/Distribution - ALI,dividend,,1769450,2016-08,NaT
ALI,2016,2016-03-04,DRP price for interim dividend,dividend,,1719282,2016-03,NaT
ALI,2016,2016-03-04,Update - Dividend/Distribution - ALI,dividend,,1719281,2016-03,NaT
ALI,2016,2016-02-15,Dividend/Distribution - ALI,dividend,,1711612,2016-02,NaT
ALI,2017,2017-09-14,Update - Dividend/Distribution - ALI,dividend,,1896275,2017-09,NaT
ALI,2017,2017-08-28,Dividend/Distribution - ALI,dividend,,1888999,2017-08,NaT
ALI,2017,2017-07-07,Dividend Reinvestment Plan amendments,dividend,,1872675,2017-07,NaT
ALI,2017,2017-03-10,Update - Dividend/Distribution - ALI,dividend,,1837808,2017-03,NaT
ALI,2017,2017-03-09,DRP price for interim dividend,dividend,,1837537,2017-03,NaT
ALI,2017,2017-02-21,Dividend/Distribution - ALI,dividend,,1830291,2017-02,NaT
ALI,2018,2018-09-13,Update - Dividend/Distribution - ALI,dividend,,2022264,2018-09,NaT
ALI,2018,2018-09-13,DRP price for final dividend,dividend,,2022258,2018-09,NaT
ALI,2018,2018-08-27,Dividend/Distribution - ALI,dividend,,2014326,2018-08,NaT
ALI,2018,2018-03-08,Update - Dividend/Distribution - ALI,dividend,,1960025,2018-03,NaT
ALI,2018,2018-03-08,DRP price for interim dividend,dividend,,1960016,2018-03,NaT
ALI,2018,2018-02-19,Dividend/Distribution - ALI,dividend,,1951940,2018-02,NaT
ALI,2019,2019-09-27,App 3B - Dividend Reinvestment Plan allotment,dividend,,2151859,2019-09,NaT
ALI,2019,2019-09-12,Update - Dividend/Distribution - ALI,dividend,,2146368,2019-09,NaT
ALI,2019,2019-09-12,DRP price for final dividend,dividend,,2146364,2019-09,NaT
ALI,2019,2019-08-26,Dividend/Distribution - ALI,dividend,,2138197,2019-08,NaT
ALI,2019,2019-03-08,Update - Dividend/Distribution - ALI,dividend,,2084426,2019-03,NaT
ALI,2019,2019-03-07,DRP price for interim dividend,dividend,,2084300,2019-03,NaT
ALI,2019,2019-02-18,Dividend/Distribution - ALI,dividend,,2076319,2019-02,NaT
ALI,2019,2019-01-03,Key dates re Half-year Result and dividend,dividend,,2064513,2019-01,NaT
ALI,2020,2020-08-31,Dividend/Distribution - ALI,dividend,,2274668,2020-08,NaT
ALI,2020,2020-02-17,Dividend/Distribution - ALI,dividend,,2202995,2020-02,NaT
ALI,2021,2021-09-17,Update - Dividend/Distribution - ALI,dividend,,2422568,2021-09,NaT
ALI,2021,2021-08-30,Dividend/Distribution - ALI,dividend,,2414483,2021-08,NaT
ALI,2021,2021-03-26,App 2A - Dividend Reinvestment Plan allotment,dividend,,2357707,2021-03,NaT
ALI,2021,2021-03-11,Update - Dividend/Distribution - ALI,dividend,,2352658,2021-03,NaT
ALI,2021,2021-03-11,DRP price for interim dividend,dividend,,2352653,2021-03,NaT
ALI,2021,2021-02-22,Dividend/Distribution - ALI,dividend,,2344058,2021-02,NaT
ALI,2022,2022-09-15,Update - Dividend/Distribution - ALI,dividend,,2568657,2022-09,NaT
ALI,2022,2022-08-29,Dividend/Distribution - ALI,dividend,,2559862,2022-08,NaT
ALI,2022,2022-03-15,Update - Dividend/Distribution - ALI,dividend,,2498978,2022-03,NaT
ALI,2022,2022-02-21,Dividend/Distribution - ALI,dividend,,2488920,2022-02,NaT
ALI,2023,2023-09-14,Update - Dividend/Distribution - ALI,dividend,,2712144,2023-09,NaT
ALI,2023,2023-08-28,Dividend/Distribution - ALI,dividend,,2703141,2023-08,NaT
ALI,2023,2023-03-09,Update - Dividend/Distribution - ALI,dividend,,2641912,2023-03,NaT
ALI,2023,2023-02-20,Dividend/Distribution - ALI,dividend,,2633095,2023-02,NaT
ALI,2024,2024-09-12,Update - Dividend/Distribution - ALI,dividend,,2853045,2024-09,NaT
ALI,2024,2024-08-26,Dividend/Distribution - ALI,dividend,,2843981,2024-08,NaT
ALI,2024,2024-03-07,Update - Dividend/Distribution - ALI,dividend,,2782995,2024-03,NaT
ALI,2024,2024-02-19,Dividend/Distribution - ALI,dividend,,2774420,2024-02,NaT
ALI,2025,2025-09-12,Update - Dividend/Distribution - ALI,dividend,,2994348,2025-09,NaT
ALI,2025,2025-08-25,Dividend/Distribution - ALI,dividend,,2984587,2025-08,NaT
ALI,2025,2025-03-14,Update - Dividend/Distribution - ALI,dividend,,2926438,2025-03,NaT
ALI,2025,2025-02-21,Dividend/Distribution - ALI,dividend,,2917137,2025-02,NaT
ALI,2026,2026-08-21,Dividend/Distribution - ALI,dividend,,3128062,2026-08,NaT
ALI,2026,2026-03-11,Update - Dividend/Distribution - ALI,dividend,,3070570,2026-03,NaT
ALI,2026,2026-02-23,Dividend/Distribution - ALI,dividend,,3063209,2026-02,NaT
AMH,2016,2016-08-25,Appendix 3B - Dividend Reinvestment Plan,dividend,,1771412,2016-08,NaT
AMH,2016,2016-08-15,Update - Dividend/Distribution - AMH,dividend,,1766942,2016-08,NaT
AMH,2016,2016-07-26,Dividend/Distribution - AMH,dividend,,1760342,2016-07,NaT
AMH,2017,2017-08-24,Appendix 3B - Dividend Reinvestment Plan,dividend,,1887739,2017-08,NaT
AMH,2017,2017-08-14,Update - Dividend/Distribution - AMH,dividend,,1883241,2017-08,NaT
AMH,2017,2017-07-28,Dividend/Distribution - AMH,dividend,,1877837,2017-07,NaT
AMH,2018,2018-09-21,Letter to Shareholders - Replacement Dividend Information,dividend,,2025155,2018-09,NaT
AMH,2018,2018-08-24,Appendix 3B - Dividend Reinvestment Plan,dividend,,2013796,2018-08,NaT
AMH,2018,2018-08-13,Update - Dividend/Distribution - AMH,dividend,,2008665,2018-08,NaT
AMH,2018,2018-07-24,Dividend/Distribution - AMH,dividend,,2001751,2018-07,NaT
AMH,2019,2019-08-23,Appendix 3B - Dividend Reinvestment Plan,dividend,,2137422,2019-08,NaT
AMH,2019,2019-08-07,Update - Dividend/Distribution - AMH,dividend,,2131472,2019-08,NaT
AMH,2019,2019-07-23,Dividend/Distribution - AMH,dividend,,2125393,2019-07,NaT
AMH,2019,2019-06-28,Amendment to the Dividend Reinvestment Plan Rules,dividend,,2118321,2019-06,NaT
AMH,2019,2019-02-22,Appendix 3B - Dividend Reinvestment Plan,dividend,,2078598,2019-02,NaT
AMH,2019,2019-02-06,Update - Dividend/Distribution - AMH,dividend,,2073004,2019-02,NaT
AMH,2019,2019-01-22,Dividend/Distribution - AMH,dividend,,2068233,2019-01,NaT
AMH,2020,2020-08-11,Update - Dividend/Distribution - AMH,dividend,,2265136,2020-08,NaT
AMH,2020,2020-07-28,Dividend/Distribution - AMH,dividend,,2259319,2020-07,NaT
AMH,2020,2020-07-07,Amendment to the Dividend Reinvestment Plan Rules,dividend,,2252615,2020-07,NaT
AMH,2020,2020-07-07,Dividend Substitution Share Plan,dividend,,2252452,2020-07,NaT
AMH,2021,2021-08-11,Update - Dividend/Distribution - AMH,dividend,,2405883,2021-08,NaT
AMH,2021,2021-07-27,Dividend/Distribution - AMH,dividend,,2399382,2021-07,NaT
AMH,2022,2022-08-10,Update - Dividend/Distribution - AMH,dividend,,2551545,2022-08,NaT
AMH,2022,2022-07-26,Dividend/Distribution - AMH,dividend,,2545364,2022-07,NaT
AMH,2022,2022-02-14,Update - Dividend/Distribution - AMH,dividend,,2486111,2022-02,NaT
AMH,2022,2022-01-25,Dividend/Distribution - AMH,dividend,,2478692,2022-01,NaT
AMH,2023,2023-08-11,Update - Dividend/Distribution - AMH,dividend,,2696652,2023-08,NaT
AMH,2023,2023-07-31,Dividend/Distribution - AMH,dividend,,2692142,2023-07,NaT
AMH,2023,2023-02-07,Update - Dividend/Distribution - AMH,dividend,,2628993,2023-02,NaT
AMH,2023,2023-01-24,Dividend/Distribution - AMH,dividend,,2623525,2023-01,NaT
AMH,2024,2024-08-13,Update - Dividend/Distribution - AMH,dividend,,2838784,2024-08,NaT
AMH,2024,2024-07-30,Dividend/Distribution - AMH,dividend,,2833867,2024-07,NaT
AMH,2024,2024-02-09,Update - Dividend/Distribution - AMH,dividend,,2771726,2024-02,NaT
AMH,2024,2024-01-30,Dividend/Distribution - AMH,dividend,,2767163,2024-01,NaT
AMH,2025,2025-08-14,Update - Dividend/Distribution - AMH,dividend,,2980537,2025-08,NaT
AMH,2025,2025-07-31,Dividend/Distribution - AMH,dividend,,2975021,2025-07,NaT
AMH,2025,2025-02-10,Update - Dividend/Distribution - AMH,dividend,,2912742,2025-02,NaT
AMH,2025,2025-01-24,Dividend/Distribution - AMH,dividend,,2907037,2025-01,NaT
AMH,2026,2026-08-13,Update - Dividend/Distribution - AMH,dividend,,3124965,2026-08,NaT
AMH,2026,2026-07-28,Dividend/Distribution - AMH,dividend,,3118772,2026-07,NaT
AMH,2026,2026-02-09,Update - Dividend/Distribution - AMH,dividend,,3058070,2026-02,NaT
AMH,2026,2026-01-22,Dividend/Distribution - AMH,dividend,,3051956,2026-01,NaT
APL,2016,2016-09-28,Distribution Schedule,dividend,,1783540,2016-09,NaT
APL,2021,2021-04-21,Update - Switzer Dividend Growth Fund,dividend,,2365583,2021-04,NaT
AQF,2016,2016-12-21,Update - Dividend/Distribution - AQF,dividend,,1815362,2016-12,NaT
AQF,2016,2016-11-28,Special Dividend Announcement,dividend,,1807143,2016-11,NaT
AQF,2016,2016-11-28,Dividend/Distribution - AQF,dividend,,1807142,2016-11,NaT
AQF,2016,2016-09-19,Update - Dividend/Distribution - AQF,dividend,,1780033,2016-09,NaT
AQF,2016,2016-08-22,Dividend Announcement,dividend,,1769723,2016-08,NaT
AQF,2016,2016-08-22,Dividend/Distribution - AQF,dividend,,1769722,2016-08,NaT
AQF,2016,2016-03-21,Update - Dividend/Distribution - AQF,dividend,,1724411,2016-03,NaT
AQF,2016,2016-02-22,Dividend Announcement,dividend,,1714180,2016-02,NaT
AQF,2016,2016-02-22,Dividend/Distribution - AQF,dividend,,1714176,2016-02,NaT
AQF,2016,2016-01-19,Updated Dividend Reinvestment Plan,dividend,,1704201,2016-01,NaT
AQF,2017,2017-12-18,Update - Dividend/Distribution - AQF,dividend,,1934784,2017-12,NaT
AQF,2017,2017-11-20,Special Dividend Announcement,dividend,,1923515,2017-11,NaT
AQF,2017,2017-11-20,Dividend/Distribution - AQF,dividend,,1923513,2017-11,NaT
AQF,2017,2017-09-19,Update - Dividend/Distribution - AQF,dividend,,1897618,2017-09,NaT
AQF,2017,2017-08-21,Dividend Announcement,dividend,,1885938,2017-08,NaT
AQF,2017,2017-08-21,Dividend/Distribution - AQF,dividend,,1885936,2017-08,NaT
AQF,2017,2017-03-17,Update - Dividend/Distribution - AQF,dividend,,1840064,2017-03,NaT
AQF,2017,2017-02-20,Dividend Announcement,dividend,,1829970,2017-02,NaT
AQF,2017,2017-02-20,Dividend/Distribution - AQF,dividend,,1829968,2017-02,NaT
AQF,2018,2018-06-29,In-Specie Distribution Announcement,dividend,,1994969,2018-06,NaT
AQF,2018,2018-03-21,Update - Dividend/Distribution - AQF,dividend,,1964240,2018-03,NaT
AQF,2018,2018-02-26,Dividend Announcement,dividend,,1955326,2018-02,NaT
AQF,2018,2018-02-26,Dividend/Distribution - AQF,dividend,,1955325,2018-02,NaT
ARG,2016,2016-09-09,Appendix 3B - Dividend Reinvestment Plan allotment,dividend,,1777456,2016-09,NaT
ARG,2016,2016-08-29,DRP price for final dividend,dividend,,1773031,2016-08,NaT
ARG,2016,2016-08-29,Update - Dividend/Distribution - ARG,dividend,,1773026,2016-08,NaT
ARG,2016,2016-08-08,Dividend/Distribution - ARG,dividend,,1764970,2016-08,NaT
ARG,2016,2016-02-19,Update - Dividend/Distribution - ARG,dividend,,1713693,2016-02,NaT
ARG,2016,2016-02-18,DRP price for interim dividend,dividend,,1713172,2016-02,NaT
ARG,2016,2016-02-01,Dividend/Distribution - ARG,dividend,,1707983,2016-02,NaT
ARG,2017,2017-08-31,Update - Dividend/Distribution - ARG,dividend,,1891413,2017-08,NaT
ARG,2017,2017-08-14,Dividend/Distribution - ARG,dividend,,1883403,2017-08,NaT
ARG,2017,2017-02-24,Update - Dividend/Distribution - ARG,dividend,,1832269,2017-02,NaT
ARG,2017,2017-02-23,DRP price for interim dividend,dividend,,1831915,2017-02,NaT
ARG,2017,2017-02-06,Dividend/Distribution - ARG,dividend,,1825813,2017-02,NaT
ARG,2018,2018-09-14,Appendix 3B - Dividend Reinvestment Plan allotment,dividend,,2022524,2018-09,NaT
ARG,2018,2018-08-30,Update - Dividend/Distribution - ARG,dividend,,2016700,2018-08,NaT
ARG,2018,2018-08-30,DRP price for final dividend,dividend,,2016695,2018-08,NaT
ARG,2018,2018-08-13,Dividend/Distribution - ARG,dividend,,2008694,2018-08,NaT
ARG,2018,2018-03-09,Appendix 3B - Dividend Reinvestment Plan allotment,dividend,,1960142,2018-03,NaT
ARG,2018,2018-02-22,Update - Dividend/Distribution - ARG,dividend,,1954076,2018-02,NaT
