holding_month,A_absolute_discount_decile,B_absolute_discount_quintile,C_discount_zscore,D_sector_neutral_zscore,E_discount_overshoot,BM_equal_weight_universe,BM_cap_weight_universe,A_absolute_discount_decile_SKIP1M,B_absolute_discount_quintile_SKIP1M,C_discount_zscore_SKIP1M,D_sector_neutral_zscore_SKIP1M,E_discount_overshoot_SKIP1M
2019-05-31,0.07156259555555555,0.039076425,-0.027270544285714283,-0.017930317499999997,0.0021078,0.004517341476190478,0.010685463602188649,0.09500555944444444,0.058660725736842126,0.059392917142857146,0.06250771735294118,0.054988365714285704
2019-06-30,0.09857028933333332,0.07682561810526317,0.05067663428571429,0.056790435147058824,0.05998533428571428,0.049769530432692326,0.042975715348366736,0.014708207624999995,0.013182744333333328,-0.0004565757142857164,0.010424049117647056,-0.01101064857142857
2019-07-31,-0.0013268852500000032,-0.009868943947368428,-0.018418955,-0.021888520545454544,-0.006313691666666664,-0.020412119931372548,-0.0254829801052712,0.11138659687500002,0.06161620484210527,0.047909503199999995,0.03629791932727273,0.080400786
2019-08-31,0.099231915,0.04905044536842107,0.03289526128571429,0.03894159650847458,0.10109610671428572,0.03206952152941178,0.02848225868371609,-0.003159353333333335,0.0019357344444444462,-0.0158302675,-0.012181796944444441,-0.007782247142857141
2019-09-30,0.008062598750000002,0.005919504444444448,-0.011278705571428571,-0.014076426411111113,-0.010703239857142857,0.011215810773820207,0.01628700938715258,0.01778568714285714,0.026414377411764705,0.02245271142857143,0.019429531111111113,0.020314291428571427
2019-10-31,-0.00037153124999999773,-0.0019746465263157896,0.036373205000000006,0.026683573296803657,0.040068977500000005,0.016608737882000006,0.02725144843489727,0.011583516250000002,0.04570062347368421,0.004350115875000001,0.004097129926940639,0.013098805874999996
2019-11-30,0.008467256,0.021749876952380957,0.009701136375000002,0.0025581725281385286,0.014181744125,0.022195966203883484,0.019461043522904193,-0.001413349999999999,-0.008014630750000001,-0.020787910875000003,-0.001937856675324675,-0.004989627625
2019-12-31,-0.009499777777777777,-0.0076135587500000025,-0.019880895750000002,-0.019194612796536798,-0.013680550750000001,0.0040801545764150935,0.007887789887882581,-0.092936538,-0.09180352638095239,-0.07679853425,-0.10720589575757576,-0.0876985955
2020-01-31,-0.079264884,-0.09348648761904764,-0.1000557725,-0.12192879940928268,-0.14422918375,-0.08335418313207546,-0.08381045586596214,-0.10638608199999999,-0.1806961485714286,-0.14156478374999998,-0.11597445540084388,-0.181990465
2020-02-29,-0.15979513181818183,-0.2069975818181819,-0.17848507624999999,-0.168435102008547,-0.20034495125,-0.17991365895327102,-0.1600384540915694,0.15458760888888887,0.15530103789473687,0.032411749999999996,0.08672518555555556,0.07994114
2020-03-31,0.18213696444444444,0.17312050315789482,0.06545301125,0.06974850956249999,0.06316801625,0.11137650438834946,0.0866714217466885,0.084214224,0.08129772510526319,0.08604127475000001,0.07369865275,0.10559374075
2020-04-30,0.12752668625000002,0.1091201953888889,0.08360991225,0.048028605424999996,0.14099143142857143,0.053658582466019414,0.03596318692900824,-0.02058188999999999,-0.02992142961111112,-0.041594103624999997,-0.014226282974999999,-0.058380467142857134
2020-05-31,-0.02432429888888888,0.011903729315789473,0.018214780111111113,0.011027698402684563,0.01798064,-0.0021589072621359252,-0.020146363160091448,0.05227556444444445,0.04639173478947369,0.03150620011111111,0.0317094355033557,0.053153886375
2020-06-30,0.03950809499999999,0.04995933431578949,0.020616801555555557,0.014255937837209302,0.044345190500000006,0.04095272175192308,0.0314574734050822,0.11731735285714287,0.09160695944444444,0.10897084,0.1000030437131783,0.0524111125
2020-07-31,0.09631101285714284,0.0884852088888889,0.06695099177777779,0.03400106556060606,0.08625088125,0.07003564264077673,0.046762165186567006,-0.038133713142857135,-0.00964132976470588,-0.028640664444444443,-0.025488348926136363,0.007115986249999999
2020-08-31,-0.03813371314285714,0.008503367666666666,0.01587361714285714,0.019011499310344827,0.011819189999999993,0.007541344784313724,0.0015305916069625863,0.038749066250000005,0.04000384444444444,0.113826645,0.048595373295019166,0.1108745225
2020-09-30,0.02960955,0.0397018452631579,0.023845756250000003,0.05068481358108108,0.053670706250000005,0.041614865831683175,0.02973050013732702,0.19160100375,0.1532531483333333,0.15942527375,0.08154176195945946,0.16621257714285712
2020-10-31,0.13192143666666667,0.1086552285,0.1827527925,0.14960651421505375,0.06605478125,0.07755891862999999,0.0873728042820241,0.14903863333333334,0.08914088957894738,0.029363730625,0.012433552967741936,0.130537044
2020-11-30,0.14613476999999997,0.08623518010526317,0.10870181071428567,0.04127672796690308,0.06881229999999998,0.03388651212121212,0.01440934428899352,0.09324409255555556,0.044501066722222225,0.015585639166666658,0.04938701367375887,0.05761426157142855
2020-12-31,0.0645611063,0.027668472789473684,0.0881674747142857,0.12307037319083972,0.04940623757142855,0.009536256525773196,0.008241166430352375,-0.028591823333333335,0.0070910888888888884,-0.03217928,-0.04231768712468194,-0.01945138166666666
2021-01-31,-0.025561520000000004,0.01893561277777777,-0.021298849444444448,-0.021222425921052633,-0.0014281937500000026,0.011354205239583331,-0.004265655541147799,0.02422036666666667,0.018149859999999993,0.01071602,0.025125309736842107,0.020124611249999997
2021-02-28,0.03767778625,0.034849010666666666,0.05321770022222221,0.022895647157894737,0.04273571775,0.015576802467368417,0.017774163612406035,0.09982697844444446,0.08314497623529413,0.087614841375,0.064317640484375,0.0895399784285714
2021-03-31,0.10676831333333335,0.06076640694117648,0.079707917,0.050840732631578955,0.08724116942857144,0.03205279596666667,0.024585704036697784,0.07188927875,0.06583276761111109,0.05107182342222222,0.0716165178973684,0.06867824328571427
2021-04-30,0.07188927875000001,0.05680257729411765,0.04091165355555555,0.03067484888744588,0.037584119111111106,0.018262890040860222,0.010419652869537875,0.06511362857142858,0.04790143525,0.10793307177777778,0.08405767758008659,0.08124331844444443
2021-05-31,0.052807758749999996,0.04017325935294117,0.06298194622222222,0.03398880043881857,0.0653415511111111,0.04305510324516129,0.05379227463974028,0.043220513,0.03096309226315789,-0.0006974475000000027,0.008831173590717301,0.02462736666666667
2021-06-30,0.051887526666666677,0.034403426842105254,0.0013841061111111096,0.006036651734177214,0.0018810016666666643,0.01853868765957447,0.020840614159488586,-0.03161886933333334,-0.004469078210526317,0.03680886177777777,0.022262089430379745,0.0062021828888888875
2021-07-31,-0.03320764422222222,-0.005464842368421056,0.018910670999999997,0.020930833740963856,-0.009061666777777776,0.0079940936,0.027098203659931094,-0.018851421222222227,0.014471991105263156,0.013719948666666662,0.019128729722891563,0.021369830444444442
2021-08-31,0.03877083375,0.016519530555555547,0.00761609922222222,-0.0017336910833333338,0.013094804285714278,0.008043432273684212,-0.0013057141670371115,0.01961555,0.013638483722222221,0.006274005000000001,-0.010305154672619048,-0.004219719285714285
2021-09-30,0.013794440777777778,0.014630227578947365,0.005565605555555556,0.013754356116279072,0.005283385555555555,0.0205724520106383,0.010382357462622786,-0.01751306444444445,-0.007517456473684207,-0.0077332899999999994,-0.013219096976744189,-0.012517766666666666
2021-10-31,-0.015122637333333334,-0.007760686473684208,0.0042928375555555546,0.00563049714117647,0.004797554666666668,-0.014945555410526322,-0.008168536015483284,0.03540007285714286,0.05164409382352942,0.03499457866666667,0.042492159364705864,0.03971105555555556
2021-11-30,0.022372082857142865,0.045603631874999995,0.021817380999999997,0.03247003316091954,0.01593800428571428,0.015516316869565222,0.020791530283157632,-0.046425396666666674,-0.039500830666666646,-0.04625746125,-0.041909145356321835,-0.05008340857142855
2021-12-31,-0.07950228625,-0.06408789764705881,-0.0388661165,-0.04422340214102563,-0.056464161250000006,-0.040739790258064526,-0.02672605553300434,-0.025876565,-0.01526081229411765,-0.042938726375,-0.01680253385897436,-0.02923121375
2022-01-31,0.0010358644444444422,-0.00130993635294118,-0.020371831624999996,-0.01322198555128205,-0.013170906375,-0.017394983970967746,-0.022934121393695942,0.043881542222222215,0.059623212941176465,0.04081365375,0.040307019679487174,0.02233218375
2022-02-28,0.08299802444444444,0.043551261111111114,0.050020339999999996,0.041800441976744186,0.0400935515,0.02696168807692308,0.024606354827941705,0.015437615555555556,0.0016943867777777768,-0.02573711288888889,-0.01647576446511628,-0.007340392
2022-03-31,0.010807985555555557,-0.0033702438888888898,-0.029780450888888886,-0.004437408488372093,-0.022260453333333333,-0.017230924586956527,-0.013460489927742254,-0.03191869333333333,-0.04230833055555556,-0.04658531111111111,-0.034510852558139536,-0.03979382333333333
2022-04-30,-0.027705235,-0.046318664999999995,-0.03815147142857143,-0.038274144578313254,-0.04554279571428571,-0.042323811226086964,-0.028508547852656364,-0.089052915,-0.08490348666666668,-0.025924221428571426,-0.03369311463855422,-0.08026904857142857
2022-05-31,-0.05851636,-0.08275566499999999,-0.055775639625,-0.04658791009638555,-0.037601000875,-0.07622113272826089,-0.07641534513651024,0.013592408571428568,0.03817923964705882,0.07203659714285714,0.05042425464285714,0.050032927142857134
2022-06-30,0.013592408571428566,0.050441968000000004,0.08334882428571429,0.06287669107142857,0.07987227285714284,0.050583680098901095,0.06250720410114158,0.00637505714285715,0.01297823629411765,0.00668081357142857,0.04236790534285714,0.015986835857142855
2022-07-31,-0.0336164235,0.0045394698333333355,-0.020552802624999998,0.0221956497804878,-0.019389090125,0.011734968329891302,0.0015967671600736499,-0.0261017175,-0.04942632055555555,-0.03178243125,-0.04477122646341463,-0.03842720125
2022-08-31,-0.02710436222222222,-0.034732913157894736,-0.03296892,-0.01793413420731707,-0.053177976249999995,-0.04821295204347825,-0.045761658817270574,0.04124613922222223,0.013689921210526318,-0.0001672923750000001,-0.005303879621951218,0.012837645000000002
2022-09-30,0.007432182875,0.013727412944444442,-0.011930504,-0.015480181428571431,-0.020865637000000003,0.01783706154666666,0.011355345410437562,0.018001738125,0.027220155058823532,0.014214734444444444,0.036769633571428574,0.027727131428571423
2022-10-31,0.045565503888888886,0.03569960429411764,0.029893823625,0.023197145180722887,0.07533955125,0.023494184133333335,0.03469796412969424,-0.03299266222222222,-0.030945349411764706,-0.00463194625,-0.0037961283734939772,-0.025891854625
2022-11-30,-0.022567437777777782,-0.02242902058823529,-0.0030067407499999995,-0.014008922073170732,-0.02810155375,-0.012011586846153848,-0.01359272540436709,-0.012113712222222222,-0.006400146705882353,-0.0027581195000000013,0.02538078054878049,-0.01564934325
2022-12-31,-0.03193362422222222,-0.007697486000000002,0.005536452250000001,0.01272539429878049,0.021262087875,0.018923722255555556,0.035787824492013016,0.019886372222222223,-0.004395431555555555,-0.03829744,-0.009624991280487806,-0.041955555
2023-01-31,-0.022654349999999997,-0.01436890576470588,-0.036078423750000005,-0.0026586524999999994,-0.032125415,-0.004687530938888887,-0.0019881475089821694,-0.009803698750000001,0.0015208617499999984,-0.005950628571428572,-0.008849649493670885,-0.0038047478571428582
2023-02-28,-0.013959430000000002,-0.0012913852222222225,-0.01400247325,-0.015610884430379746,-0.014002473249999998,-0.0038704641011235953,-0.008658741481736787,-0.01772294088888889,0.0018214743777777778,0.007773973999999999,0.014092764620253165,0.007773973999999999
2023-03-31,0.09632765144444444,0.06129947072222222,0.13322394662499998,0.057953278536585356,0.13326839275,0.01739682190888889,0.004855658639616877,-0.010645142222222223,-0.0017266348888888901,-0.05105324375,-0.04732609530487804,-0.050650469999999996
2023-04-30,-0.0037687233333333304,0.007337199555555558,0.004910211250000001,-0.0072020320731707305,0.0002715737499999985,-0.015024414911111108,-0.00872054436153868,-0.07568571428571427,-0.03545,-0.0259375,-0.00736829268292683,-0.028812499999999998
2023-05-31,-0.06801428571428568,-0.044631250000000004,0.010175,-0.018024390243902438,0.008812500000000001,-0.002236904761904762,0.004271704453325902,-0.022924828888888887,0.01020244388888889,0.028567073749999998,0.03665173689024391,0.04835960375
2023-06-30,-0.007077745555555553,0.019052608888888888,0.0505162725,0.0516365738271605,0.05171563125,0.03678156631460674,0.03263176175401629,0.04847885544444444,0.019105401444444437,0.006713931249999999,-0.0013951175925925943,0.011239683749999998
2023-07-31,0.03702313222222221,0.015885491999999998,0.0063746062499999995,-0.006507824629629633,-0.010719295,0.004827445044943819,0.005131052908958423,0.018962206111111112,0.0208384405,0.0053974756249999985,0.01593842777777778,0.024283996874999998
2023-08-31,0.031188023888888885,0.027930401055555557,0.037674749875,0.02442712587654321,0.053191883125000006,0.0061831087415730335,-0.004188552362580925,-0.02577464125,-0.04110547,-0.040199514285714284,-0.045815199074074074,-0.05131238999999999
2023-09-30,-0.02577464125,-0.04110547,-0.03496112444444444,-0.04382854347560976,-0.04717106875,-0.026079928643678172,-0.030548577813218937,0.041502743333333335,0.04318471647058824,0.027068383333333335,0.03159026304878049,0.048752526666666664
2023-10-31,0.06342713444444445,0.03754363111111111,0.061529846250000006,0.0375821044375,0.0634249275,0.02285516282558139,0.03408645529344852,0.12692686499999997,0.03850276411764707,0.11823439749999999,0.0262523084375,0.10848262374999999
2023-11-30,-0.009023004444444448,0.0003666070588235343,0.04908773125,0.015520441913580247,0.03494754875,0.036033113000000005,0.04356637648485153,0.14422755,0.11428168470588236,0.040995639125,0.05421195813580246,0.04406785
2023-12-31,0.00905822444444444,0.024112456470588236,0.024092511249999997,0.026761444580246912,-0.0004172962499999974,0.03210551546511628,0.019300560955790427,-0.032419953333333335,-0.01945053188235294,0.004073406125,0.003054472067901233,-0.025093260125000003
2024-01-31,-0.016233638555555555,-0.006260545500000001,-0.003948505444444445,0.010642422768292683,-0.0016893090000000026,0.007766479862068965,0.010762125382947864,0.03063273,0.021101405588235297,0.05647345888888888,0.04085524008108108,0.051552359375
2024-02-29,0.020007838375,0.024180308058823527,0.02461435575,0.026908046948717953,0.04968193275,0.02370956857317073,0.015600147315487742,-0.0026989328571428595,0.0007590649374999998,-0.0011116853999999987,-0.0017645050685714285,-0.011444295399999999
2024-03-31,0.0006020676666666663,-0.000694518882352942,0.004066664024999998,0.007496657592592594,0.010100819024999999,4.098536705882203e-05,-0.008711821846687381,-0.0017323022222222235,-0.008551861176470589,0.0023003284999999997,0.00977982201282051,-1.6723999999999645e-05
2024-04-30,-0.004709656666666667,-0.003973346176470589,0.0020542396250000008,0.010782695897435897,0.0005281171249999998,-0.0052066045,0.005883473423081999,0.004218376666666663,-0.009404087058823531,-0.011056133999999999,-0.026888893807692302,-0.01749569125
2024-05-31,-0.0076402000000000015,0.003447478764705882,0.006710775374999999,-0.009364369740259743,-0.001437607500000002,-0.0013471347988095253,0.00808817544070322,-0.01333776,0.0024105244374999987,0.04147994714285714,0.013891511818181818,0.01553708585714286
2024-06-30,-0.027012838888888887,-0.0010832717058823524,0.02953104975,0.01525425191025641,0.02441643375,0.017780853485714284,0.027032064868677045,-0.04249868749999999,-0.0206956404375,0.026831306250000003,0.021498497384615383,0.02173543
2024-07-31,-0.002547870875000001,0.014661263117647056,0.011704158249999999,-0.004449306259999999,0.002814983375,-0.002708890144578315,0.012775921291869921,0.012704881250000001,0.01909102996470588,0.00765165475,0.0276348836,-0.0008619277500000002
2024-08-31,0.01680911333333333,0.024379596493333332,0.0312187385,0.042080425315789476,0.028008289,0.01963206431358025,0.02034361814166269,-0.010611073714285714,0.016670480625000005,0.001274738637499999,0.033445168332236846,0.02888681187142857
2024-09-30,-0.015025089333333333,0.020244896266666666,0.012995393714285717,0.0023086714193548373,0.06243625499999999,0.013592850102531646,0.0018497253117674157,-0.006656044,-0.015843069142857144,-0.011831497142857141,-0.012857379410852712,-0.039898181428571426
2024-10-31,-0.008878577999999998,-0.00198922557142857,0.014275571428571426,-0.010435618708333334,-0.036253208333333335,-0.00629068082894737,0.01095931488725502,0.024512234999999997,0.012784345000000003,0.017004512857142856,0.01803803480620155,0.02873942
2024-11-30,0.0208210575,0.018587614375,0.0420703125,0.05506950106666667,0.04518360025,0.006033233139240504,-0.0001736284528158766,0.05428552666666666,0.04416576714285714,0.017441107285714283,0.016316712178294574,-0.002667287714285715
2024-12-31,0.010540205999999993,0.029302599285714277,0.010128139999999999,0.00674931857142857,0.05330696499999999,0.016712471448101274,0.010834654667693394,0.01910055672833333,0.009397100557999999,0.010837042125,0.019524942813116883,-0.02226562275
2025-01-31,-0.009109441605000004,-0.00011788410866666503,-0.01497422342857143,0.016850867087913668,-0.014681462285714285,0.002617491816707317,0.0022245565757575557,-0.01882597857142857,-0.026192935999999993,-0.030866857499999997,-0.01968203448051948,-0.03548459125
2025-02-28,-0.01698324714285714,-0.012398106666666669,-0.013468226750000001,-0.01682777151948052,-0.040155783,-0.02453245201219513,-0.020654284449014886,-0.04094787285714285,-0.0160277076875,-0.018379851875,-0.04150417524025974,-0.035972009285714285
2025-03-31,-0.029868939999999997,-0.0255815690625,0.006168911624999997,-0.015333431756578952,-0.034768657125000005,-0.008673369732467536,-0.006563102939097056,0.05108000000000001,0.029053846153846152,0.035833333333333335,0.053018978102189786,0.04852857142857142
2025-04-30,0.035120000000000005,0.0375,0.059425,0.06164333333333334,0.054174999999999994,0.0299897435897436,0.02727432829512416,-0.023666946285714283,0.0034745255624999993,-0.004620332142857142,0.010515794210084035,0.003514004375000001
2025-05-31,-0.018131257999999997,0.0038316680625000007,-0.012437115874999998,0.018756793445945944,-0.012437115874999998,0.016090168602739725,0.020968934431914207,-0.0002551600000000008,0.025349885333333332,0.05024200333333333,0.08551465150000001,0.05024200333333333
2025-06-30,0.0017285571428571414,0.022570446,0.04794244833333333,0.0676904858,0.04794244833333333,0.03827188371604939,0.04116675155442101,0.06484075285714284,0.0713447165,0.09771448125,0.06742218458333332,0.09771448124999998
2025-07-31,0.073240018,0.07142292494117648,0.084229010375,0.07836662452054793,0.105067707875,0.03555334855243904,0.0178565059407454,0.05695241625,0.06710977705882352,0.0658954545,0.07040256728,0.05715481075
2025-08-31,0.0540415625,0.05509721411764706,0.05902303125,0.10530970672000002,0.06075333285714285,0.03714457007692309,0.00918886530209964,-0.0012665150000000002,0.0340092258125,0.07395167085714285,0.05392854884158416,0.07215265599999998
2025-09-30,-0.003983457125000001,0.006060798312500001,0.020330422666666667,0.013883927198019806,0.003124094333333334,0.008988655513698632,0.007603517976901472,0.00022567237499999948,-0.0059695002352941175,-0.005806776874999999,-0.013289897390410959,-0.007111068125
2025-10-31,-0.010805015666666667,-0.006098284235294119,-0.0080579255,-0.010656537450819674,-0.010101422375,-0.007320891269880952,-0.013500611203940393,-0.023451616777777774,-0.00038165011764705603,0.0248599302375,-0.0007975607139344269,0.011792531125000002
2025-11-30,-0.01045894911111111,0.0022916158235294134,0.0022994108749999987,-0.00729822512295082,-0.006083267750000001,0.018301835351764707,0.02035586304277761,0.04209854122222222,0.04509435470588235,0.017028043625,0.03952138335416667,0.023293237624999998
2025-12-31,0.04209854122222222,0.06480040417647058,0.080234480625,0.08540092399295776,0.12003832037500001,0.030088178525287362,0.01396559699358797,-0.05564444444444444,-0.0396235294117647,0.0009250000000000013,-0.009952112676056337,0.012237500000000002
2026-01-31,-0.058644444444444443,-0.04361764705882353,0.0118125,0.011626760563380285,-0.005150000000000001,-0.013444186046511628,0.005729636753260388,-0.09558492666666665,-0.09390121882352942,-0.08168613125,-0.08682479573770494,-0.1017275275
2026-02-28,-0.09325529666666665,-0.08908551647058824,-0.07705779285714286,-0.08278284107142858,-0.04804443428571428,-0.0635199206904762,-0.062466321236181316,-0.009859327125000001,-0.0042133762499999994,0.024311634285714284,0.02458700313571429,0.016572767142857145
2026-03-31,-0.009859327125000001,0.0032958831249999985,0.028798490428571424,0.03183577745714286,0.016631433285714287,0.0222221905875,0.03085539306163856,-0.02000960555555555,-0.014158734705882352,-0.012021533142857142,-0.02980240471428572,-0.0029918441666666666
2026-04-30,-0.02000960555555555,-0.011349360588235293,-0.007392650999999999,0.0021541862142857165,0.0011232910000000007,-0.002411783091764706,0.008510338771636794,-0.02000950111111111,-0.021594609999999997,-0.017346588142857146,0.006531448857142859,-0.00564522285714286
2026-05-31,-0.02000950111111111,-0.01839202,-0.014860239857142857,0.015923054275362315,-0.023649377,-0.005892956232558137,0.024884839105126535,0.059336891249999996,0.04763583588235294,-0.00362042285714286,-0.002213830942028986,0.05252526
2026-06-30,0.059336891249999996,0.04334995882352941,0.03226889714285714,0.03762229763888889,0.045911742857142855,0.021225584488095233,0.0062717941188676855,,,,,
2026-07-31,,,,,,,,,,,,
