ticker,month,label,unit,truth,n_matching_labels,matched,nearest_label,nearest_value,nearest_unit,nearest_ratio,split,announcement_id
PIC,2026-01,,,1.301,0,False,nta before tax,1.317,dollars,1.0122982321291314,learn,03051707
MEC,2026-01,,,1.3517,0,False,per share estimated nta pre tax estimated nta post tax,1.3304,dollars,0.9842420655470889,learn,03051689
LSF,2026-01,,,4.3933,0,False,per ordinary share f f nta before tax,4.3044,dollars,0.9797646416133658,learn,03051488
LRT,2026-01,,,3.1103,0,False,unit of the trust as at was,3.0493,dollars,0.9803877439475291,learn,03051228
PCI,2026-01,,,1.099,0,False,at close of business on nta per unit,1.102,dollars,1.0027297543221112,holdout,03050935
RG8,2026-01,,,3.51,0,False,ordinary share for regal asian investments limited was,3.52,dollars,1.002849002849003,learn,03050851
GCI,2026-01,,,2.01,0,False,on nta per unit as at,2.015,dollars,1.002487562189055,learn,03050523
TGF,2026-01,,,3.928,0,False,fytd,3.98,dollars,1.0132382892057026,holdout,03050485
REV,2026-01,,,2.0155,0,False,is as follows value date nta per unit,2.0065,dollars,0.9955346067973209,learn,03049846
CD1,2026-01,,,0.67,0,False,fund i notes aud usd spot rate of,0.6673,dollars,0.9959701492537313,holdout,03049740
WMA,2026-01,asx wma unique opportunities beyond traditional assets,cents,1.183,1,True,,,,,learn,03049645
MOT,2026-01,,,2.168,0,False,is as follows value date nta per unit,2.1601,dollars,0.9963560885608855,learn,03049450
RG1,2026-01,,,2.71,0,False,share for regal partners global investments limited was,2.66,dollars,0.981549815498155,learn,03048896
LSF,2026-01,,,4.3933,0,False,taxes l long short fund limited phone acn,4.18,cents,0.9514487970318439,learn,03048863
MOT,2026-01,,,2.168,0,False,is as follows value date nta per unit,2.1589,dollars,0.9958025830258302,learn,03048657
MXT,2026-01,,,2.0136,0,False,is as follows value date nta per unit,2.0039,dollars,0.9951827572506953,learn,03048660
WAM,2026-01,,,1.4517,0,False,the australian nta nta tax paid cents,1.4907,cents,1.0268650547633809,learn,03048558
PCX,2026-01,,,2.0053,0,False,visit our website pengana com pcx client service t,2.0,dollars,0.9973570039395602,learn,03048539
WGB,2026-01,,,2.2533,0,False,geographical exposure msci us msci inc united states,2.2,dollars,0.976345803932011,holdout,03048526
DUI,2026-01,the company s ordinary shares at was,dollars,6.38,2,True,,,,,holdout,03048505
DUI,2026-01,ordinary shares at was per share,dollars,6.38,2,True,,,,,holdout,03048505
SEC,2026-01,,,2.582,0,False,at estimated nta per share pre tax nta,2.616,dollars,1.013168086754454,holdout,03048461
PIC,2026-01,,,1.301,0,False,nta before tax,1.307,dollars,1.0046118370484243,learn,03048399
8IH,2026-01,,,0.0422,0,False,per share as of is s a,0.0444,dollars,1.052132701421801,learn,03048077
SEC,2026-01,,,2.582,0,False,as at nta per share pre tax nta,2.616,dollars,1.013168086754454,holdout,03048068
PCI,2026-01,at close of business on nta per unit,dollars,1.099,1,True,,,,,holdout,03047457
PIA,2026-01,,,1.3706,0,False,pia pengana international equities limited pengana com pia acn,1.07,cents,0.7806799941631403,holdout,03047764
AUI,2026-01,,,13.39,0,False,is as below weekly pre tax nta per share,13.09,dollars,0.9775952203136669,holdout,03047282
ARG,2026-01,,,10.54,0,False,and approximate pre tax nta per share,10.37,dollars,0.9838709677419355,learn,03046980
LSF,2026-01,,,4.3933,0,False,taxes l long short fund limited phone acn,4.18,cents,0.9514487970318439,learn,03046914
BKI,2025-12,per share as at below pre tax nta,dollars,1.96,1,True,,,,,holdout,03046577
MOT,2025-12,,,2.1553,0,False,is as follows value date nta per unit,2.1654,dollars,1.004686122581543,learn,03046156
PCI,2025-12,,,1.098,0,False,at close of business on nta per unit,1.104,dollars,1.005464480874317,holdout,03046114
PIC,2025-12,,,1.296,0,False,nta before tax,1.285,dollars,0.9915123456790123,learn,03045922
RG8,2025-12,,,3.27,0,False,ordinary share for regal asian investments limited was,3.13,dollars,0.9571865443425076,learn,03045782
LSF,2025-12,per ordinary share f f nta before tax,dollars,3.9987,1,True,,,,,learn,03045740
PL8,2025-12,,,1.161,0,False,as at nta per share pre tax nta,1.152,dollars,0.9922480620155038,learn,03045796
PIC,2025-12,,,1.296,0,False,nta before tax,1.28,dollars,0.9876543209876543,learn,03045618
AIQ,2025-12,,,1.6488,0,False,cents per unit closing aud usd cents per unit,1.6614,dollars,1.00764192139738,learn,03045425
PIA,2025-12,and before tax on unrealised gains and losses,cents,1.4072,1,True,,,,,holdout,03045264
SEC,2025-12,,,2.616,0,False,spheria emerging companies limited level,2.64,cents,1.0091743119266054,holdout,03045052
SEC,2025-12,,,2.616,0,False,as at nta per share pre tax nta,2.622,dollars,1.0022935779816513,holdout,03045027
LRT,2025-12,,,2.855,0,False,lowell resources fund c lowell accounting services phone,3.0,dollars,1.0507880910683012,learn,03044660
PCI,2025-12,,,1.098,0,False,at close of business on nta per unit,1.102,dollars,1.0036429872495447,holdout,03044234
AFI,2025-12,,,7.9,0,False,pre tax nta per share,7.84,dollars,0.9924050632911392,learn,03044193
PL8,2025-12,,,1.161,0,False,as at nta per share pre tax nta,1.167,dollars,1.0051679586563307,learn,03043819
GC1,2025-12,,,0.7498,0,False,nta as at are as follows nta,0.7302,dollars,0.9738596959189116,holdout,03043749
PIC,2025-12,,,1.296,0,False,nta before tax,1.259,dollars,0.9714506172839505,learn,03043723
MXT,2025-12,,,2.0004,0,False,is as follows value date nta per unit,2.0083,dollars,1.0039492101579686,learn,03043548
PCI,2025-12,,,1.098,0,False,at close of business on nta per unit,1.101,dollars,1.0027322404371584,holdout,03042911
MOT,2025-12,,,2.1553,0,False,is as follows value date nta per unit,2.1601,dollars,1.0022270681575651,learn,03042985
MXT,2025-12,,,2.0004,0,False,is as follows value date nta per unit,2.0071,dollars,1.003349330133973,learn,03042338
GLS,2025-12,,,1.654,0,False,nta after tax,1.6342,dollars,0.9880290205562274,learn,03042056
LSF,2025-12,,,3.9987,0,False,per ordinary share f f nta before tax,3.9095,dollars,0.9776927501437968,learn,03042049
MOT,2025-12,is as follows value date nta per unit,dollars,2.1553,1,True,,,,,learn,03041403
CAM,2025-12,,,0.8,0,False,nta before tax,0.805,cents,1.00625,holdout,03041275
PGF,2025-12,,,2.8484,0,False,nta before tax accruals,2.82,dollars,0.9900294902401349,learn,03041022
RF1,2025-12,,,3.84,0,False,nav per unit of regal investment fund was,3.76,dollars,0.9791666666666666,learn,03041029
CD3,2025-12,,,1.68,0,False,inception year nta return last months since inception,1.71,dollars,1.0178571428571428,learn,03040556
TGF,2025-12,,,3.4153,0,False,fytd,3.4,dollars,0.9955201592832256,holdout,03040458
ACQ,2025-12,,,1.3313,0,False,as at acq nta before all taxes,1.27,dollars,0.9539547810410878,learn,03040196
MEC,2025-12,noted below dollars per share estimated nta pre tax,dollars,1.3483,1,True,,,,,learn,03040109
KKC,2025-12,,,2.37,0,False,previous nta estimate,2.3786,dollars,1.0036286919831223,learn,03039827
GCI,2025-12,on nta per unit as at,dollars,2.0091,1,True,,,,,learn,03039517
PIC,2025-12,,,1.296,0,False,nta before tax,1.25,dollars,0.9645061728395061,learn,03039555
WAA,2025-12,,,0.974,0,False,nta nta fully franked dividend paid cents,0.9908,cents,1.0172484599589322,holdout,03039957
PIA,2025-12,,,1.4072,0,False,and before tax on unrealised gains and losses,1.4136000000000002,cents,1.0045480386583288,holdout,03039356
CDM,2025-12,,,0.936,0,False,website we also encourage you to visit our,0.52,cents,0.5555555555555556,learn,03038877
WQG,2025-12,,,2.064,0,False,nta before tax,2.074,dollars,1.0048449612403099,learn,03038784
LSF,2025-12,the l long short fund limited as at,dollars,3.9987,1,True,,,,,learn,03038746
PCX,2025-12,net asset value,cents,2.0154,2,True,,,,,learn,03038710
PCX,2025-12,nav as at cents per unit nav,cents,2.0154,2,True,,,,,learn,03038710
MXT,2025-12,is as follows value date nta per unit,dollars,2.0004,1,True,,,,,learn,03038400
SNC,2025-12,,,0.9621,0,False,investments limited nta before tax nta after tax,0.9643,dollars,1.0022866645878807,learn,03038386
ARG,2025-12,nta per share nta per share,dollars,10.34,1,True,,,,,learn,03038234
BKI,2025-12,,,1.96,0,False,per share as at below pre tax nta,1.95,dollars,0.9948979591836735,holdout,03038145
SEC,2025-12,,,2.616,0,False,at estimated nta per share pre tax nta,2.63,dollars,1.0053516819571864,holdout,03037705
MOT,2025-12,is as follows value date nta per unit,dollars,2.1553,1,True,,,,,learn,03037083
LSF,2025-12,,,3.9987,0,False,were nta per ordinary share nta before tax,3.8757,dollars,0.9692400030009753,learn,03036788
PCI,2025-12,at close of business on nta per unit,dollars,1.098,1,True,,,,,holdout,03036413
MIR,2025-12,,,3.27,0,False,com mirra cm mpms mufg com page of,3.21,dollars,0.981651376146789,learn,03036329
DN1,2025-12,per unit of the dominion income trust was,dollars,100.26,1,True,,,,,learn,03035777
DJW,2025-11,share as at pre tax nta per share,dollars,3.37,2,True,,,,,learn,03034889
DJW,2025-11,pre tax nta per share,dollars,3.37,2,True,,,,,learn,03034889
AMH,2025-11,share as at pre tax nta per share,dollars,1.16,2,True,,,,,learn,03034877
AMH,2025-11,pre tax nta per share,dollars,1.16,2,True,,,,,learn,03034877
CIN,2025-11,,,45.2,0,False,,,,,learn,03034784
GC1,2025-11,,,0.77,0,False,nta as at are as follows nta,0.7618,dollars,0.9893506493506494,holdout,03034648
PIA,2025-11,,,1.4416,0,False,pia pengana international equities limited pengana com pia acn,1.07,cents,0.7422308546059934,holdout,03032530
PIC,2025-11,,,1.265,0,False,nta before tax,1.246,dollars,0.9849802371541503,learn,03032482
LSF,2025-11,,,3.8756,0,False,taxes l long short fund limited phone acn,4.18,cents,1.0785426772628754,learn,03032023
MOT,2025-11,,,2.1529,0,False,is as follows value date nta per unit,2.1602,dollars,1.0033907752334061,learn,03031640
ALI,2025-11,,,2.73,0,False,and approximate pre tax nta per share,2.71,dollars,0.9926739926739927,learn,03031305
MIR,2025-11,,,3.38,0,False,street melbourne victoria mufg corporate limited telephone,3.46,cents,1.0236686390532546,learn,03030866
PGF,2025-11,,,2.7658,0,False,nta before tax accruals,2.68,dollars,0.968978234145636,learn,03030795
PCI,2025-11,,,1.097,0,False,at close of business on nta per unit,1.101,dollars,1.0036463081130356,holdout,03030196
MXT,2025-11,,,2.013,0,False,is as follows value date nta per unit,2.0086,dollars,0.9978142076502733,learn,03030244
PL8,2025-11,,,1.155,0,False,a total return pre tax nta income post tax nta,1.168,dollars,1.011255411255411,learn,03029618
MXT,2025-11,,,2.013,0,False,is as follows value date nta per unit,2.0061,dollars,0.9965722801788376,learn,03027289
PCI,2025-11,,,1.097,0,False,at close of business on nta per unit,1.1,dollars,1.0027347310847767,holdout,03027240
LSF,2025-11,,,3.8756,0,False,were nta per ordinary share nta before tax,3.6517,dollars,0.9422283001341728,learn,03027584
RG8,2025-11,,,3.01,0,False,ordinary share for regal asian investments limited was,2.91,dollars,0.9667774086378739,learn,03027083
OPH,2025-11,,,3.5165,0,False,is as follows value date nav per unit,3.403,dollars,0.9677235887956774,learn,03026928
FGX,2025-11,,,1.5031,0,False,is issued by lonsec research pty ltd abn,1.51,cents,1.0045905129399242,learn,03026741
SEC,2025-11,,,2.653,0,False,spheria emerging companies limited level,2.64,cents,0.9950998869204675,holdout,03025486
ACQ,2025-11,for the nta after taxes including taxes on,dollars,1.27,1,True,,,,,learn,03025349
MOT,2025-11,is as follows value date nta per unit,dollars,2.1529,1,True,,,,,learn,03024505
OPH,2025-11,,,3.5165,0,False,as at amount unit price asx price,3.45,dollars,0.981089151144604,learn,03025046
LSF,2025-11,,,3.8756,0,False,were nta per ordinary share nta before tax,3.6028,dollars,0.9296108989575808,learn,03024816
WQG,2025-11,after tax on unrealised gains dividend a a,dollars,2.132,1,True,,,,,learn,03024461
PIC,2025-11,,,1.265,0,False,nta before tax,1.258,dollars,0.9944664031620554,learn,03023988
MXT,2025-11,,,2.013,0,False,is as follows value date nta per unit,2.0046,dollars,0.9958271236959761,learn,03023908
ALI,2025-11,,,2.73,0,False,nta per share nta per share,2.65,dollars,0.9706959706959707,learn,03024220
PE1,2025-11,net asset value,cents,1.6715,2,True,,,,,learn,03024217
PE1,2025-11,nav as at cents per unit nav,cents,1.6715,2,True,,,,,learn,03024217
PCI,2025-11,at close of business on nta per unit,dollars,1.097,1,True,,,,,holdout,03023155
WAA,2025-11,,,1.0208,0,False,the company in future periods dividend highlights cents,1.0170000000000001,cents,0.9962774294670849,holdout,03023723
WQG,2025-11,,,2.132,0,False,nta before tax,2.191,dollars,1.0276735459662287,learn,03023653
NSC,2025-11,,,0.39,0,False,share price of holdings since inception dividend yield,0.3975,dollars,1.0192307692307692,holdout,03023560
NAC,2025-11,,,0.77,0,False,fy fy fy fy fy fy fy fy,0.76,dollars,0.987012987012987,holdout,03023557
MXT,2025-11,,,2.013,0,False,is as follows value date nta per unit,2.0033,dollars,0.9951813214108296,learn,03023266
CIN,2025-11,,,45.2,0,False,,,,,learn,03023162
RG8,2025-11,,,3.01,0,False,ordinary share for regal asian investments limited was,2.91,dollars,0.9667774086378739,learn,03022947
TOP,2025-11,,,1.06,0,False,tax asx code top structure listed investment,1.0659999999999998,cents,1.0056603773584905,holdout,03022958
GCI,2025-11,,,2.0207,0,False,on nta per unit as at,2.0122,dollars,0.9957935368931558,learn,03021965
PCI,2025-11,at close of business on nta per unit,dollars,1.097,1,True,,,,,holdout,03021779
OEQ,2025-11,,,0.415,0,False,consolidated consolidated nta pre tax nta backing per share,0.4226,dollars,1.0183132530120482,holdout,03022028
MIR,2025-11,,,3.38,0,False,com mirra cm mpms mufg com page of,3.41,dollars,1.0088757396449706,learn,03021718
MOT,2025-11,is as follows value date nta per unit,dollars,2.1529,1,True,,,,,learn,03021228
FSI,2025-11,,,2.201,0,False,on unrealised gains unrealised gains at cents,2.279,cents,1.0354384370740572,holdout,03020729
GCI,2025-11,,,2.0207,0,False,on nta per unit as at,2.0114,dollars,0.9953976344830999,learn,03020722
WQG,2025-11,,,2.132,0,False,before tax nta after tax closing share price,2.09,dollars,0.9803001876172607,learn,03020528
DJW,2025-11,,,3.37,0,False,at before tax after tax,3.36,dollars,0.9970326409495548,learn,03020292
PCI,2025-11,at close of business on nta per unit,dollars,1.097,1,True,,,,,holdout,03020168
RG8,2025-11,ordinary share for regal asian investments limited was,dollars,3.01,1,True,,,,,learn,03019957
PIC,2025-10,nta before tax,dollars,1.278,2,True,,,,,learn,03018526
PIC,2025-10,was nta per ordinary share nta before tax,dollars,1.278,2,True,,,,,learn,03018526
SEC,2025-10,,,2.699,0,False,at estimated nta per share pre tax nta,2.685,dollars,0.9948128936643202,holdout,03017855
MEC,2025-10,,,1.3835,0,False,noted below dollars per share estimated nta pre tax,1.397,dollars,1.0097578604987352,learn,03017675
GCI,2025-10,,,2.0102,0,False,governor macquarie tower farrer place sydney nsw p,2.0,dollars,0.9949258780220872,learn,03016826
PIA,2025-10,,,1.4416,0,False,pia pengana international equities limited pengana com pia acn,1.07,cents,0.7422308546059934,holdout,03017379
CDO,2025-10,,,2.166,0,False,pre tax nta,2.175,dollars,1.0041551246537395,learn,03016699
PIC,2025-10,,,1.278,0,False,nta before tax,1.291,dollars,1.0101721439749607,learn,03016064
MOT,2025-10,,,2.1505,0,False,is as follows value date nta per unit,2.1586,dollars,1.0037665659149033,learn,03015960
DJW,2025-10,,,3.39,0,False,pre tax nta per share,3.43,dollars,1.0117994100294985,learn,03015721
RF1,2025-10,,,3.69,0,False,nav per unit of regal investment fund was,3.66,dollars,0.9918699186991871,learn,03015666
HM1,2025-10,nta per share pre tax nta,dollars,3.93,1,True,,,,,learn,03015588
OPH,2025-10,is as follows value date nav per unit,dollars,3.7589,1,True,,,,,learn,03015583
AIQ,2025-10,,,1.6614,0,False,to long term while nta per unit aud,1.6527,dollars,0.9947634525099315,learn,03015205
GC1,2025-10,,,0.82,0,False,nta as at are as follows nta,0.8338,dollars,1.016829268292683,holdout,03015181
MOT,2025-10,,,2.1505,0,False,is as follows value date nta per unit,2.1583,dollars,1.0036270634736109,learn,03015157
PCI,2025-10,,,1.0821,0,False,at close of business on nta per unit,1.102,dollars,1.0183901672673505,holdout,03015038
SEC,2025-10,assets relating to capitalised issue related share price,dollars,2.699,1,True,,,,,holdout,03014344
LSF,2025-10,,,3.6145,0,False,were nta per ordinary share nta before tax,3.4665,dollars,0.9590538110388712,learn,03014738
GCI,2025-10,,,2.0102,0,False,on nta per unit as at,2.0191,dollars,1.004427420157198,learn,03013737
PIC,2025-10,nta before tax,dollars,1.278,2,True,,,,,learn,03012468
PIC,2025-10,was nta per ordinary share nta before tax,dollars,1.278,2,True,,,,,learn,03012468
LRT,2025-10,,,2.5037,0,False,unit of the trust as at was,2.7124,dollars,1.0833566321843673,learn,03012880
KKC,2025-10,,,2.4168,0,False,previous nta estimate,2.4297,dollars,1.0053376365441906,learn,03012094
MOT,2025-10,,,2.1505,0,False,is as follows value date nta per unit,2.1555,dollars,1.002325040688212,learn,03011696
MXT,2025-10,,,2.0004,0,False,is as follows value date nta per unit,2.006,dollars,1.0027994401119775,learn,03010334
PIC,2025-10,,,1.278,0,False,nta before tax,1.269,dollars,0.9929577464788731,learn,03010405
PCI,2025-10,,,1.0821,0,False,at close of business on nta per unit,1.1,dollars,1.0165419092505315,holdout,03009597
PL8,2025-10,,,1.19,0,False,nta per share pre tax nta post tax nta,1.184,dollars,0.9949579831932773,learn,03009555
MOT,2025-10,is as follows value date nta per unit,dollars,2.1505,1,True,,,,,learn,03008951
ARG,2025-10,,,10.65,0,False,and approximate pre tax nta per share,10.83,dollars,1.0169014084507042,learn,03008930
KKC,2025-10,time current nta estimate previous nta estimate,dollars,2.4168,2,True,,,,,learn,03008674
KKC,2025-10,previous nta estimate,dollars,2.4168,2,True,,,,,learn,03008674
BKI,2025-10,per share as at below pre tax nta,dollars,1.98,1,True,,,,,holdout,03008765
RF1,2025-10,,,3.69,0,False,nav per unit of regal investment fund was,3.72,dollars,1.0081300813008132,learn,03008738
DJW,2025-10,share as at pre tax nta per share,dollars,3.39,2,True,,,,,learn,03008704
DJW,2025-10,pre tax nta per share,dollars,3.39,2,True,,,,,learn,03008704
HM1,2025-10,,,3.93,0,False,asx announcements asx limited exchange centre level,4.0,dollars,1.0178117048346056,learn,03008622
PCI,2025-10,,,1.0821,0,False,at close of business on nta per unit,1.099,dollars,1.0156177802421218,holdout,03008166
PMC,2025-10,,,1.6334,0,False,current share price current dividend yield pre tax nta,1.6224,dollars,0.993265580996694,learn,03007565
HM1,2025-10,,,3.93,0,False,asx announcements asx limited exchange centre level,4.0,dollars,1.0178117048346056,learn,03008107
PE1,2025-10,,,1.6686,0,False,net asset value,1.6527,cents,0.9904710535778497,learn,03007967
NSC,2025-10,,,0.45,0,False,share price of holdings since inception dividend yield,0.46,dollars,1.0222222222222221,holdout,03007944
BTI,2025-10,,,1.94,0,False,r net asset value net asset value per share,1.95,dollars,1.0051546391752577,holdout,03007897
PMC,2025-10,,,1.6334,0,False,pre tax nta per share as at was,1.6658,dollars,1.019835925064283,learn,03007178
SEC,2025-10,,,2.699,0,False,spheria emerging companies limited level,2.64,cents,0.9781400518710635,holdout,03006343
MOT,2025-10,is as follows value date nta per unit,dollars,2.1505,1,True,,,,,learn,03006509
WMI,2025-10,ex dividend on nta nta tax paid cents,cents,1.5676,1,True,,,,,learn,03006923
PGF,2025-10,nta before tax accruals,dollars,2.6724,2,True,,,,,learn,03006180
PGF,2025-10,share gross dividend yield nta before tax accruals,dollars,2.6724,2,True,,,,,learn,03006180
AFI,2025-10,,,8.13,0,False,pre tax nta per share,8.26,dollars,1.0159901599015988,learn,03005804
MOT,2025-10,is as follows value date nta per unit,dollars,2.1505,1,True,,,,,learn,03004681
PIC,2025-10,,,1.278,0,False,nta before tax,1.281,dollars,1.0023474178403755,learn,03004622
LRT,2025-09,unit of the trust as at was,dollars,2.5147,1,True,,,,,learn,03004331
PIA,2025-09,,,1.4106,0,False,pia pengana international equities limited pengana com pia acn,1.07,cents,0.7585424641996313,holdout,03003626
PCI,2025-09,,,1.096,0,False,at close of business on nta per unit,1.102,dollars,1.0054744525547445,holdout,03002545
LSF,2025-09,,,3.5881,0,False,were nta per ordinary share nta before tax,3.5697,dollars,0.9948719377943759,learn,03002158
MIR,2025-09,,,3.44,0,False,pre tax nta per share,3.43,dollars,0.9970930232558141,learn,03001578
BKI,2025-09,per share as at below pre tax nta,dollars,1.96,1,True,,,,,holdout,03001469
DJW,2025-09,share as at pre tax nta per share,dollars,3.36,2,True,,,,,learn,03001663
DJW,2025-09,pre tax nta per share,dollars,3.36,2,True,,,,,learn,03001663
MXT,2025-09,,,2.0002,0,False,is as follows value date nta per unit,2.0106,dollars,1.005199480051995,learn,03000977
LSF,2025-09,,,3.5881,0,False,were nta per ordinary share nta before tax,3.5734,dollars,0.995903124216159,learn,03000665
PIC,2025-09,nta before tax,dollars,1.276,2,True,,,,,learn,03000286
PIC,2025-09,was nta per ordinary share nta before tax,dollars,1.276,2,True,,,,,learn,03000286
MOT,2025-09,,,2.1485,0,False,is as follows value date nta per unit,2.1555,dollars,1.003258087037468,learn,02998948
TGF,2025-09,,,2.4926,0,False,estimated nta pre tax,2.4,dollars,0.9628500361068764,holdout,02998195
GCI,2025-09,,,2.0105,0,False,on nta per unit as at,2.0183,dollars,1.003879631932355,learn,02998258
VG1,2025-09,,,2.23,0,False,share for vgi partners global investments limited was,2.17,dollars,0.9730941704035874,learn,02997961
PIC,2025-09,,,1.276,0,False,nta before tax,1.279,dollars,1.0023510971786833,learn,02997563
PIC,2025-09,,,1.276,0,False,nta before tax,1.281,dollars,1.0039184952978055,learn,02997053
PCI,2025-09,,,1.096,0,False,at close of business on nta per unit,1.099,dollars,1.0027372262773722,holdout,02996944
SEC,2025-09,,,2.63,0,False,spheria emerging companies limited level,2.64,cents,1.0038022813688214,holdout,02997123
LSF,2025-09,,,3.5881,0,False,were nta per ordinary share nta before tax,3.6757,dollars,1.0244140352832976,learn,02996705
PCI,2025-09,,,1.096,0,False,at close of business on nta per unit,1.099,dollars,1.0027372262773722,holdout,02996393
SEC,2025-09,at estimated nta per share pre tax nta,dollars,2.63,1,True,,,,,holdout,02996020
ALI,2025-09,,,2.65,0,False,pre tax nta per share share price,2.43,dollars,0.9169811320754718,learn,02995585
PIC,2025-09,,,1.276,0,False,nta before tax,1.292,dollars,1.0125391849529781,learn,02995400
MXT,2025-09,,,2.0002,0,False,is as follows value date nta per unit,2.0053,dollars,1.0025497450254974,learn,02995344
ARG,2025-09,and approximate pre tax nta per share,dollars,10.65,1,True,,,,,learn,02995288
HM1,2025-09,,,3.82,0,False,nta per share pre tax nta,3.8,dollars,0.9947643979057592,learn,02995009
GC1,2025-09,,,0.83,0,False,nta as at are as follows nta,0.8079,dollars,0.9733734939759036,holdout,02994936
OPH,2025-09,,,3.7412,0,False,is as follows value date nav per unit,3.6817,dollars,0.9840960119747675,learn,02995035
PL8,2025-09,,,1.197,0,False,as at nta per share pre tax nta,1.21,dollars,1.010860484544695,learn,02994865
CD1,2025-09,,,0.77,0,False,unit fund inception last months since inception return,0.87,dollars,1.12987012987013,holdout,02994721
GCI,2025-09,on nta per unit as at,dollars,2.0105,1,True,,,,,learn,02994597
WAR,2025-09,,,1.2852,0,False,investment update asx war discounted asset opportunities,1.2705,cents,0.988562091503268,holdout,02994517
LSF,2025-09,,,3.5881,0,False,were nta per ordinary share nta before tax,3.5666,dollars,0.9940079707923415,learn,02993842
MXT,2025-09,is as follows value date nta per unit,dollars,2.0002,1,True,,,,,learn,02993603
MXT,2025-09,is as follows value date nta per unit,dollars,2.0002,1,True,,,,,learn,02993111
ARG,2025-09,,,10.65,0,False,and approximate pre tax nta per share,10.72,dollars,1.0065727699530516,learn,02992438
RYD,2025-09,,,2.0194,0,False,undiluted nta return share price pre tax nta return,2.0337,cents,1.0070813112805783,holdout,02992404
DUI,2025-09,,,6.42,0,False,is as below weekly pre tax nta per share,6.48,dollars,1.0093457943925235,holdout,02992756
BTI,2025-09,,,1.95,0,False,r net asset value net asset value per share,1.97,dollars,1.0102564102564102,holdout,02992831
WGB,2025-09,,,2.492,0,False,officer investors investment officer x camilla jones geoffwilsonwam,2.5,cents,1.0032102728731942,holdout,02992302
PMC,2025-09,,,1.6224,0,False,hong kong ag switzerland health care japan,1.6,dollars,0.9861932938856016,learn,02992025
WAX,2025-09,,,1.0962,0,False,opportunities in the australian cents nta,1.0747,cents,0.9803867907316183,learn,02991627
PIC,2025-09,,,1.276,0,False,nta after tax,1.282,dollars,1.0047021943573669,learn,02991286
LF1,2025-09,fund was as follows nta per unit,dollars,2.0,2,True,,,,,learn,02991168
LF1,2025-09,nta per unit,dollars,2.0,2,True,,,,,learn,02991168
KKC,2025-09,time current nta estimate previous nta estimate,dollars,2.4408,2,True,,,,,learn,02990984
KKC,2025-09,previous nta estimate,dollars,2.4408,2,True,,,,,learn,02990984
GVF,2025-09,,,1.3545,0,False,per share at the end of was,1.3796,dollars,1.0185308231819858,learn,02990347
MEC,2025-09,,,1.3737,0,False,noted below dollars per share estimated nta pre tax,1.3456,dollars,0.9795442964257116,learn,02990110
GCI,2025-09,on nta per unit as at,dollars,2.0105,1,True,,,,,learn,02990095
QRI,2025-09,is as follows value date nta per unit,dollars,1.5997,1,True,,,,,holdout,02990074
CAM,2025-08,,,0.815,0,False,nta before tax,0.82,dollars,1.0061349693251533,holdout,02989564
GCI,2025-08,on nta per unit as at,dollars,2.0095,1,True,,,,,learn,02989494
AFI,2025-08,,,8.34,0,False,pre tax nta per share,8.36,dollars,1.0023980815347722,learn,02989288
MIR,2025-08,,,3.42,0,False,mir share price asx closing price on,3.41,dollars,0.9970760233918129,learn,02989269
LSF,2025-08,,,3.5263,0,False,were nta per ordinary share nta before tax,3.5577,dollars,1.008904517482914,learn,02989130
PIC,2025-08,nta before tax,dollars,1.352,2,True,,,,,learn,02988709
PIC,2025-08,was nta per ordinary share nta before tax,dollars,1.352,2,True,,,,,learn,02988709
GCI,2025-08,,,2.0095,0,False,governor macquarie tower farrer place sydney nsw p,2.0,dollars,0.9952724558347847,learn,02988478
MXT,2025-08,,,2.0005,0,False,is as follows value date nta per unit,2.0121,dollars,1.0057985503624094,learn,02988666
GC1,2025-08,nta as at are as follows nta,dollars,0.84,1,True,,,,,holdout,02987885
MXT,2025-08,,,2.0005,0,False,is as follows value date nta per unit,2.0117,dollars,1.0055986003499124,learn,02987650
PIC,2025-08,nta before tax,dollars,1.352,2,True,,,,,learn,02987589
PIC,2025-08,was nta per ordinary share nta before tax,dollars,1.352,2,True,,,,,learn,02987589
QRI,2025-08,,,1.6006,0,False,is as follows value date nta per unit,1.6069,dollars,1.0039360239910033,holdout,02986481
MOT,2025-08,,,2.1467,0,False,is as follows value date nta per unit,2.156,dollars,1.0043322308659803,learn,02985816
ALI,2025-08,,,2.61,0,False,and approximate pre tax nta per share share price,2.4,dollars,0.9195402298850575,learn,02985456
CIN,2025-08,,,46.1,0,False,,,,,learn,02984929
TGF,2025-08,,,2.1972,0,False,estimated nta post tax,2.18,dollars,0.9921718550882942,holdout,02984804
MOT,2025-08,,,2.1467,0,False,is as follows value date nta per unit,2.1547,dollars,1.003726650207295,learn,02984160
MXT,2025-08,,,2.0005,0,False,is as follows value date nta per unit,2.009,dollars,1.0042489377655586,learn,02984157
FPC,2025-08,fund as at th amount pre tax nta,dollars,1.6925,1,True,,,,,learn,02983849
LSF,2025-08,,,3.5263,0,False,were nta per ordinary share nta before tax,3.4738,dollars,0.9851118736352551,learn,02983688
SEC,2025-08,,,2.664,0,False,spheria emerging companies limited level,2.64,cents,0.990990990990991,holdout,02983641
PIC,2025-08,,,1.352,0,False,nta before tax,1.333,dollars,0.9859467455621301,learn,02983551
