ticker,label,unit,months_supporting,months_clean,first_month,last_month,has_nav_vocab,is_rule
AFI,share as at pre tax nta per share,dollars,1,1,2024-09,2024-09,True,False
AFI,pre tax nta per share,dollars,1,1,2024-09,2024-09,True,False
AIQ,special investments net cash incl fortress pe funds,dollars,1,1,2025-07,2025-07,False,False
ALI,nta per share nta per share,dollars,1,1,2025-08,2025-08,True,False
AMH,share as at pre tax nta per share,dollars,1,1,2025-09,2025-09,True,False
AMH,pre tax nta per share,dollars,1,1,2025-09,2025-09,True,False
ARG,and approximate pre tax nta per share,dollars,1,1,2025-12,2025-12,True,False
CD2,nta value after tax as at was,dollars,2,2,2024-11,2025-08,True,False
CD2,unit fund inception last months since inception return,dollars,2,2,2024-11,2025-08,False,False
CD3,unaudited nta value before tax at of,dollars,2,2,2024-11,2024-12,True,False
DJW,share as at pre tax nta per share,dollars,3,3,2024-11,2025-08,True,True
DJW,pre tax nta per share,dollars,3,3,2024-11,2025-08,True,True
DN1,per unit of the dominion income trust was,dollars,3,3,2025-05,2026-02,False,False
GCI,on nta per unit as at,dollars,10,10,2024-10,2026-06,True,True
GCI,governor macquarie tower farrer place sydney nsw p,dollars,2,2,2024-09,2025-01,False,False
GCI,macquarie tower farrer place sydney nsw p f,dollars,2,2,2024-09,2025-01,False,False
GCI,return floating rate distribution cap unit m distribution,dollars,1,1,2025-06,2025-06,False,False
GCI,rate distribution cap unit m distribution nta unit m,dollars,1,1,2025-06,2025-06,True,False
GVF,on issue m denotes australian dollar share price,dollars,1,1,2025-06,2025-06,False,False
GVF,on the end of month share price of,dollars,1,1,2025-06,2025-06,False,False
HM1,nta per share pre tax nta,dollars,1,1,2025-05,2025-05,True,False
KKC,time current nta estimate previous nta estimate,dollars,7,4,2024-07,2026-05,True,True
KKC,previous nta estimate,dollars,7,4,2024-07,2026-05,True,True
KKC,current nta estimate,dollars,7,4,2024-07,2026-05,True,True
KKC,value of day us time current nta estimate,dollars,3,3,2025-09,2026-04,True,True
KKC,end of day us time current nta estimate,dollars,3,1,2024-07,2025-04,True,False
KKC,of day value us time current nta estimate,dollars,1,0,2026-05,2026-05,True,False
KKC,of nta a nta per unit a,dollars,1,0,2026-04,2026-04,True,False
KKC,per annum at the current nta of a,dollars,1,0,2026-04,2026-04,True,False
KKC,net tangible assets,dollars,1,0,2026-04,2026-04,True,False
LRT,unit of the trust as at as,dollars,1,1,2025-04,2025-04,False,False
LSF,ordinary share nta before tax nta after tax,dollars,2,2,2025-01,2025-03,True,False
LSF,nta after tax,dollars,2,2,2025-01,2025-03,True,False
LSF,were nta per ordinary share nta before tax,dollars,2,2,2024-10,2025-01,True,False
MEC,noted below dollars per share estimated nta pre tax,dollars,1,1,2025-12,2025-12,True,False
MIR,share as at pre tax nta per share,dollars,1,1,2025-11,2025-11,True,False
MIR,pre tax nta per share,dollars,1,1,2025-11,2025-11,True,False
MIR,as at before tax after tax,dollars,1,1,2025-04,2025-04,False,False
MOT,is as follows value date nta per unit,dollars,16,16,2024-07,2026-05,True,True
MOT,trust as at value date nta per unit,dollars,1,1,2026-03,2026-03,True,False
MXT,is as follows value date nta per unit,dollars,13,13,2024-09,2026-04,True,True
MXT,limited level exchange centre bridge street sydney nsw,dollars,2,2,2025-09,2026-04,False,False
OPH,prior value date nav per unit month end,dollars,4,4,2025-04,2026-04,True,True
OPH,vs prior value date cum month end distribution,dollars,1,1,2026-06,2026-06,False,False
PCX,visit our website pengana com pcx client service t,dollars,1,1,2024-11,2024-11,False,False
PGF,share gross dividend yield nta before tax accruals,dollars,3,3,2025-05,2026-01,True,True
PGF,nta before tax accruals,dollars,3,3,2025-05,2026-01,True,True
PIC,was nta per ordinary share nta before tax,dollars,6,6,2024-08,2026-06,True,True
PIC,nta before tax,dollars,6,6,2024-08,2026-06,True,True
PIC,ordinary share nta before tax nta after tax,dollars,2,2,2024-10,2024-12,True,False
PIC,nta after tax,dollars,2,2,2024-10,2024-12,True,False
PL8,as at nta per share pre tax nta,dollars,1,1,2026-04,2026-04,True,False
PL8,a reliable indicator of future performance pre tax nta,dollars,1,1,2025-06,2025-06,True,False
PL8,p a p a total return pre tax nta,dollars,1,1,2025-06,2025-06,True,False
PMC,pre tax nta per share as at was,dollars,1,1,2025-05,2025-05,True,False
REV,please contact revolution private credit income trust on,dollars,3,3,2025-11,2026-06,False,False
REV,is as follows value date nta per unit,dollars,3,3,2025-12,2026-06,True,True
RF1,nav per unit of regal investment fund was,dollars,2,2,2025-05,2025-08,True,False
RG8,ordinary share for regal asian investments limited was,dollars,3,3,2024-11,2026-04,False,False
SB2,post tax nta share price discount to nta,dollars,1,1,2024-10,2024-10,True,False
TCF,as follows value date nav per unit,dollars,4,4,2025-02,2026-02,True,True
TCF,price unit nav commercial unit price unit nav,dollars,1,1,2026-01,2026-01,True,False
TCF,unit price unit nav unit price unit nav,dollars,1,1,2025-02,2025-02,True,False
TCF,at is as follows nav per unit,dollars,1,1,2024-07,2024-07,True,False
TCF,net asset value per unit,dollars,1,1,2024-07,2024-07,True,False
TVL,prior month nta m m nta per share,dollars,1,1,2026-04,2026-04,True,False
TVL,nta a m a m nta per share,dollars,1,1,2025-10,2025-10,True,False
VG1,share for vgi partners global investments limited was,dollars,2,2,2024-08,2024-12,False,False
VG1,all applicable fees and charges the nta of,dollars,1,1,2024-08,2024-08,True,False
WHI,returns per share prior month strategy nta,dollars,1,1,2026-04,2026-04,True,False
WHI,mth since strategy to listing inception nta,dollars,1,1,2025-08,2025-08,True,False
WMA,traditional assets the nta figure is before,cents,1,1,2026-04,2026-04,True,False
WMA,wma unique opportunities beyond traditional assets cents,cents,1,1,2025-02,2025-02,False,False
WMI,nta nta fully franked dividend paid cents,cents,1,1,2024-11,2024-11,True,False
WMX,dividend frequency fully franked dividend payable on,dollars,1,1,2025-10,2025-10,False,False
