ticker,month,label,unit,truth,n_matching_labels,matched,split,announcement_id,nearest_label,nearest_value,nearest_unit,nearest_ratio
CIN,2026-06,,,45.82,0,False,learn,03102223,,,,
AFI,2026-06,,,7.93,0,False,learn,03102190,pre tax nta per share,7.71,dollars,0.9722572509457755
SET,2026-06,,,1.985,0,False,learn,03101828,at estimated nta per share pre tax nta,1.98,dollars,0.9974811083123425
PCI,2026-06,at close of business on nta per unit,dollars,1.099,1,True,holdout,03101620,,,,
LSF,2026-06,,,4.317,0,False,learn,03101416,per ordinary share f f nta before tax,4.3922,dollars,1.0174195042853833
PIC,2026-06,,,1.207,0,False,learn,03100756,nta before tax,1.196,dollars,0.9908864954432476
LRT,2026-06,,,2.5375,0,False,learn,03100103,unit of the trust as at was,2.7184,dollars,1.0712906403940885
TCF,2026-06,as follows value date nav per unit,dollars,5.941,1,True,learn,03100515,,,,
LSF,2026-06,,,4.317,0,False,learn,03100427,per ordinary share f f nta before tax,4.3778,dollars,1.0140838545286077
ALI,2026-05,,,2.61,0,False,learn,03099996,and approximate pre tax nta per share share price,2.45,dollars,0.938697318007663
HM1,2026-05,nta per share pre tax nta,dollars,3.52,1,True,learn,03099470,,,,
MEC,2026-05,,,1.5624,0,False,learn,03098798,noted below dollars per share estimated nta pre tax,1.5589,dollars,0.9977598566308243
LSF,2026-05,,,4.3778,0,False,learn,03098339,were nta per ordinary share nta before tax,4.1876,dollars,0.9565535200328933
SET,2026-05,,,1.991,0,False,learn,03098249,at estimated nta per share pre tax nta,2.0,dollars,1.0045203415369162
PCI,2026-05,,,1.096,0,False,holdout,03097641,at close of business on nta per unit,1.101,dollars,1.0045620437956204
LSF,2026-05,,,4.3778,0,False,learn,03097421,taxes l long short fund limited phone acn,4.18,cents,0.9548174882361004
PIC,2026-05,,,1.201,0,False,learn,03097274,perpetual equity investment company limited abn level,1.23,cents,1.0241465445462115
RF1,2026-05,,,3.72,0,False,learn,03097075,nav per unit of regal investment fund was,3.63,dollars,0.9758064516129031
OPH,2026-05,,,3.1142,0,False,learn,03097132,is as follows value date nav per unit,3.033,dollars,0.9739258878684734
BKI,2026-05,,,2.04,0,False,holdout,03097080,per share as at below pre tax nta,2.02,dollars,0.9901960784313726
PL8,2026-05,,,1.145,0,False,learn,03096780,as at nta per share pre tax nta,1.138,dollars,0.9938864628820959
GCI,2026-05,on nta per unit as at,dollars,2.0186,1,True,learn,03096737,,,,
GC1,2026-05,,,0.72,0,False,holdout,03096850,nta as at are as follows nta,0.6877,dollars,0.9551388888888889
SEC,2026-05,,,2.271,0,False,holdout,03096794,at estimated nta per share pre tax nta,2.192,dollars,0.9652135623073537
PIC,2026-05,,,1.201,0,False,learn,03096404,perpetual equity investment company limited abn level,1.23,cents,1.0241465445462115
GCI,2026-05,on nta per unit as at,dollars,2.0186,1,True,learn,03096321,,,,
SET,2026-05,,,1.991,0,False,learn,03096427,at estimated nta per share pre tax nta,2.0,dollars,1.0045203415369162
LSF,2026-05,,,4.3778,0,False,learn,03096092,taxes l long short fund limited phone acn,4.18,cents,0.9548174882361004
MXT,2026-05,,,2.0148,0,False,learn,03095963,is as follows value date nta per unit,2.0094,dollars,0.9973198332340677
SEC,2026-05,,,2.271,0,False,holdout,03095902,s p asx pre tax nta small ordinaries accumulation index by,2.263,dollars,0.9964773227653017
REV,2026-05,please contact revolution private credit income trust on,dollars,2.0008,1,True,learn,03095851,,,,
LSF,2026-05,,,4.3778,0,False,learn,03095594,taxes l long short fund limited phone acn,4.18,cents,0.9548174882361004
PCI,2026-05,,,1.096,0,False,holdout,03095362,at close of business on nta per unit,1.1,dollars,1.0036496350364963
PIA,2026-05,,,1.35,0,False,holdout,03095633,and before tax on unrealised gains and losses,1.3388,cents,0.9917037037037036
LRT,2026-05,,,2.7184,0,False,learn,03095278,unit of the trust as at was,2.844,dollars,1.046203649205415
SET,2026-05,,,1.991,0,False,learn,03095102,at estimated nta per share pre tax nta,2.0,dollars,1.0045203415369162
GC1,2026-05,fy fy fy fy fy fy fy fy,dollars,0.72,1,True,holdout,03094029,,,,
GCI,2026-05,,,2.0186,0,False,learn,03094001,on nta per unit as at,2.0118,dollars,0.9966313286436144
AIQ,2026-05,,,1.4892,0,False,learn,03093891,at as at nta per unit,1.4842,dollars,0.9966424926134837
TVL,2026-05,,,0.107,0,False,learn,03093864,had an asset backing of m equating to,0.109,cents,1.0186915887850467
TGF,2026-05,,,3.6933,0,False,holdout,03093853,fytd,3.67,dollars,0.9936912788021552
CAM,2026-05,,,0.805,0,False,holdout,03093563,nta before tax,0.8,dollars,0.9937888198757764
MXT,2026-05,,,2.0148,0,False,learn,03093149,is as follows value date nta per unit,2.0054,dollars,0.9953345245185625
CDM,2026-05,,,0.876,0,False,learn,03093039,price on the date of the announcement of,0.805,dollars,0.9189497716894978
SEC,2026-05,,,2.271,0,False,holdout,03093238,at estimated nta per share pre tax nta,2.276,dollars,1.0022016732716865
AUI,2026-05,is as below weekly pre tax nta per share,dollars,13.46,1,True,holdout,03092869,,,,
LSF,2026-05,,,4.3778,0,False,learn,03092862,taxes l long short fund limited phone acn,4.18,cents,0.9548174882361004
ARG,2026-05,,,10.59,0,False,learn,03092656,and approximate pre tax nta per share,10.5,dollars,0.9915014164305949
NSC,2026-05,,,0.29,0,False,holdout,03092460,for the treatment of sleep apnea operating in,0.28,cents,0.9655172413793105
NCC,2026-05,fy fy fy fy fy fy fy fy,dollars,0.43,1,True,holdout,03092457,,,,
ARG,2026-05,,,10.59,0,False,learn,03092173,the us share was particularly strong rebounding,10.5,dollars,0.9915014164305949
GCI,2026-05,,,2.0186,0,False,learn,03091648,on nta per unit as at,2.0089,dollars,0.9951946893886852
PCI,2026-05,at close of business on nta per unit,dollars,1.096,1,True,holdout,03091636,,,,
MOT,2026-05,is as follows value date nta per unit,dollars,2.1615,1,True,learn,03091234,,,,
MIR,2026-05,,,2.76,0,False,learn,03090517,as at before tax after tax,2.78,dollars,1.0072463768115942
AMH,2026-05,,,1.05,0,False,learn,03090520,as at before tax after tax,1.04,dollars,0.9904761904761905
GCI,2026-05,,,2.0186,0,False,learn,03090630,on nta per unit as at,2.0082,dollars,0.994847914396116
SET,2026-05,,,1.991,0,False,learn,03090768,at estimated nta per share pre tax nta,2.0,dollars,1.0045203415369162
LGF,2026-05,,,1.8254,0,False,holdout,03090810,ordinary share nta before tax nta after tax,1.8305,dollars,1.0027939081845076
LSF,2026-05,,,4.3778,0,False,learn,03090337,taxes l long short fund limited phone acn,4.18,cents,0.9548174882361004
ALI,2026-05,,,2.61,0,False,learn,03090300,unaudited and approximate pre tax nta per share,2.67,dollars,1.0229885057471264
PIC,2026-05,,,1.201,0,False,learn,03090129,nta before tax,1.184,dollars,0.9858451290591173
PL8,2026-04,,,1.132,0,False,learn,03089610,nta per share pre tax nta post tax nta,1.137,dollars,1.004416961130742
MOT,2026-04,,,2.1585,0,False,learn,03088696,is as follows value date nta per unit,2.1686,dollars,1.0046791753532547
PCI,2026-04,,,1.096,0,False,holdout,03087222,at close of business on nta per unit,1.101,dollars,1.0045620437956204
SET,2026-04,,,1.951,0,False,learn,03087215,at estimated nta per share pre tax nta,1.964,dollars,1.0066632496155816
GCI,2026-04,,,2.0064,0,False,learn,03087061,governor macquarie tower farrer place sydney nsw p,2.0,dollars,0.996810207336523
SEC,2026-04,nta per share pre tax nta post tax nta,dollars,2.263,1,True,holdout,03086873,,,,
HM1,2026-04,,,3.31,0,False,learn,03086382,nta per share pre tax nta,3.29,dollars,0.9939577039274924
GCI,2026-04,,,2.0064,0,False,learn,03085722,governor macquarie tower farrer place sydney nsw p,2.0,dollars,0.996810207336523
MXT,2026-04,,,2.0009,0,False,learn,03085921,is as follows value date nta per unit,2.0107,dollars,1.0048977959918035
SEC,2026-04,,,2.263,0,False,holdout,03086044,pre tax nta s p asx small ordinaries accumulation index by,2.271,dollars,1.0035351303579318
GCI,2026-04,,,2.0064,0,False,learn,03085273,governor macquarie tower farrer place sydney nsw p,2.0,dollars,0.996810207336523
SET,2026-04,,,1.951,0,False,learn,03084848,at estimated nta per share pre tax nta,2.0,dollars,1.0251153254741159
LRT,2026-04,,,2.6918,0,False,learn,03084621,unit of the trust as at was,2.7936,dollars,1.0378185600713277
MEC,2026-04,,,1.4465,0,False,learn,03084488,noted below dollars per share estimated nta pre tax,1.4075,dollars,0.9730383684756309
RG8,2026-04,,,3.36,0,False,learn,03084165,ordinary share for regal asian investments limited was,3.3,dollars,0.9821428571428571
GCI,2026-04,,,2.0064,0,False,learn,03083776,governor macquarie tower farrer place sydney nsw p,2.0,dollars,0.996810207336523
WMX,2026-04,,,1.6613,0,False,learn,03082268,per share that was paid on net tangible,1.6743000000000001,cents,1.007825197134774
AUI,2026-04,,,13.27,0,False,holdout,03082125,is as below weekly pre tax nta per share,13.54,dollars,1.0203466465712132
MOT,2026-04,,,2.1585,0,False,learn,03081972,is as follows value date nta per unit,2.1632,dollars,1.0021774380356727
PCI,2026-04,at close of business on nta per unit,dollars,1.096,1,True,holdout,03081951,,,,
LSF,2026-04,,,4.1052,0,False,learn,03081752,per ordinary share f f nta before tax,4.143,dollars,1.0092078339666763
BKI,2026-04,,,2.01,0,False,holdout,03081759,per share as at below pre tax nta,2.04,dollars,1.0149253731343284
SB2,2026-04,,,0.829,0,False,learn,03081636,portfolio composition key nta xso xtx xec xsi,0.8009999999999999,cents,0.9662243667068757
SEC,2026-04,,,2.263,0,False,holdout,03081297,at estimated nta per share pre tax nta,2.344,dollars,1.035793194874061
FPC,2026-04,,,1.8173,0,False,learn,03081241,street sydney invest fatprophets com au nsw ph,1.77,cents,0.9739723766026523
WAA,2026-04,,,1.0531,0,False,holdout,03080859,the company in future periods dividend highlights cents,1.047,cents,0.9942075776279555
PIC,2026-04,,,1.174,0,False,learn,03080473,nta after tax,1.162,dollars,0.989778534923339
MOT,2026-04,is as follows value date nta per unit,dollars,2.1585,1,True,learn,03080419,,,,
PCI,2026-04,at close of business on nta per unit,dollars,1.096,1,True,holdout,03080394,,,,
PIA,2026-04,,,1.3174,0,False,holdout,03080174,and before tax on unrealised gains and losses,1.2617,cents,0.9577197510247458
DJW,2026-04,,,3.2,0,False,learn,03079803,pre tax nta per share,3.18,dollars,0.99375
MFF,2026-03,nta per share nta per share,dollars,4.585,1,True,learn,03078625,,,,
PCI,2026-03,,,1.094,0,False,holdout,03077865,at close of business on nta per unit,1.097,dollars,1.002742230347349
RG1,2026-03,,,2.45,0,False,learn,03077160,share for regal partners global investments limited was,2.34,dollars,0.9551020408163264
MIR,2026-03,,,2.72,0,False,learn,03077211,pre tax nta per share,2.73,dollars,1.0036764705882353
SEC,2026-03,,,2.271,0,False,holdout,03076924,at estimated nta per share pre tax nta,2.298,dollars,1.011889035667107
FPC,2026-03,,,1.7641,0,False,learn,03076840,street sydney invest fatprophets com au nsw ph,1.77,cents,1.0033444816053512
MOT,2026-03,,,2.1581,0,False,learn,03076331,is as follows value date nta per unit,2.1652,dollars,1.003289930957787
MOT,2026-03,,,2.1581,0,False,learn,03075820,is as follows value date nta per unit,2.1648,dollars,1.003104582734813
PCI,2026-03,,,1.094,0,False,holdout,03075770,at close of business on nta per unit,1.102,dollars,1.0073126142595978
GLS,2026-03,,,1.5207,0,False,learn,03075590,ordinary share nta before tax nta after tax,1.454,dollars,0.956138620372197
MXT,2026-03,is as follows value date nta per unit,dollars,2.0133,1,True,learn,03075351,,,,
PGF,2026-03,,,2.6161,0,False,learn,03074769,nta before tax accruals,2.51,dollars,0.9594434463514391
KKC,2026-03,,,2.31,0,False,learn,03074720,previous nta estimate,2.3229,dollars,1.0055844155844156
MOT,2026-03,,,2.1581,0,False,learn,03074407,is as follows value date nta per unit,2.1639,dollars,1.0026875492331215
PIC,2026-03,nta before tax,dollars,1.135,2,True,learn,03073602,,,,
PIC,2026-03,was nta per ordinary share nta before tax,dollars,1.135,2,True,learn,03073602,,,,
MXT,2026-03,,,2.0133,0,False,learn,03073104,is as follows value date nta per unit,2.0069,dollars,0.996821139422838
LSF,2026-03,,,3.8617,0,False,learn,03073326,per ordinary share f f nta before tax,3.8921,dollars,1.0078721806458295
RG8,2026-03,,,3.07,0,False,learn,03072334,ordinary share for regal asian investments limited was,3.12,dollars,1.01628664495114
LSF,2026-03,,,3.8617,0,False,learn,03072299,nta before tax f f nta after tax,3.7194,dollars,0.9631509438848176
FGX,2026-03,,,1.3605,0,False,learn,03072098,events disclaimers zenith the zenith investment partners abn,1.32,cents,0.9702315325248071
MEC,2026-03,,,1.3002,0,False,learn,03071873,per share estimated nta pre tax estimated nta post tax,1.2974,dollars,0.99784648515613
CD1,2026-03,cdfunds k am com au or by calling,cents,0.61,2,True,holdout,03071831,,,,
CD1,2026-03,unit email cdfunds k am com au phone,cents,0.61,2,True,holdout,03071831,,,,
WAM,2026-03,,,1.2531,0,False,learn,03071218,events zenith disclaimer the zenith investment partners abn,1.32,cents,1.0533875987550874
PIC,2026-03,,,1.135,0,False,learn,03070970,tax is and the nta after tax is,1.167,dollars,1.028193832599119
MOT,2026-03,is as follows value date nta per unit,dollars,2.1581,1,True,learn,03070911,,,,
REV,2026-03,,,2.0133,0,False,learn,03070894,is as follows value date nta per unit,2.0043,dollars,0.9955297273133662
ALI,2026-03,,,2.71,0,False,learn,03070572,unaudited and approximate pre tax nta per share,2.0,dollars,0.7380073800738007
TCF,2026-03,price unit nav commercial unit price unit nav,dollars,5.937,1,True,learn,03070365,,,,
GFL,2026-03,,,4.165,0,False,learn,03070295,hathaway ecp global growth fund uk managed portfolio,4.19,dollars,1.0060024009603843
MOT,2026-03,is as follows value date nta per unit,dollars,2.1581,1,True,learn,03069855,,,,
AFI,2026-03,,,7.54,0,False,learn,03069318,com afi cm mpms mufg com page of,7.6,dollars,1.0079575596816976
LF1,2026-03,nta per unit,dollars,1.98,2,True,learn,03069097,,,,
LF1,2026-03,fund was as follows nta per unit,dollars,1.98,2,True,learn,03069097,,,,
SEC,2026-03,,,2.271,0,False,holdout,03068853,at estimated nta per share pre tax nta,2.522,dollars,1.1105239982386614
PCX,2026-03,visit our website pengana com pcx client service t,dollars,2.0016,1,True,learn,03069088,,,,
ECP,2026-03,,,0.954,0,False,learn,03068284,is currently the participation rate needs to reach,0.8,cents,0.8385744234800839
LSF,2026-03,,,3.8617,0,False,learn,03068058,f nta before tax f nta after tax,3.9065,dollars,1.01160110832017
MOT,2026-03,is as follows value date nta per unit,dollars,2.1581,1,True,learn,03067936,,,,
MIR,2026-03,,,2.72,0,False,learn,03067810,arb corporation car group resmed temple webster group,2.7,dollars,0.9926470588235294
DN1,2026-03,per unit of the dominion income trust was,dollars,100.33,1,True,learn,03067709,,,,
LSX,2026-03,,,0.974,0,False,holdout,03067651,invest net cash m at investment research,1.0,cents,1.026694045174538
WQG,2026-03,,,1.84,0,False,learn,03067588,before tax nta after tax closing share price,1.85,dollars,1.0054347826086956
ALI,2026-03,,,2.71,0,False,learn,03067555,unaudited and approximate pre tax nta per share,2.75,dollars,1.014760147601476
PIC,2026-03,,,1.135,0,False,learn,03067394,tax is and the nta after tax is,1.212,dollars,1.06784140969163
MXT,2026-03,,,2.0133,0,False,learn,03067375,is as follows value date nta per unit,2.0002,dollars,0.9934932697561217
CAM,2026-02,nta before tax,cents,0.83,3,True,holdout,03066505,,,,
CAM,2026-02,per share as at nta before tax,cents,0.83,3,True,holdout,03066505,,,,
CAM,2026-02,announcements australian securities exchange cam unaudited pre tax nta,cents,0.83,3,True,holdout,03066505,,,,
GCI,2026-02,,,2.0089,0,False,learn,03066710,governor macquarie tower farrer place sydney nsw p,2.0,dollars,0.9955697147692767
PIC,2026-02,,,1.277,0,False,learn,03064975,nta before tax,1.245,dollars,0.9749412685982773
MXT,2026-02,is as follows value date nta per unit,dollars,2.0002,1,True,learn,03064114,,,,
MXT,2026-02,is as follows value date nta per unit,dollars,2.0002,1,True,learn,03063488,,,,
RG1,2026-02,,,2.64,0,False,learn,03063237,share for regal partners global investments limited was,2.6,dollars,0.9848484848484849
KKC,2026-02,,,2.3317,0,False,learn,03063190,previous nta estimate,2.3541,dollars,1.009606724707295
LSF,2026-02,,,4.3304,0,False,learn,03063110,per ordinary share f f nta before tax,4.2951,dollars,0.9918483280990208
GCI,2026-02,,,2.0089,0,False,learn,03062807,on nta per unit as at,2.0165,dollars,1.0037831649161233
MXT,2026-02,is as follows value date nta per unit,dollars,2.0002,1,True,learn,03062355,,,,
SEC,2026-02,,,2.524,0,False,holdout,03061742,at estimated nta per share pre tax nta,2.473,dollars,0.9797939778129952
PCI,2026-02,,,1.099,0,False,holdout,03061685,at close of business on nta per unit,1.103,dollars,1.0036396724294814
GLS,2026-02,,,1.8106,0,False,learn,03061501,nta backings per ordinary share nta before tax,1.7433,dollars,0.9628300011046063
CIN,2026-02,,,47.41,0,False,learn,03060706,,,,
AMH,2026-02,,,1.11,0,False,learn,03060587,pre tax nta per share,1.05,dollars,0.9459459459459459
MOT,2026-02,is as follows value date nta per unit,dollars,2.1579,1,True,learn,03060105,,,,
PIC,2026-02,,,1.277,0,False,learn,03059931,capitalisation million nta before tax share price,1.29,dollars,1.01018010963195
SB2,2026-02,,,0.967,0,False,learn,03059510,all tech year inception since and respectively,1.0,dollars,1.0341261633919339
NSC,2026-02,,,0.37,0,False,holdout,03059481,debt million trevor carroll independent director director alignment,0.3741,cents,1.011081081081081
PIA,2026-02,,,1.3345,0,False,holdout,03059034,pia pengana international equities limited pengana com pia acn,1.07,cents,0.8017984263769202
KAT,2026-02,after tax nta backing per share before tax,dollars,1.634,1,True,learn,03058811,,,,
WMI,2026-02,,,1.3863,0,False,learn,03058521,events zenith disclaimer the zenith investment partners abn,1.32,cents,0.9521748539277213
MFF,2026-02,,,4.728,0,False,learn,03058348,group weekly nta per shareas atfriday approximates,5.001,dollars,1.0577411167512691
PIC,2026-02,,,1.277,0,False,learn,03058336,nta before tax,1.245,dollars,0.9749412685982773
8IH,2026-02,,,0.0347,0,False,learn,03058227,nta per share as of is s,0.0374,dollars,1.0778097982708934
CIN,2026-02,,,47.41,0,False,learn,03058204,,,,
RF1,2026-02,,,3.74,0,False,learn,03058064,nav per unit of regal investment fund was,3.59,dollars,0.9598930481283422
MIR,2026-02,,,3.06,0,False,learn,03058114,pre tax nta per share,2.99,dollars,0.977124183006536
GFL,2026-02,tax on unrealised gains unrealised gains at,cents,4.364,1,True,learn,03057754,,,,
GCI,2026-02,on nta per unit as at,dollars,2.0089,1,True,learn,03057666,,,,
PCI,2026-02,,,1.099,0,False,holdout,03057651,at close of business on nta per unit,1.102,dollars,1.0027297543221112
TCF,2026-02,price unit nav commercial unit price unit nav,dollars,5.937,1,True,learn,03057583,,,,
WAA,2026-02,,,1.0206,0,False,holdout,03057473,the australian nta nta tax paid cents,1.0247,cents,1.0040172447579856
PIC,2026-02,,,1.277,0,False,learn,03056802,nta before tax,1.286,dollars,1.0070477682067347
GCI,2026-02,on nta per unit as at,dollars,2.0089,1,True,learn,03056727,,,,
CAM,2026-02,tax assets increase the estimated nta to approximately,cents,0.83,1,True,holdout,03056660,,,,
DUI,2026-02,,,6.47,0,False,holdout,03056016,is as below weekly pre tax nta per share,6.38,dollars,0.9860896445131376
MFF,2026-02,,,4.728,0,False,learn,03055862,ck hutchison home depot alphabet class c microsoft,4.9,dollars,1.0363790186125212
GCI,2026-02,on nta per unit as at,dollars,2.0089,1,True,learn,03055758,,,,
KKC,2026-01,,,2.3568,0,False,learn,03055504,current nta estimate,2.3782,dollars,1.0090801086218604
MIR,2026-01,,,3.18,0,False,learn,03055590,pre tax nta per share,3.17,dollars,0.9968553459119496
PGF,2026-01,nta before tax accruals,dollars,2.9134,2,True,learn,03055584,,,,
PGF,2026-01,share gross dividend yield nta before tax accruals,dollars,2.9134,2,True,learn,03055584,,,,
MXT,2026-01,is as follows value date nta per unit,dollars,2.0136,1,True,learn,03054128,,,,
LSF,2026-01,,,4.3933,0,False,learn,03053787,per ordinary share f f nta before tax,4.3818,dollars,0.9973823777115153
PCI,2026-01,,,1.099,0,False,holdout,03053462,at close of business on nta per unit,1.104,dollars,1.0045495905368518
ALI,2026-01,,,2.62,0,False,learn,03053081,and approximate pre tax nta per share,2.6,dollars,0.9923664122137404
PIC,2026-01,,,1.301,0,False,learn,03053074,nta before tax,1.32,dollars,1.0146041506533436
KKC,2026-01,,,2.3568,0,False,learn,03052743,current nta estimate,2.3821,dollars,1.010734894772573
LSF,2026-01,,,4.3933,0,False,learn,03052722,per ordinary share f f nta before tax,4.3548,dollars,0.991236655816812
LSF,2026-01,,,4.3933,0,False,learn,03052250,per ordinary share f f nta before tax,4.3497,dollars,0.9900757972367015
FPC,2026-01,,,2.0882,0,False,learn,03052219,st was as follows amount pre tax nta,2.1369,dollars,1.023321520927114
PCI,2026-01,,,1.099,0,False,holdout,03051658,at close of business on nta per unit,1.102,dollars,1.0027297543221112
GCI,2026-01,,,2.01,0,False,learn,03051321,on nta per unit as at,2.0165,dollars,1.0032338308457713
MXT,2026-01,,,2.0136,0,False,learn,03051019,is as follows value date nta per unit,2.0073,dollars,0.9968712753277712
MIR,2026-01,,,3.18,0,False,learn,03050880,mir share price asx closing price on,3.13,dollars,0.9842767295597483
DJW,2026-01,,,3.33,0,False,learn,03050837,pre tax nta per share,3.41,dollars,1.0240240240240241
OPH,2026-01,,,3.4007,0,False,learn,03050773,is as follows value date nav per unit,3.5313,dollars,1.0384038580292292
HM1,2026-01,,,3.61,0,False,learn,03050750,pre tax nta post current tax nta,3.65,dollars,1.0110803324099724
CAM,2026-01,,,0.795,0,False,holdout,03050477,nta before tax,0.79,cents,0.9937106918238994
SEC,2026-01,,,2.582,0,False,holdout,03050346,spheria emerging companies limited level,2.64,cents,1.0224632068164214
MXT,2026-01,,,2.0136,0,False,learn,03049834,is as follows value date nta per unit,2.0061,dollars,0.9962753277711562
WQG,2026-01,,,2.023,0,False,learn,03049758,cash payments of income tax liabilities where applicable,2.0,dollars,0.9886307464162135
WHF,2026-01,,,6.22,0,False,holdout,03049661,investment returns per share prior month nta,6.3,dollars,1.0128617363344052
LSF,2026-01,,,4.3933,0,False,learn,03049614,taxes l long short fund limited phone acn,4.18,cents,0.9514487970318439
SEC,2026-01,,,2.582,0,False,holdout,03049538,as at nta per share pre tax nta,2.637,dollars,1.0213013168086755
WMX,2026-01,,,1.65,0,False,learn,03049680,dividend frequency fully franked dividend payable on,1.61,dollars,0.9757575757575758
GVF,2026-01,,,1.2889,0,False,learn,03049732,nta before tax fund limited nta after tax,1.2922,dollars,1.0025603227558384
LRT,2026-01,,,3.1103,0,False,learn,03049296,lowell resources fund c lowell accounting services phone,3.0,dollars,0.9645371829084011
WQG,2026-01,,,2.023,0,False,learn,03049289,growth limited t abn w associateglobal com level,2.0,dollars,0.9886307464162135
GCI,2026-01,on nta per unit as at,dollars,2.01,1,True,learn,03049062,,,,
REV,2026-01,,,2.0155,0,False,learn,03049003,is as follows value date nta per unit,2.001,dollars,0.9928057553956835
BKI,2026-01,,,1.98,0,False,holdout,03048914,per share as at below pre tax nta,1.95,dollars,0.9848484848484849
RG8,2026-01,,,3.51,0,False,learn,03048900,ordinary share for regal asian investments limited was,3.4,dollars,0.9686609686609687
NCC,2026-01,,,0.51,0,False,holdout,03048864,quality and valuation ratios fy estimated ebit growth,0.5054,cents,0.9909803921568626
