ticker,month,label,unit,truth,n_matching_labels,matched,nearest_label,nearest_value,nearest_unit,nearest_ratio,split,announcement_id
CDM,2026-04,,,0.887,0,False,price on the date of the announcement of,0.805,dollars,0.9075535512965052,learn,03081965
PL8,2026-04,,,1.132,0,False,as at nta per share pre tax nta,1.12,dollars,0.9893992932862192,learn,03082000
CIN,2026-04,,,44.35,0,False,,,,,learn,03081952
ALI,2026-04,,,2.69,0,False,approximate pre tax nta per share share price,2.4,dollars,0.8921933085501859,learn,03082147
WAR,2026-04,,,1.2753,0,False,iii cin carlton investments ciw clime investment management,1.3,dollars,1.019367991845056,holdout,03082257
AIQ,2026-04,,,1.4842,0,False,at as at nta per unit,1.5405,dollars,1.037932893141086,learn,03082281
RF1,2026-04,,,3.67,0,False,nav per unit of regal investment fund was,3.63,dollars,0.989100817438692,learn,03081836
RG8,2026-04,,,3.36,0,False,ordinary share for regal asian investments limited was,3.26,dollars,0.9702380952380952,learn,03081829
NAC,2026-04,share price of holdings since inception dividend yield,dollars,0.61,1,True,,,,,holdout,03081730
MOT,2026-04,is as follows value date nta per unit,dollars,2.1585,1,True,,,,,learn,03081512
WAX,2026-04,,,0.8318,0,False,australian the nta figure is before,0.8046,cents,0.9672998316903102,learn,03081358
WQG,2026-04,,,1.942,0,False,level exchange centre sydney nsw weekly nta statement,2.0,dollars,1.0298661174047374,learn,03080212
LSF,2026-04,,,4.1052,0,False,taxes l long short fund limited phone acn,4.18,cents,1.0182207931404073,learn,03080135
MFF,2026-04,,,4.816,0,False,capital investments limited weekly nta mffadvisesitsgroupweeklyntapershareasatthursday approximates,4.0,dollars,0.8305647840531561,learn,03079875
GCI,2026-04,on nta per unit as at,dollars,2.0064,1,True,,,,,learn,03079856
GLS,2026-04,,,1.6668,0,False,ordinary share nta before tax nta after tax,1.5545,dollars,0.9326253899688025,learn,03079669
AUI,2026-04,,,13.27,0,False,is as below weekly pre tax nta per share,13.04,dollars,0.9826676714393369,holdout,03079662
PCI,2026-04,at close of business on nta per unit,dollars,1.096,1,True,,,,,holdout,03079477
TCF,2026-04,as follows value date nav per unit,dollars,5.939,1,True,,,,,learn,03079049
GCI,2026-04,on nta per unit as at,dollars,2.0064,1,True,,,,,learn,03079215
PIC,2026-04,,,1.174,0,False,nta after tax,1.159,dollars,0.9872231686541738,learn,03079257
MOT,2026-03,is as follows value date nta per unit,dollars,2.1581,1,True,,,,,learn,03078664
PCI,2026-03,at close of business on nta per unit,dollars,1.094,1,True,,,,,holdout,03078536
REV,2026-03,is as follows value date nta per unit,dollars,2.0133,1,True,,,,,learn,03078529
SEC,2026-03,at estimated nta per share pre tax nta,dollars,2.271,1,True,,,,,holdout,03078169
MOT,2026-03,,,2.1581,0,False,is as follows value date nta per unit,2.1658,dollars,1.0035679532922477,learn,03077940
WQG,2026-03,,,1.84,0,False,nta before tax,1.809,dollars,0.9831521739130434,learn,03077830
LSF,2026-03,,,3.8617,0,False,per ordinary share f f nta before tax,3.7792,dollars,0.9786363518657586,learn,03077627
AUI,2026-03,is as below weekly pre tax nta per share,dollars,12.9,1,True,,,,,holdout,03077610
SEC,2026-03,,,2.271,0,False,nta per share pre tax nta post tax nta,2.264,dollars,0.9969176574196389,holdout,03077523
GCI,2026-03,,,2.0068,0,False,governor macquarie tower farrer place sydney nsw p,2.0,dollars,0.9966115208291807,learn,03077362
TGF,2026-03,,,3.4173,0,False,estimated nta pre tax,3.29,dollars,0.9627483685950897,holdout,03077303
DJW,2026-03,,,3.17,0,False,pre tax nta per share,3.2,dollars,1.0094637223974765,learn,03077189
PIC,2026-03,ordinary share nta before tax nta after tax,dollars,1.135,2,True,,,,,learn,03076843
PIC,2026-03,nta after tax,dollars,1.135,2,True,,,,,learn,03076843
PCI,2026-03,,,1.094,0,False,at close of business on nta per unit,1.103,dollars,1.0082266910420474,holdout,03076730
MXT,2026-03,is as follows value date nta per unit,dollars,2.0133,1,True,,,,,learn,03076326
MXT,2026-03,is as follows value date nta per unit,dollars,2.0133,1,True,,,,,learn,03075823
KKC,2026-03,,,2.31,0,False,net tangible assets,2.33,dollars,1.0086580086580086,learn,03075725
SEC,2026-03,,,2.271,0,False,ordinaries accumulation index by post tax nta company facts,2.431,dollars,1.0704535446939676,holdout,03075524
PIC,2026-03,,,1.135,0,False,nta after tax,1.12,dollars,0.9867841409691631,learn,03075390
MOT,2026-03,,,2.1581,0,False,is as follows value date nta per unit,2.1648,dollars,1.003104582734813,learn,03075352
SEC,2026-03,,,2.271,0,False,as at nta per share pre tax nta,2.277,dollars,1.0026420079260239,holdout,03075056
MXT,2026-03,,,2.0133,0,False,is as follows value date nta per unit,2.0086,dollars,0.9976655242636466,learn,03074934
GCI,2026-03,,,2.0068,0,False,governor macquarie tower farrer place sydney nsw p,2.0,dollars,0.9966115208291807,learn,03074908
GC1,2026-03,,,0.66,0,False,as at are as follows nta nta,0.6633,dollars,1.005,holdout,03074611
PIC,2026-03,,,1.135,0,False,nta after tax,1.124,dollars,0.9903083700440529,learn,03074490
LSF,2026-03,,,3.8617,0,False,per ordinary share f f nta before tax,3.897,dollars,1.0091410518683481,learn,03074176
MXT,2026-03,,,2.0133,0,False,is as follows value date nta per unit,2.0076,dollars,0.9971688272984652,learn,03073993
SEC,2026-03,,,2.271,0,False,at estimated nta per share pre tax nta,2.309,dollars,1.0167327168648175,holdout,03073681
REV,2026-03,,,2.0133,0,False,is as follows value date nta per unit,2.0072,dollars,0.9969701485123926,learn,03073570
MEC,2026-03,,,1.3002,0,False,noted below dollars per share estimated nta pre tax,1.3125,dollars,1.009460083064144,learn,03073558
PCI,2026-03,,,1.094,0,False,at close of business on nta per unit,1.101,dollars,1.006398537477148,holdout,03073054
PIC,2026-03,was nta per ordinary share nta before tax,dollars,1.135,2,True,,,,,learn,03073145
PIC,2026-03,nta before tax,dollars,1.135,2,True,,,,,learn,03073145
CIN,2026-03,,,45.48,0,False,,,,,learn,03072583
ARG,2026-03,and approximate pre tax nta per share,dollars,10.24,1,True,,,,,learn,03072541
DJW,2026-03,,,3.17,0,False,pre tax nta per share,3.2,dollars,1.0094637223974765,learn,03072450
GC1,2026-03,,,0.66,0,False,as at are as follows nta nta,0.671,dollars,1.0166666666666666,holdout,03072065
MXT,2026-03,,,2.0133,0,False,is as follows value date nta per unit,2.0054,dollars,0.9960760939750657,learn,03071885
PIC,2026-03,,,1.135,0,False,as at the nta after tax was,1.212,dollars,1.06784140969163,learn,03071797
AIQ,2026-03,,,1.5547,0,False,at as at nta per unit,1.5152,dollars,0.974593169100148,learn,03071769
GCI,2026-03,,,2.0068,0,False,on nta per unit as at,2.0125,dollars,1.002840342834363,learn,03071348
WQG,2026-03,,,1.84,0,False,share dividend frequency stock universe fees price a,1.85,dollars,1.0054347826086956,learn,03071336
ACQ,2026-03,,,1.193,0,False,a p a nta per ordinary share acq,1.2,dollars,1.0058675607711651,learn,03071329
WAX,2026-03,,,0.8046,0,False,compelling undervalued growth opportunities in the australian,0.9001,cents,1.1186925180213771,learn,03071238
PCI,2026-03,,,1.094,0,False,at close of business on nta per unit,1.1,dollars,1.0054844606946984,holdout,03070277
CDM,2026-03,,,0.899,0,False,price on the date of the announcement of,0.805,dollars,0.8954393770856508,learn,03070263
CDO,2026-03,,,2.413,0,False,equinox gold announced record quarterly gold production of,2.47,cents,1.0236220472440947,learn,03070282
LSF,2026-03,,,3.8617,0,False,nta before tax f f nta after tax,3.727,dollars,0.9651189890462749,learn,03070559
LSF,2026-03,,,3.8617,0,False,nta before tax f f nta after tax,3.749,dollars,0.9708159618820728,learn,03070062
PCI,2026-03,,,1.094,0,False,at close of business on nta per unit,1.1,dollars,1.0054844606946984,holdout,03069773
WHI,2026-03,,,1.2,0,False,investment returns returns inclusive of franking income return,1.14,dollars,0.95,learn,03070131
HM1,2026-03,,,3.17,0,False,pre tax nta post current tax nta,3.15,dollars,0.9936908517350158,learn,03069620
LSF,2026-03,,,3.8617,0,False,nta before tax f f nta after tax,3.7727,dollars,0.9769531553460911,learn,03069579
PIC,2026-03,,,1.135,0,False,tax is and the nta after tax is,1.181,dollars,1.0405286343612334,learn,03068886
MOT,2026-03,is as follows value date nta per unit,dollars,2.1581,1,True,,,,,learn,03068844
GVF,2026-03,,,1.2169,0,False,per share at the end of was,1.2661,dollars,1.040430602350234,learn,03068647
REV,2026-03,is as follows value date nta per unit,dollars,2.0133,1,True,,,,,learn,03068287
GCI,2026-03,on nta per unit as at mach,dollars,2.0068,1,True,,,,,learn,03067830
LSF,2026-03,,,3.8617,0,False,nta before tax f f nta after tax,3.8925,dollars,1.0079757619701168,learn,03067537
ARG,2026-03,,,10.24,0,False,and approximate pre tax nta per share,10.63,dollars,1.0380859375,learn,03067341
TGF,2026-03,,,3.4173,0,False,estimated nta post tax,3.49,dollars,1.0212741052878003,holdout,03067303
RF1,2026-02,,,3.74,0,False,nav per unit of regal investment fund was,3.73,dollars,0.9973262032085561,learn,03067102
RG8,2026-02,applicable fees and charges the nta value of,dollars,3.51,2,True,,,,,learn,03067177
RG8,2026-02,ordinary share for regal asian investments limited was,dollars,3.51,2,True,,,,,learn,03067177
LSF,2026-02,,,4.3304,0,False,per ordinary share f f nta before tax,4.2882,dollars,0.9902549418067614,learn,03065304
GCI,2026-02,,,2.0089,0,False,governor macquarie tower farrer place sydney nsw p,2.0,dollars,0.9955697147692767,learn,03064908
PIC,2026-02,,,1.277,0,False,nta before tax,1.245,dollars,0.9749412685982773,learn,03064188
PCI,2026-02,,,1.099,0,False,at close of business on nta per unit,1.105,dollars,1.005459508644222,holdout,03064092
OPH,2026-02,,,3.2235,0,False,is as follows value date nav per unit,3.1332,dollars,0.971986970684039,learn,03063234
SEC,2026-02,,,2.524,0,False,at estimated nta per share pre tax nta,2.538,dollars,1.0055467511885894,holdout,03062974
MEC,2026-02,noted below dollars per share estimated nta pre tax,dollars,1.3561,1,True,,,,,learn,03062361
GCI,2026-02,,,2.0089,0,False,on nta per unit as at,2.0157,dollars,1.0033849370302155,learn,03061720
SEC,2026-02,,,2.524,0,False,as at nta per share pre tax nta,2.463,dollars,0.9758320126782885,holdout,03061381
PIC,2026-02,,,1.277,0,False,nta before tax,1.239,dollars,0.9702427564604543,learn,03060770
BHD,2026-02,,,0.2611,0,False,years and current year s tax losses at,0.25,cents,0.9574875526618154,holdout,03060106
AIQ,2026-02,,,1.5152,0,False,at as at nta per unit,1.5265,dollars,1.0074577613516367,learn,03060097
PCI,2026-02,,,1.099,0,False,at close of business on nta per unit,1.103,dollars,1.0036396724294814,holdout,03060041
TVL,2026-02,,,0.109,0,False,had an asset backing of m equating to,0.11,cents,1.0091743119266054,learn,03060144
FGX,2026-02,in line with the s p asx all ordinaries,cents,1.4974,1,True,,,,,learn,03060209
LSF,2026-02,,,4.3304,0,False,per ordinary share f f nta before tax,4.2779,dollars,0.9878764086458526,learn,03059861
MOT,2026-02,is as follows value date nta per unit,dollars,2.1579,1,True,,,,,learn,03059662
KKC,2026-02,,,2.3317,0,False,previous nta estimate,2.3541,dollars,1.009606724707295,learn,03059416
ARG,2026-02,,,10.73,0,False,nta per share nta per share,10.54,dollars,0.9822926374650511,learn,03058626
WAM,2026-02,,,1.3656,0,False,events zenith disclaimer the zenith investment partners abn,1.32,cents,0.9666080843585239,learn,03058581
WAR,2026-02,,,1.3188,0,False,investment update asx war discounted asset opportunities,1.3337,cents,1.011298149833182,holdout,03058548
WQG,2026-02,,,2.013,0,False,growth limited t abn w associateglobal com level,2.0,dollars,0.9935419771485345,learn,03058543
ARG,2026-02,,,10.73,0,False,and approximate pre tax nta per share,10.55,dollars,0.9832246039142591,learn,03058207
AMH,2026-02,,,1.11,0,False,pre tax nta per share,1.07,dollars,0.9639639639639639,learn,03058117
BKI,2026-02,,,2.05,0,False,per share as at below pre tax nta,1.97,dollars,0.9609756097560976,holdout,03058050
MOT,2026-02,is as follows value date nta per unit,dollars,2.1579,1,True,,,,,learn,03057729
GLS,2026-02,,,1.8106,0,False,nta backings per ordinary share nta before tax,1.7632,dollars,0.9738208328730809,learn,03057523
REV,2026-02,please contact revolution private credit income trust on,dollars,2.0,1,True,,,,,learn,03056822
NGE,2026-02,,,1.687,0,False,nta per share before tax,1.71,dollars,1.013633669235329,holdout,03056417
PCI,2026-02,at close of business on nta per unit,dollars,1.099,1,True,,,,,holdout,03056242
MOT,2026-02,,,2.1579,0,False,is as follows value date nta per unit,2.168,dollars,1.004680476389082,learn,03055842
WQG,2026-02,,,2.013,0,False,nta before tax,2.023,dollars,1.0049677098857428,learn,03056074
AUI,2026-02,,,13.75,0,False,is as below weekly pre tax nta per share,13.39,dollars,0.9738181818181818,holdout,03056015
RG8,2026-01,ordinary share for regal asian investments limited was,dollars,3.51,1,True,,,,,learn,03055579
SEC,2026-01,,,2.582,0,False,spheria emerging companies limited level,2.64,cents,1.0224632068164214,holdout,03054293
GCI,2026-01,,,2.01,0,False,governor macquarie tower farrer place sydney nsw p,2.0,dollars,0.9950248756218907,learn,03054169
REV,2026-01,is as follows value date nta per unit,dollars,2.0155,1,True,,,,,learn,03053505
GCI,2026-01,,,2.01,0,False,on nta per unit as at,2.0196,dollars,1.0047761194029852,learn,03053475
CIN,2026-01,,,44.89,0,False,,,,,learn,03053367
AMH,2026-01,share as at pre tax nta per share,dollars,1.13,2,True,,,,,learn,03052865
AMH,2026-01,pre tax nta per share,dollars,1.13,2,True,,,,,learn,03052865
AUI,2026-01,,,13.39,0,False,is as below weekly pre tax nta per share,13.27,dollars,0.9910380881254667,holdout,03052827
RG1,2026-01,,,2.71,0,False,share for regal partners global investments limited was,2.69,dollars,0.992619926199262,learn,03052782
SEC,2026-01,,,2.582,0,False,nta the s p asx small ordinaries accumulation index by,2.616,dollars,1.013168086754454,holdout,03052520
GCI,2026-01,,,2.01,0,False,on nta per unit as at,2.0169,dollars,1.0034328358208957,learn,03051708
PIC,2026-01,,,1.301,0,False,nta before tax,1.323,dollars,1.0169100691775557,learn,03051343
MXT,2026-01,,,2.0136,0,False,is as follows value date nta per unit,2.0086,dollars,0.9975168851807709,learn,03051322
AUI,2026-01,,,13.39,0,False,is as below weekly pre tax nta per share,13.33,dollars,0.9955190440627334,holdout,03051156
LSF,2026-01,,,4.3933,0,False,per ordinary share f f nta before tax,4.2822,dollars,0.974711492499943,learn,03050770
AMH,2026-01,,,1.13,0,False,pre tax nta per share,1.15,dollars,1.0176991150442478,learn,03050841
PGF,2026-01,,,2.9134,0,False,nta before tax accruals,2.94,dollars,1.0091302258529553,learn,03050862
PCI,2026-01,at close of business on nta per unit,dollars,1.099,1,True,,,,,holdout,03050167
SEC,2026-01,,,2.582,0,False,spheria emerging companies limited level,2.64,cents,1.0224632068164214,holdout,03049939
TGF,2026-01,,,3.928,0,False,fytd,3.98,dollars,1.0132382892057026,holdout,03049767
GLS,2026-01,,,1.76,0,False,nta backings per ordinary share nta before tax,1.6511,dollars,0.938125,learn,03049655
HM1,2026-01,,,3.61,0,False,in global securities based on the pre tax nta,3.6,dollars,0.997229916897507,learn,03049390
PE1,2026-01,,,1.562,0,False,net asset value,1.6744999999999999,cents,1.07202304737516,learn,03049281
IBC,2026-01,,,0.588,0,False,comparative purposes nta per ordinary share month end,0.31,cents,0.5272108843537415,learn,03049094
PCI,2026-01,at close of business on nta per unit,dollars,1.099,1,True,,,,,holdout,03049037
TGF,2026-01,,,3.928,0,False,com sydney nsw australia raffles place singapore abn,4.18,cents,1.0641547861507128,holdout,03049028
AFI,2026-01,,,8.0,0,False,pre tax nta per share,7.89,dollars,0.98625,learn,03049000
AMH,2026-01,share as at pre tax nta per share,dollars,1.13,2,True,,,,,learn,03048955
AMH,2026-01,pre tax nta per share,dollars,1.13,2,True,,,,,learn,03048955
HM1,2026-01,,,3.61,0,False,nta per share pre tax nta,3.63,dollars,1.005540166204986,learn,03048899
PGF,2026-01,,,2.9134,0,False,nta before tax accruals,2.92,dollars,1.0022653943845679,learn,03048892
PIC,2026-01,,,1.301,0,False,nta before tax,1.31,dollars,1.0069177555726365,learn,03048742
FPC,2026-01,,,2.0882,0,False,fund as at th amount pre tax nta,2.0073,dollars,0.9612585001436643,learn,03048522
MOT,2026-01,,,2.168,0,False,is as follows value date nta per unit,2.158,dollars,0.9953874538745386,learn,03048368
WMI,2026-01,,,1.4607,0,False,australian micro cap nta nta tax paid cents,1.4964,cents,1.0244403368248098,learn,03048581
MOT,2026-01,,,2.168,0,False,is as follows value date nta per unit,2.1576,dollars,0.9952029520295202,learn,03047916
GCI,2026-01,on nta per unit as at,dollars,2.01,1,True,,,,,learn,03047935
WQG,2026-01,,,2.023,0,False,level exchange centre sydney nsw weekly nta statement,2.0,dollars,0.9886307464162135,learn,03047383
ALI,2026-01,,,2.62,0,False,approximate pre tax nta per share share price,2.54,dollars,0.9694656488549618,learn,03047334
GVF,2026-01,,,1.2889,0,False,per share at the end of was,1.3185,dollars,1.0229653192644892,learn,03047093
MIR,2026-01,,,3.18,0,False,as at before tax after tax,3.27,dollars,1.0283018867924527,learn,03047072
TGF,2026-01,,,3.928,0,False,com sydney nsw australia raffles place singapore abn,4.18,cents,1.0641547861507128,holdout,03047013
RG1,2026-01,,,2.71,0,False,share for regal partners global investments limited was,2.58,dollars,0.9520295202952029,learn,03046952
PCI,2026-01,at close of business on nta per unit,dollars,1.099,1,True,,,,,holdout,03046689
GC1,2026-01,,,0.71,0,False,as at are as follows nta nta,0.7251,dollars,1.0212676056338028,holdout,03046815
PCI,2025-12,at close of business on nta per unit,dollars,1.098,1,True,,,,,holdout,03046403
LSF,2025-12,per ordinary share f f nta before tax,dollars,3.9987,1,True,,,,,learn,03045991
MFF,2025-12,,,5.264,0,False,weekly nta per share as at was,5.294,dollars,1.0056990881458965,learn,03045939
AMH,2025-12,,,1.12,0,False,pre tax nta per share,1.13,dollars,1.0089285714285712,learn,03045800
PGF,2025-12,,,2.8484,0,False,nta before tax accruals,2.87,dollars,1.0075832046060949,learn,03045786
LSF,2025-12,,,3.9987,0,False,per ordinary share f f nta before tax,3.9654,dollars,0.991672293495386,learn,03045191
GLS,2025-12,,,1.654,0,False,nta after tax,1.6693,dollars,1.0092503022974608,learn,03045170
GLS,2025-12,,,1.654,0,False,f nta before tax f nta after tax,1.6266,dollars,0.9834340991535672,learn,03045352
TGF,2025-12,,,3.4153,0,False,estimated nta pre tax,3.11,dollars,0.9106081456973033,holdout,03044245
PGF,2025-12,,,2.8484,0,False,nta before tax accruals,2.86,dollars,1.0040724617329027,learn,03044108
OPH,2025-12,,,3.4364,0,False,is as follows value date nav per unit,3.3934,dollars,0.9874869049004773,learn,03044006
KKC,2025-12,,,2.37,0,False,net tangible assets,2.38,dollars,1.0042194092827004,learn,03043511
LSF,2025-12,,,3.9987,0,False,per ordinary share f f nta before tax,3.8864,dollars,0.9719158726586141,learn,03043269
REV,2025-12,,,2.0167,0,False,is as follows value date nta per unit,2.0079,dollars,0.9956364357613922,learn,03042380
PCI,2025-12,,,1.098,0,False,at close of business on nta per unit,1.101,dollars,1.0027322404371584,holdout,03042314
KKC,2025-12,,,2.37,0,False,previous nta estimate,2.3759,dollars,1.0024894514767932,learn,03042859
SEC,2025-12,,,2.616,0,False,spheria emerging companies limited level,2.64,cents,1.0091743119266054,holdout,03042569
MOT,2025-12,is as follows value date nta per unit,dollars,2.1553,1,True,,,,,learn,03041805
PIC,2025-12,,,1.296,0,False,nta before tax,1.259,dollars,0.9714506172839505,learn,03041853
GCI,2025-12,,,2.0091,0,False,on nta per unit as at,2.0139,dollars,1.0023891294609526,learn,03041322
TGF,2025-12,,,3.4153,0,False,estimated nta pre tax,2.95,dollars,0.8637601382016222,holdout,03041252
HM1,2025-12,,,3.6,0,False,nta per share pre tax nta,3.62,dollars,1.0055555555555555,learn,03040967
TEK,2025-12,,,0.257,0,False,tax asx code tek structure listed investment,0.258,cents,1.0038910505836576,holdout,03040925
GVF,2025-12,,,1.3192,0,False,ytd year fy,1.3,dollars,0.9854457246816253,learn,03040504
GC1,2025-12,,,0.7498,0,False,nta share price cash weighting number of holdings,0.74,dollars,0.9869298479594558,holdout,03040732
TOP,2025-12,,,1.063,0,False,tax asx code top structure listed investment,1.06,cents,0.9971777986829728,holdout,03040106
KKC,2025-12,,,2.37,0,False,at close of business nta per unit,2.3781,dollars,1.0034177215189872,learn,03040017
MOT,2025-12,is as follows value date nta per unit,dollars,2.1553,1,True,,,,,learn,03039454
MXT,2025-12,is as follows value date nta per unit,dollars,2.0004,1,True,,,,,learn,03039435
PCI,2025-12,at close of business on nta per unit,dollars,1.098,1,True,,,,,holdout,03039463
MOT,2025-12,is as follows value date nta per unit,dollars,2.1553,1,True,,,,,learn,03038976
GFL,2025-12,,,4.795,0,False,further information please call the company secretary on,4.74,cents,0.9885297184567258,learn,03038850
WMI,2025-12,,,1.4964,0,False,australian micro cap nta nta tax paid cents,1.5272999999999999,cents,1.0206495589414595,learn,03038844
LRT,2025-12,,,2.855,0,False,lowell resources fund c lowell accounting services phone,3.0,dollars,1.0507880910683012,learn,03038812
DUI,2025-12,is as below weekly pre tax nta per share,dollars,6.38,1,True,,,,,holdout,03038714
8IH,2025-12,,,0.0444,0,False,per share as of is s a,0.0456,dollars,1.027027027027027,learn,03038490
LF1,2025-12,nta per unit,dollars,1.99,2,True,,,,,learn,03038162
LF1,2025-12,fund was as follows nta per unit,dollars,1.99,2,True,,,,,learn,03038162
SEC,2025-12,,,2.616,0,False,spheria emerging companies limited level,2.64,cents,1.0091743119266054,holdout,03037627
PCI,2025-12,at close of business on nta per unit,dollars,1.098,1,True,,,,,holdout,03037610
MXT,2025-12,is as follows value date nta per unit,dollars,2.0004,1,True,,,,,learn,03036441
MXT,2025-12,limited level exchange centre bridge street sydney nsw,dollars,2.0004,2,True,,,,,learn,03035799
MXT,2025-12,is as follows value date nta per unit,dollars,2.0004,2,True,,,,,learn,03035799
AUI,2025-11,is as below weekly pre tax nta per share,dollars,13.06,1,True,,,,,holdout,03035359
GCI,2025-11,on nta per unit as at,dollars,2.0207,1,True,,,,,learn,03034780
LRT,2025-11,unit of the trust as at was,dollars,2.513,1,True,,,,,learn,03035507
LSF,2025-11,,,3.8756,0,False,were nta per ordinary share nta before tax,3.8152,dollars,0.9844153163381154,learn,03035384
LSF,2025-11,,,3.8756,0,False,were nta per ordinary share nta before tax,3.8003,dollars,0.980570750335432,learn,03034639
PCI,2025-11,,,1.097,0,False,at close of business on nta per unit,1.101,dollars,1.0036463081130356,holdout,03033124
MXT,2025-11,is as follows value date nta per unit,dollars,2.013,1,True,,,,,learn,03033198
SEC,2025-11,at estimated nta per share pre tax nta,dollars,2.653,1,True,,,,,holdout,03033539
SEC,2025-11,,,2.653,0,False,spheria emerging companies limited level,2.64,cents,0.9950998869204675,holdout,03032698
QRI,2025-11,,,1.6007,0,False,is as follows value date nta per unit,1.6081,dollars,1.0046229774473667,holdout,03032342
MXT,2025-11,is as follows value date nta per unit,dollars,2.013,1,True,,,,,learn,03030999
LSF,2025-11,,,3.8756,0,False,were nta per ordinary share nta before tax,3.5946,dollars,0.9274950975332852,learn,03030623
PIC,2025-11,,,1.265,0,False,nta before tax,1.234,dollars,0.9754940711462451,learn,03030330
QRI,2025-11,asx qri performance update unit m m,dollars,1.6007,1,True,,,,,holdout,03029435
LSF,2025-11,,,3.8756,0,False,were nta per ordinary share nta before tax,3.5776,dollars,0.9231086799463308,learn,03029905
MOT,2025-11,,,2.1529,0,False,is as follows value date nta per unit,2.1582,dollars,1.0024617957174045,learn,03029572
MOT,2025-11,,,2.1529,0,False,is as follows value date nta per unit,2.1576,dollars,1.002183101862604,learn,03028611
DUI,2025-11,is as below weekly pre tax nta per share,dollars,6.37,1,True,,,,,holdout,03027610
HM1,2025-11,,,3.71,0,False,pre tax nta post current tax nta,3.73,dollars,1.005390835579515,learn,03026946
DJW,2025-11,,,3.37,0,False,pre tax nta per share,3.36,dollars,0.9970326409495548,learn,03027066
CD2,2025-11,,,1.16,0,False,nta value after tax as at was,1.131,dollars,0.9750000000000001,learn,03026663
FGG,2025-11,,,1.7962,0,False,per share payable on investment portfolio rose,1.8,dollars,1.0021155773299186,holdout,03026713
WMA,2025-11,,,1.1744,0,False,dividend paid cents cents cents net tangible,1.1826999999999999,cents,1.007067438692098,learn,03025799
GVF,2025-11,,,1.375,0,False,share staude capital global value nta before tax,1.3711,dollars,0.9971636363636364,learn,03025786
WMX,2025-11,,,1.59,0,False,dividend frequency fully franked dividend payable on,1.61,dollars,1.0125786163522013,learn,03025778
PIC,2025-11,,,1.265,0,False,nta before tax,1.269,dollars,1.0031620553359684,learn,03025390
PCI,2025-11,,,1.097,0,False,at close of business on nta per unit,1.1,dollars,1.0027347310847767,holdout,03024438
CDO,2025-11,,,2.178,0,False,to pay future dividends this amount is around,2.0,dollars,0.9182736455463728,learn,03024389
WGB,2025-11,dividend of cents per share payable on,cents,2.4916,1,True,,,,,holdout,03024321
PIA,2025-11,,,1.4416,0,False,and before tax on unrealised gains and losses,1.4325999999999999,cents,0.9937569367369589,holdout,03024293
NGE,2025-11,asx ticker nge nta per share before tax,dollars,1.581,1,True,,,,,holdout,03024224
SNC,2025-11,,,0.9643,0,False,investments limited nta before tax nta after tax,0.9538,dollars,0.9891112724255936,learn,03023283
ALI,2025-11,,,2.73,0,False,and approximate pre tax nta per share,2.7,dollars,0.989010989010989,learn,03023539
MFF,2025-11,weekly nta per share as at was,dollars,5.298,1,True,,,,,learn,03023312
MIR,2025-11,share as at pre tax nta per share,dollars,3.38,2,True,,,,,learn,03023077
MIR,2025-11,pre tax nta per share,dollars,3.38,2,True,,,,,learn,03023077
WMI,2025-11,,,1.5416,0,False,dividend paid cents cents cents net tangible,1.5671000000000002,cents,1.0165412558380904,learn,03023068
AUI,2025-11,,,13.06,0,False,the company s ordinary shares at was,13.34,dollars,1.021439509954058,holdout,03022981
GC1,2025-11,,,0.77,0,False,as at are as follows nta nta,0.7595,dollars,0.9863636363636363,holdout,03022607
AFI,2025-11,,,7.91,0,False,bank westpac banking corporation csl macquarie group wesfarmers,8.0,dollars,1.011378002528445,learn,03022419
BEL,2025-11,,,0.0098,0,False,limited lel materials other listed securities various various,0.01,dollars,1.0204081632653061,learn,03022027
MOT,2025-11,is as follows value date nta per unit,dollars,2.1529,1,True,,,,,learn,03021891
KKC,2025-11,,,2.38,0,False,current nta estimate,2.4126,dollars,1.0136974789915967,learn,03021755
SEC,2025-11,,,2.653,0,False,spheria emerging companies limited level,2.64,cents,0.9950998869204675,holdout,03021734
PIC,2025-11,,,1.265,0,False,nta before tax,1.272,dollars,1.0055335968379449,learn,03020764
TCF,2025-11,as follows value date nav per unit,dollars,5.936,1,True,,,,,learn,03020307
GCI,2025-11,,,2.0207,0,False,on nta per unit as at,2.0102,dollars,0.994803780868016,learn,03020296
MFF,2025-11,monthly nta per share as at was,dollars,5.298,1,True,,,,,learn,03020254
MXT,2025-10,,,2.0004,0,False,is as follows value date nta per unit,2.0118,dollars,1.0056988602279544,learn,03017580
QRI,2025-10,,,1.6012,0,False,is as follows value date nta per unit,1.6079,dollars,1.0041843617287036,holdout,03017652
PCI,2025-10,,,1.0821,0,False,at close of business on nta per unit,1.102,dollars,1.0183901672673505,holdout,03015880
PGF,2025-10,,,2.6724,0,False,nta before tax accruals,2.66,dollars,0.9953599760514893,learn,03015603
SEC,2025-10,,,2.699,0,False,at estimated nta per share pre tax nta,2.705,dollars,1.0022230455724344,holdout,03015346
KKC,2025-10,,,2.4168,0,False,previous nta estimate,2.4311,dollars,1.0059169149288314,learn,03014245
SEC,2025-10,,,2.699,0,False,at estimated nta per share pre tax nta,2.685,dollars,0.9948128936643202,holdout,03013882
