period,horizon_months,feature,value,is_silent,n,resolved,rate,base_rate,lift,z_vs_rest,universe
all,6,discount_stance,acknowledged,False,107,34,0.3177570093457944,0.3775322283609576,0.8416685662183725,-1.4234239995971942,documented
all,6,discount_stance,action_promised,False,50,25,0.5,0.3775322283609576,1.324390243902439,1.8747692515530716,documented
all,6,discount_stance,action_taken,False,126,59,0.46825396825396826,0.3775322283609576,1.240301974448316,2.397138237160299,documented
all,6,discount_stance,not_mentioned,True,260,87,0.3346153846153846,0.3775322283609576,0.8863227016885553,-1.9773597737476225,documented
all,6,buyback_commitment,active_programme,False,221,93,0.42081447963800905,0.3775322283609576,1.1146451826509216,1.7236238971700932,documented
all,6,buyback_commitment,authority_only,False,107,38,0.35514018691588783,0.3775322283609576,0.940688397538181,-0.5332204501802331,documented
all,6,buyback_commitment,none,True,197,71,0.3604060913705584,0.3775322283609576,0.9546366225083572,-0.621182111996043,documented
all,6,buyback_commitment,specific_target,False,18,3,0.16666666666666666,0.3775322283609576,0.44146341463414634,-1.8768377135220802,documented
all,6,continuation_vote,contingent_trigger,False,22,12,0.5454545454545454,0.3775322283609576,1.444789356984479,1.6586905132457987,documented
all,6,continuation_vote,failed,False,1,0,0.0,0.3775322283609576,0.0,-0.7795049042857813,documented
all,6,continuation_vote,none,True,423,145,0.34278959810874704,0.3775322283609576,0.9079743988929251,-3.1354993766156554,documented
all,6,continuation_vote,passed,False,24,10,0.4166666666666667,0.3775322283609576,1.103658536585366,0.4045251340248079,documented
all,6,continuation_vote,scheduled,False,73,38,0.5205479452054794,0.3775322283609576,1.3788172402271968,2.709322677238221,documented
all,6,winddown_path,in_progress,False,42,25,0.5952380952380952,0.3775322283609576,1.5766550522648084,3.0299843044289543,documented
all,6,winddown_path,none,True,373,90,0.24128686327077747,0.3775322283609576,0.6391159353952789,-9.700992212075937,documented
all,6,winddown_path,proposal_announced,False,100,72,0.72,0.3775322283609576,1.9071219512195123,7.821360586371592,documented
all,6,winddown_path,shareholder_approved,False,5,4,0.8,0.3775322283609576,2.1190243902439025,1.957726015436027,documented
all,6,winddown_path,strategic_review,False,23,14,0.6086956521739131,0.3775322283609576,1.612301166489926,2.3369306692731593,documented
all,6,activist_presence,named_holder,False,23,14,0.6086956521739131,0.3775322283609576,1.612301166489926,2.3369306692731593,documented
all,6,activist_presence,none,True,507,183,0.3609467455621302,0.3775322283609576,0.9560686967816424,-2.991887857783109,documented
all,6,activist_presence,public_pressure,False,8,3,0.375,0.3775322283609576,0.9932926829268294,-0.014884540591702744,documented
all,6,activist_presence,requisition,False,5,5,1.0,0.3775322283609576,2.648780487804878,2.884530920738348,documented
all,6,manager_status,change_announced,False,27,20,0.7407407407407407,0.3775322283609576,1.962059620596206,3.9937190818939134,documented
all,6,manager_status,changed,False,46,18,0.391304347826087,0.3775322283609576,1.0364793213149524,0.20140301446386072,documented
all,6,manager_status,stable,True,453,154,0.33995584988962474,0.3775322283609576,0.9004684219027622,-4.052352643188709,documented
all,6,manager_status,under_review,False,17,13,0.7647058823529411,0.3775322283609576,2.025538020086083,3.3458144273335697,documented
all,6,fee_direction,cut,False,101,51,0.504950495049505,0.3775322283609576,1.3375030185945425,2.927829004966898,documented
all,6,fee_direction,increase,False,7,3,0.42857142857142855,0.3775322283609576,1.135191637630662,0.2803721998523032,documented
all,6,fee_direction,none,True,435,151,0.3471264367816092,0.3775322283609576,0.9194617325483601,-2.9332800513419413,documented
all,6,nav_marking,board_marked,False,283,116,0.4098939929328622,0.3775322283609576,1.0857192105489961,1.622942755379918,documented
all,6,nav_marking,independent_valuation,False,171,61,0.3567251461988304,0.3775322283609576,0.9448866067608045,-0.6781132511074843,documented
all,6,nav_marking,not_stated,True,89,28,0.3146067415730337,0.3775322283609576,0.8333241984105234,-1.3392391128362944,documented
all,6,going_concern_language,emphasis_of_matter,False,4,2,0.5,0.3775322283609576,1.324390243902439,0.5071330242410138,documented
all,6,going_concern_language,material_uncertainty,False,42,30,0.7142857142857143,0.3775322283609576,1.8919860627177703,4.686863939177114,documented
all,6,going_concern_language,none,True,497,173,0.34808853118712274,0.3775322283609576,0.9220101094371105,-4.652175444563482,documented
all,6,distribution_stance,cut,False,35,17,0.4857142857142857,0.3775322283609576,1.2865505226480838,1.3649661020934103,documented
all,6,distribution_stance,increased,False,29,15,0.5172413793103449,0.3775322283609576,1.3700588730025234,1.5951692034560567,documented
all,6,distribution_stance,maintained,False,326,123,0.3773006134969325,0.3775322283609576,0.9993865030674847,-0.013646140042737114,documented
all,6,distribution_stance,none,True,117,32,0.27350427350427353,0.3775322283609576,0.7244527829893684,-2.6206115788971873,documented
all,6,distribution_stance,suspended,False,36,18,0.5,0.3775322283609576,1.324390243902439,1.5686770765511961,documented
all,12,discount_stance,acknowledged,False,107,82,0.7663551401869159,0.6979742173112339,1.0979705570488003,1.719261022499488,documented
all,12,discount_stance,action_promised,False,50,36,0.72,0.6979742173112339,1.03155672823219,0.3560009098869572,documented
all,12,discount_stance,action_taken,False,126,87,0.6904761904761905,0.6979742173112339,0.9892574444025631,-0.20918110404769477,documented
all,12,discount_stance,not_mentioned,True,260,174,0.6692307692307692,0.6979742173112339,0.9588187538055611,-1.3982683799079754,documented
all,12,buyback_commitment,active_programme,False,221,171,0.7737556561085973,0.6979742173112339,1.1085734070368558,3.186319071190729,documented
all,12,buyback_commitment,authority_only,False,107,71,0.6635514018691588,0.6979742173112339,0.9506818237861563,-0.8654724502891964,documented
all,12,buyback_commitment,none,True,197,133,0.6751269035532995,0.6979742173112339,0.9672662496819041,-0.8749604548589691,documented
all,12,buyback_commitment,specific_target,False,18,4,0.2222222222222222,0.6979742173112339,0.31838170624450307,-4.470904923404483,documented
all,12,continuation_vote,contingent_trigger,False,22,18,0.8181818181818182,0.6979742173112339,1.172223554809307,1.253668239700756,documented
all,12,continuation_vote,failed,False,1,0,0.0,0.6979742173112339,0.0,-1.521591075944527,documented
all,12,continuation_vote,none,True,423,298,0.7044917257683215,0.6979742173112339,1.0093377495836375,0.6210397229564981,documented
all,12,continuation_vote,passed,False,24,15,0.625,0.6979742173112339,0.8954485488126649,-0.7964336534644667,documented
all,12,continuation_vote,scheduled,False,73,48,0.6575342465753424,0.6979742173112339,0.942060939024831,-0.8088752538263636,documented
all,12,winddown_path,in_progress,False,42,38,0.9047619047619048,0.6979742173112339,1.2962683754240483,3.0387059349153067,documented
all,12,winddown_path,none,True,373,240,0.6434316353887399,0.6979742173112339,0.9218558786704111,-4.100377702543778,documented
all,12,winddown_path,proposal_announced,False,100,75,0.75,0.6979742173112339,1.074538258575198,1.2545124475284473,documented
all,12,winddown_path,shareholder_approved,False,5,4,0.8,0.6979742173112339,1.1461741424802112,0.4991855610135441,documented
all,12,winddown_path,strategic_review,False,23,22,0.9565217391304348,0.6979742173112339,1.3704256051393828,2.759693438408572,documented
all,12,activist_presence,named_holder,False,23,22,0.9565217391304348,0.6979742173112339,1.3704256051393828,2.759693438408572,documented
all,12,activist_presence,none,True,507,347,0.6844181459566075,0.6979742173112339,0.9805779769246382,-2.5819319446255733,documented
all,12,activist_presence,public_pressure,False,8,5,0.625,0.6979742173112339,0.8954485488126649,-0.4528931619513818,documented
all,12,activist_presence,requisition,False,5,5,1.0,0.6979742173112339,1.432717678100264,1.4777334297151836,documented
all,12,manager_status,change_announced,False,27,20,0.7407407407407407,0.6979742173112339,1.0612723541483435,0.496499932426622,documented
all,12,manager_status,changed,False,46,36,0.782608695652174,0.6979742173112339,1.1212573132958588,1.3067913724123013,documented
all,12,manager_status,stable,True,453,306,0.6754966887417219,0.6979742173112339,0.9677960474584564,-2.559379104948106,documented
all,12,manager_status,under_review,False,17,17,1.0,0.6979742173112339,1.432717678100264,2.7557119685309672,documented
all,12,fee_direction,cut,False,101,77,0.7623762376237624,0.6979742173112339,1.0922699130071318,1.5624540680963919,documented
all,12,fee_direction,increase,False,7,7,1.0,0.6979742173112339,1.432717678100264,1.7517368217422329,documented
all,12,fee_direction,none,True,435,295,0.6781609195402298,0.6979742173112339,0.971613138022018,-2.018123467816861,documented
all,12,nav_marking,board_marked,False,283,212,0.7491166077738516,0.6979742173112339,1.0732726069160987,2.707982059560561,documented
all,12,nav_marking,independent_valuation,False,171,126,0.7368421052631579,0.6979742173112339,1.0556867101791418,1.3374444186413463,documented
all,12,nav_marking,not_stated,True,89,41,0.4606741573033708,0.6979742173112339,0.6600160090124811,-5.33240516375355,documented
all,12,going_concern_language,emphasis_of_matter,False,4,4,1.0,0.6979742173112339,1.432717678100264,1.3204983014264273,documented
all,12,going_concern_language,material_uncertainty,False,42,34,0.8095238095238095,0.6979742173112339,1.1598190727478326,1.639200148096807,documented
all,12,going_concern_language,none,True,497,341,0.6861167002012073,0.6979742173112339,0.9830115256180886,-1.978113714152961,documented
all,12,distribution_stance,cut,False,35,29,0.8285714285714286,0.6979742173112339,1.1871089332830758,1.739779802175257,documented
all,12,distribution_stance,increased,False,29,20,0.6896551724137931,0.6979742173112339,0.9880811573105268,-0.10028803522541996,documented
all,12,distribution_stance,maintained,False,326,250,0.7668711656441718,0.6979742173112339,1.0987098758437606,4.285851651750137,documented
all,12,distribution_stance,none,True,117,50,0.42735042735042733,0.6979742173112339,0.6122725120086597,-7.198007892921564,documented
all,12,distribution_stance,suspended,False,36,30,0.8333333333333334,0.6979742173112339,1.1939313984168867,1.8305980507715096,documented
all,18,discount_stance,acknowledged,False,107,101,0.9439252336448598,0.9152854511970534,1.0312905470204403,1.1873014359929401,documented
all,18,discount_stance,action_promised,False,50,48,0.96,0.9152854511970534,1.0488531187122736,1.1916618321804622,documented
all,18,discount_stance,action_taken,False,126,103,0.8174603174603174,0.9152854511970534,0.8931206285331034,-4.499977367861918,documented
all,18,discount_stance,not_mentioned,True,260,245,0.9423076923076923,0.9152854511970534,1.0295232936078007,2.167491760027549,documented
all,18,buyback_commitment,active_programme,False,221,209,0.9457013574660633,0.9152854511970534,1.0332310605715742,2.1086844544082433,documented
all,18,buyback_commitment,authority_only,False,107,100,0.9345794392523364,0.9152854511970534,1.0210797495251884,0.7998587198005309,documented
all,18,buyback_commitment,none,True,197,180,0.9137055837563451,0.9152854511970534,0.9982739074038137,-0.0997604378784966,documented
all,18,buyback_commitment,specific_target,False,18,8,0.4444444444444444,0.9152854511970534,0.48558014755197854,-7.295809987299814,documented
all,18,continuation_vote,contingent_trigger,False,22,22,1.0,0.9152854511970534,1.0925553319919517,1.456777130654842,documented
all,18,continuation_vote,failed,False,1,0,0.0,0.9152854511970534,0.0,-3.2900276666265733,documented
all,18,continuation_vote,none,True,423,405,0.9574468085106383,0.9152854511970534,1.0460636157369751,6.624250979734828,documented
all,18,continuation_vote,passed,False,24,18,0.75,0.9152854511970534,0.8194164989939637,-2.974398844887463,documented
all,18,continuation_vote,scheduled,False,73,52,0.7123287671232876,0.9152854511970534,0.7782585926518012,-6.693580549598642,documented
all,18,winddown_path,in_progress,False,42,42,1.0,0.9152854511970534,1.0925553319919517,2.052609896702444,documented
all,18,winddown_path,none,True,373,341,0.9142091152815014,0.9152854511970534,0.9988240434564493,-0.13341984187296402,documented
all,18,winddown_path,proposal_announced,False,100,87,0.87,0.9152854511970534,0.950523138832998,-1.8005263032769179,documented
all,18,winddown_path,shareholder_approved,False,5,4,0.8,0.9152854511970534,0.8740442655935614,-0.9300600759888771,documented
all,18,winddown_path,strategic_review,False,23,23,1.0,0.9152854511970534,1.0925553319919517,1.4909493240933425,documented
all,18,activist_presence,named_holder,False,23,23,1.0,0.9152854511970534,1.0925553319919517,1.4909493240933425,documented
all,18,activist_presence,none,True,507,461,0.9092702169625246,0.9152854511970534,0.9934280237638851,-1.8890693730539385,documented
all,18,activist_presence,public_pressure,False,8,8,1.0,0.9152854511970534,1.0925553319919517,0.8668994726325188,documented
all,18,activist_presence,requisition,False,5,5,1.0,0.9152854511970534,1.0925553319919517,0.6834307267649902,documented
all,18,manager_status,change_announced,False,27,20,0.7407407407407407,0.9152854511970534,0.8093002459199642,-3.3412298878069633,documented
all,18,manager_status,changed,False,46,45,0.9782608695652174,0.9152854511970534,1.0688041291225614,1.603298613509837,documented
all,18,manager_status,stable,True,453,415,0.9161147902869757,0.9152854511970534,1.000906098844724,0.15570502058911997,documented
all,18,manager_status,under_review,False,17,17,1.0,0.9152854511970534,1.0925553319919517,1.2744776530981579,documented
all,18,fee_direction,cut,False,101,94,0.9306930693069307,0.9152854511970534,1.0168336753192422,0.6163504139139342,documented
all,18,fee_direction,increase,False,7,7,1.0,0.9152854511970534,1.0925553319919517,0.8101534046062909,documented
all,18,fee_direction,none,True,435,396,0.9103448275862069,0.9152854511970534,0.9946020953306044,-0.8297689021163359,documented
all,18,nav_marking,board_marked,False,283,275,0.9717314487632509,0.9152854511970534,1.0616703756105539,4.928131985970897,documented
all,18,nav_marking,independent_valuation,False,171,152,0.8888888888888888,0.9152854511970534,0.9711602951039571,-1.4976715871004322,documented
all,18,nav_marking,not_stated,True,89,70,0.7865168539325843,0.9152854511970534,0.8593131824655801,-4.771112705817879,documented
all,18,going_concern_language,emphasis_of_matter,False,4,4,1.0,0.9152854511970534,1.0925553319919517,0.6107117127408689,documented
all,18,going_concern_language,material_uncertainty,False,42,36,0.8571428571428571,0.9152854511970534,0.9364759988502442,-1.4087788421467098,documented
all,18,going_concern_language,none,True,497,457,0.9195171026156942,0.9152854511970534,1.0046233133205673,1.1639968319314904,documented
all,18,distribution_stance,cut,False,35,35,1.0,0.9152854511970534,1.0925553319919517,1.860813303532735,documented
all,18,distribution_stance,increased,False,29,23,0.7931034482758621,0.9152854511970534,0.8665094012349962,-2.4286633205993997,documented
all,18,distribution_stance,maintained,False,326,324,0.9938650306748467,0.9152854511970534,1.0858525385441484,8.059929955837317,documented
all,18,distribution_stance,none,True,117,79,0.6752136752136753,0.9152854511970534,0.7377083010885829,-10.528630167403852,documented
all,18,distribution_stance,suspended,False,36,36,1.0,0.9152854511970534,1.0925553319919517,1.8890693730539385,documented
development,6,hf_buyback_active,active,False,9000,93,0.010333333333333333,0.015215488388857423,0.6791325437112239,-4.3167420589672,all_funds
development,6,hf_buyback_active,none,True,29842,498,0.01668788955163863,0.015215488388857423,1.0967698916493194,4.3167420589672,all_funds
development,6,hf_holder_churn,churn,False,5079,33,0.006497341996455995,0.015215488388857423,0.42702158684660535,-5.444148814524586,all_funds
development,6,hf_holder_churn,none,True,33763,558,0.016526967390338536,0.015215488388857423,1.086193684222554,5.444148814524586,all_funds
development,6,hf_strategic_review,none,True,38267,584,0.015261191104607103,0.015215488388857423,1.0030036969291862,0.6002850563750123,all_funds
development,6,hf_strategic_review,seen,False,575,7,0.01217391304347826,0.015215488388857423,0.8001000514970941,-0.6002850563750123,all_funds
development,6,hf_continuation,none,True,38473,591,0.015361422296155745,0.015215488388857423,1.0095911418397316,2.3991549202632054,all_funds
development,6,hf_continuation,seen,False,369,0,0.0,0.015215488388857423,0.0,-2.3991549202632054,all_funds
development,6,hf_windup,none,True,38500,591,0.01535064935064935,0.015215488388857423,1.008883116883117,2.308903722629535,all_funds
development,6,hf_windup,seen,False,342,0,0.0,0.015215488388857423,0.0,-2.308903722629535,all_funds
development,12,hf_buyback_active,active,False,9000,178,0.019777777777777776,0.029143710416559394,0.6786293678837848,-6.026417532343451,all_funds
development,12,hf_buyback_active,none,True,29842,954,0.03196836673145231,0.029143710416559394,1.0969216436246207,6.026417532343451,all_funds
development,12,hf_holder_churn,churn,False,5079,45,0.008860011813349085,0.029143710416559394,0.3040111120619304,-9.217574087618532,all_funds
development,12,hf_holder_churn,none,True,33763,1087,0.03219500636791754,0.029143710416559394,1.1046982662037572,9.217574087618532,all_funds
development,12,hf_strategic_review,none,True,38267,1119,0.029241905558313953,0.029143710416559394,1.0033693424876595,0.9385754352629399,all_funds
development,12,hf_strategic_review,seen,False,575,13,0.022608695652173914,0.029143710416559394,0.775765862651713,-0.9385754352629399,all_funds
development,12,hf_continuation,none,True,38473,1132,0.029423231876900685,0.029143710416559394,1.0095911418397319,3.3441126293919323,all_funds
development,12,hf_continuation,seen,False,369,0,0.0,0.029143710416559394,0.0,-3.3441126293919323,all_funds
development,12,hf_windup,none,True,38500,1132,0.029402597402597402,0.029143710416559394,1.008883116883117,3.218314096218678,all_funds
development,12,hf_windup,seen,False,342,0,0.0,0.029143710416559394,0.0,-3.218314096218678,all_funds
development,18,hf_buyback_active,active,False,9000,263,0.029222222222222222,0.0437413109520622,0.6680691910274018,-7.683584085116052,all_funds
development,18,hf_buyback_active,none,True,29842,1436,0.0481200991890624,0.0437413109520622,1.1001064701009782,7.683584085116052,all_funds
development,18,hf_holder_churn,churn,False,5079,62,0.01220712738728096,0.0437413109520622,0.2790754808574262,-11.786025616999002,all_funds
development,18,hf_holder_churn,none,True,33763,1637,0.04848502798921897,0.0437413109520622,1.1084493567729508,11.786025616999002,all_funds
development,18,hf_strategic_review,none,True,38267,1682,0.043954320955392374,0.0437413109520622,1.0048697672450564,1.6745398312395936,all_funds
development,18,hf_strategic_review,seen,False,575,17,0.029565217391304348,0.0437413109520622,0.6759106379711851,-1.6745398312395936,all_funds
development,18,hf_continuation,none,True,38473,1699,0.04416084006965924,0.0437413109520622,1.0095911418397319,4.12804239705002,all_funds
development,18,hf_continuation,seen,False,369,0,0.0,0.0437413109520622,0.0,-4.12804239705002,all_funds
development,18,hf_windup,none,True,38500,1699,0.04412987012987013,0.0437413109520622,1.008883116883117,3.972754063199756,all_funds
development,18,hf_windup,seen,False,342,0,0.0,0.0437413109520622,0.0,-3.972754063199756,all_funds
holdout_2022+,6,hf_buyback_active,active,False,4970,111,0.022334004024144868,0.02867680264940539,0.7788177886214928,-3.386505281903082,all_funds
holdout_2022+,6,hf_buyback_active,none,True,8316,270,0.032467532467532464,0.02867680264940539,1.1321880219518015,3.386505281903082,all_funds
holdout_2022+,6,hf_holder_churn,churn,False,1679,51,0.030375223347230494,0.02867680264940539,1.0592262923656282,0.44612905606911535,all_funds
holdout_2022+,6,hf_holder_churn,none,True,11607,330,0.02843111915223572,0.02867680264940539,0.9914326746892487,-0.44612905606911535,all_funds
holdout_2022+,6,hf_strategic_review,none,True,12754,348,0.027285557472165597,0.02867680264940539,0.9514853453417116,-4.7045809092764,all_funds
holdout_2022+,6,hf_strategic_review,seen,False,532,33,0.06203007518796992,0.02867680264940539,2.163075010360547,4.7045809092764,all_funds
holdout_2022+,6,hf_continuation,none,True,12981,381,0.02935058932285648,0.02867680264940539,1.023495878591788,3.0358230364851364,all_funds
holdout_2022+,6,hf_continuation,seen,False,305,0,0.0,0.02867680264940539,0.0,-3.0358230364851364,all_funds
holdout_2022+,6,hf_windup,none,True,12595,327,0.025962683604605002,0.02867680264940539,0.9053548933616327,-8.002742343714154,all_funds
holdout_2022+,6,hf_windup,seen,False,691,54,0.07814761215629522,0.02867680264940539,2.7251159451667673,8.002742343714154,all_funds
holdout_2022+,12,hf_buyback_active,active,False,4970,216,0.04346076458752515,0.05005268703898841,0.8683003282855025,-2.6938084431163527,all_funds
holdout_2022+,12,hf_buyback_active,none,True,8316,449,0.053992303992303994,0.05005268703898841,1.0787093997620314,2.6938084431163527,all_funds
holdout_2022+,12,hf_holder_churn,churn,False,1679,100,0.05955926146515783,0.05005268703898841,1.1899313501144164,1.9112745398536224,all_funds
holdout_2022+,12,hf_holder_churn,none,True,11607,565,0.04867752218488843,0.05005268703898841,0.9725256537570341,-1.9112745398536224,all_funds
holdout_2022+,12,hf_strategic_review,none,True,12754,610,0.04782813235063509,0.05005268703898841,0.9555557389632148,-5.757635178901319,all_funds
holdout_2022+,12,hf_strategic_review,seen,False,532,55,0.10338345864661654,0.05005268703898841,2.0654926790660864,5.757635178901319,all_funds
holdout_2022+,12,hf_continuation,none,True,12981,665,0.05122871889684924,0.05005268703898841,1.023495878591788,4.055616749955103,all_funds
holdout_2022+,12,hf_continuation,seen,False,305,0,0.0,0.05005268703898841,0.0,-4.055616749955103,all_funds
holdout_2022+,12,hf_windup,none,True,12595,588,0.04668519253672092,0.05005268703898841,0.9327210045757506,-7.599773058503492,all_funds
holdout_2022+,12,hf_windup,seen,False,691,77,0.11143270622286541,0.05005268703898841,2.2263081727473533,7.599773058503492,all_funds
holdout_2022+,18,hf_buyback_active,active,False,4970,317,0.06378269617706238,0.06864368508204124,0.929185198912775,-1.7131069657859466,all_funds
holdout_2022+,18,hf_buyback_active,none,True,8316,595,0.07154882154882154,0.06864368508204124,1.042321977080749,1.7131069657859466,all_funds
holdout_2022+,18,hf_holder_churn,churn,False,1679,124,0.07385348421679572,0.06864368508204124,1.0758962623951183,0.9032859024748672,all_funds
holdout_2022+,18,hf_holder_churn,none,True,11607,788,0.06789006633927802,0.06864368508204124,0.9890212953768068,-0.9032859024748672,all_funds
holdout_2022+,18,hf_strategic_review,none,True,12754,843,0.0660969107730908,0.06864368508204124,0.9628986365474609,-5.68455859602744,all_funds
holdout_2022+,18,hf_strategic_review,seen,False,532,69,0.12969924812030076,0.06864368508204124,1.8894563711911359,5.68455859602744,all_funds
holdout_2022+,18,hf_continuation,none,True,12981,912,0.07025652877282182,0.06864368508204124,1.023495878591788,4.796620200288235,all_funds
holdout_2022+,18,hf_continuation,seen,False,305,0,0.0,0.06864368508204124,0.0,-4.796620200288235,all_funds
holdout_2022+,18,hf_windup,none,True,12595,817,0.0648670107185391,0.06864368508204124,0.9449814741299458,-7.350358129570115,all_funds
holdout_2022+,18,hf_windup,seen,False,691,95,0.13748191027496381,0.06864368508204124,2.002834056922335,7.350358129570115,all_funds
all,6,hf_buyback_active,active,False,13970,204,0.014602720114531138,0.018646408839779006,0.7831384713274476,-4.129602883754421,all_funds
all,6,hf_buyback_active,none,True,38158,768,0.02012684102940406,0.018646408839779006,1.079395030021373,4.129602883754421,all_funds
all,6,hf_holder_churn,churn,False,6758,84,0.012429712932820362,0.018646408839779006,0.6666009009897734,-4.0495755002207305,all_funds
all,6,hf_holder_churn,none,True,45370,888,0.019572404672691206,0.018646408839779006,1.0496608135576617,4.0495755002207305,all_funds
all,6,hf_strategic_review,none,True,51021,932,0.018266988102938007,0.018646408839779006,0.979651806409416,-4.347573250788617,all_funds
all,6,hf_strategic_review,seen,False,1107,40,0.036133694670280034,0.018646408839779006,1.9378366623172403,4.347573250788617,all_funds
all,6,hf_continuation,none,True,51454,972,0.01889065961829984,0.018646408839779006,1.013099078788821,3.6019754760280898,all_funds
all,6,hf_continuation,seen,False,674,0,0.0,0.018646408839779006,0.0,-3.6019754760280898,all_funds
all,6,hf_windup,none,True,51095,918,0.017966532928858008,0.018646408839779006,0.9635385067031998,-8.070377817121392,all_funds
all,6,hf_windup,seen,False,1033,54,0.05227492739593417,0.018646408839779006,2.803484995159729,8.070377817121392,all_funds
all,12,hf_buyback_active,active,False,13970,394,0.028203292770221905,0.03447283609576427,0.8181309101425306,-4.747402835989193,all_funds
all,12,hf_buyback_active,none,True,38158,1403,0.03676817443262226,0.03447283609576427,1.0665839715212762,4.747402835989193,all_funds
all,12,hf_holder_churn,churn,False,6758,145,0.0214560520864161,0.03447283609576427,0.6224046094383409,-6.286995918457683,all_funds
all,12,hf_holder_churn,none,True,45370,1652,0.03641172581000661,0.03447283609576427,1.0562439861012936,6.286995918457683,all_funds
all,12,hf_strategic_review,none,True,51021,1729,0.03388800689911997,0.03447283609576427,0.9830350715844886,-4.968719664057536,all_funds
all,12,hf_strategic_review,seen,False,1107,68,0.06142728093947606,0.03447283609576427,1.7819038958336162,4.968719664057536,all_funds
all,12,hf_continuation,none,True,51454,1797,0.0349243984918568,0.03447283609576427,1.013099078788821,4.937557513768322,all_funds
all,12,hf_continuation,seen,False,674,0,0.0,0.03447283609576427,0.0,-4.937557513768322,all_funds
all,12,hf_windup,none,True,51095,1720,0.03366278500831784,0.03447283609576427,0.9765017567688328,-7.129617422760883,all_funds
all,12,hf_windup,seen,False,1033,77,0.07454017424975799,0.03447283609576427,2.1622872583702755,7.129617422760883,all_funds
all,18,hf_buyback_active,active,False,13970,580,0.04151753758052971,0.050088244321669737,0.8288878586740148,-5.428102402341408,all_funds
all,18,hf_buyback_active,none,True,38158,2031,0.0532260600660412,0.050088244321669737,1.0626457522491748,5.428102402341408,all_funds
all,18,hf_holder_churn,churn,False,6758,186,0.027522935779816515,0.050088244321669737,0.5494889300384049,-9.115740966898986,all_funds
all,18,hf_holder_churn,none,True,45370,2425,0.053449415913599294,0.050088244321669737,1.067104999136003,9.115740966898986,all_funds
all,18,hf_strategic_review,none,True,51021,2525,0.0494894259226593,0.050088244321669737,0.9880447317106028,-4.255217899078945,all_funds
all,18,hf_strategic_review,seen,False,1107,86,0.07768744354110207,0.050088244321669737,1.5510115116470964,4.255217899078945,all_funds
all,18,hf_continuation,none,True,51454,2611,0.05074435418043301,0.050088244321669737,1.013099078788821,6.00042735019702,all_funds
all,18,hf_continuation,seen,False,674,0,0.0,0.050088244321669737,0.0,-6.00042735019702,all_funds
all,18,hf_windup,none,True,51095,2516,0.04924160876798121,0.050088244321669737,0.9830971205887877,-6.2324892609367835,all_funds
all,18,hf_windup,seen,False,1033,95,0.09196515004840271,0.050088244321669737,1.8360625590666932,6.2324892609367835,all_funds
development,6,hf_buyback_active,active,False,11437,127,0.011104310570953922,0.009819744822548037,1.1308145752887868,1.5521006948342158,listed_universe
development,6,hf_buyback_active,none,True,47424,451,0.009509952766531713,0.009819744822548037,0.968452127665784,-1.5521006948342158,listed_universe
development,6,hf_holder_churn,churn,False,7403,38,0.005133054167229502,0.009819744822548037,0.5227278569849406,-4.373713167833025,listed_universe
development,6,hf_holder_churn,none,True,51458,540,0.010493995102802285,0.009819744822548037,1.0686627089031926,4.373713167833025,listed_universe
development,6,hf_strategic_review,none,True,58248,571,0.009802911687954951,0.009819744822548037,0.9982857869631772,-0.4037214771848188,listed_universe
development,6,hf_strategic_review,seen,False,613,7,0.011419249592169658,0.009819744822548037,1.1628865921188551,0.4037214771848188,listed_universe
development,6,hf_continuation,none,True,57802,564,0.009757447839175116,0.009819744822548037,0.9936559468195268,-1.132392686653542,listed_universe
development,6,hf_continuation,seen,False,1059,14,0.013220018885741265,0.009819744822548037,1.3462690858713091,1.132392686653542,listed_universe
development,6,hf_windup,none,True,58214,571,0.009808637097605388,0.009819744822548037,0.9988688377199839,-0.2592347892194416,listed_universe
development,6,hf_windup,seen,False,647,7,0.010819165378670788,0.009819744822548037,1.1017766321002445,0.2592347892194416,listed_universe
development,12,hf_buyback_active,active,False,11437,251,0.02194631459298767,0.01911282513039194,1.1482506873403087,2.465587492589287,listed_universe
development,12,hf_buyback_active,none,True,47424,874,0.01842948717948718,0.01911282513039194,0.964247150997151,-2.465587492589287,listed_universe
development,12,hf_holder_churn,churn,False,7403,71,0.009590706470349859,0.01911282513039194,0.5017942876011227,-6.399600436400003,listed_universe
development,12,hf_holder_churn,none,True,51458,1054,0.020482723774728904,0.01911282513039194,1.071674314759394,6.399600436400003,listed_universe
development,12,hf_strategic_review,none,True,58248,1112,0.019090784232935035,0.01911282513039194,0.9988468006531459,-0.3806986989918485,listed_universe
development,12,hf_strategic_review,seen,False,613,13,0.021207177814029365,0.01911282513039194,1.10957839405474,0.3806986989918485,listed_universe
development,12,hf_continuation,none,True,57802,1099,0.019013182934846544,0.01911282513039194,0.9947866317582243,-1.3043933857572698,listed_universe
development,12,hf_continuation,seen,False,1059,26,0.024551463644948063,0.01911282513039194,1.2845544014269226,1.3043933857572698,listed_universe
development,12,hf_windup,none,True,58214,1112,0.01910193424262205,0.01911282513039194,0.9994301790710901,-0.18304872573335262,listed_universe
development,12,hf_windup,seen,False,647,13,0.02009273570324575,0.01911282513039194,1.0512697922033316,0.18304872573335262,listed_universe
