period,horizon_months,feature,value,is_silent,n,resolved,rate,base_rate,lift,z_vs_rest,universe
holdout_2022+,18,manager_status,changed,False,31,30,0.967741935483871,0.8736059479553904,1.1077556623198352,1.676884234453817,documented
holdout_2022+,18,manager_status,stable,True,219,193,0.8812785388127854,0.8736059479553904,1.0087826678325076,0.7925636053224513,documented
holdout_2022+,18,manager_status,under_review,False,5,5,1.0,0.8736059479553904,1.1446808510638298,0.8585482476180778,documented
holdout_2022+,18,fee_direction,cut,False,83,82,0.9879518072289156,0.8736059479553904,1.1308895155088439,3.7701449421229527,documented
holdout_2022+,18,fee_direction,increase,False,6,6,1.0,0.8736059479553904,1.1446808510638298,0.9422787959740401,documented
holdout_2022+,18,fee_direction,none,True,180,147,0.8166666666666667,0.8736059479553904,0.9348226950354609,-3.996761751543464,documented
holdout_2022+,18,nav_marking,board_marked,False,119,117,0.9831932773109243,0.8736059479553904,1.125442517432505,4.817738515524099,documented
holdout_2022+,18,nav_marking,independent_valuation,False,98,79,0.8061224489795918,0.8736059479553904,0.9227529309596179,-2.521550122787761,documented
holdout_2022+,18,nav_marking,not_stated,True,52,39,0.75,0.8736059479553904,0.8585106382978723,-2.9865253460936887,documented
holdout_2022+,18,going_concern_language,emphasis_of_matter,False,4,4,1.0,0.8736059479553904,1.1446808510638298,0.7664586432852852,documented
holdout_2022+,18,going_concern_language,material_uncertainty,False,29,23,0.7931034482758621,0.8736059479553904,0.9078503301540719,-1.3812038310273564,documented
holdout_2022+,18,going_concern_language,none,True,236,208,0.8813559322033898,0.8736059479553904,1.0088712585647313,1.0229511188494358,documented
holdout_2022+,18,distribution_stance,cut,False,21,21,1.0,0.8736059479553904,1.1446808510638298,1.8153713381568828,documented
holdout_2022+,18,distribution_stance,increased,False,22,16,0.7272727272727273,0.8736059479553904,0.832495164410058,-2.1555635209019965,documented
holdout_2022+,18,distribution_stance,maintained,False,140,138,0.9857142857142858,0.8736059479553904,1.1283282674772037,5.7645061429580675,documented
holdout_2022+,18,distribution_stance,none,True,73,47,0.6438356164383562,0.8736059479553904,0.736986301369863,-6.921215561704784,documented
holdout_2022+,18,distribution_stance,suspended,False,13,13,1.0,0.8736059479553904,1.1446808510638298,1.405831793606509,documented
