Fund,Warrant,ISIN,Outstanding,ExPrice,CCY,Sh/Wt,Cap/Wt,Ord/Wt,Inc/Wt,ZDP/Wt,ExDate,Issued,Exercised,Repurch,Expired,Note,ReportingDate,,
Caledonia Investments,Caledonia Emp Options,,8504553,1,GBX,1,0,0,0,0,31/12/2050,,392770,,,,31/07/2026,,
