Fund,Convertible,ISIN,Outstanding,ParValueperShare,FairValue,CCY,Sh/Cnv,RedempDate,Issued,Repurch,Converted,Redeemed,Note,ReportingDate,,
Aberdeen Asia Focus,Aberdeen Standard Asia Focus 2025 CULS,GB00BFZ0WT29,,100,,GBX,0.3413,31/05/2025,0,0,0,0,,31/07/2026,,
