holding_month,BM_equal_weight_universe_TR,A_absolute_discount_decile_TR,C_discount_zscore_TR,E_discount_overshoot_TR
2010-06-30,-0.008660860001208566,0.016178931738626483,-0.0070496244914583575,-5.419273273058779e-05
2010-07-31,0.03564175614167922,0.029970687773898358,0.03681522758501071,0.046826158296895175
2010-08-31,-0.006400429903541627,-0.0004568593633729742,-0.009379308437824158,-0.011315907452233005
2010-09-30,0.08133970181617813,0.09584744348258523,0.08244292372227494,0.09413139654146865
2010-10-31,0.032304312693813404,0.04487502304409115,0.06580666710713566,0.07029288264598275
2010-11-30,-0.010885538802616041,-0.003465199712374948,-0.00032725284016845693,-0.004297397057037984
2010-12-31,0.06752850546887511,0.10184785461051243,0.09087909352305142,0.09004461788528954
2011-01-31,-0.005461435440976261,0.04353265310917881,0.018057943548706934,0.030689930659066403
2011-02-28,-0.009581896508366345,0.010544768228803885,0.024977176883783325,0.025057779171516355
2011-03-31,0.014434700943916362,0.012247174876247999,0.010874329313863876,0.03338673290476546
2011-04-30,0.02631986332321131,0.047195722277035834,0.03131197076660054,0.0368731059580902
2011-05-31,-0.0031945417628766576,0.01971664445851389,0.018904243484395403,0.03218196221644104
2011-06-30,-0.0010385505357223038,-0.00784683719583466,0.0009871556668726682,0.006280692539356925
2011-07-31,-0.013579726407408173,-0.01895785478142879,-0.028090162257043267,-0.01446729062052857
2011-08-31,-0.06374350310714276,-0.06829904825233792,-0.058152923883926344,-0.06840589228885419
2011-09-30,-0.063493123686273,-0.06412107407050234,-0.06315938126395451,-0.06887541759515128
2011-10-31,0.04225112611339255,0.013764021239967872,0.07212300746776353,0.02530259607682407
2011-11-30,-0.023762134481115128,-0.03561170223241818,-0.015567377044405944,-0.017751940390660192
2011-12-31,-0.006561649811826544,-0.014253546891593083,0.03333327259723595,0.022659493657145216
2012-01-31,0.05655891621477057,0.0619751270054798,0.07269440316162336,0.07050922513172965
2012-02-29,0.05579764184219587,0.09051610903200485,0.07424518754140928,0.09186346205785784
2012-03-31,-0.000668996217912849,0.020780602734927336,0.007578976566518195,0.01365908862444598
2012-04-30,-0.013935829477781887,0.01775115549160848,-0.012191300957150392,0.00427852055567402
2012-05-31,-0.05907784573832086,-0.060039171248042755,-0.04173077366317568,-0.03828704220817789
2012-06-30,0.02542926087596313,0.016486102885966636,0.026081759196198404,0.025510859304825315
2012-07-31,0.01822685817623216,0.031034612613223312,0.046452788503254086,0.041911900418062205
2012-08-31,0.008671057915571666,0.027276961385374304,0.004660970139808266,0.01806020869500423
2012-09-30,0.028286893744083733,0.016506732983984702,0.028039581515613886,0.030074392299507972
2012-10-31,0.014748013451813057,0.03487409599444919,0.02363706078473555,0.024450297926809306
2012-11-30,0.006019158136579866,-0.0003316588981084334,0.010042880333893021,0.004545658082239252
2012-12-31,0.03290238739305429,0.045478731231783726,0.053615950454385004,0.05615977388494347
2013-01-31,0.07068638513252215,0.06572347865808109,0.07874665847543177,0.0927351640505271
2013-02-28,0.030308521798007318,0.04478277685471854,0.036184483920040554,0.037387034515223724
2013-03-31,0.009907352576713997,0.010267953170370436,0.0026441573133804456,0.005019072053785378
2013-04-30,0.009835318332623988,0.011114309187497187,0.03373820677136655,0.022119008554501423
2013-05-31,0.015101250115966396,0.04340531114364733,0.03275953758658553,0.032573734839457254
2013-06-30,-0.054402349154235786,-0.020697316700905646,-0.07291292396786773,-0.03335801364496861
2013-07-31,0.05160087635241676,0.050833158924478636,0.04495038389183016,0.05582714484571266
2013-08-31,-0.028046948268962504,0.0050884493623266636,-0.02289018002724593,-0.035323754743442744
2013-09-30,0.021228142233664142,0.030228723501560802,0.03922431351147995,0.042253548161861394
2013-10-31,0.04241763942806715,0.03062544441645489,0.05209376723225773,0.04496935359919664
2013-11-30,-0.009253896819117114,0.010605817544695209,-0.012591892466479168,-0.028251822441377472
2013-12-31,0.001713569427846236,0.04061189101647639,0.0009107192405025718,-0.010003924910293196
2014-01-31,-0.022140324570674375,0.0281698302427319,-0.01477749725204557,-0.024426233418740815
2014-02-28,0.03842615722258865,0.06376877129691866,0.04328126714837033,0.051384153840133284
2014-03-31,-0.013250902463135482,-0.046147891089909424,0.023059184910296886,0.023613480702687914
2014-04-30,-0.004658054914239826,0.009118195389749163,0.02403939634845998,0.02696125412633786
2014-05-31,0.016204688558877373,0.045153861641042056,0.03324362857473487,0.03402279106721866
2014-06-30,-0.0019111258865512047,0.0290875126539034,0.020871956933974173,0.041507094137443995
2014-07-31,-0.0035653669433589686,-0.05248868738886351,0.006731339672589124,0.026728404913774914
2014-08-31,0.0157307014437327,0.01260502676235492,0.04229536403821832,0.07025356331021085
2014-09-30,-0.013889034187913452,-0.015916063898716817,-0.015222021031247264,-0.022988261032151625
2014-10-31,0.0014448388783071461,-0.012285413415120478,0.04867214568788513,0.04251531504229936
2014-11-30,0.023627064891931723,0.010126063240288627,0.04839476513929377,0.020600836334451828
2014-12-31,-0.019127615894448235,-0.05713013416727898,0.010282141904683588,0.00919234831927375
2015-01-31,0.017257904592026745,-0.018536662568352145,0.0007099604987513474,-0.005131055844735286
2015-02-28,0.016244193287767966,0.011662468032411971,0.019356419508945524,0.032666223531260155
2015-03-31,0.010531013183828253,-0.020225418039044332,0.007354740548682959,0.004845074700536106
2015-04-30,0.004744784076145314,-0.0045672301354842005,0.001517491720433116,0.034937632077117184
2015-05-31,0.0208863471730844,0.011541081793066135,0.03920439722235852,0.021246704560436824
2015-06-30,-0.038129717183026546,-0.046010890276327,-0.0600144257485906,-0.06287472540340702
2015-07-31,-0.0017091011132265976,-0.08740259969635213,-0.0237579696180459,-0.03927003167662772
2015-08-31,-0.04927884363471551,-0.08126525124624422,-0.059218934469224244,-0.0948247408045735
2015-09-30,-0.0311600698536899,-0.05084860763729614,-0.03287904558843361,-0.03240810089116353
2015-10-31,0.043988141632962136,0.035754147913290894,0.05812082609934678,0.060775105965362175
2015-11-30,0.0022701295049111737,-0.01540879100310339,0.003975385860636784,0.00524876864111172
2015-12-31,0.010245736386518814,0.0054994865855742744,0.003054427854169654,0.020880795808347154
2016-01-31,-0.05579589669330504,-0.06829156912225964,-0.050909222843200236,-0.03348856305119191
2016-02-29,0.0101977737775897,0.060315725011776435,0.047861501684056854,0.06987292109970045
2016-03-31,0.029148879527071996,0.033335138582695004,0.03205435602480233,0.04959435582986671
2016-04-30,0.022101761650090045,0.06208678032902734,0.028855009938982868,0.0386135421828369
2016-05-31,-0.0018963243779427223,-0.023962405104138815,-0.0009379670444742416,0.005481804722823752
2016-06-30,0.017770882744505632,0.02170919276659644,0.04768605498622486,0.05640393306459525
2016-07-31,0.07296909269264715,0.0966297861722327,0.08335237185661847,0.09626764264701954
2016-08-31,0.026829558070863544,0.06662264427811444,0.03736235755810671,0.04144136589149073
2016-09-30,0.013338210978804345,0.0018560971149267956,0.011659654915574566,0.02020173414610732
2016-10-31,0.018514041953195594,0.0006513084698146531,0.012028003757241858,-0.007010702200026307
2016-11-30,-0.02055374669483749,-0.0005662310075517339,0.024180585390324874,0.012819537960177693
2016-12-31,0.03388441461800479,0.06287856780612416,0.04791391215797446,0.05222049548812606
2017-01-31,0.02148762826994292,0.08923336982680954,0.01380669247659861,0.0231917860510752
2017-02-28,0.030892435851678328,0.030612423053760215,0.047874261453702854,0.04915609127946297
2017-03-31,0.012919655022535208,0.0019465816052662093,0.035155061076066176,0.03944022704690553
2017-04-30,0.012489819582978746,0.0460620299256885,0.041306008409948386,0.02495053732737761
2017-05-31,0.029893715378610342,0.04240255772594323,0.03419293165794728,0.040673792138262915
2017-06-30,0.002231035038549068,-0.0036532476597459502,-0.015068737661644304,-0.016914891642027342
2017-07-31,0.01789669647986105,0.03326054712735342,0.02750732385522433,0.03719220479942603
2017-08-31,0.01622218371428329,0.017341847971371734,0.01762975547882569,0.024110966340477234
2017-09-30,-0.011739984869810002,-0.0020552206799341445,-0.0031151010159249444,-0.0078000135790059055
2017-10-31,0.027790560353160507,0.04065275016316803,0.027365710772118718,0.03676266044243234
2017-11-30,0.006368257047283802,0.005250649483188585,0.004873100008568077,-0.002757843284249459
2017-12-31,0.023420875083748387,0.03659318292664379,0.03409541046089773,0.02728790979968665
2018-01-31,0.006850867102350714,0.020339761564852968,-0.0010927115004003617,0.007319707818615902
2018-02-28,-0.02677793720872866,-0.008876564328190888,-0.02181286512562008,-0.019563062562209316
2018-03-31,-0.026427418638869736,-0.011640341262442112,-0.018683075723229123,-0.028226744985397047
2018-04-30,0.03242435567716043,0.0389479285893885,0.05407465567368821,0.045135490294574275
2018-05-31,0.021204604733553515,0.03979254387223759,0.02974998431638754,0.04448159710056063
2018-06-30,0.001976696934036217,-0.009594073760060955,-0.002289568747779111,0.00034837316171188436
2018-07-31,0.01644537032422291,0.03636650111864202,0.03931284443800576,0.03339322861701374
2018-08-31,-0.0011245617150973896,-0.005942255801687831,-0.008127800491143866,-0.014767510275079953
2018-09-30,-0.003699639510839312,0.0015792316825865857,-0.011676559966258215,0.0025043193705434445
2018-10-31,-0.06957518445533671,-0.03481029889473002,-0.02165003128109542,-0.036397042611185516
2018-11-30,0.008226503391804129,-0.013749898378092353,0.006603961050847865,0.017747596592795612
2018-12-31,-0.04103050732490371,-0.026744820338519746,-0.008307667371928045,-0.013478211253593594
2019-01-31,0.05049535143605301,0.0741608836874027,0.052300225809434,0.07156342602137823
2019-02-28,0.02030110356381095,0.03343543955924876,0.026545136774564,0.01881073690193992
2019-03-31,0.014493190141942468,0.004655324614652955,0.003724696281853535,0.008806242643966723
2019-04-30,0.036185835021574284,0.055242868520458094,0.0432986177916307,0.050138551876004384
2019-05-31,-0.02938957550076951,-0.016211672598462845,-0.031155372521201007,-0.025848737416184313
2019-06-30,0.041316725930657744,0.06411278801284898,0.036811830159580436,0.017048121690660042
2019-07-31,0.023424367118179863,0.02469777336131796,0.015044933848417206,0.016463626168314698
2019-08-31,-0.0413517564237972,-0.06264138057566421,-0.05002207876375633,-0.05798726921811039
2019-09-30,0.019361339180321246,0.04791450798017449,0.04283292206780178,0.05811795801966882
2019-10-31,-0.006948987502752153,-0.0037498592407529652,-0.006455849723115907,-0.012205593867130472
2019-11-30,0.035991030845594685,0.03359154707834877,0.022801348193359293,0.048011708550433706
2019-12-31,0.048416361573891384,0.0827922799959664,0.07860359817153333,0.09423774738247781
2020-01-31,-0.02380919689871467,-0.04240332813662116,-0.03635950207673744,-0.03586829826354043
2020-02-29,-0.09215852185723869,-0.12133303993860269,-0.10797819451329058,-0.09205111175973188
2020-03-31,-0.1623276286702345,-0.18830452307472534,-0.05313272593730543,-0.06426991787072571
2020-04-30,0.116178126860754,0.14886800822595475,0.16639867103816408,0.17949187063469543
2020-05-31,0.03737764988753628,0.050915593887431256,0.0606767336319389,0.053655415885270674
2020-06-30,0.03563498337909043,0.06918588468331001,0.05873937838008169,0.050643347260144675
2020-07-31,0.009408948025330162,0.05075635783632838,0.009113283341705643,0.0075723767122456605
2020-08-31,0.03321144779825242,0.014176719037778347,0.03952557764373145,0.04861505451640915
2020-09-30,-0.0010692666460265026,-0.0016703975687361542,-0.009723539821110785,-0.012298754509517456
2020-10-31,0.00720853795519015,0.025568511834566158,0.022221130705782778,0.046498633091800995
2020-11-30,0.13061629877832306,0.1691901783271971,0.1600742676120089,0.16012841089178498
2020-12-31,0.07069277698908191,0.09135778444166029,0.05809494497558716,0.055730777827250645
2021-01-31,-0.010107305327955078,0.015790765648636722,-0.006617002223182378,0.001260571586680562
2021-02-28,0.010068995554702448,0.04088180510509954,0.01768771316305551,0.011981786149247189
2021-03-31,0.0288235116576286,0.026876329032655938,0.03643302043957116,0.04577588518017891
2021-04-30,0.053529686452391166,0.0601557575757201,0.06696313797525232,0.0845054355987552
2021-05-31,0.004572477837634968,0.03068148986857488,0.011202543971303816,0.030172365195017474
2021-06-30,0.01381438701607625,0.032047264304592295,0.037795325167314466,0.03336689071209302
2021-07-31,-0.005929716098791158,0.021145170259737812,0.009918349505199014,0.01805249916993179
2021-08-31,0.03258791377449091,0.0283278320096152,0.02804182909197231,0.04654445451944735
2021-09-30,-0.017007717575174365,-0.0014503067579449878,-0.006305636356615756,0.0018095563929762847
2021-10-31,0.009861744134602049,0.018908721674665924,0.030416571830693413,0.0384639485582132
2021-11-30,-0.011662275318564305,-0.03328377244968848,0.007197410758549346,0.018683819187191836
2021-12-31,0.02466404051574697,0.020433777767762503,0.030469660223150983,0.032526105396794514
2022-01-31,-0.05896097109979116,-0.02642975197679227,-0.014025363239039634,-0.02305275082986107
2022-02-28,-0.034560819537788515,-0.052624723726694037,-0.02294623526701968,-0.01386902667649946
2022-03-31,0.022901106601654043,0.029943991799332687,0.05043646423749052,0.04722784763632692
2022-04-30,-0.030661181441924593,0.006291960489988242,-0.005746687799371469,-0.023978113274713796
2022-05-31,-0.030161083507944685,-0.04455401758936666,-0.04175318990179039,-0.016670969316667283
2022-06-30,-0.05504139869385054,-0.05546129201634288,-0.06037540802205707,-0.06902234261656265
2022-07-31,0.055573238999079434,0.06338347107296999,0.1262392264387557,0.13350605623027062
2022-08-31,-0.007101942781274389,0.007085121452713544,0.018370598431013525,0.041613733697827275
2022-09-30,-0.05594817145100038,-0.04715881796309212,-0.03938492137615,-0.040882471429600394
2022-10-31,0.003999876183982387,0.05423888008890944,0.028604816746093047,0.012633092027217418
2022-11-30,0.07154900473223127,0.04237399896135419,0.06600510351250423,0.06588749990416089
2022-12-31,-0.006367341059686501,-0.024226596125358754,-0.02634972392121938,-0.012871863559106096
2023-01-31,0.04464746427092461,0.04150435479253853,0.05527306102076378,0.057680280226091764
2023-02-28,-0.008291769746499216,0.009316366220876525,-0.001898609557637724,0.0003037952794931035
2023-03-31,-0.03130581909146029,-0.04443735791702687,-0.05246307589772107,-0.04192372355465984
2023-04-30,0.009472543163516894,0.031346060115312664,-0.005415918086720191,0.002398108479898411
2023-05-31,-0.019220536974413956,-0.006838734734365389,0.004732947064560329,0.010736597083409643
2023-06-30,-0.0009036874467378353,0.001212350232768378,0.010793087065268731,0.010569157175355543
2023-07-31,0.032794453196347224,0.05352521296115828,0.03914896933588679,0.05554814673279075
2023-08-31,-0.0287701751808805,-0.026989586760859115,-0.02137505207614039,-0.012957251102230227
2023-09-30,0.0005994381685182847,0.022779635408177085,0.008399327505513551,0.01280425268477432
2023-10-31,-0.05789588096607238,-0.02841751349708159,-0.04914440352965124,-0.049798537903136264
2023-11-30,0.0641182751426248,0.055629309147028294,0.07933208765932093,0.08417916212195117
2023-12-31,0.056470635016940725,0.04755287878117419,0.05946772053754955,0.08993427429984395
2024-01-31,-0.012061931126925184,-0.0011365078903687207,-0.015303808170175882,0.00493275006938941
2024-02-29,0.003909114083654468,-0.0370182512003552,-0.007002884215161209,-0.017296759614124753
2024-03-31,0.026900666544901714,0.010642066446379946,0.04321823276377836,0.030099320978260256
2024-04-30,0.012707423631316571,0.011546161354371798,0.05287507043833039,0.04997276995715038
2024-05-31,0.028292417045087864,0.027772817895041137,0.02662437731449483,0.03253991803800607
2024-06-30,0.007483940317753888,-0.005866915988641303,0.0017096020168369745,-0.008182567039060043
2024-07-31,0.03346615261686393,-4.006767841515692e-05,0.09672848718625959,0.09346070967331294
2024-08-31,-0.018231732737063362,0.009490822338124011,-0.0011609510376527467,0.00022491852756465099
2024-09-30,0.006491882403527386,0.00370356770301637,0.008083873420433629,0.020352991666697094
2024-10-31,-0.015118126491096544,0.0086305198455875,-0.027645769688317383,-0.030018533755157836
2024-11-30,0.018337154613328875,0.024184285970031173,0.03718916442783016,0.023176362661968937
2024-12-31,-0.00016658410810154795,0.019162558245953143,0.0010190174286620504,0.01870871544714824
2025-01-31,0.03597626308858968,0.035876032185632185,0.046069181300678844,0.03087022787518544
2025-02-28,-0.017708042003440144,0.019319901963882648,0.01153575902327841,0.015382012009515583
2025-03-31,-0.03126383364204344,0.011269847346121228,-0.030300854108903347,-0.02895948714056339
2025-04-30,0.00011880370732295046,-0.007546194979713546,-0.004171741383861845,0.009017001690059746
2025-05-31,0.05385367647554779,0.06791247176030775,0.050888396280113116,0.05252207513449613
2025-06-30,0.032438745230584286,0.06355999453268601,0.02516808792026985,0.042638811455365994
2025-07-31,0.036971225865398034,0.029097026699160086,0.02895278295385835,0.05654685821428804
2025-08-31,0.00493805856245708,0.01939070373479997,0.009084096738092412,0.002357933029850977
2025-09-30,0.03564686812865753,0.06657709250386974,0.047292541737619515,0.08376111215372962
2025-10-31,0.026595858641557706,0.011207626666725964,0.046478423813336965,0.04925207291938006
2025-11-30,0.013205614749578203,0.024956583068777044,0.008811475960544855,0.0416985801778797
2025-12-31,0.01391303272594766,0.023644050005371346,0.02943624151566983,0.03747603046826432
2026-01-31,0.034927718124908365,0.02401036973906493,0.04411082662049144,0.0210636108824819
2026-02-28,0.037253667229772046,0.02565993752647221,0.033524714723688426,0.030189522478272765
2026-03-31,-0.09293532052121861,-0.07040912026170058,-0.049047055752682395,-0.05681039659543044
2026-04-30,0.07430060692530605,0.05932449936047609,0.058250310087206686,0.06270347446427954
2026-05-31,0.05405023153995003,0.07382798677094513,0.08240599767497936,0.08111617485438738
2026-06-30,0.0060332156212583535,-0.040202906320972,0.03320673365735121,0.01724206518514735
2026-07-31,-0.002643281962509819,0.002588151241992469,-0.011016776467562762,-0.020715265453388636
2026-08-31,,,,
