file,publication_type,rows_parsed,rows_with_price,rows_with_nav
2018-05_mir_PostMIRErrataAdditional1805.csv,mir,20,20.0,20.0
2018-06_mir_ERR1806.CSV,mir,27,26.0,26.0
2018-06_mir_MIR1806.csv,mir,410,201.0,201.0
2018-06_mir_PostMIRErrataAdditional1806.CSV,mir,15,15.0,15.0
2018-07_mir_ERR1807.CSV,mir,40,40.0,40.0
2018-07_mir_MIR1807.CSV,mir,410,203.0,203.0
2018-07_mir_PostMIRErrataAdditional1807.CSV,mir,5,5.0,5.0
2018-08_mir_ERR1808.CSV,mir,41,41.0,41.0
2018-08_mir_MIR1808.CSV,mir,409,201.0,201.0
2018-08_mir_PostMIRErrataAdditional1808.csv,mir,2,2.0,2.0
2018-09_mir_ERR1809.CSV,mir,17,17.0,17.0
2018-09_mir_MIR1809.CSV,mir,408,197.0,197.0
2018-09_mir_PostMIRErrataAdditional1809.CSV,mir,13,2.0,2.0
2018-10_mir_ERR1810.csv,mir,77,77.0,77.0
2018-10_mir_MIR1810.CSV,mir,415,200.0,200.0
2018-10_mir_PostMIRErrataAdditional1810.CSV,mir,5,5.0,5.0
2018-11_mir_ERR1811.csv,mir,9,9.0,9.0
2018-11_mir_MIR1811.csv,mir,411,199.0,199.0
2018-11_mir_PostMIRErrataAdditional1811.csv,mir,2,2.0,2.0
2018-12_mir_MIR1812.csv,mir,410,198.0,198.0
2019-01_mir_ERR1901.csv,mir,8,8.0,8.0
2019-01_mir_MIR1901.csv,mir,411,200.0,200.0
2019-01_mir_PostMIRErrataAdditional1901.csv,mir,1,1.0,1.0
2019-02_mir_ERR1902.csv,mir,28,28.0,28.0
2019-02_mir_MIR1902.csv,mir,411,198.0,198.0
2019-02_mir_PostMIRErrataAdditional1902.csv,mir,2,1.0,2.0
2019-03_mir_ERR1903.csv,mir,3,1.0,3.0
2019-03_mir_MIR1903.csv,mir,411,196.0,196.0
2019-03_mir_PostMIRErrataAdditional1903.csv,mir,9,7.0,9.0
2019-04_mir_ERR1904.csv,mir,15,9.0,15.0
2019-04_mir_MIR1904.csv,mir,410,197.0,197.0
2019-04_mir_PostMIRErrataAdditional1904.csv,mir,2,2.0,2.0
2019-05_mir_ERR1905.csv,mir,5,3.0,5.0
2019-05_mir_MIR1905.csv,mir,410,200.0,200.0
2019-05_mir_PostMIRErrataAdditional1905.csv,mir,2,1.0,2.0
2019-06_mir_MIR1906.csv,mir,409,200.0,200.0
2019-06_mir_PostMIRErrataAdditional1906.csv,mir,2,2.0,2.0
2019-07_mir_ERR1907.csv,mir,7,7.0,7.0
2019-07_mir_MIR1907.csv,mir,410,195.0,195.0
2019-07_mir_PostMIRErrataAdditional1907.csv,mir,5,5.0,5.0
2019-08_mir_ERR1908.csv,mir,3,3.0,3.0
2019-08_mir_MIR1908.csv,mir,411,199.0,199.0
2019-08_mir_PostMIRErrataAdditional1908.csv,mir,3,3.0,3.0
2019-09_mir_ERR1909.csv,mir,3,3.0,3.0
2019-09_mir_MIR1909.csv,mir,413,196.0,196.0
2019-09_mir_PostMIRErrataAdditional1909.csv,mir,2,2.0,2.0
2019-10_mir_ERR1910.csv,mir,6,5.0,6.0
2019-10_mir_MIR1910.csv,mir,410,197.0,196.0
2019-10_mir_PostMIRErrataAdditional1910.csv,mir,3,3.0,3.0
2019-11_mir_ERR1911.csv,mir,2,2.0,2.0
2019-11_mir_MIR1911.csv,mir,412,193.0,193.0
2019-11_mir_PostMIRErrataAdditional1911.csv,mir,3,3.0,3.0
2019-12_mir_ERR1912.csv,mir,4,4.0,4.0
2019-12_mir_MIR1912.csv,mir,412,194.0,194.0
2019-12_mir_PostMIRErrataAdditional1912.csv,mir,1,1.0,1.0
2020-01_mir_ERR2001.csv,mir,2,2.0,2.0
2020-01_mir_MIR2001.csv,mir,413,196.0,196.0
2020-01_mir_PostMIRErrataAdditional2001.csv,mir,8,8.0,8.0
2020-02_mir_ERR2002.csv,mir,3,3.0,3.0
2020-02_mir_MIR2002.csv,mir,411,195.0,195.0
2020-02_mir_PostMIRErrataAdditional2002.csv,mir,3,3.0,3.0
2020-03_mir_ERR2003.csv,mir,3,3.0,3.0
2020-03_mir_MIR2003.csv,mir,411,195.0,195.0
2020-03_mir_PostMIRErrataAdditional2003.csv,mir,4,4.0,4.0
2020-04_mir_ERR2004.csv,mir,7,7.0,7.0
2020-04_mir_MIR2004.csv,mir,409,193.0,193.0
2020-04_mir_PostMIRErrataAdditional2004.csv,mir,4,4.0,4.0
2020-05_mir_ERR2005.csv,mir,6,6.0,6.0
2020-05_mir_MIR2005.csv,mir,406,198.0,198.0
2020-05_mir_PostMIRErrataAdditional2005.csv,mir,3,3.0,3.0
2020-06_mir_ERR2006.csv,mir,3,3.0,3.0
2020-06_mir_MIR2006.csv,mir,407,192.0,192.0
2020-06_mir_PostMIRErrataAdditional2006.csv,mir,5,5.0,5.0
2020-07_mir_ERR2007.csv,mir,10,10.0,10.0
2020-07_mir_MIR2007.csv,mir,410,198.0,198.0
2020-08_mir_ERR2008.csv,mir,2,2.0,2.0
2020-08_mir_MIR2008.csv,mir,410,196.0,196.0
2020-09_mir_ERR2009.csv,mir,3,3.0,3.0
2020-09_mir_MIR2009.csv,mir,407,190.0,190.0
2020-09_mir_PostMIRErrataAdditional2009.csv,mir,3,3.0,3.0
2020-10_mir_ERR2010.csv,mir,13,13.0,13.0
2020-10_mir_MIR2010.csv,mir,408,191.0,191.0
2020-10_mir_PostMIRErrataAdditional2010.csv,mir,3,3.0,3.0
2020-11_mir_ERR2011.csv,mir,7,7.0,7.0
2020-11_mir_MIR2011.csv,mir,405,190.0,190.0
2020-12_mir_ERR2012_0.csv,mir,3,3.0,3.0
2020-12_mir_MIR2012_0.csv,mir,404,188.0,188.0
2020-12_mir_PostMIRErrataAdditional2012.csv,mir,2,2.0,2.0
2021-01_mir_ERR2101.csv,mir,28,28.0,28.0
2021-01_mir_MIR2101.csv,mir,405,192.0,192.0
2021-01_mir_PostMIRErrataAdditional2101_0.csv,mir,2,2.0,2.0
2021-02_mir_ERR2102.csv,mir,7,7.0,7.0
2021-02_mir_MIR2102.csv,mir,406,194.0,194.0
2021-02_mir_PostMIRErrataAdditional2102.csv,mir,4,4.0,4.0
2021-03_mir_ERR2103.csv,mir,3,3.0,3.0
2021-03_mir_MIR2103.csv,mir,400,191.0,191.0
2021-03_mir_PostMIRErrataAdditional2103.csv,mir,2,2.0,2.0
2021-04_mir_ERR2104.csv,mir,5,5.0,5.0
2021-04_mir_MIR2104.csv,mir,401,191.0,191.0
2021-04_mir_PostMIRErrataAdditional2104.csv,mir,2,2.0,2.0
2021-05_mir_ERR2105.csv,mir,2,2.0,2.0
2021-05_mir_MIR2105_0.csv,mir,403,190.0,190.0
2021-05_mir_PostMIRErrataAdditional2105.csv,mir,4,4.0,4.0
2021-06_mir_ERR2106.csv,mir,2,2.0,2.0
2021-06_mir_MIR2106.csv,mir,407,189.0,189.0
2021-06_mir_PostMIRErrataAdditional2106.csv,mir,1,1.0,1.0
2021-07_mir_ERR2107.csv,mir,2,2.0,2.0
2021-07_mir_MIR2107.csv,mir,405,192.0,192.0
2021-07_mir_PostMIRErrataAdditional2107.csv,mir,4,4.0,4.0
2021-08_mir_ERR2108.csv,mir,5,5.0,5.0
2021-08_mir_MIR2108.csv,mir,407,192.0,192.0
2021-09_mir_ERR2109.csv,mir,4,4.0,4.0
2021-09_mir_MIR2109.csv,mir,401,187.0,187.0
2021-10_mir_ERR2110.csv,mir,11,11.0,11.0
2021-10_mir_MIR2110.csv,mir,395,184.0,184.0
2021-10_mir_PostMIRErrataAdditional2110.csv,mir,8,7.0,8.0
2021-11_mir_ERR2111.csv,mir,4,4.0,4.0
2021-11_mir_MIR2111.csv,mir,395,189.0,189.0
2021-11_mir_PostMIRErrataAdditional2111.csv,mir,4,4.0,4.0
2021-12_mir_ERR2112.csv,mir,4,2.0,2.0
2021-12_mir_MIR2112.csv,mir,396,189.0,189.0
2021-12_mir_PostMIRErrataAdditional2112.csv,mir,7,5.0,5.0
2022-01_mir_ERR2201.csv,mir,4,4.0,4.0
2022-01_mir_MIR2201.csv,mir,397,194.0,194.0
2022-01_mir_PostMIRErrataAdditional2201.csv,mir,1,1.0,1.0
2022-02_mir_ERR2202_0.csv,mir,4,4.0,4.0
2022-02_mir_MIR2202.csv,mir,396,190.0,190.0
2022-02_mir_PostMIRErrataAdditional2202.csv,mir,2,1.0,2.0
2022-03_mir_ERR2203.csv,mir,7,7.0,7.0
2022-03_mir_MIR2203.csv,mir,395,188.0,189.0
2022-03_mir_PostMIRErrataAdditional2203.csv,mir,4,3.0,4.0
2022-04_mir_ERR2204.csv,mir,8,8.0,8.0
2022-04_mir_MIR2204.csv,mir,396,188.0,188.0
2022-04_mir_PostMIRErrataAdditional2204.csv,mir,9,9.0,9.0
2022-05_mir_MIR2205.csv,mir,394,191.0,191.0
2022-05_mir_PostMIRErrataAdditional2205.csv,mir,5,5.0,5.0
2022-06_mir_MIR2206.csv,mir,392,188.0,188.0
2022-06_mir_PostMIRErrataAdditional2206.csv,mir,1,1.0,1.0
2022-07_mir_ERR2207.csv,mir,5,5.0,5.0
2022-07_mir_MIR2207.csv,mir,393,191.0,191.0
2022-07_mir_PostMIRErrataAdditional2207.csv,mir,10,10.0,10.0
2022-08_mir_ERR2208.csv,mir,4,4.0,4.0
2022-08_mir_MIR2208.csv,mir,392,187.0,187.0
2022-08_mir_PostMIRErrataAdditional2208.csv,mir,2,2.0,2.0
2022-09_mir_ERR2209.csv,mir,6,6.0,6.0
2022-09_mir_MIR2209.csv,mir,389,185.0,185.0
2022-09_mir_PostMIRErrataAdditional2209.csv,mir,3,3.0,3.0
2022-10_mir_ERR22210.csv,mir,12,12.0,12.0
2022-10_mir_MIR2210.csv,mir,389,175.0,175.0
2022-10_mir_PostMIRErrataAdditional2210.csv,mir,3,3.0,3.0
2022-11_mir_ERR22211.csv,mir,6,5.0,6.0
2022-11_mir_MIR2211.csv,mir,384,175.0,176.0
2022-11_mir_PostMIRErrataAdditional2211.csv,mir,2,2.0,2.0
2022-12_mir_ERR2212.csv,mir,10,10.0,10.0
2022-12_mir_MIR2212.csv,mir,381,171.0,171.0
2022-12_mir_PostMIRErrataAdditional2212.csv,mir,6,6.0,6.0
2023-01_mir_MIR2301.csv,mir,384,171.0,171.0
2023-01_mir_PostMIRErrataAdditional2301.csv,mir,2,2.0,2.0
2023-02_mir_ERR2302.csv,mir,5,5.0,5.0
2023-02_mir_MIR2302.csv,mir,384,178.0,178.0
2023-02_mir_PostMIRErrataAdditional2302.csv,mir,2,2.0,2.0
2023-03_mir_ERR2303.csv,mir,4,4.0,4.0
2023-03_mir_MIR2303.csv,mir,381,175.0,175.0
2023-03_mir_PostMIRErrataAdditional2303.csv,mir,7,7.0,7.0
2023-04_mir_ERRATA2304.csv,mir,12,11.0,11.0
2023-04_mir_MIR2304.csv,mir,380,177.0,177.0
2023-04_mir_PostMIRErrataAdditional2304.csv,mir,2,2.0,2.0
2023-05_mir_ERR2305.csv,mir,5,5.0,5.0
2023-05_mir_MIR2305.csv,mir,381,175.0,175.0
2023-05_mir_PostMIRErrataAdditional2305.csv,mir,7,7.0,7.0
2023-06_mir_ERR2306.csv,mir,8,8.0,8.0
2023-06_mir_MIR2306.csv,mir,380,174.0,174.0
2023-06_mir_PostMIRErrataAdditional2306.csv,mir,2,2.0,2.0
2023-07_mir_ERR2307.csv,mir,8,8.0,8.0
2023-07_mir_MIR2307.csv,mir,378,176.0,176.0
2023-07_mir_PostMIRErrataAdditional2307.csv,mir,4,4.0,4.0
2023-08_mir_ERR2308.csv,mir,6,6.0,6.0
2023-08_mir_MIR2308.csv,mir,377,174.0,174.0
2023-08_mir_PostMIRErrataAdditional2308.csv,mir,1,1.0,1.0
2023-09_mir_ERR2309.csv,mir,6,6.0,6.0
2023-09_mir_MIR2309.csv,mir,375,170.0,170.0
2023-09_mir_PostMIRErrataAdditional2309_0.csv,mir,12,11.0,11.0
2023-10_mir_ERR2310.csv,mir,21,19.0,19.0
2023-10_mir_MIR2310.csv,mir,373,175.0,175.0
2023-10_mir_PostMIRErrataAdditional2310.csv,mir,123,123.0,123.0
2023-11_mir_ERR2311_0.csv,mir,2,2.0,2.0
2023-11_mir_MIR2311.csv,mir,371,170.0,170.0
2023-11_mir_PostMIRErrataAdditional2311.csv,mir,101,100.0,100.0
2023-12_mir_MIR2312.csv,mir,371,168.0,168.0
2023-12_mir_PostMIRErrataAdditional2312.csv,mir,7,7.0,7.0
2024-01_mir_ERR2401.csv,mir,15,14.0,14.0
2024-01_mir_MIR2401.csv,mir,365,170.0,170.0
2024-01_mir_PostMIRErrataAdditional2401.csv,mir,3,3.0,3.0
2024-02_mir_ERR2402.csv,mir,7,7.0,7.0
2024-02_mir_MIR2402.csv,mir,364,169.0,169.0
2024-02_mir_PostMIRErrataAdditional2402.csv,mir,2,2.0,2.0
2024-03_mir_ERR2403.csv,mir,19,19.0,19.0
2024-03_mir_MIR2403.csv,mir,358,163.0,163.0
2024-03_mir_PostMIRErrataAdditional2403_0.csv,mir,19,19.0,19.0
2024-04_mir_ERR2404.csv,mir,29,29.0,29.0
2024-04_mir_MIR2404.csv,mir,356,165.0,165.0
2024-04_mir_PostMIRErrataAdditional2404.csv,mir,8,8.0,8.0
2024-05_mir_ERR2405.csv,mir,14,14.0,14.0
2024-05_mir_MIR2405.csv,mir,356,164.0,164.0
2024-06_mir_MIR2406.csv,mir,353,158.0,158.0
2024-07_mir_MIR2407.csv,mir,348,165.0,165.0
2024-08_mir_ERR2408.csv,mir,3,3.0,3.0
2024-08_mir_MIR2408.csv,mir,348,165.0,165.0
2024-09_mir_MIR2409.csv,mir,347,161.0,161.0
2024-10_mir_MIR2410.csv,mir,340,159.0,159.0
2024-11_mir_MIR2411.csv,mir,331,160.0,160.0
2024-11_mir_PostMIRErrataAdditional2411.csv,mir,14,14.0,14.0
2024-12_mir_MIR2412.csv,mir,326,156.0,156.0
2025-01_mir_MIR2501.csv,mir,326,159.0,159.0
2025-02_mir_MIR2502.csv,mir,323,156.0,156.0
2025-03_mir_MIR2503.csv,mir,318,149.0,149.0
2025-04_mir_MIR2504.csv,mir,318,151.0,151.0
2025-05_mir_MIR2505.csv,mir,315,149.0,149.0
2025-05_mir_MIR2505PostErrata.csv,mir,7,7.0,7.0
2025-06_mir_MIR2506.csv,mir,312,146.0,146.0
2025-06_mir_MIR2506PostERR.csv,mir,7,7.0,7.0
2025-07_mir_MIR2507.csv,mir,310,148.0,148.0
2025-08_mir_MIR2508.csv,mir,311,148.0,148.0
2025-09_mir_MIR2509.csv,mir,308,142.0,142.0
2025-09_mir_MIR2509PostERR.csv,mir,13,13.0,13.0
2025-10_mir_MIR2510.csv,mir,301,144.0,144.0
2025-10_mir_MIR2510PostERR.csv,mir,12,12.0,12.0
2025-11_mir_MIR2511.csv,mir,295,141.0,141.0
2025-11_mir_MIR2511PostERR.csv,mir,9,9.0,9.0
2025-12_mir_MIR2512.csv,mir,291,136.0,136.0
2026-01_mir_MIR2601.csv,mir,290,141.0,141.0
2026-01_mir_MIR2601PostERR.csv,mir,10,10.0,10.0
2026-02_mir_MIR2602.csv,mir,289,140.0,140.0
2026-03_mir_MIR2603.csv,mir,288,136.0,136.0
2026-03_mir_MIR2603PostErr.csv,mir,1,1.0,1.0
2026-04_mir_ERR2604.csv,mir,4,4.0,4.0
2026-04_mir_MIR2604.csv,mir,284,135.0,135.0
2026-04_mir_MIR2604PostErr.csv,mir,7,7.0,7.0
2026-05_mir_ERR2605.csv,mir,5,5.0,5.0
2026-05_mir_MIR2605.csv,mir,282,137.0,137.0
2026-05_mir_MIR2605PostErr.csv,mir,21,21.0,21.0
2026-06_mir_ERR2606.csv,mir,2,2.0,2.0
2026-06_mir_MIR2606.csv,mir,281,134.0,134.0
2026-06_mir_MIR2606PostErr.csv,mir,12,12.0,12.0
2026-07_mir_MIR2607.csv,mir,282,137.0,137.0
2026-07_mir_MIR2607ERR.csv,mir,10,10.0,10.0
2026-07_mir_MIR2607PostErr.csv,mir,15,15.0,15.0
2007-01_keyfacts_AIC Companies end Jan 07.xls,keyfacts,335,,
2007-02_keyfacts_AllCompanies28Feb07.xls,keyfacts,482,,
2007-03_keyfacts_AllCompanies31Mar07.xls,keyfacts,500,,
2007-04_keyfacts_AllCompanies30Apr07.xls,keyfacts,503,,
2007-05_keyfacts_AllCompanies31May07.xls,keyfacts,498,,
2007-06_keyfacts_AllCompanies30June07.xls,keyfacts,498,,
2007-07_keyfacts_AllCompanies31July07.xls,keyfacts,507,,
2007-08_keyfacts_AllCompanies31Aug07.xls,keyfacts,501,,
2007-09_keyfacts_AllCompanies30Sep07.xls,keyfacts,504,,
2007-10_keyfacts_AllCompanies31Oct07.xls,keyfacts,506,,
2007-11_keyfacts_AllCompanies30Nov07.xls,keyfacts,507,,
2007-12_keyfacts_AllCompanies31Dec07_0.xls,keyfacts,515,,
2008-01_keyfacts_AllCompanies31Jan08.xls,keyfacts,515,,
2008-02_keyfacts_AllCompanies29Feb08.xls,keyfacts,513,,
2008-03_keyfacts_AllCompanies31Mar08.xls,keyfacts,513,,
2008-04_keyfacts_AllCompanies30Apr08.xls,keyfacts,520,,
2008-05_keyfacts_AllCompanies31May08.xls,keyfacts,530,,
2008-06_keyfacts_AllCompanies30Jun08.xls,keyfacts,532,,
2008-07_keyfacts_AllCompanies31Jul08.xls,keyfacts,541,,
2008-08_keyfacts_AllCompanies31Aug08.xls,keyfacts,537,,
2008-09_keyfacts_AllCompanies30Sep08.xls,keyfacts,531,,
2008-10_keyfacts_AllCompanies31Oct08.xls,keyfacts,521,,
2008-11_keyfacts_AllCompanies30Nov08.xls,keyfacts,522,,
2008-12_keyfacts_AllCompanies31Dec08.xls,keyfacts,522,,
2009-01_keyfacts_AllCompanies31Jan09.xls,keyfacts,522,,
2009-02_keyfacts_AllCompanies28Feb09.xls,keyfacts,518,,
2009-03_keyfacts_AllCompanies31Mar09.xls,keyfacts,516,,
2009-04_keyfacts_AllCompanies30Apr09.xls,keyfacts,511,,
2009-05_keyfacts_AllCompanies31May09.xls,keyfacts,510,,
2009-06_keyfacts_AllCompanies30Jun09.xls,keyfacts,509,,
2009-07_keyfacts_AllCompanies31Jul09.xls,keyfacts,503,,
2009-08_keyfacts_AllCompanies31Aug09.xls,keyfacts,501,,
2009-09_keyfacts_AllCompanies30Sep09.xls,keyfacts,498,,
2009-10_keyfacts_AllCompanies31Oct09.xls,keyfacts,496,,
2009-11_keyfacts_AllCompanies30Nov09.xls,keyfacts,493,,
2009-12_keyfacts_AllCompanies31Dec09.xls,keyfacts,494,,
2010-01_keyfacts_AllCompanies31Jan10.xls,keyfacts,495,,
2010-02_keyfacts_AllCompanies28Feb10.xls,keyfacts,493,,
2010-03_keyfacts_AllCompanies31Mar10.xls,keyfacts,492,,
2010-04_keyfacts_AllCompanies30Apr10.xls,keyfacts,490,,
2010-05_keyfacts_AllCompanies31May10.xls,keyfacts,487,,
2010-06_keyfacts_AllCompanies30Jun10.xls,keyfacts,487,,
2010-07_keyfacts_AllCompanies31Jul10.xls,keyfacts,491,,
2010-08_keyfacts_AllCompanies31Aug10.xls,keyfacts,488,,
2010-09_keyfacts_AllCompanies30Sep10.xls,keyfacts,484,,
2010-10_keyfacts_AllCompanies31Oct10.xls,keyfacts,483,,
2010-11_keyfacts_AllCompanies30Nov10.xls,keyfacts,481,,
2010-12_keyfacts_AllCompanies31Dec10.xlsx,keyfacts,482,,
2011-01_keyfacts_AllCompanies31Jan11.xlsx,keyfacts,484,,
2011-02_keyfacts_AllCompanies28Feb11.xlsx,keyfacts,483,,
2011-03_keyfacts_AllCompanies31Mar11.xlsx,keyfacts,477,,
2011-04_keyfacts_AllCompanies30Apr11.xlsx,keyfacts,486,,
2011-05_keyfacts_AllCompanies31May11.xlsx,keyfacts,486,,
2011-06_keyfacts_AllCompanies30Jun11.xlsx,keyfacts,486,,
2011-07_keyfacts_AllCompanies31Jul11.xlsx,keyfacts,487,,
2011-08_keyfacts_AllCompanies31Aug11.xlsx,keyfacts,481,,
2011-09_keyfacts_AllCompanies30Sep11.xlsx,keyfacts,481,,
2011-10_keyfacts_AllCompanies31Oct11.xlsx,keyfacts,481,,
2011-11_keyfacts_AllCompanies30Nov11.xlsx,keyfacts,479,,
2011-12_keyfacts_AllCompanies31Dec11_0.xlsx,keyfacts,479,,
2012-01_keyfacts_AllCompanies31Jan12.xlsx,keyfacts,480,,
2012-02_keyfacts_AllCompanies29Feb12.xlsx,keyfacts,476,,
2012-03_keyfacts_AllCompanies31Mar12.xlsx,keyfacts,490,,
2012-04_keyfacts_AllCompanies30Apr12.xlsx,keyfacts,491,,
2012-05_keyfacts_AllCompanies31May12.xlsx,keyfacts,486,,
2012-06_keyfacts_AllCompanies30Jun12.xlsx,keyfacts,486,,
2012-07_keyfacts_AllCompanies31Jul12.xlsx,keyfacts,483,,
2012-08_keyfacts_AICAllCompanies31Aug12.xlsx,keyfacts,484,,
2012-09_keyfacts_AICAllCompanies30Sep12.xlsx,keyfacts,478,,
2012-10_keyfacts_AICAllCompanies31Oct12.xlsx,keyfacts,476,,
2012-11_keyfacts_AICAllCompanies30Nov12.xlsx,keyfacts,470,,
2012-12_keyfacts_AICAllCompanies31Dec12.xlsx,keyfacts,470,,
2013-01_keyfacts_AICAllCompanies31Jan13.xlsx,keyfacts,469,,
2013-02_keyfacts_AICAllCompanies28Feb13.xlsx,keyfacts,464,,
2013-03_keyfacts_AICAllCompanies31Mar13.xlsx,keyfacts,462,,
2013-04_keyfacts_AICAllCompanies30Apr13.xlsx,keyfacts,467,,
2013-05_keyfacts_AICAllCompanies31May13.xlsx,keyfacts,467,,
2013-06_keyfacts_AICAllCompanies30Jun13.xlsx,keyfacts,472,,
2013-07_keyfacts_AICAllCompanies31Jul13.xlsx,keyfacts,473,,
2013-08_keyfacts_AICAllCompanies31Aug13.xlsx,keyfacts,471,,
2013-09_keyfacts_AICAllCompanies30Sep13.xlsx,keyfacts,468,,
2013-10_keyfacts_AICAllCompanies31Oct13.xlsx,keyfacts,470,,
2013-11_keyfacts_AICAllCompanies30Nov13.xlsx,keyfacts,464,,
2013-12_keyfacts_AICAllCompanies31Dec13.xlsx,keyfacts,458,,
2014-01_keyfacts_AICAllCompanies31Jan14.xlsx,keyfacts,456,,
2014-02_keyfacts_AICAllCompanies28Feb14.xlsx,keyfacts,456,,
2014-03_keyfacts_AICAllCompanies31Mar14.xlsx,keyfacts,462,,
2014-04_keyfacts_AICAllCompanies30Apr14.xlsx,keyfacts,468,,
2014-05_keyfacts_AICAllCompanies31May14.xlsx,keyfacts,466,,
2014-06_keyfacts_AICAllCompanies30Jun14.xlsx,keyfacts,469,,
2014-07_keyfacts_AICAllCompanies31Jul14.xlsx,keyfacts,472,,
2014-08_keyfacts_AICAllCompanies31Aug14.xlsx,keyfacts,468,,
2014-09_keyfacts_AICAllCompanies30Sep14.xlsx,keyfacts,465,,
2015-03_keyfacts_AICAllCompanies31Mar15.xlsx,keyfacts,463,,
2015-04_keyfacts_AICAllCompanies30Apr15.xlsx,keyfacts,462,,
2015-05_keyfacts_AICAllCompanies31May15.xlsx,keyfacts,463,,
2015-06_keyfacts_AICAllCompanies30Jun15.xlsx,keyfacts,466,,
2015-07_keyfacts_AICAllCompanies31Jul15.xlsx,keyfacts,469,,
2015-08_keyfacts_AICAllCompanies31Aug15.xlsx,keyfacts,468,,
2015-09_keyfacts_AICAllCompanies30Sep15.xlsx,keyfacts,471,,
2015-10_keyfacts_AICAllCompanies31Oct15.xlsx,keyfacts,468,,
2015-11_keyfacts_AICAllCompanies30Nov15.xlsx,keyfacts,464,,
2015-12_keyfacts_AICAllCompanies31Dec15.xlsx,keyfacts,460,,
2016-01_keyfacts_AICAllCompanies31Jan16.xlsx,keyfacts,458,,
2016-02_keyfacts_AICAllCompanies29Feb16.xlsx,keyfacts,460,,
2016-03_keyfacts_AICAllCompanies31Mar16.xlsx,keyfacts,455,,
2016-04_keyfacts_AICAllCompanies30Apr16.xlsx,keyfacts,456,,
2016-05_keyfacts_AICAllCompanies31May16.xlsx,keyfacts,456,,
2016-06_keyfacts_AICAllCompanies30Jun16.xlsx,keyfacts,458,,
2016-07_keyfacts_AICAllCompanies31Jul16.xlsx,keyfacts,457,,
2016-08_keyfacts_AICAllCompanies31Aug16.xlsx,keyfacts,456,,
2016-09_keyfacts_AICAllCompanies30Sep16.xlsx,keyfacts,452,,
2016-10_keyfacts_AICAllCompanies31Oct16.xlsx,keyfacts,446,,
2016-11_keyfacts_AICAllCompanies30Nov16.xlsx,keyfacts,442,,
2016-12_keyfacts_AICAllCompanies31Dec16.xlsx,keyfacts,443,,
2017-01_keyfacts_AICAllCompanies31Jan17.xlsx,keyfacts,439,,
2017-02_keyfacts_AICAllCompanies28Feb17.xlsx,keyfacts,442,,
2017-03_keyfacts_AICAllCompanies31Mar17.xlsx,keyfacts,442,,
2017-04_keyfacts_AICAllCompanies30Apr17.xlsx,keyfacts,444,,
2017-05_keyfacts_AICAllCompanies31May17.xlsx,keyfacts,449,,
2017-06_keyfacts_AICAllCompanies30Jun17.xlsx,keyfacts,446,,
2017-07_keyfacts_AICAllCompanies31Jul17.xlsx,keyfacts,444,,
2017-08_keyfacts_AICAllCompanies31Aug17.xlsx,keyfacts,445,,
2017-09_keyfacts_AICAllCompanies30Sep17.xlsx,keyfacts,444,,
2017-10_keyfacts_AICAllCompanies31Oct17.xlsx,keyfacts,443,,
2017-11_keyfacts_AICAllCompanies30Nov17.xlsx,keyfacts,442,,
2017-12_keyfacts_AICAllCompanies31Dec17.xlsx,keyfacts,438,,
2018-01_keyfacts_AICAllCompanies31Jan18.xlsx,keyfacts,437,,
2018-02_keyfacts_AICAllCompanies28Feb18.xlsx,keyfacts,434,,
2018-03_keyfacts_AICAllCompanies31Mar18.xlsx,keyfacts,447,,
2018-04_keyfacts_AICAllCompanies30Apr18.xlsx,keyfacts,445,,
2018-05_keyfacts_AICAllCompanies31May18.xlsx,keyfacts,450,,
2018-06_keyfacts_AICAllCompanies30Jun18.xlsx,keyfacts,452,,
2018-07_keyfacts_AICAllCompanies31Jul18.xlsx,keyfacts,449,,
2018-08_keyfacts_AICAllCompanies31Aug18.xlsx,keyfacts,449,,
2018-09_keyfacts_AICAllCompanies30Sep18.xlsx,keyfacts,446,,
2018-10_keyfacts_AICAllCompanies31Oct18.xlsx,keyfacts,445,,
2018-11_keyfacts_AICAllCompanies30Nov18.xlsx,keyfacts,445,,
2018-12_keyfacts_AICAllCompanies31Dec18.xlsx,keyfacts,440,,
2019-01_keyfacts_AICAllCompanies31Jan19.xlsx,keyfacts,442,,
2019-02_keyfacts_AICAllCompanies28Feb19.xlsx,keyfacts,442,,
2019-03_keyfacts_AICAllCompanies31Mar19.xlsx,keyfacts,441,,
2019-04_keyfacts_AICAllCompanies30Apr19.xlsx,keyfacts,439,,
2019-05_keyfacts_AICAllCompanies31May19.xlsx,keyfacts,439,,
2019-06_keyfacts_AICAllCompanies30Jun19.xlsx,keyfacts,441,,
2019-07_keyfacts_AICAllCompanies31Jul19.xlsx,keyfacts,439,,
2019-08_keyfacts_AICAllCompanies31Aug19.xlsx,keyfacts,439,,
2019-09_keyfacts_AICAllCompanies30Sep19.xlsx,keyfacts,439,,
2019-10_keyfacts_AICAllCompanies31Oct19.xlsx,keyfacts,439,,
2019-11_keyfacts_AICAllCompanies30Nov19.xlsx,keyfacts,438,,
2019-12_keyfacts_AICAllCompanies31Dec19.xlsx,keyfacts,435,,
2020-01_keyfacts_AICAllCompanies31Jan20.xlsx,keyfacts,435,,
2020-02_keyfacts_AICAllCompanies29Feb20.xlsx,keyfacts,435,,
