signal_month,holding_month,bucket,n_members,n_with_return,fwd_return,signal
2009-09,2009-10,2,18,18,-0.020233090402693513,overshoot
2009-09,2009-10,3,17,17,-0.019824668198501785,overshoot
2009-09,2009-10,4,18,18,-0.027382131839423667,overshoot
2009-09,2009-10,5,17,17,-0.023859088976895742,overshoot
2009-09,2009-10,6,18,18,-0.02586762033070542,overshoot
2009-09,2009-10,7,17,17,-0.05215442366376509,overshoot
2009-09,2009-10,8,18,18,-0.02268484203976944,overshoot
2009-09,2009-10,9,17,17,-0.014366021694176459,overshoot
2009-09,2009-10,10,18,17,-0.025588018494388128,overshoot
2009-10,2009-11,1,18,18,0.010341083047576539,overshoot
2009-10,2009-11,2,17,17,0.010418794963056689,overshoot
2009-10,2009-11,3,18,18,0.00918421315137605,overshoot
2009-10,2009-11,4,17,17,0.003467281940656656,overshoot
2009-10,2009-11,5,18,18,0.020671152564699653,overshoot
2009-10,2009-11,6,17,17,-0.00423153964864356,overshoot
2009-10,2009-11,7,17,17,0.011311276255690212,overshoot
2009-10,2009-11,8,18,18,0.016489355642160072,overshoot
2009-10,2009-11,9,17,17,0.011967681227421494,overshoot
2009-10,2009-11,10,18,18,-0.0068569882162266066,overshoot
2009-11,2009-12,1,18,18,0.059939444937605585,overshoot
2009-11,2009-12,2,17,16,0.06587548594129515,overshoot
2009-11,2009-12,3,18,18,0.04200166313908785,overshoot
2009-11,2009-12,4,17,17,0.047960527926028326,overshoot
2009-11,2009-12,5,18,18,0.030919787773203908,overshoot
2009-11,2009-12,6,17,17,0.029215682857806853,overshoot
2009-11,2009-12,7,17,17,0.032438708832360066,overshoot
2009-11,2009-12,8,18,18,0.02230568444377982,overshoot
2009-11,2009-12,9,17,17,0.02626773899988752,overshoot
2009-11,2009-12,10,18,18,0.021715153537777993,overshoot
2009-12,2010-01,1,18,18,0.023682271689405565,overshoot
2009-12,2010-01,2,17,17,-0.00601226204716266,overshoot
2009-12,2010-01,3,18,18,0.0015891650571560117,overshoot
2009-12,2010-01,4,17,17,0.002691319557580161,overshoot
2009-12,2010-01,5,18,18,-0.028043075389616614,overshoot
