signal_month,holding_month,gross_return,buy_turnover,sell_turnover,n_holdings,missing_return_weight,n_missing_return,rebalanced,cost,net_return,strategy
2024-10,2024-11,0.011303038547180823,0.43112724474571507,0.4311272447457152,23,0.0,0,True,0.006330862117149193,0.00497217643003163,D_sector_neutral_zscore
2024-11,2024-12,0.019079147656648032,0.3881729931066661,0.3881729931066661,24,0.0,0,True,0.005700102990264178,0.013379044666383854,D_sector_neutral_zscore
2024-12,2025-01,0.03097667093530042,0.3198559996050266,0.31985599960502653,23,0.0,0,True,0.004696906204655895,0.026279764730644528,D_sector_neutral_zscore
2025-01,2025-02,-0.01071576795162421,0.46007047218501196,0.4600704721850119,23,0.0,0,True,0.00675587720115659,-0.0174716451527808,D_sector_neutral_zscore
2025-02,2025-03,-0.037372906265639716,0.5251221645336059,0.5251221645336059,22,0.0,0,True,0.007711124868209185,-0.0450840311338489,D_sector_neutral_zscore
2025-03,2025-04,0.0022330255446499506,0.3823011842881541,0.38230118428815413,21,0.0,0,True,0.005613878766531379,-0.0033808532218814287,D_sector_neutral_zscore
2025-04,2025-05,0.04478229604784177,0.4350986835856761,0.435098683585676,21,0.0,0,True,0.006389180472133493,0.03839311557570828,D_sector_neutral_zscore
2025-05,2025-06,0.037395869937946094,0.47397226865272113,0.47397226865272135,21,0.0,0,True,0.006960017295966995,0.0304358526419791,D_sector_neutral_zscore
2025-06,2025-07,0.028626798348247228,0.20798929764915675,0.20798929764915688,21,0.0,0,True,0.0030542063423436693,0.02557259200590356,D_sector_neutral_zscore
2025-07,2025-08,-0.004921027297531952,0.3128696888117593,0.31286968881175964,21,0.0,0,True,0.004594316143650095,-0.009515343441182047,D_sector_neutral_zscore
2025-08,2025-09,0.03452577839678003,0.29338132963111335,0.2933813296311133,21,0.0,0,True,0.0043081405044025235,0.03021763789237751,D_sector_neutral_zscore
2025-09,2025-10,0.03728735563513161,0.6433201258195873,0.6433201258195873,21,0.032,1,True,0.009446795727681407,0.0278405599074502,D_sector_neutral_zscore
2025-10,2025-11,0.007875256233915084,0.5947237045385064,0.5947237045385063,21,0.0,0,True,0.008733184499750593,-0.000857928265835509,D_sector_neutral_zscore
2025-11,2025-12,0.011177189525374706,0.3674799274909614,0.3674799274909615,21,0.07916666666666666,1,True,0.0053962369117670625,0.005780952613607644,D_sector_neutral_zscore
2025-12,2026-01,0.02721144631015671,0.4521481759201261,0.452148175920126,21,0.0,0,True,0.00663954271774026,0.02057190359241645,D_sector_neutral_zscore
2026-01,2026-02,0.03690659587621324,0.35160649287967416,0.3516064928796741,21,0.0,0,True,0.005163144415121633,0.03174345146109161,D_sector_neutral_zscore
2026-02,2026-03,-0.06916309648913235,0.4223357483568019,0.42233574835680177,21,0.0,0,True,0.006201763916745615,-0.07536486040587796,D_sector_neutral_zscore
2026-03,2026-04,0.07948422157327949,0.48301186340042807,0.48301186340042795,21,0.1016949152542373,1,True,0.007092758681810963,0.07239146289146853,D_sector_neutral_zscore
