group,n_obs,n_with_fwd_return,mean_fwd_return,median_fwd_return,t_stat,avg_discount,avg_zscore
cheap_no_announced_catalyst,4452,4430.0,0.020843648356506535,0.01656886631664445,21.25366475278398,-0.14695610123089853,-1.6214082957867109
cheap_with_announced_catalyst,133,133.0,0.011768232640854701,0.008928571428571397,2.0529568235102564,-0.1552865252574194,-1.593612611921107
difference (announced - none),4563,,-0.009075415715651835,0.12089637309248386,-1.5605242535793074,,
