strategy,holding_month,security_id,side,weight_change
A_absolute_discount_decile,2007-12,SEDOL:152417,buy,0.0029239766081871205
A_absolute_discount_decile,2007-12,SEDOL:890632,buy,0.0029239766081871205
A_absolute_discount_decile,2007-12,SEDOL:610841,buy,0.0029239766081871205
A_absolute_discount_decile,2007-12,SEDOL:532309,sell,-0.05263157894736843
A_absolute_discount_decile,2007-12,SEDOL:B11V7W9,buy,0.0029239766081871205
A_absolute_discount_decile,2007-12,SEDOL:3038332,sell,-0.05263157894736843
A_absolute_discount_decile,2007-12,NAME:aurora uk alpha|ordinary share,buy,0.0029239766081871205
A_absolute_discount_decile,2007-12,SEDOL:848471,buy,0.0029239766081871205
A_absolute_discount_decile,2008-01,SEDOL:B1GCL25,buy,0.05263157894736843
A_absolute_discount_decile,2008-01,NAME:asset management|ordinary share,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-01,SEDOL:B1FL3C7,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-01,SEDOL:853657,buy,0.05263157894736843
A_absolute_discount_decile,2008-01,SEDOL:461823,buy,0.05263157894736843
A_absolute_discount_decile,2008-01,SEDOL:600756,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-01,SEDOL:B1B9C40,sell,-0.05555555555555555
A_absolute_discount_decile,2008-01,SEDOL:783613,buy,0.05263157894736843
A_absolute_discount_decile,2008-01,NAME:aberforth smaller companies|ordinary share,buy,0.05263157894736843
A_absolute_discount_decile,2008-01,SEDOL:B05KL90,buy,0.05263157894736843
A_absolute_discount_decile,2008-01,SEDOL:3098314,sell,-0.05555555555555555
A_absolute_discount_decile,2008-01,SEDOL:741600,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-01,SEDOL:532707,sell,-0.05555555555555555
A_absolute_discount_decile,2008-01,SEDOL:643610,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-01,SEDOL:906506,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-01,SEDOL:B17MXW8,sell,-0.05555555555555555
A_absolute_discount_decile,2008-01,SEDOL:422864,buy,0.05263157894736843
A_absolute_discount_decile,2008-01,SEDOL:295958,buy,0.05263157894736843
A_absolute_discount_decile,2008-01,SEDOL:806372,sell,-0.05555555555555555
A_absolute_discount_decile,2008-01,SEDOL:891055,sell,-0.05555555555555555
A_absolute_discount_decile,2008-01,SEDOL:152417,sell,-0.05555555555555555
A_absolute_discount_decile,2008-01,SEDOL:890632,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-01,SEDOL:610841,sell,-0.05555555555555555
A_absolute_discount_decile,2008-01,SEDOL:B11V7W9,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-01,SEDOL:596286,buy,0.05263157894736843
A_absolute_discount_decile,2008-01,NAME:aurora uk alpha|ordinary share,sell,-0.05555555555555555
A_absolute_discount_decile,2008-01,SEDOL:B1YW2J1,buy,0.05263157894736843
A_absolute_discount_decile,2008-01,SEDOL:848471,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-02,SEDOL:B1GCL25,sell,-0.05263157894736843
A_absolute_discount_decile,2008-02,NAME:asset management|ordinary share,buy,0.0029239766081871205
A_absolute_discount_decile,2008-02,SEDOL:853657,sell,-0.05263157894736843
A_absolute_discount_decile,2008-02,SEDOL:B1FL3C7,buy,0.0029239766081871205
A_absolute_discount_decile,2008-02,NAME:aberdeen asia focus|ordinary share,buy,0.05555555555555555
A_absolute_discount_decile,2008-02,SEDOL:461823,sell,-0.05263157894736843
A_absolute_discount_decile,2008-02,SEDOL:600756,buy,0.0029239766081871205
A_absolute_discount_decile,2008-02,SEDOL:783613,sell,-0.05263157894736843
A_absolute_discount_decile,2008-02,SEDOL:B1B9C40,buy,0.05555555555555555
A_absolute_discount_decile,2008-02,NAME:aberforth smaller companies|ordinary share,sell,-0.05263157894736843
A_absolute_discount_decile,2008-02,SEDOL:B05KL90,sell,-0.05263157894736843
A_absolute_discount_decile,2008-02,SEDOL:422864,buy,0.0029239766081871205
A_absolute_discount_decile,2008-02,SEDOL:741600,buy,0.0029239766081871205
A_absolute_discount_decile,2008-02,SEDOL:643610,sell,-0.05263157894736843
A_absolute_discount_decile,2008-02,SEDOL:295958,sell,-0.05263157894736843
A_absolute_discount_decile,2008-02,SEDOL:906506,buy,0.0029239766081871205
A_absolute_discount_decile,2008-02,NAME:albany|ordinary share,buy,0.05555555555555555
A_absolute_discount_decile,2008-02,SEDOL:532707,buy,0.05555555555555555
A_absolute_discount_decile,2008-02,SEDOL:B0K32V3,buy,0.05555555555555555
A_absolute_discount_decile,2008-02,SEDOL:806372,buy,0.05555555555555555
A_absolute_discount_decile,2008-02,SEDOL:152417,buy,0.05555555555555555
A_absolute_discount_decile,2008-02,SEDOL:890632,buy,0.0029239766081871205
A_absolute_discount_decile,2008-02,SEDOL:610841,buy,0.05555555555555555
A_absolute_discount_decile,2008-02,SEDOL:532309,buy,0.05555555555555555
A_absolute_discount_decile,2008-02,SEDOL:B11V7W9,sell,-0.05263157894736843
A_absolute_discount_decile,2008-02,SEDOL:596286,sell,-0.05263157894736843
A_absolute_discount_decile,2008-02,SEDOL:B1YW2J1,buy,0.0029239766081871205
A_absolute_discount_decile,2008-02,NAME:private equity investor|ordinary share,buy,0.05555555555555555
A_absolute_discount_decile,2008-02,SEDOL:848471,sell,-0.05263157894736843
A_absolute_discount_decile,2008-03,SEDOL:B1FL3C7,sell,-0.05555555555555555
A_absolute_discount_decile,2008-03,SEDOL:853657,buy,0.05555555555555555
A_absolute_discount_decile,2008-03,SEDOL:589383,buy,0.05555555555555555
A_absolute_discount_decile,2008-03,SEDOL:422864,sell,-0.05555555555555555
A_absolute_discount_decile,2008-03,SEDOL:741600,sell,-0.05555555555555555
A_absolute_discount_decile,2008-03,SEDOL:906506,sell,-0.05555555555555555
A_absolute_discount_decile,2008-03,SEDOL:891055,buy,0.05555555555555555
A_absolute_discount_decile,2008-03,SEDOL:890632,sell,-0.05555555555555555
A_absolute_discount_decile,2008-03,SEDOL:B11V7W9,buy,0.05555555555555555
A_absolute_discount_decile,2008-03,SEDOL:3038332,buy,0.05555555555555555
A_absolute_discount_decile,2008-03,SEDOL:B1YW2J1,sell,-0.05555555555555555
A_absolute_discount_decile,2008-03,SEDOL:848471,buy,0.05555555555555555
A_absolute_discount_decile,2008-04,NAME:asset management|ordinary share,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-04,SEDOL:853657,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-04,NAME:aberdeen asia focus|ordinary share,sell,-0.05555555555555555
A_absolute_discount_decile,2008-04,SEDOL:B1FL3C7,buy,0.05263157894736843
A_absolute_discount_decile,2008-04,SEDOL:600756,sell,-0.05555555555555555
A_absolute_discount_decile,2008-04,SEDOL:B1B9C40,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-04,SEDOL:589383,sell,-0.05555555555555555
A_absolute_discount_decile,2008-04,NAME:albany|ordinary share,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-04,SEDOL:422864,buy,0.05263157894736843
A_absolute_discount_decile,2008-04,SEDOL:B17MXW8,buy,0.05263157894736843
A_absolute_discount_decile,2008-04,SEDOL:532707,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-04,SEDOL:643610,buy,0.05263157894736843
A_absolute_discount_decile,2008-04,SEDOL:B0K32V3,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-04,SEDOL:806372,sell,-0.05555555555555555
A_absolute_discount_decile,2008-04,SEDOL:891055,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-04,SEDOL:152417,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-04,SEDOL:332855,buy,0.05263157894736843
A_absolute_discount_decile,2008-04,SEDOL:890632,buy,0.05263157894736843
A_absolute_discount_decile,2008-04,SEDOL:610841,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-04,SEDOL:532309,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-04,SEDOL:B11V7W9,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-04,SEDOL:3038332,sell,-0.05555555555555555
A_absolute_discount_decile,2008-04,NAME:private equity investor|ordinary share,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-04,SEDOL:848471,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-05,SEDOL:732518,buy,0.05555555555555555
A_absolute_discount_decile,2008-05,SEDOL:853657,buy,0.0029239766081871205
A_absolute_discount_decile,2008-05,SEDOL:B1FL3C7,buy,0.0029239766081871205
A_absolute_discount_decile,2008-05,NAME:asset management|ordinary share,buy,0.0029239766081871205
A_absolute_discount_decile,2008-05,SEDOL:B1B9C40,buy,0.0029239766081871205
A_absolute_discount_decile,2008-05,SEDOL:589383,buy,0.05555555555555555
A_absolute_discount_decile,2008-05,NAME:albany|ordinary share,sell,-0.05263157894736843
A_absolute_discount_decile,2008-05,SEDOL:422864,buy,0.0029239766081871205
A_absolute_discount_decile,2008-05,SEDOL:B17MXW8,buy,0.0029239766081871205
A_absolute_discount_decile,2008-05,SEDOL:532707,buy,0.0029239766081871205
A_absolute_discount_decile,2008-05,SEDOL:643610,buy,0.0029239766081871205
A_absolute_discount_decile,2008-05,SEDOL:B0K32V3,buy,0.0029239766081871205
A_absolute_discount_decile,2008-05,SEDOL:906506,buy,0.05555555555555555
A_absolute_discount_decile,2008-05,SEDOL:332855,sell,-0.05263157894736843
A_absolute_discount_decile,2008-05,SEDOL:891055,sell,-0.05263157894736843
A_absolute_discount_decile,2008-05,SEDOL:152417,buy,0.0029239766081871205
A_absolute_discount_decile,2008-05,SEDOL:890632,sell,-0.05263157894736843
A_absolute_discount_decile,2008-05,SEDOL:610841,buy,0.0029239766081871205
A_absolute_discount_decile,2008-05,SEDOL:532309,buy,0.0029239766081871205
A_absolute_discount_decile,2008-05,SEDOL:B11V7W9,sell,-0.05263157894736843
A_absolute_discount_decile,2008-05,NAME:private equity investor|ordinary share,buy,0.0029239766081871205
A_absolute_discount_decile,2008-05,SEDOL:B06GDT1,buy,0.05555555555555555
A_absolute_discount_decile,2008-05,SEDOL:848471,buy,0.0029239766081871205
A_absolute_discount_decile,2008-06,SEDOL:732518,sell,-0.05555555555555555
A_absolute_discount_decile,2008-06,SEDOL:853657,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-06,NAME:asset management|ordinary share,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-06,SEDOL:B1FL3C7,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-06,SEDOL:600756,buy,0.05263157894736843
A_absolute_discount_decile,2008-06,SEDOL:B1B9C40,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-06,SEDOL:589383,sell,-0.05555555555555555
A_absolute_discount_decile,2008-06,SEDOL:906409,buy,0.05263157894736843
A_absolute_discount_decile,2008-06,SEDOL:422864,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-06,NAME:albany|ordinary share,buy,0.05263157894736843
A_absolute_discount_decile,2008-06,SEDOL:B17MXW8,sell,-0.05555555555555555
A_absolute_discount_decile,2008-06,SEDOL:532707,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-06,SEDOL:643610,sell,-0.05555555555555555
A_absolute_discount_decile,2008-06,SEDOL:B0K32V3,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-06,SEDOL:906506,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-06,SEDOL:741600,buy,0.05263157894736843
A_absolute_discount_decile,2008-06,SEDOL:152417,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-06,SEDOL:610841,sell,-0.05555555555555555
