signal,bucket,avg_fwd_return_monthly,cagr,volatility,sharpe,t_stat,win_rate,months,avg_members
absolute_discount,1,0.011718731931435675,0.1351695923266254,0.1622785837917878,0.866564027682527,3.818457791647191,0.6781115879828327,233,17.982905982905983
absolute_discount,2,0.010796389989734053,0.12298634840063483,0.16092771843795148,0.8050613103469896,3.547450084524371,0.6609442060085837,233,17.457264957264957
absolute_discount,3,0.008160450704971041,0.08881353117467494,0.1567987967241447,0.6245290812526586,2.751946607796585,0.6351931330472103,233,17.346153846153847
absolute_discount,4,0.00646153854120975,0.06760388953933139,0.1534735682963131,0.5052235596999519,2.226234619061271,0.5793991416309013,233,17.45299145299145
absolute_discount,5,0.005681655546002966,0.05823053003516754,0.15052373550372555,0.452950933777139,1.995898706920282,0.5965665236051502,233,17.54700854700855
absolute_discount,6,0.004593258588050101,0.04482590468689307,0.14879714877389025,0.370431177685799,1.6322807911680233,0.6094420600858369,233,17.273504273504273
absolute_discount,7,0.002866132227603331,0.024170605982286597,0.14324049540232253,0.2401107775747214,1.0580324594601764,0.5622317596566524,233,17.264957264957264
absolute_discount,8,0.0032913523225012132,0.03136180728425453,0.13021771936524928,0.30330916608384995,1.3365120308631078,0.5793991416309013,233,17.534188034188034
absolute_discount,9,0.00037278143481841227,-0.004455474456126707,0.13156372587881432,0.034001600273478524,0.14982583091979323,0.5536480686695279,233,17.367521367521366
absolute_discount,10,-0.004457589578064119,-0.059321941005928025,0.12073518986411126,-0.44304460859318806,-1.9522471319911798,0.47639484978540775,233,17.84188034188034
absolute_discount,1-10 (long-short),0.016176321509499797,,0.09674196365070306,2.0065321272046233,8.841652769507634,0.7167381974248928,233,
discount_zscore,1,0.019901369701036075,0.25394518542224254,0.1467836616694445,1.6269960409506976,6.806212753963233,0.7333333333333333,210,16.914691943127963
discount_zscore,2,0.013387073934650235,0.1630531540218325,0.1325017546335187,1.2123981879343717,5.071825500435183,0.6619047619047619,210,16.52132701421801
discount_zscore,3,0.010615667096466466,0.1259189953592006,0.12870776543960816,0.9897460710509355,4.140404870337363,0.6476190476190476,210,16.327014218009477
discount_zscore,4,0.00926797067936426,0.10665420681317905,0.13759937193487248,0.808256946150967,3.3811813900650947,0.638095238095238,210,16.492890995260662
discount_zscore,5,0.00795774237794219,0.08976702395876224,0.1355782551232079,0.7043379371457928,2.9464569859067753,0.6238095238095238,210,16.51658767772512
discount_zscore,6,0.007374464514571464,0.08249162133025312,0.1339778968534213,0.6605087574383562,2.763106372621822,0.5952380952380952,210,16.255924170616115
discount_zscore,7,0.006275316225448226,0.06867272417939119,0.13174785350600887,0.5715751164169378,2.3910702603380627,0.5904761904761905,210,16.270142180094787
discount_zscore,8,0.0042375519279603206,0.04215529255141215,0.13695772937502249,0.3712869902821101,1.5532049157059364,0.5857142857142857,210,16.549763033175356
discount_zscore,9,0.0013469451057649504,0.007321564473665276,0.13197403309832392,0.12247364795722589,0.5123440277480882,0.5333333333333333,210,16.402843601895736
discount_zscore,10,-0.005192411172108973,-0.06981786118621369,0.1377197893317435,-0.4524326850022699,-1.8926617111944108,0.5,210,16.791469194312796
discount_zscore,1-10 (long-short),0.025093780873145052,,0.10049224543267797,2.9965035528982313,12.53527371038643,0.8428571428571429,210,
widening_3m,1,0.017744965141293697,0.22020017560135718,0.15899908060800158,1.339250396173726,5.850445010254844,0.7161572052401747,229,17.695652173913043
widening_3m,2,0.010730664569600323,0.12405899768411355,0.14965523369490524,0.8604308159226611,3.758746824392385,0.6506550218340611,229,17.247826086956522
widening_3m,3,0.009196584337463887,0.10472358522845315,0.1437523086691211,0.767702536893395,3.3536682080961113,0.6157205240174672,229,17.16521739130435
widening_3m,4,0.006985024634363714,0.07592235171059092,0.14361868678170978,0.5836308456138821,2.549560693286236,0.611353711790393,229,17.195652173913043
widening_3m,5,0.0059325638393986895,0.06270939317098612,0.14182221423668112,0.5019718980975504,2.192837870276809,0.6244541484716157,229,17.308695652173913
widening_3m,6,0.004675312688818203,0.04730000451994831,0.1389680503424486,0.40371691282684136,1.763616128060415,0.5807860262008734,229,17.069565217391304
widening_3m,7,0.0036917592698658195,0.034131547535299234,0.1449122164352104,0.3057099831068877,1.3354780034881366,0.5720524017467249,229,16.98695652173913
widening_3m,8,0.0004901504765114379,-0.0040798071833940686,0.13944827879849253,0.042179120235945416,0.18425727125139907,0.5414847161572053,229,17.37391304347826
widening_3m,9,-0.0009942678623445682,-0.023609811469271547,0.1519867085556798,-0.07850169571745057,-0.34293053436373727,0.5109170305676856,229,17.139130434782608
widening_3m,10,-0.010454847240378507,-0.12926565693449965,0.15237618906554082,-0.823344957331748,-3.5967391991087854,0.4017467248908297,229,17.565217391304348
widening_3m,1-10 (long-short),0.028199812381672205,,0.1074124141832243,3.1504528703993833,13.762587883737465,0.8602620087336245,229,
overshoot,1,0.021971832649118287,0.2842144894246421,0.1502607241408298,1.7546966667238064,7.3229247456886615,0.7559808612440191,209,16.87142857142857
overshoot,2,0.014085608479650121,0.17155365666416755,0.14047472938928804,1.203257713972081,5.021589119182987,0.6602870813397129,209,16.47142857142857
overshoot,3,0.011852867511226151,0.143146233362752,0.12488033056574242,1.1389656761024942,4.753277356817249,0.6602870813397129,209,16.266666666666666
overshoot,4,0.009892742232636306,0.11479001489955687,0.1384157150458648,0.8576548316952268,3.579274930753028,0.6698564593301436,209,16.442857142857143
overshoot,5,0.006897208677236179,0.07586716537775273,0.13644820591185763,0.6065781779520015,2.531449699401876,0.6076555023923444,209,16.447619047619046
overshoot,6,0.00743003709722377,0.08295536094234612,0.1357457601591923,0.6568193736741734,2.741122688690565,0.6172248803827751,209,16.233333333333334
overshoot,7,0.004850498522183266,0.05082906895597872,0.12991244267894533,0.44804008812338747,1.8698182487034463,0.569377990430622,209,16.185714285714287
overshoot,8,0.002916201566211779,0.026467613451125027,0.1321764923814228,0.2647552387270019,1.1049104531808178,0.5502392344497608,209,16.523809523809526
overshoot,9,5.4395538671688076e-05,-0.008337995706263368,0.13311714309114772,0.004903549226663537,0.020464119328773404,0.5167464114832536,209,16.333333333333332
overshoot,10,-0.005743080315482007,-0.07520975664640372,0.13207886937158814,-0.521786445581196,-2.177585987808174,0.47368421052631576,209,16.733333333333334
