strategy,exposure,assumed_borrow_cost_annual,cagr,sharpe,max_drawdown,note
A_absolute_discount_decile,1.1,0.03,0.14406006098396085,0.84597649173247,-0.4805763106689296,hypothetical overlay on gross price returns; not a primary result
A_absolute_discount_decile,1.25,0.03,0.15750999601279259,0.82585695848826,-0.5325474998233198,hypothetical overlay on gross price returns; not a primary result
C_discount_zscore,1.1,0.03,0.27689135222521166,1.6148276883988657,-0.19448655715776453,hypothetical overlay on gross price returns; not a primary result
C_discount_zscore,1.25,0.03,0.3120112094276839,1.5924101578810006,-0.2199883544492378,hypothetical overlay on gross price returns; not a primary result
