strategy,avg_portfolio_trailing_yield_pct,avg_universe_trailing_yield_pct,note
A_absolute_discount_decile,1.9224059955253812,2.844126212008362,trailing published yields (PFY); indicative of the dividend gap in price-only returns
B_absolute_discount_quintile,1.9319853974875403,2.844126212008362,trailing published yields (PFY); indicative of the dividend gap in price-only returns
C_discount_zscore,2.4775092200144124,2.844126212008362,trailing published yields (PFY); indicative of the dividend gap in price-only returns
D_sector_neutral_zscore,2.38808062869733,2.844126212008362,trailing published yields (PFY); indicative of the dividend gap in price-only returns
E_discount_overshoot,2.2342810015852255,2.844126212008362,trailing published yields (PFY); indicative of the dividend gap in price-only returns
BM_equal_weight_universe,2.321698599395562,2.844126212008362,trailing published yields (PFY); indicative of the dividend gap in price-only returns
BM_cap_weight_universe,1.9168663468559146,2.844126212008362,trailing published yields (PFY); indicative of the dividend gap in price-only returns
