month,action,security_id,company_name,weight_change_pct,price_gbx_at_signal,entry_discount,entry_z,dividend_gbx_per_share,income_per_100_invested
2012-05,BUY,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,20.0,324.75,-0.17670173659525923,-0.6465752579874844,,
2012-05,BUY,NAME:abrdn new dawn|ordinary share,Aberdeen New Dawn,20.0,809.5,-0.10705421653521585,-0.9739457292052478,,
2012-05,BUY,SEDOL:294502,Asia Dragon,20.0,238.2,-0.09498480243161089,-0.8705197823916239,,
2012-05,BUY,SEDOL:332231,Fidelity Asian Values,20.0,187.75,-0.09579079175496041,-1.0681654079749274,,
2012-05,BUY,SEDOL:338530,Worldwide Healthcare Trust,20.0,787.0,-0.09396514010729662,-0.9216602039731948,,
2012-06,SELL,SEDOL:332231,Fidelity Asian Values,-20.0,,,,,
2012-06,BUY,SEDOL:422002,Polar Capital Technology,20.0,356.0,-0.049170695227157446,-0.06413205471272292,,
2012-07,SELL,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,-20.0,,,,,
2012-07,BUY,NAME:abrdn new dawn|ordinary share,Aberdeen New Dawn,12.57,776.5,-0.13081925741853884,-1.8369026481810469,,
2012-07,BUY,SEDOL:294502,Asia Dragon,13.55,237.0,-0.09087421842034604,-0.5649732444622269,,
2012-07,BUY,SEDOL:338530,Worldwide Healthcare Trust,13.88,815.5,-0.08087820931857626,-0.09403553283196606,,
2012-07,SELL,SEDOL:422002,Polar Capital Technology,-20.0,,,,,
2012-08,BUY,NAME:abrdn new dawn|ordinary share,Aberdeen New Dawn,17.25,816.0,-0.11919950778796018,-1.291487442119972,,
2012-08,BUY,SEDOL:294502,Asia Dragon,16.63,243.5,-0.09988170930060614,-1.0785763484781397,,
2012-08,SELL,SEDOL:338530,Worldwide Healthcare Trust,-33.88,,,,,
2012-09,SELL,NAME:abrdn new dawn|ordinary share,Aberdeen New Dawn,-49.82,,,,,
2012-09,BUY,SEDOL:294502,Asia Dragon,49.82,237.3,-0.1038181200196382,-1.242485803568006,,
2013-09,BUY,NAME:aberdeen asia focus|ordinary share,Aberdeen Asian Smaller Companies,16.67,860.5,-0.05438521302431898,-1.1718871099795058,,
2013-09,BUY,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,16.67,372.0,-0.17316796692671876,-0.9097490631510228,,
2013-09,BUY,NAME:biotech growth|ordinary share,Biotech Growth,16.67,400.0,-0.05702633253966383,-0.5129804333695936,,
2013-09,SELL,SEDOL:294502,Asia Dragon,-100.0,,,,,
2013-09,BUY,SEDOL:295958,abrdn UK Smaller Companies Growth,16.67,290.5,-0.040462427745664775,-0.7029315513721979,,
2013-09,BUY,SEDOL:455934,International Biotechnology,16.67,269.0,-0.13588178605846457,-0.15086912075248643,,
2013-09,BUY,SEDOL:B0CRWN5,Schroder Oriental Income,16.67,177.0,-0.022477494891478433,-1.6834847625798894,,
2013-10,SELL,NAME:aberdeen asia focus|ordinary share,Aberdeen Asian Smaller Companies,-16.67,,,,,
2013-10,BUY,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,17.58,400.0,-0.15499503559583416,-0.4537756088308462,,
2013-10,BUY,NAME:biotech growth|ordinary share,Biotech Growth,16.85,421.0,-0.04156991303555979,-0.12936102148744633,,
2013-10,BUY,SEDOL:295958,abrdn UK Smaller Companies Growth,15.57,294.0,-0.02578036980581877,-0.15872962007282573,,
2013-10,SELL,SEDOL:455934,International Biotechnology,-16.67,,,,,
2013-10,SELL,SEDOL:B0CRWN5,Schroder Oriental Income,-16.67,,,,,
2013-11,BUY,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,17.21,414.0,-0.16034559688476047,-0.5562550719197287,,
2013-11,SELL,NAME:biotech growth|ordinary share,Biotech Growth,-33.52,,,,,
2013-11,BUY,SEDOL:295958,abrdn UK Smaller Companies Growth,16.31,305.0,-0.03100775193798444,-0.35368507583884445,,
2013-12,SELL,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,-3.2,377.38,-0.15408410293194663,-0.3903288843521022,,
2013-12,BUY,SEDOL:295958,abrdn UK Smaller Companies Growth,3.2,316.0,-0.029006882989183858,-0.25056712225302596,,
2014-01,BUY,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,51.74,352.5,-0.157665838271841,-0.46503482240300925,,
2014-01,SELL,SEDOL:295958,abrdn UK Smaller Companies Growth,-51.74,,,,,
2014-05,BUY,NAME:aberdeen asia focus|ordinary share,Aberdeen Asian Smaller Companies,20.0,844.5,-0.04565487625720421,-1.1801351424182753,,
2014-05,SELL,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,-80.0,392.0,-0.14663880181121558,-0.19315722843867325,,
2014-05,BUY,NAME:biotech growth|ordinary share,Biotech Growth,20.0,444.0,-0.04624836208192806,-0.4102646363363662,,
2014-05,BUY,SEDOL:295958,abrdn UK Smaller Companies Growth,20.0,307.5,-0.04205607476635509,-0.5841794377492957,,
2014-05,BUY,SEDOL:B0CRWN5,Schroder Oriental Income,20.0,175.0,-0.011634474189540334,-0.7212153744921644,,
2014-06,SELL,NAME:aberdeen asia focus|ordinary share,Aberdeen Asian Smaller Companies,-3.33,900.5,-0.012089696331402444,-0.33137079776801465,,
2014-06,SELL,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,-3.33,380.0,-0.15897572095699708,-0.5183008702137141,,
2014-06,SELL,NAME:biotech growth|ordinary share,Biotech Growth,-3.33,461.0,-0.06840456704051734,-1.057890679522915,,
2014-06,SELL,SEDOL:295958,abrdn UK Smaller Companies Growth,-3.33,299.63,-0.05515262361251261,-1.0329128512904506,,
2014-06,BUY,SEDOL:455934,International Biotechnology,16.67,278.13,-0.17678920262830766,-1.7044536244306334,,
2014-06,BUY,SEDOL:806372,abrdn Smaller Companies Income,16.67,197.5,-0.15384944946660384,-0.5202226549110329,,
2014-06,SELL,SEDOL:B0CRWN5,Schroder Oriental Income,-20.0,,,,,
2014-07,BUY,NAME:aberdeen asia focus|ordinary share,Aberdeen Asian Smaller Companies,3.33,907.5,-0.004453903198911702,-0.15718284992196183,,
2014-07,SELL,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,-16.67,,,,,
2014-07,BUY,NAME:biotech growth|ordinary share,Biotech Growth,3.33,494.5,-0.059617761719121476,-0.827052994013978,,
2014-07,BUY,SEDOL:295958,abrdn UK Smaller Companies Growth,3.33,281.25,-0.07898614795166525,-1.7829137120372756,,
2014-07,BUY,SEDOL:455934,International Biotechnology,3.33,299.0,-0.15486588088979347,-0.8561668921826538,,
2014-07,SELL,SEDOL:806372,abrdn Smaller Companies Income,-16.67,,,,,
2014-07,BUY,SEDOL:906506,Henderson Smaller Companies,20.0,513.5,-0.17048979064357705,-0.0037170014106037647,,
2014-08,SELL,NAME:aberdeen asia focus|ordinary share,Aberdeen Asian Smaller Companies,-3.33,946.0,-0.006792864867134929,-0.2268387778269844,,
2014-08,SELL,NAME:biotech growth|ordinary share,Biotech Growth,-3.33,476.0,-0.09966142730144323,-1.817281289467518,,
2014-08,SELL,SEDOL:295958,abrdn UK Smaller Companies Growth,-3.33,271.0,-0.10321321023197327,-2.3782011089293875,,
2014-08,BUY,SEDOL:338530,Worldwide Healthcare Trust,16.67,1300.0,-0.06591077292290892,-0.33174940500434474,,
2014-08,SELL,SEDOL:455934,International Biotechnology,-3.33,289.75,-0.16981834851870947,-1.335972551726316,,
2014-08,BUY,SEDOL:806372,abrdn Smaller Companies Income,16.67,196.0,-0.12131265130458169,-0.11936871119164633,,
2014-08,SELL,SEDOL:906506,Henderson Smaller Companies,-20.0,,,,,
2014-09,SELL,NAME:aberdeen asia focus|ordinary share,Aberdeen Asian Smaller Companies,-4.17,953.5,-0.03309874865637741,-0.8531365574060187,,
2014-09,BUY,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,12.5,434.25,-0.15107618321506067,-0.4040713994422168,,
2014-09,SELL,NAME:biotech growth|ordinary share,Biotech Growth,-4.17,551.0,-0.07541027620230234,-1.1319758984267847,,
2014-09,SELL,SEDOL:295958,abrdn UK Smaller Companies Growth,-4.17,286.0,-0.08271593059431037,-1.6094104143777734,,
2014-09,SELL,SEDOL:338530,Worldwide Healthcare Trust,-4.17,1425.0,-0.060646011865524097,-0.12391814357048232,,
2014-09,SELL,SEDOL:455934,International Biotechnology,-4.17,314.5,-0.2008842362028661,-2.213907646192383,,
2014-09,BUY,SEDOL:643610,BlackRock Smaller Companies,12.5,800.5,-0.1276250258824555,-0.027228025689008256,,
2014-09,SELL,SEDOL:806372,abrdn Smaller Companies Income,-4.17,197.0,-0.13611647079459743,-0.32901698196430623,,
2014-10,BUY,NAME:aberdeen asia focus|ordinary share,Aberdeen Asian Smaller Companies,4.17,984.0,-0.006050566167335014,-0.18445261928351836,,
2014-10,BUY,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,4.17,435.0,-0.15839572813279934,-0.577407991689377,,
2014-10,BUY,NAME:biotech growth|ordinary share,Biotech Growth,4.17,567.0,-0.054889737135999095,-0.58406307988933,,
2014-10,BUY,SEDOL:295958,abrdn UK Smaller Companies Growth,4.17,275.0,-0.0802983177820139,-1.4308996035763695,,
2014-10,SELL,SEDOL:338530,Worldwide Healthcare Trust,-12.5,,,,,
2014-10,BUY,SEDOL:455934,International Biotechnology,4.17,321.25,-0.19552750857686618,-1.8762481357625485,,
2014-10,SELL,SEDOL:643610,BlackRock Smaller Companies,-12.5,,,,,
2014-10,BUY,SEDOL:806372,abrdn Smaller Companies Income,4.17,192.25,-0.13985951411569952,-0.41142831170307725,,
2014-10,DIVIDEND,SEDOL:806372,Aberdeen Smaller Companies High Income,,,,,1.6,0.1387
2014-11,BUY,NAME:aberdeen asia focus|ordinary share,Aberdeen Asian Smaller Companies,3.33,981.5,-0.016690710908070838,-0.4299835670711835,,
2014-11,BUY,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,3.33,443.75,-0.14658537992576504,-0.258136188630943,,
2014-11,BUY,NAME:biotech growth|ordinary share,Biotech Growth,3.33,612.5,-0.060337818142767397,-0.762282205763735,,
2014-11,BUY,SEDOL:295958,abrdn UK Smaller Companies Growth,3.33,281.75,-0.04465617794656185,-0.21366197145590154,,
2014-11,SELL,SEDOL:455934,International Biotechnology,-16.67,,,,,
2014-11,BUY,SEDOL:806372,abrdn Smaller Companies Income,3.33,186.75,-0.15867009055277737,-0.6890613666420204,,
2014-12,BUY,NAME:aberdeen asia focus|ordinary share,Aberdeen Asian Smaller Companies,13.13,942.0,-0.04105544979792941,-1.0191018514129204,,
2014-12,SELL,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,-20.0,,,,,
2014-12,SELL,NAME:biotech growth|ordinary share,Biotech Growth,-20.0,,,,,
2014-12,BUY,SEDOL:295958,abrdn UK Smaller Companies Growth,13.82,276.0,-0.09496327387198311,-1.7675696505168992,,
2014-12,BUY,SEDOL:806372,abrdn Smaller Companies Income,13.05,178.75,-0.18864327538468517,-1.1668254428186393,,
2015-01,SELL,NAME:aberdeen asia focus|ordinary share,Aberdeen Asian Smaller Companies,-13.13,910.0,-0.05205371001177128,-1.2445410773841914,,
2015-01,SELL,SEDOL:295958,abrdn UK Smaller Companies Growth,-13.82,277.75,-0.09125114513807087,-1.577489772471663,,
2015-01,BUY,SEDOL:643610,BlackRock Smaller Companies,20.0,769.0,-0.1443576562743396,-0.5765420942121885,,
2015-01,SELL,SEDOL:806372,abrdn Smaller Companies Income,-13.05,184.0,-0.18792479477447266,-1.1800663955863193,,
2015-01,BUY,SEDOL:B6832P1,Polar Capital Global Healthcare,20.0,166.88,-0.03537572254335264,-0.6569103585097295,,
2015-01,DIVIDEND,SEDOL:806372,Aberdeen Smaller Companies High Income,,,,,4.949999999999999,0.538
2015-02,SELL,NAME:aberdeen asia focus|ordinary share,Aberdeen Asian Smaller Companies,-3.33,917.5,-0.07797284667718496,-1.8400138981921854,,
2015-02,BUY,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,16.67,466.0,-0.1433980992996452,-0.2136252414623291,,
2015-02,SELL,SEDOL:295958,abrdn UK Smaller Companies Growth,-3.33,276.5,-0.10668131300077532,-1.9533726602469472,,
2015-02,SELL,SEDOL:643610,BlackRock Smaller Companies,-20.0,,,,,
2015-02,SELL,SEDOL:806372,abrdn Smaller Companies Income,-3.33,187.0,-0.17892425905598242,-1.0865547405580533,,
2015-02,BUY,SEDOL:B0CRWN5,Schroder Oriental Income,16.67,194.0,-0.02839685481043719,-2.010638267961067,,
2015-02,SELL,SEDOL:B6832P1,Polar Capital Global Healthcare,-3.33,169.5,-0.07452907452907453,-1.5565987357819129,,
2015-02,DIVIDEND,SEDOL:B6832P1,Polar Capital Global Healthcare Growth & Income,,,,,0.6,0.059
2015-03,BUY,NAME:biotech growth|ordinary share,Biotech Growth,16.67,745.0,-0.03423600938541105,-0.3029445513726762,,
2015-03,SELL,SEDOL:B0CRWN5,Schroder Oriental Income,-16.67,,,,,
2015-04,SELL,NAME:aberdeen asia focus|ordinary share,Aberdeen Asian Smaller Companies,-4.17,881.5,-0.10390257291274874,-2.12989076635494,,
2015-04,SELL,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,-4.17,462.25,-0.15677046279574613,-0.5357498739495726,,
2015-04,SELL,NAME:biotech growth|ordinary share,Biotech Growth,-4.17,793.5,-0.04905144829404495,-0.7376977692766092,,
2015-04,SELL,SEDOL:295958,abrdn UK Smaller Companies Growth,-4.17,286.75,-0.079454253611557,-1.0357586665681495,,
2015-04,BUY,SEDOL:338530,Worldwide Healthcare Trust,12.5,1930.0,-0.053587540700639424,-0.36254233714305284,,
2015-04,BUY,SEDOL:610841,Schroder UK Mid Cap,12.5,434.25,-0.13195138527965455,-0.5223826337156041,,
2015-04,SELL,SEDOL:806372,abrdn Smaller Companies Income,-4.17,200.13,-0.1762502572545791,-1.083221736446412,,
2015-04,SELL,SEDOL:B6832P1,Polar Capital Global Healthcare,-4.17,175.5,-0.09763998149005093,-1.8552687658406029,,
2015-04,DIVIDEND,SEDOL:806372,Aberdeen Smaller Companies High Income,,,,,1.65,0.1031
2015-05,SELL,NAME:aberdeen asia focus|ordinary share,Aberdeen Asian Smaller Companies,-12.5,,,,,
2015-05,SELL,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,-1.39,451.0,-0.1492171288436145,-0.36395611716057774,,
2015-05,SELL,NAME:biotech growth|ordinary share,Biotech Growth,-1.39,745.0,-0.0487499680788579,-0.6993513582715831,,
2015-05,SELL,SEDOL:295958,abrdn UK Smaller Companies Growth,-1.39,288.0,-0.10143209260241492,-1.566260882865088,,
2015-05,SELL,SEDOL:338530,Worldwide Healthcare Trust,-1.39,1848.0,-0.053007010207846594,-0.4026805934391356,,
2015-05,SELL,SEDOL:610841,Schroder UK Mid Cap,-1.39,445.0,-0.13974753039880916,-0.6665816857092406,,
2015-05,BUY,SEDOL:643900,North Atlantic Smaller Companies,11.11,1876.0,-0.21795534508345704,-0.11806097813895287,,
2015-05,SELL,SEDOL:806372,abrdn Smaller Companies Income,-1.39,202.13,-0.18679594464113292,-1.2302634905971372,,
2015-05,BUY,SEDOL:B62Z3C7,Fidelity China Special Situations,11.11,167.5,-0.14623579183444624,-1.7590864692000456,,
2015-05,SELL,SEDOL:B6832P1,Polar Capital Global Healthcare,-1.39,174.75,-0.07720335850451499,-1.304970400141729,,
2015-05,DIVIDEND,SEDOL:B6832P1,Polar Capital Global Healthcare Growth & Income,,,,,0.6,0.0381
2015-06,SELL,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,-11.11,,,,,
2015-06,BUY,NAME:biotech growth|ordinary share,Biotech Growth,5.56,817.0,-0.07472422931436729,-1.4023139189671743,,
2015-06,BUY,SEDOL:295958,abrdn UK Smaller Companies Growth,5.56,308.38,-0.07929778467785276,-0.9395211718246758,,
2015-06,BUY,SEDOL:338530,Worldwide Healthcare Trust,5.56,1940.0,-0.06731666041672679,-1.0710246674119202,,
2015-06,SELL,SEDOL:610841,Schroder UK Mid Cap,-11.11,,,,,
2015-06,SELL,SEDOL:643900,North Atlantic Smaller Companies,-11.11,,,,,
2015-06,BUY,SEDOL:806372,abrdn Smaller Companies Income,5.56,223.5,-0.15347322172562683,-0.7452768015947222,,
2015-06,BUY,SEDOL:B62Z3C7,Fidelity China Special Situations,5.56,169.9,-0.15514669318746888,-1.843750631033433,,
2015-06,BUY,SEDOL:B6832P1,Polar Capital Global Healthcare,5.56,173.5,-0.10089651241125563,-1.7241613792762192,,
2015-07,SELL,NAME:biotech growth|ordinary share,Biotech Growth,-4.17,789.0,-0.06778359346385154,-1.1410790476893227,,
2015-07,SELL,SEDOL:295958,abrdn UK Smaller Companies Growth,-4.17,300.0,-0.10677067825879838,-1.6108465253167326,,
2015-07,SELL,SEDOL:338530,Worldwide Healthcare Trust,-4.17,1902.0,-0.05120121318540993,-0.45277543221791045,,
2015-07,BUY,SEDOL:610841,Schroder UK Mid Cap,12.5,474.5,-0.10535842226328296,-0.20521009120543077,,
2015-07,BUY,SEDOL:643900,North Atlantic Smaller Companies,12.5,1905.0,-0.21468558566729057,-0.26406749946120733,,
2015-07,BUY,SEDOL:791586,Schroder Income Growth Fund,12.5,271.5,-0.03661911858633171,-0.9777320434838801,,
2015-07,SELL,SEDOL:806372,abrdn Smaller Companies Income,-4.17,220.25,-0.14869356833642555,-0.6984123257691858,,
2015-07,SELL,SEDOL:B62Z3C7,Fidelity China Special Situations,-16.67,,,,,
2015-07,SELL,SEDOL:B6832P1,Polar Capital Global Healthcare,-4.17,170.5,-0.07588075880758804,-1.1048305718325961,,
2015-07,DIVIDEND,SEDOL:806372,Aberdeen Smaller Companies High Income,,,,,1.65,0.0936
2015-07,DIVIDEND,SEDOL:791586,Schroder Income Growth,,,,,2.0,0.0921
2015-08,BUY,NAME:aberforth smaller companies|ordinary share,Aberforth Smaller Companies,12.5,1182.0,-0.10610976246114745,-0.18038339050905658,,
2015-08,SELL,SEDOL:791586,Schroder Income Growth Fund,-12.5,,,,,
2015-08,DIVIDEND,NAME:aberforth smaller companies|ordinary share,Aberforth Smaller Companies,,,,,8.15,0.0862
2015-08,DIVIDEND,SEDOL:B6832P1,Polar Capital Global Healthcare Growth & Income,,,,,3.6,0.2436
2015-09,SELL,NAME:aberforth smaller companies|ordinary share,Aberforth Smaller Companies,-12.5,,,,,
2015-09,SELL,NAME:biotech growth|ordinary share,Biotech Growth,-12.5,,,,,
2015-09,BUY,SEDOL:295958,abrdn UK Smaller Companies Growth,13.3,327.0,-0.07001877026335246,-0.5391017215342262,,
2015-09,SELL,SEDOL:338530,Worldwide Healthcare Trust,-12.5,,,,,
2015-09,SELL,SEDOL:610841,Schroder UK Mid Cap,-12.5,,,,,
2015-09,BUY,SEDOL:643900,North Atlantic Smaller Companies,12.78,2020.0,-0.21882251028679278,-0.6976009329652592,,
2015-09,BUY,SEDOL:806372,abrdn Smaller Companies Income,12.4,215.5,-0.14582424987117992,-0.7126164691968826,,
2015-09,BUY,SEDOL:B6832P1,Polar Capital Global Healthcare,11.51,173.5,-0.03920699966773733,-0.22386282657043974,,
2015-10,BUY,NAME:aberforth smaller companies|ordinary share,Aberforth Smaller Companies,11.11,1092.0,-0.12542747535259202,-0.9804281170543931,,
2015-10,BUY,NAME:biotech growth|ordinary share,Biotech Growth,11.11,640.0,-0.058283427259751885,-0.7984901095859765,,
2015-10,SELL,SEDOL:295958,abrdn UK Smaller Companies Growth,-14.69,320.0,-0.09538078814948836,-1.1495471540033957,,
2015-10,BUY,SEDOL:338530,Worldwide Healthcare Trust,11.11,1690.0,-0.05585537268572838,-0.7903273992911696,,
2015-10,BUY,SEDOL:370866,Troy Income & Growth,11.11,69.38,0.007551553877432449,-0.11240407329087677,,
2015-10,BUY,SEDOL:610841,Schroder UK Mid Cap,11.11,462.5,-0.092763687008376,-0.15507720049798135,,
2015-10,SELL,SEDOL:643900,North Atlantic Smaller Companies,-14.17,2069.0,-0.20356298742792034,-0.22806259307967675,,
2015-10,SELL,SEDOL:806372,abrdn Smaller Companies Income,-13.79,216.5,-0.11077340124039925,-0.1595965103099644,,
2015-10,SELL,SEDOL:B6832P1,Polar Capital Global Healthcare,-12.9,168.25,-0.03437786960514233,-0.07323985218589767,,
2015-10,DIVIDEND,SEDOL:806372,Aberdeen Smaller Companies High Income,,,,,3.3,0.1694
2015-10,DIVIDEND,SEDOL:370866,Troy Income & Growth,,,,,0.6,0.0961
2015-11,SELL,NAME:aberforth smaller companies|ordinary share,Aberforth Smaller Companies,-11.11,,,,,
2015-11,BUY,NAME:biotech growth|ordinary share,Biotech Growth,1.39,666.0,-0.06755337766888347,-1.0068131196894752,,
2015-11,BUY,SEDOL:199049,City of London Investment Trust,12.5,385.2,0.012112772274626371,-1.012999670143447,,
2015-11,BUY,SEDOL:295958,abrdn UK Smaller Companies Growth,1.39,342.0,-0.05981966131515282,-0.15704470545217877,,
2015-11,BUY,SEDOL:338530,Worldwide Healthcare Trust,1.39,1811.0,-0.03948150033944331,-0.06217266710516481,,
2015-11,SELL,SEDOL:370866,Troy Income & Growth,-11.11,,,,,
2015-11,BUY,SEDOL:610841,Schroder UK Mid Cap,1.39,460.88,-0.11370935174323571,-0.6347705443792429,,
2015-11,SELL,SEDOL:643900,North Atlantic Smaller Companies,-11.11,,,,,
2015-11,BUY,SEDOL:806372,abrdn Smaller Companies Income,1.39,211.0,-0.13435897435897437,-0.5635147888242396,,
2015-11,BUY,SEDOL:906409,TR Property,12.5,311.2,-0.05407459193288555,-0.016648025418326173,,
2015-11,BUY,SEDOL:B6832P1,Polar Capital Global Healthcare,1.39,170.0,-0.04526564079523754,-0.3090030842426848,,
2015-11,DIVIDEND,SEDOL:B6832P1,Polar Capital Global Healthcare Growth & Income,,,,,0.65,0.0478
2015-11,DIVIDEND,SEDOL:338530,Worldwide Healthcare,,,,,13.0,0.0897
2015-12,BUY,NAME:aberforth smaller companies|ordinary share,Aberforth Smaller Companies,11.11,1138.0,-0.0978492663088717,-0.10793443781722493,,
2015-12,SELL,NAME:biotech growth|ordinary share,Biotech Growth,-1.39,715.0,-0.0675899482284209,-0.9574157081223358,,
2015-12,SELL,SEDOL:199049,City of London Investment Trust,-1.39,388.0,0.013822476548822848,-0.7169552305163983,,
2015-12,SELL,SEDOL:295958,abrdn UK Smaller Companies Growth,-1.39,350.0,-0.06057922001234661,-0.12452133687181917,,
2015-12,SELL,SEDOL:338530,Worldwide Healthcare Trust,-1.39,1840.0,-0.06258756400132459,-1.1717722376257713,,
2015-12,BUY,SEDOL:370866,Troy Income & Growth,11.11,72.25,0.005987190197716652,-0.2879288886303274,,
2015-12,SELL,SEDOL:610841,Schroder UK Mid Cap,-1.39,467.0,-0.12049418057177297,-0.8936832254070846,,
2015-12,SELL,SEDOL:806372,abrdn Smaller Companies Income,-1.39,209.5,-0.15333010022631743,-0.8744792478989968,,
2015-12,SELL,SEDOL:906409,TR Property,-1.39,297.5,-0.07208134493621543,-0.440321761483632,,
2015-12,SELL,SEDOL:B6832P1,Polar Capital Global Healthcare,-12.5,,,,,
2015-12,DIVIDEND,SEDOL:610841,Schroder UK Mid Cap,,,,,6.7,0.1594
2016-01,SELL,NAME:aberforth smaller companies|ordinary share,Aberforth Smaller Companies,-11.11,,,,,
2016-01,BUY,NAME:biotech growth|ordinary share,Biotech Growth,1.39,740.0,-0.057984851378015345,-0.6426067388681903,,
2016-01,BUY,SEDOL:199049,City of London Investment Trust,1.39,387.0,0.016575166145682774,-0.254803912237281,,
2016-01,SELL,SEDOL:295958,abrdn UK Smaller Companies Growth,-11.11,,,,,
2016-01,BUY,SEDOL:338530,Worldwide Healthcare Trust,1.39,1939.0,-0.056291551886930136,-0.8377649852082681,,
2016-01,SELL,SEDOL:370866,Troy Income & Growth,-11.11,,,,,
2016-01,BUY,SEDOL:610841,Schroder UK Mid Cap,1.39,488.13,-0.08332394366197182,-0.08874172567531358,,
2016-01,BUY,SEDOL:806372,abrdn Smaller Companies Income,1.39,214.5,-0.14165666266506605,-0.6563474779051887,,
2016-01,BUY,SEDOL:906409,TR Property,1.39,301.3,-0.06175069286581758,-0.3019014927730957,,
2016-01,BUY,SEDOL:958057,Henderson High Income Trust,12.5,180.5,0.029428538838827345,-0.1338845644709452,,
2016-01,BUY,SEDOL:B6832P1,Polar Capital Global Healthcare,12.5,170.0,-0.07503128570651285,-0.9583364961876539,,
2016-01,DIVIDEND,SEDOL:199049,City of London,,,,,3.9,0.126
2016-01,DIVIDEND,SEDOL:806372,Aberdeen Smaller Companies High Income,,,,,1.7,0.0991
2016-02,SELL,NAME:biotech growth|ordinary share,Biotech Growth,-1.39,602.5,-0.07964682879139673,-1.1997265748501778,,
2016-02,SELL,SEDOL:199049,City of London Investment Trust,-1.39,371.8,0.010683121754967884,-1.144305252663254,,
2016-02,SELL,SEDOL:338530,Worldwide Healthcare Trust,-1.39,1681.0,-0.09032858565305857,-2.2460142741574987,,
2016-02,BUY,SEDOL:370866,Troy Income & Growth,11.11,71.25,0.0022506681671121687,-0.6760206266419003,,
2016-02,SELL,SEDOL:610841,Schroder UK Mid Cap,-1.39,459.0,-0.0821468565029595,-0.07676705631370066,,
2016-02,SELL,SEDOL:806372,abrdn Smaller Companies Income,-1.39,198.0,-0.15575832516096022,-0.8454366212914013,,
2016-02,SELL,SEDOL:906409,TR Property,-1.39,284.9,-0.09247284426464508,-1.0831687933152274,,
2016-02,SELL,SEDOL:958057,Henderson High Income Trust,-1.39,171.5,0.0016938262951931016,-2.1004785832813284,,
2016-02,SELL,SEDOL:B6832P1,Polar Capital Global Healthcare,-1.39,166.25,-0.06820984194597013,-0.7491158816492662,,
2016-02,DIVIDEND,SEDOL:B6832P1,Polar Capital Global Healthcare Growth & Income,,,,,0.65,0.0434
2016-03,BUY,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,12.5,400.0,-0.16579770594369136,-0.6690995925280474,,
2016-03,BUY,NAME:biotech growth|ordinary share,Biotech Growth,1.39,604.0,-0.05364753070945105,-0.40779660336980605,,
2016-03,BUY,SEDOL:199049,City of London Investment Trust,1.39,359.6,-0.018585737288829507,-4.0953021236495895,,
2016-03,BUY,SEDOL:338530,Worldwide Healthcare Trust,1.39,1728.0,-0.05138339920948609,-0.5525097339920567,,
2016-03,SELL,SEDOL:370866,Troy Income & Growth,-11.11,,,,,
2016-03,BUY,SEDOL:610841,Schroder UK Mid Cap,1.39,425.0,-0.1482624554090345,-1.7152219644701945,,
2016-03,BUY,SEDOL:806372,abrdn Smaller Companies Income,1.39,192.5,-0.18580552383369286,-1.279946071797111,,
2016-03,BUY,SEDOL:906409,TR Property,1.39,277.6,-0.10254752360015507,-1.4113083530695092,,
2016-03,SELL,SEDOL:958057,Henderson High Income Trust,-11.11,,,,,
2016-03,BUY,SEDOL:B6832P1,Polar Capital Global Healthcare,1.39,168.0,-0.045779847779166216,-0.1787034804491955,,
2016-04,SELL,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,-12.5,,,,,
2016-04,SELL,NAME:biotech growth|ordinary share,Biotech Growth,-3.41,585.0,-0.06821910389755192,-0.7942836176775708,,
2016-04,SELL,SEDOL:199049,City of London Investment Trust,-3.41,369.5,-0.013640853153946808,-2.964825658431735,,
2016-04,BUY,SEDOL:295958,abrdn UK Smaller Companies Growth,9.09,335.0,-0.06432421864089599,-0.1950951232687547,,
2016-04,BUY,SEDOL:332855,Fidelity Japan,9.09,86.0,-0.15991012992087528,-1.7877840959496862,,
2016-04,SELL,SEDOL:338530,Worldwide Healthcare Trust,-3.41,1715.0,-0.0728777550126769,-1.513857967724217,,
2016-04,BUY,SEDOL:455934,International Biotechnology,9.09,411.0,-0.13161064041074189,-0.2336169236020112,,
