holding_month,security_id,company_name,sector_sig,weight,discount_sig,z,nav_cagr_5y_sig,share_price,next_month_return,dividend_gbx_month,return_status
2012-05,SEDOL:332231,Fidelity Asian Values,Asia Pacific - Excluding Japan,0.2,-0.09579079175496041,-1.0681654079749274,0.09324626618535815,187.75,-0.05592543275632489,,observed
2012-05,SEDOL:338530,Worldwide Healthcare,Sector Specialist: Biotechnology & Healthcare,0.2,-0.09396514010729662,-0.9216602039731948,0.1018920633133894,787.0,-0.02287166454891998,,observed
2012-05,NAME:abrdn new dawn|ordinary share,Aberdeen New Dawn,Asia Pacific - Excluding Japan,0.2,-0.10705421653521585,-0.9739457292052478,0.10442087541041234,809.5,-0.05898702903026565,,observed
2012-05,SEDOL:294502,Edinburgh Dragon,Asia Pacific - Excluding Japan,0.2,-0.09498480243161089,-0.8705197823916239,0.11790709586440971,238.2,-0.05247691015952982,,observed
2012-05,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,Country Specialists: Asia Pacific,0.2,-0.17670173659525923,-0.6465752579874844,0.1882425816962784,324.75,-0.03002309468822173,,observed
2012-06,NAME:abrdn new dawn|ordinary share,Aberdeen New Dawn,Asia Pacific - Excluding Japan,0.2,-0.11051039829984,-1.0735714291288774,0.0808784676431859,761.75,0.019363308171972404,,observed
2012-06,SEDOL:294502,Edinburgh Dragon,Asia Pacific - Excluding Japan,0.2,-0.10140542262212848,-1.1979851548926004,0.09639180906061343,225.7,0.05006645990252556,,observed
2012-06,SEDOL:338530,Worldwide Healthcare,Sector Specialist: Biotechnology & Healthcare,0.2,-0.10449151654186994,-1.4545988285584759,0.09712367668063053,769.0,0.060468140442132556,,observed
2012-06,SEDOL:422002,Polar Capital Technology,Sector Specialist: Tech Media & Telecomm,0.2,-0.049170695227157446,-0.06413205471272292,0.1347569736016249,356.0,0.0196629213483146,,observed
2012-06,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,Country Specialists: Asia Pacific,0.2,-0.19189327860441252,-1.1805516183402258,0.17330787003213605,315.0,0.0365079365079366,,observed
2012-07,NAME:abrdn new dawn|ordinary share,Aberdeen New Dawn,Asia Pacific - Excluding Japan,0.325685801251928,-0.13081925741853884,-1.8369026481810469,0.08737556297318534,776.5,0.05086928525434642,,observed
2012-07,SEDOL:294502,Edinburgh Dragon,Asia Pacific - Excluding Japan,0.33549543486553823,-0.09087421842034604,-0.5649732444622269,0.10145729983443894,237.0,0.02742616033755274,,observed
2012-07,SEDOL:338530,Worldwide Healthcare,Sector Specialist: Biotechnology & Healthcare,0.3388187638825338,-0.08087820931857626,-0.09403553283196606,0.1129517894413435,815.5,0.016554261189454245,,observed
2012-08,NAME:abrdn new dawn|ordinary share,Aberdeen New Dawn,Asia Pacific - Excluding Japan,0.49822142710143774,-0.11919950778796018,-1.291487442119972,0.09504241580084555,816.0,-0.02573529411764708,,observed
2012-08,SEDOL:294502,Edinburgh Dragon,Asia Pacific - Excluding Japan,0.5017785728985622,-0.09988170930060614,-1.0785763484781397,0.10345285590290389,243.5,-0.02546201232032852,,observed
2012-09,SEDOL:294502,Edinburgh Dragon,Asia Pacific - Excluding Japan,1.0,-0.1038181200196382,-1.242485803568006,0.10446110254507596,237.3,0.038769490096923764,,observed
2012-10,SEDOL:294502,Edinburgh Dragon,Asia Pacific - Excluding Japan,1.0,-0.1126709863210944,-1.6751081401181263,0.09492089575993883,246.5,0.01582150101419888,,observed
2012-11,SEDOL:294502,Edinburgh Dragon,Asia Pacific - Excluding Japan,1.0,-0.10041314891323883,-0.9578858211839227,0.08575814398767435,250.4,0.005990415335463295,,observed
2013-09,SEDOL:B0CRWN5,Schroder Oriental Income,Asia Pacific - Excluding Japan,0.16666666666666669,-0.022477494891478433,-1.6834847625798894,0.14024292178959477,177.0,0.04661016949152552,,observed
2013-09,SEDOL:455934,International Biotechnology,Sector Specialist: Biotechnology & Healthcare,0.16666666666666669,-0.13588178605846457,-0.15086912075248643,0.1418951578216885,269.0,0.06505576208178443,,observed
2013-09,SEDOL:295958,Standard Life UK Smaller Companies,UK Smaller Companies,0.16666666666666669,-0.040462427745664775,-0.7029315513721979,0.17289821268187375,290.5,0.012048192771084265,,observed
2013-09,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,Country Specialists: Asia Pacific,0.16666666666666669,-0.17316796692671876,-0.9097490631510228,0.2111890580341942,372.0,0.07526881720430101,,observed
2013-09,NAME:aberdeen asia focus|ordinary share,Aberdeen Asian Smaller Companies,Asia Pacific - Excluding Japan,0.16666666666666669,-0.05438521302431898,-1.1718871099795058,0.22869478704051915,860.5,0.09529343404997093,,observed
2013-09,NAME:biotech growth|ordinary share,Biotech Growth,Sector Specialist: Biotechnology & Healthcare,0.16666666666666669,-0.05702633253966383,-0.5129804333695936,0.2588703397877045,400.0,0.05249999999999999,,observed
2013-10,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,Country Specialists: Asia Pacific,0.34246225617228904,-0.15499503559583416,-0.4537756088308462,0.24606278903509674,400.0,0.03499999999999992,,observed
2013-10,NAME:biotech growth|ordinary share,Biotech Growth,Sector Specialist: Biotechnology & Healthcare,0.33521061789784085,-0.04156991303555979,-0.12936102148744633,0.2824196120849653,421.0,0.026128266033254244,,observed
2013-10,SEDOL:295958,Standard Life UK Smaller Companies,UK Smaller Companies,0.32232712592987006,-0.02578036980581877,-0.15872962007282573,0.19753882971299697,294.0,0.03741496598639449,,observed
2013-11,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,Country Specialists: Asia Pacific,0.5145618606322762,-0.16034559688476047,-0.5562550719197287,0.31517276951707845,414.0,-0.08845410628019323,,observed
2013-11,SEDOL:295958,Standard Life UK Smaller Companies,UK Smaller Companies,0.48543813936772384,-0.03100775193798444,-0.35368507583884445,0.26130618202563216,305.0,0.0360655737704918,,observed
2013-12,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,Country Specialists: Asia Pacific,0.48256211162831525,-0.15408410293194663,-0.3903288843521022,0.295679012019,377.38,-0.06592824209020087,,observed
2013-12,SEDOL:295958,Standard Life UK Smaller Companies,UK Smaller Companies,0.5174378883716847,-0.029006882989183858,-0.25056712225302596,0.27815790783786226,316.0,0.05142405063291133,,observed
2014-01,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,Country Specialists: Asia Pacific,1.0,-0.157665838271841,-0.46503482240300925,0.22657752182658744,352.5,-0.015602836879432647,,observed
2014-02,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,Country Specialists: Asia Pacific,1.0,-0.15590260040380444,-0.3914165772051856,0.22748784913221753,347.0,0.019452449567723296,,observed
2014-03,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,Country Specialists: Asia Pacific,1.0,-0.15508264068023314,-0.3876613966507517,0.2379867863105739,353.75,0.07985865724381624,,observed
2014-04,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,Country Specialists: Asia Pacific,1.0,-0.14238247047730235,-0.07417752696181347,0.2509187858715551,382.0,0.02617801047120416,,observed
2014-05,SEDOL:B0CRWN5,Schroder Oriental Income,Asia Pacific - Excluding Japan,0.2,-0.011634474189540334,-0.7212153744921644,0.19570077234605465,175.0,0.04714285714285715,,observed
2014-05,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,Country Specialists: Asia Pacific,0.2,-0.14663880181121558,-0.19315722843867325,0.23989121832106886,392.0,-0.030612244897959218,,observed
2014-05,SEDOL:295958,Standard Life UK Smaller Companies,UK Smaller Companies,0.2,-0.04205607476635509,-0.5841794377492957,0.24293245147369802,307.5,-0.02559349593495941,,observed
2014-05,NAME:aberdeen asia focus|ordinary share,Aberdeen Asian Smaller Companies,Asia Pacific - Excluding Japan,0.2,-0.04565487625720421,-1.1801351424182753,0.25268481322518754,844.5,0.06631142687981062,,observed
2014-05,NAME:biotech growth|ordinary share,Biotech Growth,Sector Specialist: Biotechnology & Healthcare,0.2,-0.04624836208192806,-0.4102646363363662,0.2878065601647503,444.0,0.03828828828828823,,observed
2014-06,SEDOL:455934,International Biotechnology,Sector Specialist: Biotechnology & Healthcare,0.16666666666666669,-0.17678920262830766,-1.7044536244306334,0.20255656975065323,278.13,0.0750368532700536,,observed
2014-06,NAME:aberdeen new thai|ordinary share,Aberdeen New Thai,Country Specialists: Asia Pacific,0.16666666666666669,-0.15897572095699708,-0.5183008702137141,0.22816970475096293,380.0,0.05263157894736836,,observed
2014-06,NAME:aberdeen asia focus|ordinary share,Aberdeen Asian Smaller Companies,Asia Pacific - Excluding Japan,0.16666666666666669,-0.012089696331402444,-0.33137079776801465,0.22992632227988719,900.5,0.007773459189339249,,observed
2014-06,SEDOL:295958,Standard Life UK Smaller Companies,UK Smaller Companies,0.16666666666666669,-0.05515262361251261,-1.0329128512904506,0.232088398932811,299.63,-0.061342322197376786,,observed
2014-06,SEDOL:806372,Aberdeen Smaller Companies High Income,UK Equity & Bond Income,0.16666666666666669,-0.15384944946660384,-0.5202226549110329,0.2885660420826922,197.5,0.06329113924050622,,observed
2014-06,NAME:biotech growth|ordinary share,Biotech Growth,Sector Specialist: Biotechnology & Healthcare,0.16666666666666669,-0.06840456704051734,-1.057890679522915,0.31372383500259204,461.0,0.07266811279826468,,observed
