security_id,name,market,basis,staleness_days,z_adj,z_status,z_source,g_used,irr_central,nav_ok,z_ok,growth_ok,irr_ok,signal_complete,blockers
SEDOL:B00KTN5,UIL,UK,1.0,2.0,1.7638,computed,aggregator_panel,-0.0172,0.01,True,True,True,True,True,
SEDOL:B0DQY35,Utilico Emerging Markets Trust,UK,0.0,2.0,1.3635,computed,aggregator_panel,0.0477,0.0696,True,True,True,True,True,
SEDOL:BNKVP75,VH Global Energy Infrastructure,UK,0.0,60.0,0.5168,within_error_band,own_daily_panel,0.0476,0.0471,True,True,True,True,True,
SEDOL:BVG6X43,VPC Specialty Lending Investments,UK,0.0,60.0,0.5143,within_error_band,own_daily_panel,-0.05,-0.0426,True,True,True,True,True,
SEDOL:848471,Value and Indexed Property Income Trust,UK,1.0,125.0,0.7491,computed,own_daily_panel,0.0476,0.0768,True,True,True,True,True,
SEDOL:BJQZ9H1,VietNam Holding,UK,0.0,1.0,-1.6808,computed,own_daily_panel,-0.0129,-0.0064,True,True,True,True,True,
SEDOL:361H109,Vietnam Enterprise Investments,UK,0.0,1.0,,no_discount_history,,0.0486,,True,False,True,False,False,z:no_discount_history
SEDOL:3351642,VinaCapital Vietnam Opportunity,UK,0.0,2.0,0.4539,computed,own_daily_panel,-0.0142,-0.0143,True,True,True,True,True,
SEDOL:338530,Worldwide Healthcare Trust,UK,0.0,2.0,1.0975,computed,aggregator_panel,0.0271,0.4093,True,True,True,True,True,
SEDOL:B06T260,Worsley Investors,UK,0.0,60.0,-0.675,within_error_band,own_daily_panel,0.0463,0.0642,True,True,True,True,True,
SEDOL:BD9PXH4,abrdn European Logistics Income,UK,0.0,60.0,-0.3503,computed,own_daily_panel,0.0476,0.116,True,True,True,True,True,
SEDOL:3387528,abrdn Property Income Trust,UK,0.0,60.0,0.5129,computed,own_daily_panel,0.0476,0.0599,True,True,True,True,True,
