ticker,name,sector,date,usable,close_raw,price_pence,price_ccy,nav_pence,nav_pence_adj,split_factor,nav_date,published_at,nav_age_days,nav_stale,discount,discount_fresh,disc_z,quality,is_vct,security_id
MIG5,Maven Income and Growth VCT 5,VCT,2026-09-21,True,27.200001,27.200001,GBp,29.53,29.53,1.0,2026-05-31,2026-09-02,113.0,False,-0.078903,-0.078903,0.197029,ok,True,SEDOL:205753
BGCG,Baillie Gifford China Growth,China / Greater China,2026-09-22,True,302.0,302.0,GBp,327.48,327.48,1.0,2026-09-21,2026-09-22,1.0,False,-0.077806,-0.077806,1.218509,ok,False,SEDOL:365602
SJG,Schroder Japan Trust,Japan,2026-09-22,True,390.0,390.0,GBp,422.54,422.54,1.0,2026-09-21,2026-09-22,1.0,False,-0.07701,-0.07701,0.863384,ok,False,SEDOL:802284
HSL,Henderson Smaller Companies,UK Smaller Companies,2026-09-22,True,972.0,972.0,GBp,1052.9,1052.9,1.0,2026-09-18,2026-09-22,4.0,False,-0.076835,-0.076835,1.35306,ok,False,SEDOL:906506
FCIT,F&C Investment Trust,Global,2026-09-22,True,345.799988,345.799988,GBp,374.37,374.37,1.0,2026-09-21,2026-09-22,1.0,False,-0.076315,-0.076315,-0.010918,ok,False,SEDOL:346607
BGUK,Baillie Gifford UK Growth,UK All Companies,2026-09-22,True,218.0,218.0,GBp,235.88,235.88,1.0,2026-09-21,2026-09-22,1.0,False,-0.075801,-0.075801,1.670261,ok,False,SEDOL:791348
SEQI,Sequoia Economic Infrastructure Income,Infrastructure,2026-09-22,True,84.599998,84.599998,GBp,91.5,91.5,1.0,2026-09-15,2026-09-16,7.0,False,-0.07541,-0.07541,2.229958,ok,False,SEDOL:BV54HY6
SDP,Schroder AsiaPacific Fund,Asia Pacific,2026-09-22,True,860.0,860.0,GBp,929.61,929.61,1.0,2026-09-21,2026-09-22,1.0,False,-0.074881,-0.074881,2.147723,ok,False,SEDOL:791887
PAIM,Puma AIM VCT,VCT AIM Quoted,2026-09-21,True,0.9,89.999998,GBp,97.16,97.16,1.0,2026-09-21,2026-09-21,0.0,False,-0.073693,-0.073693,,ok,True,SEDOL:BRC8992
PHI,Pacific Horizon Investment Trust,Asia Pacific,2026-09-22,True,1144.0,1144.0,GBp,1233.25,1233.25,1.0,2026-09-21,2026-09-22,1.0,False,-0.07237,-0.07237,1.427941,ok,False,SEDOL:666747
MTE,Montanaro European Smaller Companies,European Smaller Companies,2026-09-22,True,177.5,177.5,GBp,191.04,191.04,1.0,2026-09-18,2026-09-22,4.0,False,-0.070875,-0.070875,1.163918,ok,False,SEDOL:454351
BRLA,BlackRock Latin American,Latin America,2026-09-22,True,420.0,420.0,GBp,451.88,451.88,1.0,2026-09-18,2026-09-22,4.0,False,-0.07055,-0.07055,0.707592,ok,False,SEDOL:505840
PAC,Pacific Assets Trust,Asia Pacific,2026-09-21,True,412.0,412.0,GBp,443.02,443.02,1.0,2026-09-18,2026-09-21,3.0,False,-0.070019,-0.070019,1.182238,ok,False,SEDOL:667438
FGT,Finsbury Growth & Income Trust,UK Equity Income,2026-09-22,True,785.0,785.0,GBp,843.91,843.91,1.0,2026-09-18,2026-09-22,4.0,False,-0.069806,-0.069806,0.190147,ok,False,SEDOL:781606
JEMI,JPMorgan Emerging Markets Dividend Income,Global Emerging Markets,2026-09-22,True,216.0,216.0,GBp,232.2,232.2,1.0,2026-09-21,2026-09-22,1.0,False,-0.069767,-0.069767,1.561641,ok,False,SEDOL:B5ZZY91
SAIN,Scottish American,Global Equity Income,2026-09-22,True,554.0,554.0,GBp,595.46,595.46,1.0,2026-09-21,2026-09-22,1.0,False,-0.069627,-0.069627,0.801624,ok,False,SEDOL:787369
AGVI,Aberforth Geared Value & Income Trust,UK Smaller Companies,2026-09-22,True,93.25,93.25,GBp,100.21,100.21,1.0,2026-09-18,2026-09-21,4.0,False,-0.069454,-0.069454,1.191,ok,False,SEDOL:BPJMQ25
BGEU,Baillie Gifford European Growth,Europe,2026-09-22,True,123.5,123.5,GBp,132.63,132.63,1.0,2026-09-21,2026-09-22,1.0,False,-0.068838,-0.068838,1.284099,ok,False,SEDOL:329501
AIC,Achilles Investment Company,Flexible Investment,2026-09-22,True,104.5,104.5,GBp,112.21,112.21,1.0,2026-08-31,2026-09-09,22.0,False,-0.06871,-0.06871,-0.523514,ok,False,SEDOL:BT3GKD0
NVT,Northern Venture Trust,VCT,2026-09-21,True,56.0,56.0,GBp,60.1,60.1,1.0,2026-06-30,2026-09-01,83.0,False,-0.06822,-0.06822,0.759868,ok,True,SEDOL:645070
DIG,Dunedin Income Growth,UK Equity Income,2026-09-22,True,313.5,313.5,GBp,336.33,336.33,1.0,2026-09-18,2026-09-22,4.0,False,-0.06788,-0.06788,1.491866,ok,False,SEDOL:340609
THRL,Target Healthcare REIT,Property - UK Healthcare,2026-09-22,True,114.0,114.0,GBp,122.2,122.2,1.0,2026-06-30,2026-09-01,84.0,False,-0.067103,-0.067103,1.734817,ok,False,SEDOL:B95CGW7
MAV4,Maven Income and Growth VCT 4,VCT,2026-09-22,True,48.5,48.5,GBp,51.95,51.95,1.0,2026-06-30,2026-09-02,84.0,False,-0.06641,-0.06641,,ok,True,SEDOL:B043QW8
LWI,Lowland Investment Company,UK Equity Income,2026-09-22,True,187.0,187.0,GBp,200.2,200.2,1.0,2026-09-18,2026-09-22,4.0,False,-0.065934,-0.065934,0.889446,ok,False,SEDOL:536806
PINT,Pantheon Infrastructure,Infrastructure,2026-09-22,True,116.599998,116.599998,GBp,124.8,124.8,1.0,2026-03-31,2026-06-23,175.0,False,-0.065705,-0.065705,1.402646,ok,False,SEDOL:BLNNFL8
NTV,Northern 2 VCT,VCT,2026-09-21,True,53.0,53.0,GBp,56.7,56.7,1.0,2026-06-30,2026-09-01,83.0,False,-0.065256,-0.065256,0.41218,ok,True,SEDOL:535643
SST,Scottish Oriental Smaller Companies,Asia Pacific Smaller Companies,2026-09-22,True,279.0,279.0,GBp,298.16,298.16,1.0,2026-09-18,2026-09-22,4.0,False,-0.064261,-0.064261,1.988075,ok,False,SEDOL:783613
JEDT,JPMorgan European Discovery,European Smaller Companies,2026-09-22,True,631.0,631.0,GBp,673.99,673.99,1.0,2026-09-21,2026-09-22,1.0,False,-0.063784,-0.063784,1.348715,ok,False,SEDOL:341969
FEML,Fidelity Emerging Markets,Global Emerging Markets,2026-09-22,True,1502.0,1502.0,GBp,1604.24,1604.24,1.0,2026-09-18,2026-09-22,4.0,False,-0.063731,-0.063731,1.597505,ok,False,SEDOL:B4L0PD4
JFJ,JPMorgan Japanese,Japan,2026-09-22,True,823.0,823.0,GBp,878.64,878.64,1.0,2026-09-21,2026-09-22,1.0,False,-0.063325,-0.063325,1.27159,ok,False,SEDOL:174002
JMGI,JPMorgan Emerging Markets Growth & Income,Global Emerging Markets,2026-09-22,True,171.399994,171.399994,GBp,182.82,182.82,1.0,2026-09-21,2026-09-22,1.0,False,-0.062466,-0.062466,1.728618,ok,False,SEDOL:341895
SMT,Scottish Mortgage Investment Trust,Global,2026-09-22,True,1572.5,1572.5,GBp,1675.82,1675.82,1.0,2026-09-21,2026-09-22,1.0,False,-0.061653,-0.061653,0.735588,ok,False,SEDOL:783884
JUGI,JPMorgan UK Small Cap Growth & Income,UK Smaller Companies,2026-09-22,True,348.5,348.5,GBp,371.28,371.28,1.0,2026-09-21,2026-09-22,1.0,False,-0.061355,-0.061355,0.993648,ok,False,SEDOL:741600
BHMG,BH Macro,Hedge Funds,2026-09-22,True,421.0,421.0,GBp,448.0,448.0,1.0,2026-09-15,2026-09-16,7.0,False,-0.060268,-0.060268,0.055276,ok,False,SEDOL:B1NP514
ESCT,The European Smaller Companies Trust,European Smaller Companies,2026-09-22,True,237.5,237.5,GBp,252.6,252.6,1.0,2026-09-18,2026-09-22,4.0,False,-0.059778,-0.059778,1.216446,ok,False,SEDOL:906692
BASC,Brown Advisory US Smaller Companies,North American Smaller Companies,2026-09-22,True,1572.5,1572.5,GBp,1671.44,1671.44,1.0,2026-09-21,2026-09-22,1.0,False,-0.059194,-0.059194,1.800525,ok,False,SEDOL:346340
PCT,Polar Capital Technology,Technology & Technology Innovation,2026-09-22,True,691.0,691.0,GBp,733.52,733.52,1.0,2026-09-21,2026-09-22,1.0,False,-0.057967,-0.057967,1.148977,ok,False,SEDOL:422002
SDV,Chelverton UK Dividend Trust,UK Equity Income,2026-09-22,True,145.0,145.0,GBp,153.81,153.81,1.0,2026-09-21,2026-09-21,1.0,False,-0.057278,-0.057278,-0.633568,ok,False,SEDOL:661582
BIOG,Biotech Growth Trust,Biotechnology & Healthcare,2026-09-22,True,1618.0,1618.0,GBp,1715.31,1715.31,1.0,2026-09-18,2026-09-22,4.0,False,-0.05673,-0.05673,1.401337,ok,False,NAME:biotech growth|ordinary share
MUT,Murray Income Trust,UK Equity Income,2026-09-22,True,979.0,979.0,GBp,1036.81,1036.81,1.0,2026-09-21,2026-09-22,1.0,False,-0.055758,-0.055758,1.512286,ok,False,SEDOL:611112
EWI,Edinburgh Worldwide,Global Smaller Companies,2026-09-22,True,277.5,277.5,GBp,293.67,293.67,1.0,2026-09-21,2026-09-22,1.0,False,-0.055062,-0.055062,0.339825,ok,False,SEDOL:291633
FCSS,Fidelity China Special Situations,China / Greater China,2026-09-22,True,257.0,257.0,GBp,271.73,271.73,1.0,2026-09-21,2026-09-22,1.0,False,-0.054208,-0.054208,1.763968,ok,False,SEDOL:B62Z3C7
NAVF,Nippon Active Value Fund,Japanese Smaller Companies,2026-09-22,True,223.0,223.0,GBp,235.71,235.71,1.0,2026-09-18,2026-09-22,4.0,False,-0.053922,-0.053922,-0.978334,ok,False,SEDOL:BKLGLS1
CHI,CT UK High Income Trust,UK Equity Income,2026-09-22,True,112.0,112.0,GBp,118.36,118.36,1.0,2026-09-21,2026-09-22,1.0,False,-0.053734,-0.053734,-0.522184,ok,False,SEDOL:B1N4G29
WWH,Worldwide Healthcare Trust,Biotechnology & Healthcare,2026-09-22,True,385.0,385.0,GBp,406.66,406.66,1.0,2026-09-18,2026-09-22,4.0,False,-0.053263,-0.053263,1.491931,ok,False,SEDOL:338530
MRV,Maven Renovar VCT,VCT AIM Quoted,2026-09-22,True,53.5,53.5,GBp,56.5,56.5,1.0,2026-09-17,2026-09-22,5.0,False,-0.053097,-0.053097,,ok,True,SEDOL:B01JDF1
FVV,Fuel Ventures VCT,VCT,2026-09-21,True,0.92,92.000002,GBp,96.94,96.94,1.0,2026-07-24,2026-07-24,59.0,False,-0.050959,-0.050959,-0.16286,ok,True,SEDOL:BP2RHT1
BRGE,BlackRock Greater Europe,Europe,2026-09-22,True,593.0,593.0,GBp,624.67,624.67,1.0,2026-09-18,2026-09-22,4.0,False,-0.050699,-0.050699,0.616685,ok,False,SEDOL:B01RDH7
AUSC,Aberdeen UK Smaller Companies Growth,UK Smaller Companies,2026-09-22,True,532.0,532.0,GBp,560.28,560.28,1.0,2026-09-18,2026-09-22,4.0,False,-0.050475,-0.050475,2.768272,ok,False,SEDOL:295958
AGT,AVI Global Trust,Global,2026-09-22,True,259.5,259.5,GBp,273.28,273.28,1.0,2026-09-21,2026-09-22,1.0,False,-0.050424,-0.050424,1.500817,ok,False,SEDOL:133508
BERI,BlackRock Energy and Resources Income,Commodities & Natural Resources,2026-09-22,True,180.0,180.0,GBp,189.54,189.54,1.0,2026-09-18,2026-09-22,4.0,False,-0.050332,-0.050332,1.191519,ok,False,SEDOL:B0N8MF9
SCP,Schroder UK Mid Cap Fund,UK All Companies,2026-09-22,True,766.0,766.0,GBp,806.54,806.54,1.0,2026-09-21,2026-09-22,1.0,False,-0.050264,-0.050264,1.231868,ok,False,SEDOL:610841
FWT,Foresight Solar & Tech VCT FWT,VTC,2026-09-21,True,84.0,84.0,GBp,88.4,88.4,1.0,2026-06-30,2026-09-18,83.0,False,-0.049774,-0.049774,0.349368,ok,False,SEDOL:BKF2JH0
BNKR,Bankers Investment Trust,Global,2026-09-22,True,153.199997,153.199997,GBp,161.2,161.2,1.0,2026-09-18,2026-09-22,4.0,False,-0.049628,-0.049628,1.350601,ok,False,NAME:bankers|ordinary share
BVT,Baronsmead Venture Trust,VCT,2026-09-22,True,43.400002,43.400002,GBp,45.66,45.66,1.0,2026-08-31,2026-09-07,22.0,False,-0.049496,-0.049496,,ok,True,SEDOL:263193
AIE,Ashoka India Equity,India / Indian Subcontinent,2026-09-22,True,251.5,251.5,GBp,264.57,264.57,1.0,2026-09-18,2026-09-22,4.0,False,-0.049401,-0.049401,-1.770001,ok,False,SEDOL:BF50VS4
SCF,Schroder Income Growth Fund,UK Equity Income,2026-09-22,True,369.0,369.0,GBp,388.15,388.15,1.0,2026-09-21,2026-09-22,1.0,False,-0.049337,-0.049337,1.54647,ok,False,SEDOL:791586
FAS,Fidelity Asian Values,Asia Pacific Smaller Companies,2026-09-22,True,616.0,616.0,GBp,647.8,647.8,1.0,2026-09-21,2026-09-22,1.0,False,-0.049089,-0.049089,1.010109,ok,False,SEDOL:332231
AAIF,Aberdeen Asian Income Fund,Asia Pacific Equity Income,2026-09-22,True,329.0,329.0,GBp,345.95,345.95,1.0,2026-09-18,2026-09-22,4.0,False,-0.048996,-0.048996,1.906765,ok,False,SEDOL:B0P6J83
TEM,Templeton Emerging Markets,Global Emerging Markets,2026-09-22,True,335.0,335.0,GBp,351.95,351.95,1.0,2026-09-18,2026-09-22,4.0,False,-0.04816,-0.04816,-0.476705,ok,False,SEDOL:882929
FVEN,Foresight Ventures VCT,VCT,2026-09-21,True,77.5,77.5,GBp,81.4,81.4,1.0,2026-06-30,2026-09-21,83.0,False,-0.047912,-0.047912,0.192211,ok,True,SEDOL:B61LT73
OOA,Octopus AIM VCT,VCT AIM Quoted,2026-09-21,True,38.0,38.0,GBp,39.9,39.9,1.0,2026-09-14,2026-09-18,7.0,False,-0.047619,-0.047619,,ok,True,SEDOL:3420207
OSEC,Octopus AIM VCT 2,VCT AIM Quoted,2026-09-21,True,30.4,30.4,GBp,31.9,31.9,1.0,2026-09-14,2026-09-18,7.0,False,-0.047022,-0.047022,,ok,True,SEDOL:B0JQZZ8
OFG,Octopus Future Generations VCT,VCT,2026-09-21,True,0.805,80.500001,GBp,84.4,84.4,1.0,2026-06-30,2026-09-17,83.0,False,-0.046209,-0.046209,-0.171217,ok,True,SEDOL:BNGFHX1
BMD,Baronsmead Second Venture Trust,VCT,2026-09-21,True,44.400002,44.400002,GBp,46.55,46.55,1.0,2026-08-31,2026-09-07,21.0,False,-0.046187,-0.046187,,ok,True,SEDOL:3002810
CTHT,CT Healthcare Trust,Biotechnology & Healthcare,2026-09-22,True,130.0,130.0,GBp,136.27,136.27,1.0,2026-09-16,2026-09-17,6.0,False,-0.046012,-0.046012,0.433499,ok,False,SEDOL:BZCNLL9
ATT,Allianz Technology Trust,Technology & Technology Innovation,2026-09-22,True,754.0,754.0,GBp,789.35,789.35,1.0,2026-09-21,2026-09-22,1.0,False,-0.044784,-0.044784,2.162564,ok,False,SEDOL:339072
MRCH,Merchants Trust,UK Equity Income,2026-09-22,True,668.0,668.0,GBp,699.07,699.07,1.0,2026-09-21,2026-09-22,1.0,False,-0.044445,-0.044445,-0.383879,ok,False,SEDOL:580007
AJOT,AVI Japan Opportunity Trust,Japanese Smaller Companies,2026-09-22,True,177.0,177.0,GBp,185.16,185.16,1.0,2026-09-18,2026-09-22,4.0,False,-0.04407,-0.04407,-0.952358,ok,False,SEDOL:BD6H5D3
IAD,Invesco Asia Dragon Trust,Asia Pacific Equity Income,2026-09-22,True,509.0,509.0,GBp,531.85,531.85,1.0,2026-09-18,2026-09-22,4.0,False,-0.042963,-0.042963,2.200392,ok,False,SEDOL:453530
GSCT,The Global Smaller Companies Trust,Global Smaller Companies,2026-09-22,True,190.199997,190.199997,GBp,198.59,198.59,1.0,2026-09-21,2026-09-22,1.0,False,-0.042248,-0.042248,1.788025,ok,False,NAME:global smaller companies trust|ordinary share
MNKS,Monks Investment Trust,Global,2026-09-22,True,1642.0,1642.0,GBp,1701.98,1701.98,1.0,2026-09-21,2026-09-22,1.0,False,-0.035241,-0.035241,1.938863,ok,False,SEDOL:3051726
RICA,Ruffer Investment Company,Flexible Investment,2026-09-22,True,298.5,298.5,GBp,309.18,309.18,1.0,2026-09-16,2026-09-17,6.0,False,-0.034543,-0.034543,0.252258,ok,False,SEDOL:B018CS4
MTU,Montanaro UK Smaller Companies,UK Smaller Companies,2026-09-22,True,112.25,112.25,GBp,116.09,116.09,1.0,2026-09-18,2026-09-22,4.0,False,-0.033078,-0.033078,-0.271969,ok,False,SEDOL:600756
3IN,3i Infrastructure,Infrastructure,2026-09-22,True,392.0,392.0,GBp,405.2,405.2,1.0,2026-05-12,2026-05-12,133.0,False,-0.032577,-0.032577,1.709144,ok,False,SEDOL:BYR8GK6
CTUK,CT UK Capital and Income,UK Equity Income,2026-09-22,True,352.0,352.0,GBp,362.68,362.68,1.0,2026-09-21,2026-09-22,1.0,False,-0.029447,-0.029447,0.876845,ok,False,SEDOL:346328
MIGO,MIGO Opportunities Trust,Flexible Investment,2026-09-22,True,410.5,410.5,GBp,422.18,422.18,1.0,2026-09-18,2026-09-22,4.0,False,-0.027666,-0.027666,0.528866,ok,False,SEDOL:3436594
FEV,Fidelity European Trust,Europe,2026-09-22,True,427.0,427.0,GBp,438.86,438.86,1.0,2026-09-21,2026-09-22,1.0,False,-0.027025,-0.027025,1.001488,ok,False,SEDOL:337582
AWEM,Ashoka WhiteOak Emerging Markets,Global Emerging Markets,2026-09-22,True,181.0,181.0,GBp,185.56,185.56,1.0,2026-09-18,2026-09-22,4.0,False,-0.024574,-0.024574,-0.934337,ok,False,SEDOL:BMZR7D1
NAIT,North American Income Trust,North America,2026-09-22,True,426.0,426.0,GBp,435.8,435.8,1.0,2026-09-18,2026-09-22,4.0,False,-0.022487,-0.022487,1.590553,ok,False,NAME:north american income|ordinary share
SOI,Schroder Oriental Income,Asia Pacific Equity Income,2026-09-22,True,464.5,464.5,GBp,475.0,475.0,1.0,2026-09-21,2026-09-22,1.0,False,-0.022105,-0.022105,1.857634,ok,False,SEDOL:B0CRWN5
JEGI,JPMorgan European Growth & Income,Europe,2026-09-22,True,143.0,143.0,GBp,146.2,146.2,1.0,2026-09-21,2026-09-22,1.0,False,-0.021888,-0.021888,0.888532,ok,False,SEDOL:B18JK16
JCH,JPMorgan Claverhouse,UK Equity Income,2026-09-22,True,954.0,954.0,GBp,974.84,974.84,1.0,2026-09-21,2026-09-22,1.0,False,-0.021378,-0.021378,2.063049,ok,False,SEDOL:342218
HHI,Henderson High Income Trust,UK Equity & Bond Income,2026-09-22,True,206.0,206.0,GBp,210.5,210.5,1.0,2026-09-18,2026-09-22,4.0,False,-0.021378,-0.021378,1.994449,ok,False,SEDOL:958057
BRWM,BlackRock World Mining,Commodities & Natural Resources,2026-09-22,True,993.0,993.0,GBp,1014.36,1014.36,1.0,2026-09-18,2026-09-22,4.0,False,-0.021058,-0.021058,0.886582,ok,False,SEDOL:577485
CMPG,CT Global Managed Portfolio Growth,Flexible Investment,2026-09-22,True,326.0,326.0,GBp,332.15,332.15,1.0,2026-09-21,2026-09-22,1.0,False,-0.018516,-0.018516,-0.014433,ok,False,SEDOL:B2PP252
IBT,International Biotechnology,Biotechnology & Healthcare,2026-09-22,True,1120.0,1120.0,GBp,1140.6,1140.6,1.0,2026-09-21,2026-09-22,1.0,False,-0.018061,-0.018061,3.300846,ok,False,SEDOL:455934
JAM,JPMorgan American,North America,2026-09-22,True,1240.0,1240.0,GBp,1261.77,1261.77,1.0,2026-09-21,2026-09-22,1.0,False,-0.017254,-0.017254,0.296878,ok,False,SEDOL:846505
PCFT,Polar Capital Global Financials,Financials & Financial Innovation,2026-09-22,True,250.0,250.0,GBp,254.18,254.18,1.0,2026-09-21,2026-09-22,1.0,False,-0.016445,-0.016445,1.372854,ok,False,SEDOL:B9XQT11
AEET,Parvus Energy Efficiency Trust,Renewable Energy Infrastructure,2026-09-22,True,24.6,24.6,GBp,25.0,25.0,1.0,2025-12-31,2026-04-24,265.0,False,-0.016,-0.016,2.161595,ok,False,SEDOL:BN6JYS7
ATR,Schroder Asian Total Return,Asia Pacific,2026-09-22,True,730.0,730.0,GBp,741.39,741.39,1.0,2026-09-21,2026-09-22,1.0,False,-0.015363,-0.015363,1.450455,ok,False,SEDOL:871079
EDIN,Edinburgh Investment Trust,UK Equity Income,2026-09-22,True,842.0,842.0,GBp,854.65,854.65,1.0,2026-09-21,2026-09-22,1.0,False,-0.014801,-0.014801,1.841911,ok,False,SEDOL:305233
JGGI,JPMorgan Global Growth & Income,Global Equity Income,2026-09-22,True,609.0,609.0,GBp,617.13,617.13,1.0,2026-09-21,2026-09-22,1.0,False,-0.013174,-0.013174,-0.380939,ok,False,SEDOL:914327
CGT,Capital Gearing Trust,Flexible Investment,2026-09-22,True,512.0,512.0,GBp,518.45,518.45,1.0,2026-09-18,2026-09-22,4.0,False,-0.012441,-0.012441,-0.03205,ok,False,SEDOL:173861
AEI,Aberdeen Equity Income Trust,UK Equity Income,2026-09-22,True,454.0,454.0,GBp,458.92,458.92,1.0,2026-09-18,2026-09-22,4.0,False,-0.010721,-0.010721,0.270876,ok,False,SEDOL:603959
ONWD,Onward Opportunities,UK Smaller Companies,2026-09-22,True,163.5,163.5,GBp,164.99,164.99,1.0,2026-09-16,2026-09-18,6.0,False,-0.009031,-0.009031,,ok,False,SEDOL:BMZR151
MWY,Mid Wynd International,Global,2026-09-22,True,790.0,790.0,GBp,796.69,796.69,1.0,2026-09-18,2026-09-22,4.0,False,-0.008397,-0.008397,1.32585,ok,False,SEDOL:589383
