ticker,obs,median_abs_change,p99_abs_change,big_moves,jump_reversals,cum_assumed_share,median_abs_change_all,reliable,suspect_rate
RICA,186,0.003281516599027867,0.3481695654783662,3,1,0.010752688172043012,0.004712643678160933,True,0.005376344086021506
NCYF,2518,0.001669294273839217,0.9931989024421118,53,12,0.024225575853852262,0.001677500524218889,True,0.004765687053216839
CTUK,4906,0.005323455116588216,0.8654497937771822,80,22,0.015898899306971057,0.005320141870449824,True,0.004484304932735426
EAT,4313,0.006385574622490453,0.8511083537250907,69,19,0.016693716670530954,0.006383254113801584,True,0.004405286343612335
WTAN,4156,0.004855603429688771,0.3862849551601049,46,18,0.12319538017324351,0.004890407178649081,True,0.004331087584215592
FRGT,4165,0.005647228452419162,0.9622175836650337,75,18,0.08283313325330131,0.005633723256557588,True,0.004321728691476591
GCL,235,0.026454273929739758,2.2158807699162324,29,1,0.1829787234042553,0.02696656733084457,True,0.00425531914893617
CHI,4551,0.00530683133925125,0.9327257952799247,72,19,0.014722039112283015,0.005279712318026708,True,0.004174906613931004
CMPI,4548,0.0038095151639754854,0.8443738904296342,70,18,0.015391380826737027,0.0038093377612814505,True,0.00395778364116095
AIF,769,0.006072570435379676,0.42747766601531245,9,3,0.06631989596879063,0.007024432809773273,True,0.0039011703511053317
DSM,1838,0.003157814583879981,0.06323197913219498,15,7,0.003808487486398259,0.00318049297641132,True,0.003808487486398259
BASC,4562,0.007784355679222588,0.775424547524823,98,17,0.6427005699254713,0.007766544870639325,True,0.003726435773783428
STS,4140,0.0044827783050481185,0.9274973425215584,69,15,0.03333333333333333,0.004458530296519214,True,0.0036231884057971015
HOT,4179,0.0048395313295974685,0.22307995867965455,41,15,0.4580043072505384,0.004855650309119386,True,0.003589375448671931
MTE,4562,0.006943069426810777,0.5841833092024922,63,16,0.014686540990793511,0.006920042030707063,True,0.0035072336694432268
SST,4403,0.0047521025701346975,0.581612339766431,64,15,0.1274131274131274,0.004781677855339839,True,0.0034067681126504655
GPM,355,0.018655762841809365,3.631601331001647,30,1,0.1267605633802817,0.021458814472671284,True,0.0028169014084507044
TRY,4635,0.006937218175511628,0.963749480733464,124,13,0.9989212513484358,0.006983240223463749,True,0.0028047464940668823
HNE,4006,0.006237156067901983,0.30797383365222497,44,11,0.6260609086370444,0.006301197227473243,True,0.0027458811782326512
ASCI,3297,0.004672752591675877,0.09626320723792593,21,9,0.005156202608431908,0.004798430878077742,True,0.00272975432211101
BGCG,4925,0.005854678515420764,0.06498015874821837,35,13,0.06558375634517767,0.005846646920096732,True,0.0026395939086294416
