month,month_end,market,n_funds,sufficient,mean_discount,median_discount,cap_weighted_discount,p10_discount,p25_discount,p75_discount,p90_discount,std_discount,iqr_discount,pct_at_discount,pct_wider_than_10,pct_wider_than_20,pct_at_premium,n_with_market_cap,total_market_cap_local,mean_discount_pct,median_discount_pct,cap_weighted_discount_pct,p10_discount_pct,p25_discount_pct,p75_discount_pct,p90_discount_pct,std_discount_pct,iqr_discount_pct,pct_at_discount_pct,pct_at_discount_share_pct,pct_wider_than_10_share_pct,pct_wider_than_20_share_pct,pct_at_premium_share_pct
2007-01,2007-01-31,UK,176,True,-0.05478043823056034,-0.05546255355474289,-0.07258388064082191,-0.11081260127028997,-0.09248257171304974,-0.027078745262030773,0.017356268765551297,0.050667746593925304,0.06540382645101897,0.8636363636363636,0.1534090909090909,0.0,0.13636363636363635,176,44385.763138545,-5.478043823056034,-5.546255355474289,-7.258388064082191,-11.081260127028997,-9.248257171304974,-2.7078745262030774,1.7356268765551297,5.0667746593925305,6.540382645101897,86.36363636363636,86.36363636363636,15.340909090909092,0.0,13.636363636363635
2007-02,2007-02-28,UK,177,True,-0.05589925784432255,-0.057588208439314004,-0.07540264937614125,-0.11457193275539142,-0.09133709981167604,-0.022509378907878297,0.010437908566819292,0.05077573481338173,0.06882772090379774,0.8418079096045198,0.1864406779661017,0.005649717514124294,0.15819209039548024,177,43996.718213838,-5.589925784432255,-5.7588208439314,-7.540264937614125,-11.457193275539142,-9.133709981167604,-2.2509378907878297,1.0437908566819292,5.077573481338173,6.882772090379774,84.18079096045197,84.18079096045197,18.64406779661017,0.5649717514124294,15.819209039548024
2007-03,2007-03-31,UK,183,True,-0.06104232962283934,-0.06566559408890482,-0.07461681852290046,-0.12193853982886674,-0.0984796284717358,-0.031172430217841496,0.007840875503074687,0.055753841034372524,0.06730719825389431,0.8852459016393442,0.23497267759562843,0.00546448087431694,0.11475409836065574,183,45639.2181001035,-6.104232962283934,-6.566559408890482,-7.461681852290046,-12.193853982886674,-9.84796284717358,-3.11724302178415,0.7840875503074687,5.575384103437252,6.73071982538943,88.52459016393442,88.52459016393442,23.497267759562842,0.546448087431694,11.475409836065573
2007-04,2007-04-30,UK,182,True,-0.0601210612032418,-0.06426205987304151,-0.0747345309687608,-0.11628312800315249,-0.09463039438869908,-0.029639263132823335,0.005848436157127896,0.055032999846075556,0.06499113125587574,0.8791208791208791,0.2087912087912088,0.005494505494505495,0.12087912087912088,182,46503.637762339495,-6.01210612032418,-6.426205987304151,-7.47345309687608,-11.62831280031525,-9.463039438869908,-2.9639263132823332,0.5848436157127896,5.503299984607556,6.4991131255875745,87.91208791208791,87.91208791208791,20.87912087912088,0.5494505494505495,12.087912087912088
2007-05,2007-05-31,UK,179,True,-0.07364730514233452,-0.08255556624651206,-0.08481923065984628,-0.13461882663289676,-0.10761767390628085,-0.04432547422556182,-0.00022745205762006037,0.056688196632556954,0.06329219968071903,0.8994413407821229,0.329608938547486,0.01675977653631285,0.1005586592178771,179,45643.419835722496,-7.364730514233451,-8.255556624651206,-8.481923065984628,-13.461882663289677,-10.761767390628085,-4.4325474225561825,-0.022745205762006036,5.668819663255696,6.329219968071903,89.94413407821229,89.94413407821229,32.960893854748605,1.675977653631285,10.05586592178771
2007-06,2007-06-30,UK,189,True,-0.07666689725631567,-0.08445719394978024,-0.09426847306071065,-0.13797267583567532,-0.11521446432006155,-0.04372464421405109,0.010310946319914766,0.05682980084848219,0.07148982010601046,0.8888888888888888,0.3968253968253968,0.0,0.1111111111111111,189,48049.3539058245,-7.666689725631567,-8.445719394978024,-9.426847306071066,-13.797267583567532,-11.521446432006154,-4.372464421405109,1.0310946319914767,5.682980084848219,7.1489820106010455,88.88888888888889,88.88888888888889,39.682539682539684,0.0,11.11111111111111
2007-07,2007-07-31,UK,185,True,-0.07334755432039827,-0.07902554961378483,-0.08310059948746189,-0.14010732018461614,-0.1071428571428571,-0.037569573283858904,-0.0015524798949701495,0.052109880745701165,0.06957328385899819,0.9027027027027027,0.31891891891891894,0.0,0.0972972972972973,185,45962.621498261506,-7.334755432039827,-7.902554961378483,-8.310059948746188,-14.010732018461614,-10.71428571428571,-3.7569573283858904,-0.15524798949701496,5.210988074570117,6.957328385899819,90.27027027027027,90.27027027027027,31.891891891891895,0.0,9.72972972972973
2007-08,2007-08-31,UK,184,True,-0.07383967631635946,-0.07715294488658259,-0.08137348129129518,-0.14474262880836095,-0.10582210115172838,-0.04252214225798645,-0.009885330897899449,0.05612465029149311,0.06329995889374193,0.9184782608695652,0.31521739130434784,0.005434782608695652,0.08152173913043478,184,43165.599216350005,-7.3839676316359455,-7.715294488658259,-8.137348129129517,-14.474262880836095,-10.582210115172838,-4.252214225798645,-0.9885330897899449,5.612465029149312,6.329995889374193,91.84782608695652,91.84782608695652,31.521739130434785,0.5434782608695652,8.152173913043478
2007-09,2007-09-30,UK,193,True,-0.07636953003975719,-0.08550525834476452,-0.08748308392543112,-0.1447534202699716,-0.11158051689860837,-0.03856175091193337,-0.0027146718621074047,0.05976176671081959,0.073018765986675,0.9119170984455959,0.34196891191709844,0.015544041450777202,0.08808290155440414,193,49230.666830636,-7.6369530039757185,-8.550525834476453,-8.748308392543112,-14.47534202699716,-11.158051689860837,-3.856175091193337,-0.27146718621074045,5.9761766710819595,7.3018765986675005,91.19170984455958,91.19170984455958,34.196891191709845,1.5544041450777202,8.808290155440414
2007-10,2007-10-31,UK,187,True,-0.08228211696066207,-0.08377671566417177,-0.09268250489505503,-0.15955638521137055,-0.11829516383220312,-0.04225963240595154,-0.004544722732362749,0.060596833685739086,0.07603553142625158,0.9144385026737968,0.40641711229946526,0.0213903743315508,0.0855614973262032,187,49001.6842961255,-8.228211696066207,-8.377671566417177,-9.268250489505503,-15.955638521137056,-11.829516383220312,-4.225963240595155,-0.45447227323627487,6.059683368573909,7.603553142625158,91.44385026737967,91.44385026737967,40.64171122994652,2.13903743315508,8.55614973262032
2007-11,2007-11-30,UK,185,True,-0.09883467278784389,-0.09748150966729296,-0.09539292176077087,-0.18467262016314107,-0.13514997597638823,-0.056119916614274734,-0.013043166060445964,0.06677987739393498,0.07903005936211349,0.9351351351351351,0.4702702702702703,0.05405405405405406,0.06486486486486487,185,45964.864242634,-9.883467278784389,-9.748150966729296,-9.539292176077087,-18.467262016314105,-13.514997597638823,-5.611991661427473,-1.3043166060445965,6.677987739393498,7.903005936211349,93.51351351351352,93.51351351351352,47.02702702702703,5.405405405405405,6.486486486486487
2007-12,2007-12-31,UK,191,True,-0.10524615932107564,-0.10510873317224712,-0.11186584227824242,-0.187771286837897,-0.13588725539580426,-0.062480252266526815,-0.030923966685972082,0.06249149649954895,0.07340700312927745,0.9581151832460733,0.518324607329843,0.07853403141361257,0.041884816753926704,191,47319.4607416955,-10.524615932107565,-10.51087331722471,-11.186584227824243,-18.7771286837897,-13.588725539580427,-6.248025226652682,-3.092396668597208,6.249149649954895,7.340700312927745,95.81151832460732,95.81151832460732,51.832460732984295,7.853403141361256,4.18848167539267
2008-01,2008-01-31,UK,185,True,-0.09820160259068639,-0.09589780496581501,-0.09611405255346048,-0.18508854407587225,-0.14170313025917203,-0.060247167868177076,-0.02052505437633058,0.06437588007287734,0.08145596239099495,0.9297297297297298,0.4594594594594595,0.04864864864864865,0.07027027027027027,185,40170.492448149496,-9.820160259068638,-9.5897804965815,-9.611405255346048,-18.508854407587226,-14.170313025917203,-6.024716786817708,-2.052505437633058,6.437588007287734,8.145596239099495,92.97297297297298,92.97297297297298,45.94594594594595,4.864864864864865,7.027027027027027
2008-02,2008-02-29,UK,182,True,-0.08467383569979482,-0.08915158556946268,-0.08679759369874121,-0.16788721752257627,-0.12002157050336926,-0.04698273079709861,-0.007089263507033915,0.06192770557832888,0.07303883970627065,0.9285714285714286,0.3901098901098901,0.027472527472527472,0.07142857142857142,182,43329.42817713201,-8.467383569979482,-8.915158556946267,-8.679759369874121,-16.788721752257626,-12.002157050336926,-4.698273079709861,-0.7089263507033915,6.192770557832888,7.303883970627065,92.85714285714286,92.85714285714286,39.010989010989015,2.7472527472527473,7.142857142857142
2008-03,2008-03-31,UK,190,True,-0.10075039016657618,-0.09875115695926279,-0.09053324215011573,-0.18682390824253736,-0.1425391613434902,-0.058005868325359144,-0.018114066822379787,0.06845638954498752,0.08453329301813106,0.9263157894736842,0.48947368421052634,0.07894736842105263,0.07368421052631578,190,44453.917317066,-10.075039016657618,-9.87511569592628,-9.053324215011573,-18.682390824253737,-14.253916134349021,-5.800586832535915,-1.8114066822379788,6.845638954498752,8.453329301813106,92.63157894736842,92.63157894736842,48.94736842105264,7.894736842105263,7.368421052631578
2008-04,2008-04-30,UK,185,True,-0.0928287332629637,-0.09266876360996856,-0.06775497230373514,-0.17926843705246548,-0.13345843912131583,-0.05703647744442042,-0.012329671459123184,0.06634548732399559,0.07642196167689541,0.9135135135135135,0.42702702702702705,0.043243243243243246,0.08648648648648649,185,75327.9377197585,-9.28287332629637,-9.266876360996857,-6.775497230373515,-17.926843705246547,-13.345843912131583,-5.703647744442042,-1.2329671459123184,6.6345487323995584,7.642196167689541,91.35135135135135,91.35135135135135,42.7027027027027,4.324324324324325,8.64864864864865
2008-05,2008-05-31,UK,188,True,-0.09394493000670479,-0.09656255730337926,-0.09445277232013312,-0.17273869888632482,-0.12545791029599287,-0.06066585774023053,-0.017492972173870282,0.06629374535937535,0.06479205255576234,0.925531914893617,0.4734042553191489,0.047872340425531915,0.07446808510638298,188,45069.3816998525,-9.39449300067048,-9.656255730337925,-9.445277232013312,-17.273869888632483,-12.545791029599288,-6.0665857740230535,-1.7492972173870283,6.629374535937535,6.479205255576234,92.5531914893617,92.5531914893617,47.340425531914896,4.787234042553192,7.446808510638298
